eng_Latn,pan_Guru
"Karisma Kapoor arrived at the party along with her brother-in-law and sister Kareena's husband Saif Ali Khan.
","ਸੋਹਾ ਅਲੀ ਖ਼ਾਨ ਵੀ ਆਪਣੇ ਪਤੀ ਕੁਣਾਲ ਖੇਮੂ ਨਾਲ ਘਰ ‘ਚ ਹੋ ਰਹੀ ਪਾਰਟੀ ਚ’ ਆਈ ਤਾਂ ਕਰੀਨਾ ਦੀ ਭੈਣ ਕਰਿਸ਼ਮਾ ਕਪੂਰ ਵੀ ਆਪਣੇ ਬੱਚਿਆਂ ਦੇ ਨਾਲ ਪਾਰਟੀ ‘ਚ ਨਜ਼ਰ ਆਈ।
"
"Vinay Bansal, son of the late brother-in-law of Chief Minister Arvind Kejriwal.
","ਅਰਵਿੰਦ ਕੇਜਰੀਵਾਲ ਦੇ ਸਾਢੂ ਦੇ ਬੇਟੇ ਵਿਨੈ ਬਾਂਸਲ ਨੂੰ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਹੈ।
"
"Majithia is the brother-in-law of Punjab Deputy Chief Minister and Akali Dal president Sukhbir Singh Badal, and younger brother of Sukhbir's wife and Union Food Processing Minister Harsimrat Kaur Badal.
","ਪੰਜਾਬ ਦੇ ਉਪ ਮੁਖ ਮੰਤਰੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਜੋ ਗ੍ਰਹਿ ਵਿਭਾਗ ਦੇ ਮੰਤਰੀ ਵੀ ਹਨ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਪਤਨੀ ਕੇਂਦਰੀ ਫੂਡ ਪ੍ਰਾਸੈਸਿੰਗ ਵਿਭਾਗ ਦੇ ਮੰਤਰੀ ਹਰਸਿਮਰਤ ਕੌਰ ਬਾਦਲ ਇਸ ਕੰਪਨੀ ਦੇ ਮਾਲਕ ਹਨ।
"
"She lives with her parents, while her sisters, brother-in-law, nieces and nephews live in the next house along.
","ਉਸਦੀ ਮਾਂ, ਪਤਨੀ ਅਤੇ ਬੇਟੀ ਅਤੇ ਭਾਈ ਉਸਦੇ ਨਾਲ ਹੀ ਰਹਿੰਦੇ ਹਨ, ਜਦਕਿ ਉਸਦੇ ਪਿਤਾ ਨੇੜੇ ਹੀ ਵੱਖਰੇ ਘਰ ‘ਚ ਰਹਿੰਦੇ ਹਨ।
"
"Jaijeet Singh Johal ‘Jojo’ is the brother-in-law of Punjab’s finance minister Manpreet Singh Badal.
","ਜੈਜੀਤ ਜੌਹਲ ਉਰਫ ਜੋਜੋ ਪੰਜਾਬ ਦੇ ਵਿੱਤ ਮੰਤਰੀ ਮਨਪ੍ਰੀਤ ਸਿੰਘ ਬਾਦਲ ਦੀ ਪਤਨੀ ਦਾ ਭਰਾ ਹੈ।
"
"Actors Arbaaz Khan and Sohail Khan also arrived with his mother Salma Khan, sister Alvira and brother-in-law Atul Agnihotri.
","ਅਰਮਾਨ ਦੇ ਵਿਆਹ ਵਿੱਚ ਸੋਹੇਲ ਖਾਨ , ਅਰਬਾਜ਼ ਖਾਨ , ਸਲਮਾਨ ਖਾਨ ਦੀ ਮਾਂ ਸਲਮਾ , ਸਲਮਾਨ ਦੀ ਭੈਣ ਅਲਵੀਰਾ ਖਾਨ ਅਗਨੀਹੋਤਰੀ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪਤੀ ਅਤੁਲ ਅਗਨੀਹੋਤਰੀ ਵੀ ਨਜ਼ਰ ਆਏ।
"
"Two die as police officer opens fire at brother-in-law's marriage
","ਪੁਲਿਸ ਮੁਲਾਜ਼ਮ ਵੱਲੋਂ ਟੱਕਰ ਮਾਰਨ 'ਤੇ ਦੋ ਭਰਾਵਾਂ 'ਚੋਂ ਇਕ ਦੀ ਮੌਤ
"
"An FIR has been registered against her husband, father-in-law, brother-in-law and others, the police said.
","ਪੁਲਸ ਨੇ ਪੀੜਤ ਦੇ ਬਿਆਨਾਂ ਤਹਿਤ ਪਤਨੀ, ਸੱਸ, ਮਾਸੀ ਅਤੇ ਕੁਝ ਹੋਰ ਵਿਅਕਤੀਆਂ ਖ਼ਿਲਾਫ਼ ਕੇਸ ਦਰਜ ਕਰਕੇ ਬਣਦੀ ਕਾਰਵਾਈ ਸ਼ੁਰੂ ਕਰ ਦਿੱਤੀ ਹੈ।
"
"The people named in the cases include Hafiz Saeed, his brother-in-law Abdul Rehman Makki, Ameer Hamza and Muhammad Yahya Aziz.
","ਗ੍ਰਿਫ਼ਤਾਰ ਮੈਂਬਰਾਂ ’ਚ ਮਿਆਂਮਾ ਮੂਲ ਦੇ ਹਾਫਿਜ਼ ਸ਼ਫੀਕ ਉਰਫ ਸ਼ਬੀਉੱਲਾਹ, ਅਜੀਜੁੱਰਹਿਮਾਨ ਉਰਫ ਅਜੀਜ਼, ਮੁਫੀਜੁੱਰਹਿਮਾਨ ਉਰਫ ਮੁਫਜੀ ਅਤੇ ਮੁਹੰਮਦ ਇਸਮਾਇਲ ਸ਼ਾਮਲ ਹਨ।
"
"Best wishes on your birthday, brother-in-law!
","ਜਨਮਦਿਨ ਮੁਬਾਰਕ ਮੇਰੇ ਭਰਾ !
"
"He is the brother-in-law of Congress MLA from Jalandhar Cantt, Pargat Singh.
","ਉਹ ਜਲੰਧਰ ਛਾਉਣੀ ਤੋਂ ਕਾਂਗਰਸ ਦੇ ਵਿਧਾਇਕ ਪਰਗਟ ਸਿੰਘ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਹਨ।
"
"Arbaaz’s son Arhaan and parents Salim Khan and Salma Khan, and brother-in-law Aayush Sharma were also spotted at the bash.
","ਇਸ ਮੌਕੇ ਤੇ ਸਲਮਾਨ ਖ਼ਾਨ ਦੇ ਪਿਤਾ ਸਲੀਮ ਖ਼ਾਨ ਅਤੇ ਭਰਾ ਅਰਬਾਜ਼ ਖ਼ਾਨ ਵੀ ਮੌਜੂਦ ਸਨ।
"
"Also present at the bash were Kareenas father Randhir Kapoor, Saifs daughter Sara, his brother-in-law Kunal Kemmu, the actress cousin Armaan Jain, aunt Reema Kapoor and her close friends-- Amrita Arora and Malaika Arora.
","ਜਿਸ ਵਿਚ ਕਰੀਨਾ ਦੇ ਮਾਤਾ-ਪਿਤਾ ਰਣਧੀਰ ਕਪੂਰ ਅਤੇ ਬਬੀਤਾ, ਭੈਣ ਕਰਿਸ਼ਮਾ ਕਪੂਰ ਅਤੇ ਉਨ੍ਹਾਂ ਦੀ ਬੇਟੀ ਅਧਾਰਾ ਕਪੂਰ ਅਤੇ ਚਾਚਾ ਕੁਨਾਲ ਕਪੂਰ ਦੇ ਨਾਲ ਬੱਚੇ ਜਹਾਂ ਕਪੂਰ ਅਤੇ ਸ਼ੈਰਾ ਕਪੂਰ ਨਾਲ ਪਾਰਟੀ ਵਿੱਚ ਪਹੁੰਚੇ।
"
"Jaijeet Singh Johal ‘Jojo’ is the brother-in-law of Punjab’s finance minister Manpreet Singh Badal.
","ਜ਼ਿਕਰਯੋਗ ਹੈ ਕਿ ‘ਜੋਜੋ’ ਪੰਜਾਬ ਕਾਂਗਰਸ ਦੇ ਮੰਤਰੀ ਮਨਪ੍ਰੀਤ ਬਾਦਲ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਹਨ, ਜਿਨ੍ਹਾਂ ਦਾ ਪੂਰਾ ਨਾਂ ਜੈਜੀਤ ਜੌਹਲ ਹੈ।
"
"Actor Kareena Kapoor wished her brother-in-law Kunal Kemmu on his birthday with a lovely throwback family photo.
","ਕਰੀਨਾ ਕਪੂਰ ਖਾਨ ਨੇ ਕੁਨਾਲ ਖੇਮੂ ਇਹ ਫੋਟੋ ਸਾਂਝਾ ਕਰਦਿਆਂ ਜਨਮ ਦਿਨ ਦੀ ਵਧਾਈ ਦਿੱਤੀ
"
"Chanda Kochhar's brother-in-law and Deepak's brother, Rajiv Kochhar, has also been grilled by the ED multiple times in the case.
","ਈਡੀ ਨੇ ਚੰਦਾ ਕੋਚਰ ਦੇ ਦਿਓਰ ਤੇ ਦੀਪਕ ਕੋਚਰ ਦੇ ਭਰਾ ਰਾਜੀਵ ਕੋਚਰ ਤੋਂ ਇਸ ਮਾਮਲੇ ਬਾਰੇ ਕਈ ਵਾਰ ਪੁੱਛਗਿੱਛ ਕੀਤੀ ਹੈ।
"
"These include Chief Minister Parkash Singh Badal, his son and deputy chief minister Sukhbir Singh Badal, Badal's son-in-law Adesh Pratap Singh Kairon, Sukhbir's brother-in-law Bikram Singh Majithia and Janmeja Singh Sekhon (a relative of Badal).
","ਆਰਬਿਟ ਰਿਜ਼ੋਰਟਸ ਦੀ ਹਿੱਸੇ ਦਾਰੀ ਵਿਚ ਪੰਜਾਬ ਦੇ ਮੁੱਖ ਮੰਤਰੀ ਪ੍ਰਕਾਸ਼ ਸਿੰਘ ਬਾਦਲ, ਉਪ ਮੁੱਖ ਮੰਤਰੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ, ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਦੀ ਸੱਸ ਸੁਖਮਨਜਸ ਮਜੀਠੀਆ, ਸੁਖਬੀਰ ਬਾਦਲ ਦੀ ਪਤਨੀ ਹਰਸਿਮਰਤ ਕੌਰ ਬਾਦਲ ਅਤੇ ਉਸਦਾ ਪਿਤਾ ਸਤਿਆਜੀਤ ਸਿੰਘ ਮਜੀਠੀਆ ਤੇ ਸੁਖਬੀਰ ਬਾਦਲ ਦੀ ਭੈਣ ਪ੍ਰਨੀਤ ਕੌਰ ਹਨ।
"
"The people named in the cases include Hafiz Saeed, his brother-in-law Abdul Rehman Makki, Ameer Hamza and Muhammad Yahya Aziz.
","ਗ੍ਰਿਫਤਾਰ ਮੈਂਬਰਾਂ ’ਚ ਮਿਆਂਮਾ ਮੂਲ ਦੇ ਹਾਫਿਜ਼ ਸ਼ਫੀਕ ਉਰਫ ਸ਼ਬੀਉੱਲਾਹ, ਅਜੀਜੁੱਰਹਿਮਾਨ ਉਰਫ ਅਜੀਜ਼, ਮੁਫੀਜੁੱਰਹਿਮਾਨ ਉਰਫ ਮੁਫਜੀ ਅਤੇ ਮੁਹੰਮਦ ਇਸਮਾਇਲ ਸ਼ਾਮਲ ਹਨ।
"
"Police also arrested his wife and his brother-in-law’s wife.
","ਇਸ ਦੇ ਨਾਲ ਹੀ ਪੁਲਿਸ ਨੇ ਇੱਕ ਵਿਅਕਤੀ, ਉਸ ਦੀ ਭੈਣ ਤੇ ਪਤਨੀ ਨੂੰ ਵੀ ਕਾਬੂ ਕੀਤਾ ਹੈ।
"
"Aditya Alva is former Karnataka Minister Jeevaraj Alva’s son and actor Vivek Oberoi’s brother-in-law.
","ਅਦਿੱਤਿਆ ਅਥਵਾ ਤੇ ਪ੍ਰਿਅੰਕਾ ਅਲਵਾ ਓਬਰਾਏ ਕਰਨਾਟਕ ਦੇ ਸਾਬਕਾ ਮੰਤਰੀ ਜੀਵਰਾਜ ਅਲਵਾ ਦੇ ਪੁੱਤਰ ਦੀ ਪੁੱਤਰੀ ਹੈ।
"
"Alva is the brother-in-law of Bollywood actor Vivek Oberoi and son of late Jeevaraj Alva, a former Karnataka minister.
","ਆਦਿਤਿਆ ਅਲਵਾ ਵਿਵੇਕ ਓਬਰਾਏ ਦਾ ਜਵਾਈ ਅਤੇ ਸਾਬਕਾ ਮੰਤਰੀ ਜੀਵਰਾਜ ਅਲਵਾ ਦਾ ਬੇਟਾ ਹੈ।
"
"Congress president Rahul Gandhi's brother-in-law and Priyanka's husband Robert Vadra also condemned the incident.
","ਇਸ ਹਿੰਸਾ ਵਿਰੁੱਧ ਕਾਂਗਰਸ ਜਨਰਲ ਸਕੱਤਰ ਪ੍ਰਿਅੰਕਾ ਗਾਂਧੀ ਵਾਡਰਾ ਦੇ ਪਤੀ ਰਾਬਰਟ ਵਾਡਰਾ ਨੇ ਵੀ ਦੁੱਖ ਜ਼ਾਹਰ ਕੀਤਾ।
"
"Hafiz Saeed's brother-in-law Hafiz Abdur Rehman Makki, JuD spokesperson Yahya Mujahid and Zafar Iqbal were handed down the six-month imprisonment each by the Anti-Terrorism Court (ATC) Lahore.
","ਲਾਹੌਰ ਦੀ ਅਤਿਵਾਦ ਵਿਰੋਧੀ ਅਦਾਲਤ ਵੱਲੋਂ ਸਈਦ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਹਾਫ਼ਿਜ਼ ਅਬਦੁਰ ਰਹਿਮਾਨ ਮੱਕੀ, ਜਮਾਤ-ਉਦ-ਦਾਵਾ ਦੇ ਬੁਲਾਰੇ ਯਾਹੀਆ ਮੁਜਾਹਿਦ ਅਤੇ ਜ਼ਫ਼ਰ ਇਕਬਾਲ ਨੂੰ ਛੇ ਮਹੀਨਿਆਂ ਦੀ ਕੈਦ ਦੀ ਸਜ਼ਾ ਸੁਣਾਈ ਗਈ ਹੈ।
"
"The wife of Prince William agreed and did not come herself, but brought with her husband and brother-in-law.
","ਪ੍ਰਿੰਸ ਵਿਲੀਅਮ ਦੀ ਪਤਨੀ ਇਸ ਗੱਲ 'ਤੇ ਸਹਿਮਤ ਹੋਈ ਅਤੇ ਖੁਦ ਨਹੀਂ ਆਈ, ਪਰ ਆਪਣੇ ਪਤੀ ਅਤੇ ਰਿਸ਼ਤੇਦਾਰ ਨਾਲ ਲਿਆਏ.
"
"New Delhi: The Enforcement Directorate (ED) has issued summons to former ICICI Bank CEO Chanda Kochchar, her husband Deepak Kochchar and brother-in-law Rajiv Kochchar for questionning in a money-laundering case.
","ਨਵੀਂ ਦਿੱਲੀ (ਪੀਟੀਆਈ) : ਈਡੀ ਨੇ ਬੈਂਕ ਕਰਜ਼ ਧੋਖਾਦੇਹੀ ਨਾਲ ਜੁੜੇ ਮਨੀ ਲਾਂਡਿ੍ੰਗ ਮਾਮਲੇ ਵਿਚ ਆਈਸੀਆਈਸੀਆਈ ਬੈਂਕ ਦੀ ਸਾਬਕਾ ਕਾਰਜਕਾਰੀ ਅਧਿਕਾਰੀ (ਸੀਈਓ) ਚੰਦਾ ਕੋਚਰ ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਪਤੀ ਦੀਪਕ ਕੋਚਰ ਨੂੰ ਸੰਮਨ ਜਾਰੀ ਕਰਕੇ ਅਗਲੇ ਹਫ਼ਤੇ ਤਲਬ ਕੀਤਾ ਹੈ।
"
"New Delhi: Robert Vadra, brother-in-law of Congress president Rahul Gandhi, was questioned by the Enforcement Directorate (ED) for about three hours on Wednesday in connection with a money laundering case, officials said.
","ਨਵੀਂ ਦਿੱਲੀ (ਏਜੰਸੀਆਂ) : ਕਾਂਗਰਸ ਪ੍ਧਾਨ ਰਾਹੁਲ ਗਾਂਧੀ ਦੇ ਜੀਜੇ ਰਾਬਰਟ ਵਾਡਰਾ ਤੋਂ ਈਡੀ ਮਨੀ ਲਾਂਡਿ੍ੰਗ ਦੇ ਇਕ ਮਾਮਲੇ 'ਚ ਸਿਰਫ਼ ਤਿੰਨ ਘੰਟੇ ਹੀ ਪੁੱਛਗਿੱਛ ਕਰ ਸਕੀ।
"
"Bikram, also the brother-in-law of Congress MP Ravneet Singh Bittu, is a strong candidate for the post of chairman as he is the district Congress president.
","ਬਿਕਰਮ ਦਰਅਸਲ ਕਾਂਗਰਸੀ ਐੱਮਪੀ ਰਵਨੀਤ ਸਿੰਘ ਬਿੱਟੂ ਦੇ ਵੀ ਨੇੜਲੇ ਰਿਸ਼ਤੇਦਾਰ ਹਨ ਅਤੇ ੳਹ ਚੇਅਰਮੈਨ ਦੇ ਅਹੁਦੇ ਲਈ ਮਜ਼ਬੂਤ ਉਮੀਦਵਾਰ ਬਣ ਗਏ ਹਨ।
"
"But his brother-in-law refused to do so.
","ਪਰ ਨੂੰਹ ਨੇ ਅਜਿਹਾ ਕਰਨ ਤੋਂ ਇਨਕਾਰ ਕਰ ਦਿੱਤਾ ਗਿਆ।
"
"Questioning the credentials of Kejriwal, the Minister said that how could Kejriwal dream to take reins of Punjab since he had already tendered apology to SAD leader Sukhbir Singh Badal and his brother-in-law Bikram Singh Majithia, who were badly rejected by the people of Punjab politically.
","ਕੇਜਰੀਵਾਲ ਦੀਆਂ ਮਨਘੜਤ ਗੱਲਾਂ ਉੱਤੇ ਸਵਾਲ ਉਠਾਉਂਦਿਆਂ ਮੰਤਰੀ ਨੇ ਕਿਹਾ ਕਿ ਕੇਜਰੀਵਾਲ ਕਿਵੇਂ ਪੰਜਾਬ ਦੀ ਸੱਤਾ ਸੰਭਾਲਣ ਦਾ ਸੁੁਪਨਾ ਕਿਵੇਂ ਲੈ ਸਕਦਾ ਹੈ ਕਿਉਂਕਿ ਉਸਨੇ ਪਹਿਲਾਂ ਹੀ ਅਕਾਲੀ ਆਗੂ ਸੁੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਅਤੇ ਉਸ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਬਿਕਰਮ ਸਿੰਘ ਮਜੀਠੀਆ ਤੋਂ ਮੁੁਆਫੀ ਮੰਗੀ ਸੀ, ਜਿਨਾਂ ਨੂੰ ਲੋਕਾਂ ਨੇ ਬੁੁਰੀ ਤਰਾਂ ਨਕਾਰ ਦਿੱਤਾ ਸੀ।
"
"Former chief minister Amarinder Singh has been accusing state Revenue Minister Bikram Singh Majithia, the brother-in-law of the junior Badal, of being patronising drug trade.
","ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਨੇ ਇਲਜ਼ਾਮ ਲਾਇਆ ਸੀ ਕਿ ਪੰਜਾਬ ਦੇ ਸਾਬਕਾ ਮੰਤਰੀ ਬਿਕਰਮ ਸਿੰਘ ਮਜੀਠੀਆ ਦਾ ਨਸ਼ੇ ਦੇ ਕਾਰੋਬਾਰ ਵਿੱਚ ਹਿੱਸਾ ਹੈ।
"
"Chandigarh: Retired judge of Punjab and Haryana High Court Justice Ranjit Singh, who headed the one-man commission — set up to probe the infamous Bargari sacrilege case — has complained to chief justice of the High Court against a sitting judge for showing “undue haste” in hearing a complaint against deputy CM of Punjab Sukhbir Singh Badal and his brother-in-law Bikram Singh Majithia.
","ਚੰਡੀਗੜ੍ਹ: ਪੰਜਾਬ ਅਤੇ ਹਰਿਆਣਾ ਹਾਈ ਕੋਰਟ ਦੇ ਸਾਬਕਾ ਜੱਜ ਜਸਟਿਸ ਰਣਜੀਤ ਸਿੰਘ ਵਲੋਂ ਪੰਜਾਬ ਦੇ ਸਾਬਕਾ ਮੁੱਖ ਮੰਤਰੀ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਖਿਲਾਫ ਅਪਰਾਧਿਕ ਸ਼ਿਕਾਇਤ ਦਰਜ ਕਰਵਾਈ ਗਈ ਹੈ।
"
"Police said the deceased’s brother Gurdeep Singh has filed a complaint against his brother-in-law Mangat Singh and his family for harassing his sister.
","ਡੀਐਸਪੀ ਨੇ ਦੱਸਿਆ ਕਿ ਪੁਲਿਸ ਨੇ ਮ੍ਰਿਤਕ ਮਨਜੋਤ ਸਿੰਘ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਕੁਲਦੀਪ ਸਿੰਘ ਦੇ ਬਿਆਨ ਦੇ ਆਧਾਰ ‘ਤੇ ਗੁਰਜੀਤ ਸਿੰਘ, ਉਸ ਦੇ ਪਿਤਾ ਜੋਗਿੰਦਰ ਸਿੰਘ ਅਤੇ ਪਰਿਵਾਰ ਦੀਆਂ ਤਿੰਨ ਔਰਤਾਂ ਖ਼ਿਲਾਫ਼ ਥਾਣਾ ਸਦਰ ਬਟਾਲਾ ਵਿੱਚ ਕਤਲ ਅਤੇ ਆਰਮਜ਼ ਐਕਟ ਤਹਿਤ ਕੇਸ ਦਰਜ ਕੀਤਾ ਗਿਆ।
"
"Arbaaz Khan posted a pic of his with brothers Salman and Arbaaz, Sonakshi Sinha, sister Alvira and brother-in-law Atul Agnihotri as they celebrated Alvira's birthday.
","ਸਲਮਾਨ ਖਾਨ ਦੀ ਭੈਣ ਅਰਪਿਤਾ ਖਾਨ ਨੇ ਇਕ ਤਸਵੀਰ ਸ਼ੇਅਰ ਕੀਤੀ ਹੈ, ਜਿਸ 'ਚ ਆਹਿਲ ਆਪਣੇ ਕਜ਼ਨ ਭਰਾਵਾਂ ਅਯਾਨ ਅਗਨੀਹੋਤਰੀ, ਨਿਰਵਾਨ ਖਾਨ ਅਤੇ ਅਰਹਾਨ ਖਾਨ ਨਾਲ ਨਜ਼ਰ ਆ ਰਿਹਾ ਹੈ।
"
"Hafiz Saeed’s brother-in-law arrested in Pakistan
","ਹਾਫ਼ਿਜ਼ ਸਈਦ ਦਾ ਨੇੜਲਾ ਰਿਸ਼ਤੇਦਾਰ ਪਾਕਿਸਤਾਨ ’ਚ ਗ੍ਰਿਫ਼ਤਾਰ
"
"The police said the victims were returning home after celebrating Chhath Puja at their brother-in-law’s home at Dewani Gonahi in the district.
","ਪੁਲੀਸ ਨੇ ਦੱਸਿਆ ਕਿ ਘਟਨਾ ਦਾ ਸ਼ਿਕਾਰ ਹੋਏ ਉਕਤ ਲੋਕ ਰੋਤਾਹਟ ਜ਼ਿਲ੍ਹੇ ਦੇ ਦੇਵਾਨੀ ਗੋਨਾਹੀ ਵਿੱਚ ਆਪਣੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਕੋਲ ਛੱਠ ਪੂਜਾ ਦਾ ਤਿਉਹਾਰ ਮਨਾਉਣ ਮਗਰੋਂ ਘਰ ਵਾਪਸ ਜਾ ਰਹੇ ਸਨ।
"
"My brother-in-law is a police constable.
","ਮੇਰਾ ਵੱਡਾ ਭਰਾ ਥਾਣੇਦਾਰ ਹੈ ।
"
"The film marks the Bollywood debut of Salman’s brother-in-law Aayush Sharma and Warina Hussain.
","ਇਸ ਫ਼ਿਲਮ ਨਾਲ ਸਲਮਾਨ ਦੀ ਭੈਣ ਅਰਪਿਤਾ ਦਾ ਪਤੀ ਆਯੁਸ਼ ਸ਼ਰਮਾ ਤੇ ਵਰੀਨਾ ਬਾਲੀਵੁੱਡ ਡੈਬਿਊ ਕਰਨ ਵਾਲੇ ਹਨ।
"
"Police said the deceased’s brother Gurdeep Singh has filed a complaint against his brother-in-law Mangat Singh and his family for harassing his sister.
","ਮ੍ਰਿਤਕ ਕੇ ਛੋਟੇ ਭਰਾ ਗੁਰਦੀਪ ਸਿੰਘ ਨੇ ਆਪਣੇ ਭਰਾ ਦੀ ਖ਼ੁਦਕੁਸ਼ੀ ਲਈ ਭਰਾ ਦੀ ਪਤਨੀ ਅਤੇ ਸਹੁਰੇ ਪਰਿਵਾਰ ਨੂੰ ਜ਼ਿੰਮੇਵਾਰ ਦੱਸਿਆ ਜੋ ਹਮੇਸ਼ਾ ਉਸਨੂੰ ਤਾਨ੍ਹੇ ਮਾਰ ਕੇ ਪਰੇਸ਼ਾਨ ਕਰਦੇ ਸਨ।
"
"New Delhi: Salman Khan, along with his entire family, attended sister Arpita and brother-in-law Aayush Sharma's Diwali party in Mumbai over the weekend.
","""ਮੁੰਬਈ (ਬਿਊਰੋ)— ਸਲਮਾਨ ਖਾਨ ਦੀ ਭੈਣ ਅਰਪਿਤਾ ਖਾਨ ਸ਼ਰਮਾ ਨੇ ਬੀਤੀ ਰਾਤ ਆਪਣੇ ਘਰ ਦੀਵਾਲੀ ਪਾਰਟੀ ਜਾ ਆਯੋਜਨ ਕੀਤਾ, ਜਿਸ 'ਚ ਖਾਨ ਪਰਿਵਾਰ ਤੋਂ ਇਲਾਵਾ ਕਈ ਬਾਲੀਵੁੱਡ ਸੈਲੇਬਸ ਵੀ ਦਿਖਾਈ ਦਿੱਤੇ।
"
"Punjab cabinet minister Navjot Singh Sidhu attempted to shift the blame on Shiromani Akali Dal president Sukhbir Singh Badal and his brother-in-law former cabinet minister Bikram Singh Majithia for BJP’s defeat.
","""ਕੈਬਨਿਟ ਮੰਤਰੀ ਨਵਜੋਤ ਸਿੰਘ ਸਿੱਧੂ ਨੇ ਸਾਬਕਾ ਮੁੱਖ ਮੰਤਰੀ ਪ੍ਰਕਾਸ਼ ਸਿੰਘ ਬਾਦਲ ਤੇ ਸ਼੍ਰੋਮਣੀ ਅਕਾਲੀ ਦਲ ਦੇ ਪ੍ਰਧਾਨ ਸੁਖਬੀਰ ਸਿੰਘ ਬਾਦਲ ਨੂੰ ਸਿੱਖ ਪੰਥ 'ਚੋਂ ਛੇਕਣ ਦੀ ਅਪੀਲ ਕੀਤੀ ਹੈ।
"
"In an interview, Raj had told that Kavita was having an affair with her brother-in-law, due to which he divorced her.
","ਇਕ ਇੰਟਰਵਿਊ 'ਚ ਰਾਜ ਨੇ ਦੱਸਿਆ ਸੀ ਕਿ ਕਵਿਤਾ ਦਾ ਉਨ੍ਹਾਂ ਦੇ ਜੀਜੇ ਨਾਲ ਅਫੇਅਰ ਚੱਲ ਰਿਹਾ ਸੀ ਜਿਸ ਕਾਰਨ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨੂੰ ਤਲਾਕ ਦਿੱਤਾ।
"
"Hafiz Saeed’s brother-in-law arrested in Pakistan
","ਪਾਕਿਸਤਾਨ 'ਚ ਹਾਫਿਜ਼ ਸਈਦ ਗ੍ਰਿਫ਼ਤਾਰ
"
"Aayush Sharma, Salman Khan's brother-in-law, is all set to make his debut in Bollywood.
","ਸਲਮਾਨ ਖ਼ਾਨ ਦੀ ਭੈਣ ਅਰਪਿਤਾ ਦੇ ਪਤੀ ਆਯੁਸ਼ ਸ਼ਰਮਾ ਨੂੰ ਬਾਲੀਵੁੱਡ ਵਿੱਚ ਲਾਂਚ ਕਰਨ ਜਾ ਰਹੇ ਹਨ।
"
"Rauff is the brother-in-law of the younger brother of Jaish chief Maulana Masood Azhar.
","ਰਉਫ ਮੌਲਾਨਾ ਜੈਸ਼ ਦੇ ਚੀਫ ਮਸੂਦ ਅਜ਼ਹਰ ਦਾ ਭਰਾ ਹੈ।
"
"Ayat's father and Salman Khan's brother-in-law Aayush Sharma (married to Arpita Khan Sharma) shared a priceless picture of Salman Khan and Ayat on his Instagram stories.
","ਅਰਪਿਤਾ ਖਾਨ ਨੇ ਆਪਣੇ ਇੰਸਟਾਗ੍ਰਾਮ ਅਕਾਊਂਟ ‘ਤੇ ਆਪਣੇ ਭਰਾ ਸਲਮਾਨ ਖਾਨ ਦੀ ਇਕ ਤਸਵੀਰ ਸ਼ੇਅਰ ਕੀਤੀ ਹੈ।
"
"Police, on the basis of statement given by the victim, have registered a case against the girl's father and his brother-in-law Jagdev Singh and his son Kamaljeet Singh.
","ਐੱਫਆਈਆਰ ਅਨੁਸਾਰ ਗੁਲਸ਼ਨ ਕੁਮਾਰ ਵਾਸੀ ਪਿੰਡ ਨੰਗਲ ਦੇ ਬਿਆਨ 'ਤੇ ਪੁਲਿਸ ਨੇ ਬਲਦੇਵ ਸਿੰਘ, ਉਸ ਦੇ ਪੁੱਤਰ ਸਿਮਰਜੀਤ ਸਿੰਘ ਤੇ ਪਤਨੀ ਕੁਲਦੀਪ ਕੌਰ 'ਤੇ ਕੇਸ ਦਰਜ ਕਰ ਕੇ ਅਗਲੇਰੀ ਕਾਰਵਾਈ ਆਰੰਭ ਦਿੱਤੀ ਹੈ।
"
