eng_Latn,pan_Guru
"He was the first cousin of the actor and singer K. L. Saigal.[4]
","ਉਹ ਅਦਾਕਾਰ ਅਤੇ ਗਾਇਕ ਕੇ. ਐਲ. ਸਹਿਗਲ ਦਾ ਚਚੇਰਾ ਭਰਾ ਸੀ।
"
"Her modern equivalents would be Princesses Beatrice and Eugenie of York, neither of whom are as well-known globally as their cousins, Princes William and Harry.
","ਉਸ ਦੇ ਆਧੁਨਿਕ ਸਮਕਾਲੀ ਯੌਰਕ ਦੀ ਰਾਜਕੁਮਾਰੀ ਬੀਟਰਿਸ ਅਤੇ ਯੂਜੇਨੀ ਹੋਣਗੇ, ਜਿਨ੍ਹਾਂ ਵਿੱਚੋਂ ਕੋਈ ਵੀ ਉਨ੍ਹਾਂ ਦੇ ਚਚੇਰੇ ਭਰਾ, ਰਾਜਕੁਮਾਰ ਵਿਲੀਅਮ ਅਤੇ ਹੈਰੀ ਵਜੋਂ ਵਿਸ਼ਵਵਿਆਪੀ ਤੌਰ ਤੇ ਮਸ਼ਹੂਰ ਨਹੀਂ ਹਨ.
"
"His cousin was the film producer Giovanni Bertolucci (24 June 1940 - 17 February 2005), with whom he has worked on a number of films.
","ਫ਼ਿਲਮ ਨਿਰਮਾਤਾ ਜਿਓਵਾਨੀ ਬਰਤੋਲੂਚੀ (24 ਜੂਨ 1940 - 17 ਫ਼ਰਵਰੀ 2005) ਉਸਦਾ ਚਚੇਰਾ ਭਰਾ ਸੀ ਅਤੇ ਉਸਨ ਨਾਲ ਮਿਲ ਕੇ ਉਸਨੇ ਕਈ ਫ਼ਿਲਮਾਂ ਤੇ ਕੰਮ ਵੀ ਕੀਤਾ ਸੀ।
"
"His cousin was the film producer Giovanni Bertolucci (24 June 1940 - 17 February 2005), with whom he worked on a number of films.
","ਫ਼ਿਲਮ ਨਿਰਮਾਤਾ ਜਿਓਵਾਨੀ ਬਰਤੋਲੂਚੀ (24 ਜੂਨ 1940 - 17 ਫ਼ਰਵਰੀ 2005) ਉਸਦਾ ਚਚੇਰਾ ਭਰਾ ਸੀ ਅਤੇ ਉਸਨ ਨਾਲ ਮਿਲ ਕੇ ਉਸਨੇ ਕਈ ਫ਼ਿਲਮਾਂ ਤੇ ਕੰਮ ਵੀ ਕੀਤਾ ਸੀ।
"
"His cousin was the film producer Giovanni Bertolucci (June 24, 1940 - Feb, 17, 2005), with whom he worked on a number of films.
","ਫ਼ਿਲਮ ਨਿਰਮਾਤਾ ਜਿਓਵਾਨੀ ਬਰਤੋਲੂਚੀ (24 ਜੂਨ 1940 - 17 ਫ਼ਰਵਰੀ 2005) ਉਸਦਾ ਚਚੇਰਾ ਭਰਾ ਸੀ ਅਤੇ ਉਸਨ ਨਾਲ ਮਿਲ ਕੇ ਉਸਨੇ ਕਈ ਫ਼ਿਲਮਾਂ ਤੇ ਕੰਮ ਵੀ ਕੀਤਾ ਸੀ।
"
"I then immigrated to Canada with my cousin.
","ਮੈ ਫਿਰ ਕੈਨੇਡਾ ਰਹਿੰਦੇ ਆਪਣੇ ਰਿਸ਼ਤੇਦਾਰ ਕੋਲ਼ ਚਲਿਆ ਗਿਆ।
"
"In 1461, Wars of the Roses in England: Lancastrian King Henry VI is deposed by his House of York cousin, who then becomes King Edward IV.
","1461 - ਇੰਗਲੈਂਡ ਵਿਚ ਗੁਲਾਬ ਦੀਆਂ ਲੜਾਈਆਂਃ ਲੈਨਕਾਸਟ੍ਰੀਅਨ ਕਿੰਗ ਹੈਨਰੀ VI ਨੂੰ ਉਸ ਦੇ ਹਾ Houseਸ Yorkਫ ਯਾਰਕ ਦੇ ਚਚੇਰਾ ਭਰਾ ਦੁਆਰਾ ਕੱosed ਦਿੱਤਾ ਗਿਆ, ਜੋ ਫਿਰ ਕਿੰਗ ਐਡਵਰਡ IV ਬਣ ਜਾਂਦਾ ਹੈ.
"
"In 1927, when she was just 13, Gaidinliu joined the Heraka movement of her cousin Haipou Jadonang, who had emerged as a prominent local leader.
","1927 ਵਿੱਚ, ਜਦੋਂ ਉਹ ਸਿਰਫ਼ 13 ਸਾਲਾਂ ਦੀ ਸੀ, ਗਾਈਦਿਨਲਿਓ ਆਪਣੇ ਚਚੇਰੇ ਭਰਾ ਹੈਪੌ ਜਾਦੋਂਗ ਦੀ ਹੇਰਕਾ ਲਹਿਰ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋ ਗਈ, ਜੋ ਇੱਕ ਪ੍ਰਸਿੱਧ ਸਥਾਨਕ ਨੇਤਾ ਵਜੋਂ ਉੱਭਰੀ ਸੀ।
"
"In March 2018, Mbau joined the cast of South Africa's most watched TV show, Uzalo, on SABC 1, portraying the role of go-getter Dinekile aka Lady Die who is a shoplifter by trade and aspires for a life like her cousin MaNgcobo.
","ਵਿਚ ਮਾਰਚ 2018 ਨੂੰ, Mbau ਦੀ ਪਲੱਸਤਰ ਸ਼ਾਮਲ ਹੋ SABC 1 ਦੇ ਸਭ ਪਹਿਰਾ telenovela Uzalo ਕਿਰਦਾਰ ਦੀ ਭੂਮਿਕਾ ਜਾਓ ਦਾ ਚੁਸਤ Dinekile ਯੱਕਾ ਔਰਤ ਮਰ ਹੈ, ਜੋ ਕਿ ਇੱਕ shoplifter ਕੇ ਵਪਾਰ ਅਤੇ aspires ਲਈ ਇੱਕ ਜੀਵਨ ਨੂੰ ਵਰਗੇ ਉਸ ਦੇ ਚਚੇਰੇ ਭਰਾ MaNgcobo.
"
"It can therefore be a spouse, a brother, an aunt, a cousin, etc.
","ਇਸ ਲਈ ਇਹ ਪਤੀ / ਪਤਨੀ, ਇੱਕ ਭਰਾ, ਮਾਸੀ, ਚਚੇਰਾ ਭਰਾ, ਆਦਿ ਹੋ ਸਕਦਾ ਹੈ.
"
"It is the story of three kids, two boys who are cousins and a girl.
","ਇਹ ਕਹਾਣੀ ਹੈ ਤਿੰਨ ਨੌਜਵਾਨ ਦੋਸਤਾਂ ਦੀ ਜਿਨ੍ਹਾਂ ਦੋ ਮੁੰਡੇ ਤੇ ਇਕ ਕੁੜੀ ਹੈ।
"
"It was designed by the architect Pierre Jeanneret, a cousin of Le Corbusier.
","ਇਸ ਨੂੰ ਕੋਰਬੁਜਿਏ ਦੇ ਚਚੇਰੇ ਭਰਾ ਆਰਕੀਟੈਕਟ ਪੀਅਰ ਜੇਨਰੇ ਦੁਆਰਾ ਡਿਜ਼ਾਇਨ ਕੀਤਾ ਗਿਆ ਸੀ।
"
"It's one thing when you're told a story by your brother's cousin's best friend from high school and quite another when you read the same story in your local newspaper.
","ਇਹ ਇਕ ਚੀਜ ਹੁੰਦੀ ਹੈ ਜਦੋਂ ਤੁਹਾਨੂੰ ਆਪਣੇ ਭਰਾ ਦੇ ਚਚੇਰਾ ਭਰਾ ਦੀ ਇਕ ਹਾਈ ਸਕੂਲ ਦੇ ਸਭ ਤੋਂ ਚੰਗੇ ਦੋਸਤ ਦੁਆਰਾ ਕਹਾਣੀ ਸੁਣਾ ਦਿੱਤੀ ਜਾਂਦੀ ਹੈ ਅਤੇ ਇਕ ਹੋਰ ਕਹਾਣੀ ਜਦੋਂ ਤੁਸੀਂ ਆਪਣੇ ਸਥਾਨਕ ਅਖਬਾਰ ਵਿਚ ਪੜ੍ਹਦੇ ਹੋ.
"
"Mahima Chaudhary's cousin brother & sister-in-law killed in car crash
","ਕਾਰ ਹਾਦਸੇ 'ਚ ਅਦਾਕਾਰਾ ਮਹਿਮਾ ਚੌਧਰੀ ਦੇ ਭਰਾ-ਭਾਬੀ ਦੀ ਮੌਤ
"
"Mahima Chaudhry's cousin brother died in car accident
","ਕਾਰ ਹਾਦਸੇ 'ਚ ਅਦਾਕਾਰਾ ਮਹਿਮਾ ਚੌਧਰੀ ਦੇ ਭਰਾ-ਭਾਬੀ ਦੀ ਮੌਤ
"
"My cousin has gone to USA for higher studies.
","ਮੇਰਾ ਬੇਟਾ ਉੱਚ ਵਿੱਦਿਆ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਅਮਰੀਕਾ ਚਲਾ ਗਿਆ।
"
"My cousin has gone to the USA for higher studies.
","ਮੇਰਾ ਬੇਟਾ ਉੱਚ ਵਿੱਦਿਆ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਅਮਰੀਕਾ ਚਲਾ ਗਿਆ।
"
"My cousin is 22 weeks pregnant.
","ਮੇਰਾ ਬੱਚਾ 22 ਹਫਤਿਆਂ ਦਾ ਹੋ ਚੁੱਕਿਆ ਹੈ।
"
"My cousin, Donald.
","ਮੇਰੀ ਨੇਕੀ, ਡੋਨਾਲਡ.
"
"My cousin, Hanamel, came to me in the yard of the guard.
","ਮੇਰਾ ਚਚੇਰਾ ਭਰਾ ਹਨਮੇਲ ਮੇਰੇ ਕੋਲ ਗਾਰਦ ਦੇ ਵਰਾਂਡੇ ਵਿੱਚ ਆਇਆ।
"
"P-menthane-3,8-diol or PMD is the synthetic cousin of natural lemon eucalyptus oil.
","ਪੀ-ਮੇਥੇਨ -3,8-ਡੀਓਲ ਜਾਂ ਪੀਐਮਡੀ ਕੁਦਰਤੀ ਨਿੰਬੂ ਯੁਕਲਿਪਟਸ ਦੇ ਤੇਲ ਦਾ ਸਿੰਥੈਟਿਕ ਚਚੇਰਾ ਭਰਾ ਹੈ.
"
"Pehalwan, a cousin of Jagga, had been absconding since 2014 in a case of 10 kg heroin seizure.
","ਜੱਗੇ ਦਾ ਚਚੇਰਾ ਭਰਾ ਪਹਿਲਵਾਨ 2014 ਤੋਂ 10 ਕਿੱਲੋ ਹੈਰੋਇਨ ਦੀ ਬਰਾਮਦਗੀ ਦੇ ਮਾਮਲੇ ਵਿੱਚ ਫਰਾਰ ਸੀ।
"
"People generally pick WordPress because of their net initiatives because it is easier to use and requires fewer complex experience compared to its cousins.
","ਲੋਕ ਅਕਸਰ ਚੁਣਦੇ ਹਨ WordPress ਉਨ੍ਹਾਂ ਦੇ ਵੈੱਬ ਪ੍ਰੋਜੈਕਟਾਂ ਲਈ ਕਿਉਂਕਿ ਇਸ ਦੀ ਵਰਤੋਂ ਕਰਨਾ ਸੌਖਾ ਹੈ ਅਤੇ ਇਸਦੇ ਸਹਿਯੋਗੀਆਂ ਦੇ ਮੁਕਾਬਲੇ ਘੱਟ ਤਕਨੀਕੀ ਮਹਾਰਤ ਦੀ ਜ਼ਰੂਰਤ ਹੈ.
"
"Queen Elizabeth's cousin sentenced to 10 months in prison for sexual assault
","ਮਹਾਰਾਣੀ ਐਲਿਜ਼ਾਬੈਥ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਨੂੰ ਬਲਾਤਕਾਰ ਦੀ ਕੋਸ਼ਿਸ਼ ਦੇ ਕੇਸ ਵਿੱਚ 10 ਮਹੀਨੇ ਕੈਦ
"
"She has a big brother and two boy cousins.
","ਉਸਦਾ ਇਕ ਵੱਡਾ ਭਰਾ ਅਤੇ ਦੋ ਛੋਟੇ ਭਰਾ ਹਨ।
"
"She is a cousin of the singers Shaan and Sagarika.
","ਉਹ ਗਾਇਕ ਸ਼ਾਨ ਅਤੇ ਸਾਗਰਿਕਾ ਦੀ ਇੱਕ ਚਚੇਰ ਭਰਾ ਹੈ।
"
"She was a colleague, his partner's daughter, his friend's cousin and sister.
","ਇਹ ਉਹਨਾਂ ਦੀ ਭਤੀਜੀ ਸੀ,ਉਹਨਾਂ ਦੇ ਸਾਥੀ ਤੇ ਮਿੱਤਰ ਦੀ ਧੀ, ਜੋ ਉਹਨਾਂ ਦੀ ਵੀ ਧੀ ਹੀ ਸੀ।
"
"She was the first cousin to actress Shobhna Samarth, the mother of actresses Nutan and Tanuja .
","ਉਹ ਅਭਿਨੇਤਰੀ ਸ਼ੋਭਨਾ ਸਮਰਥ ਦੇ ਚਚੇਰੇ ਭਰਾ ਸਨ, ਜੋ ਅਭਿਨੇਤਰੀ ਨੂਤਨ ਅਤੇ ਤਨੁਜਾ[1] ਦੀ ਮਾਂ ਸੀ।
"
"Singapore Flyer, which is 100 feet larger than its cousin, the London Eye Ferris Wheel.
","ਸਿੰਗਾਪੁਰ ਫਲਾਈਅਰ, ਜੋ ਇਸਦੇ ਚਚੇਰੇ ਭਰਾ, ਲੰਡਨ ਆਈ ਫੇਰਿਸ ਵ੍ਹੀਲ ਤੋਂ 100 ਫੁੱਟ ਵੱਡਾ ਹੈ.
"
"So is also the case for Scrooge's rival John D. Rockerduck (created by Barks for just one story) and Donald's cousin Fethry Duck, who sometimes works as a reporter for Scrooge's newspaper.
","ਸਕ੍ਰੌਜ ਦੇ ਵਿਰੋਧੀ ਜੌਨ ਡੀ ਰੌਕਰਡੱਕ (ਸਿਰਫ ਇੱਕ ਕਹਾਣੀ ਲਈ ਬਾਰਕਸ ਦੁਆਰਾ ਬਣਾਇਆ ਗਿਆ) ਅਤੇ ਡੌਨਲਡ ਦੇ ਚਚੇਰੇ ਭਰਾ ਫੇਥਰੀ ਡੱਕ ਦਾ ਵੀ ਇਹੋ ਹਾਲ ਹੈ, ਜੋ ਕਈ ਵਾਰ ਸਕ੍ਰੌਜ ਦੇ ਅਖ਼ਬਾਰ ਦੇ ਰਿਪੋਰਟਰ ਵਜੋਂ ਕੰਮ ਕਰਦਾ ਹੈ.
"
"So please, before registering, consider that you might not save YOUR friend or cousin, but someone else's.
","ਇਸ ਲਈ ਕ੍ਰਿਪਾ ਕਰਕੇ, ਰਜਿਸਟਰ ਹੋਣ ਤੋਂ ਪਹਿਲਾਂ, ਵਿਚਾਰ ਕਰੋ ਕਿ ਤੁਸੀਂ ਸ਼ਾਇਦ ਆਪਣੇ ਦੋਸਤ ਜਾਂ ਰਿਸ਼ਤੇਦਾਰ ਨੂੰ ਨਹੀਂ ਬਚਾ ਸਕਦੇ, ਪਰ ਕਿਸੇ ਹੋਰ ਨੂੰ ਬਚਾ ਸਕਦੇ ਹੋ.
"
"The Chief Justice, leading a three-judge Bench, was hearing the case for granting bail to 11 former khap panchayat members who ordered the murder of a Dalit boy, his cousin and a girl.
","ਮੁੱਖ ਜੱਜ, ਤਿੰਨ ਜੱਜਾਂ ਵਾਲੀ ਬੈਂਚ ਦੀ ਅਗਵਾਈ ਕਰ ਰਹੇ ਸਨ, ਜੋ ਦਲਿਤ ਮੁੰਡੇ, ਉਸ ਦੇ ਚਚੇਰੇ ਭਰਾ ਅਤੇ ਇਕ ਕੁੜੀ ਦੀ ਹੱਤਿਆ ਦਾ ਹੁਕਮ ਦੇਣ ਵਾਲੇ 11 ਸਾਬਕਾ ਖਾਪ ਪੰਚਾਇਤ ਮੈਬਰਾਂ ਨੂੰ ਜ਼ਮਾਨਤ ਦੇਣ ਦੇ ਮਾਮਲੇ ਦੀ ਸੁਣਵਾਈ ਕਰ ਰਹੇ ਸਨ।
"
"The Punjab and Haryana High Court has said that marriage between first cousins is illegal.
","ਪੰਜਾਬ ਅਤੇ ਹਰਿਆਣਾ ਹਾਈ ਕੋਰਟ (Punjab and Haryana High Court) ਨੇ ਕਿਹਾ ਹੈ ਕਿ ਪਹਿਲੇ ਚਾਚੇ-ਤਾਏ, ਮਾਮੇ ਅਤੇ ਮਾਸੀ ਦੇ ਬੱਚਿਆਂ (First Cousin) ਵਿਚਕਾਰ ਵਿਆਹ ਗੈਰ ਕਾਨੂੰਨੀ ਹੈ।
"
"The Punjab and Haryana High Court has stated that marriage between first cousins is illegal.
","ਪੰਜਾਬ ਅਤੇ ਹਰਿਆਣਾ ਹਾਈ ਕੋਰਟ (Punjab and Haryana High Court) ਨੇ ਕਿਹਾ ਹੈ ਕਿ ਪਹਿਲੇ ਚਾਚੇ-ਤਾਏ, ਮਾਮੇ ਅਤੇ ਮਾਸੀ ਦੇ ਬੱਚਿਆਂ (First Cousin) ਵਿਚਕਾਰ ਵਿਆਹ ਗੈਰ ਕਾਨੂੰਨੀ ਹੈ।
"
"The Punjab and Haryana high court has said that marriage between first cousins is illegal.
","ਪੰਜਾਬ ਅਤੇ ਹਰਿਆਣਾ ਹਾਈ ਕੋਰਟ (Punjab and Haryana High Court) ਨੇ ਕਿਹਾ ਹੈ ਕਿ ਪਹਿਲੇ ਚਾਚੇ-ਤਾਏ, ਮਾਮੇ ਅਤੇ ਮਾਸੀ ਦੇ ਬੱਚਿਆਂ (First Cousin) ਵਿਚਕਾਰ ਵਿਆਹ ਗੈਰ ਕਾਨੂੰਨੀ ਹੈ।
"
"The Punjab and Haryana high court has stated that marriage between first cousins is illegal.
","ਪੰਜਾਬ ਅਤੇ ਹਰਿਆਣਾ ਹਾਈ ਕੋਰਟ (Punjab and Haryana High Court) ਨੇ ਕਿਹਾ ਹੈ ਕਿ ਪਹਿਲੇ ਚਾਚੇ-ਤਾਏ, ਮਾਮੇ ਅਤੇ ਮਾਸੀ ਦੇ ਬੱਚਿਆਂ (First Cousin) ਵਿਚਕਾਰ ਵਿਆਹ ਗੈਰ ਕਾਨੂੰਨੀ ਹੈ।
"
"The actor Anoop Menon is his cousin.
","ਅਦਾਕਾਰ ਅਨੂਪ ਮੈਨਨ ਉਸ ਦੇ ਚਚੇਰੇ ਭਰਾ ਹਨ।
"
"The film revolves around Sukhi's trip to Canada to attend her cousin's wedding ceremony.
","ਸੀਕਵਲ ਦੀ ਸ਼ੂਟਿੰਗ ਕਨੇਡਾ ਵਿੱਚ ਕੀਤੀ ਗਈ ਸੀ ਜਿਸ ਵਿੱਚ ਉਸਦੇ ਚਚੇਰੇ ਭਰਾ ਦੇ ਵਿਆਹ ਸਮਾਗਮ ਵਿੱਚ ਸ਼ਾਮਲ ਹੋਣ ਲਈ ਸੁੱਖੀ ਦੀ ਯਾਤਰਾ ਨੂੰ ਦਰਸਾਇਆ ਗਿਆ ਸੀ।
"
"The first Emperor of Rome was his cousin Augustus.
","ਉਸ ਦੀ ਮਾਤਾ ਰੋਮ ਦੇ ਪਹਿਲੇ ਸਮਰਾਟ ਅਗਸਟਸ ਦੇ ਪੜਪੋਤੀ ਸੀ।
"
"The former air chief, who retired in 2007, his cousin Sanjeev and Khaitan were arrested on December 9, 2016, by the CBI in connection with the case which relates to procurement of 12 VVIP choppers from UK-based firm during the UPA-2 regime.
","ਦਿੱਤਾ 2007 'ਚ ਸੇਵਾ ਮੁਕਤ ਹੋਏ ਤਿਆਗੀ ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਸੰਜੀਵ ਤੇ ਖੇਤਾਨ ਨੂੰ ਮਾਮਲੇ 'ਚ ਸੀਬੀਆਈ ਨੇ 9 ਦਸੰਬਰ, 2016 ਨੂੰ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਸੀ ਮਾਮਲਾ ਯੂਪੀਏ-2 ਸਰਕਾਰ ਦੇ ਸ਼ਾਸਨਕਾਲ 'ਚ ਬ੍ਰਿਟੇਨ ਦੀ ਕੰਪਨੀ ਅਗਸਤਾਵੇਸਟਲੈਂਡ ਤੋਂ 12 ਵੀਵੀਆਈਪੀ ਹੈਲੀਕਾਪਟਰਾਂ ਦੀ ਖਰੀਦ ਨਾਲ ਸਬੰਧੀ ਹੈ
"
"The girl further alleged that when she went to her maternal uncle's house, her four uncles along with her cousins raped her.
","ਲੜਕੀ ਨੇ ਅੱਗੇ ਦੋਸ਼ ਲਾਇਆ ਹੈ ਕਿ ਜਦੋਂ ਉਹ ਆਪਣੇ ਮਾਮੇ ਦੇ ਘਰ ਗਈ ਸੀ ਤਾਂ ਉਸਦੇ ਚਾਰ ਚਾਚਿਆਂ ਨੇ ਚਚੇਰੇ ਭਰਾਵਾਂ ਨਾਲ ਉਸ ਨਾਲ ਬਲਾਤਕਾਰ ਕੀਤਾ।
"
"The two children are my cousins.
","ਇਹ ਦੋਵੇਂ ਪੁੱਤ ਮੇਰੇ ਸਹਾਰੇ ਹੀ ਹਨ।
"
"There are 12 cousins.
","12 ਭਰਾ ਹਨ।
"
"These events eventually led to the decline of the Sangama Dynasty; Mallikarjuna Raya's cousin Virupaksha Raya II took the opportunity to seize the throne, though he failed to prove a better ruler.
","ਇਹਨਾਂ ਘਟਨਾਵਾਂ ਦੇ ਅਖੀਰ ਵਿਚ ਸੰਗਮਾ ਰਾਜਵੰਸ਼ ਦਾ ਪਤਨ ਹੋਇਆ; ਮੱਲਿਕਾਰਜੁਨ ਰਾਏ ਦੇ ਚਚੇਰੇ ਭਰਾ ਵਿਰਪਕਸ਼ ਰਾਏ ਦੂਜਾ ਨੇ ਗੱਦੀ ਤੇ ਬੈਠਣ ਲਈ ਮੌਕਾ ਸੰਭਾਲ ਲਿਆ, ਹਾਲਾਂਕਿ ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਇਕ ਵਧੀਆ ਸ਼ਾਸਕ ਸਾਬਤ ਕਰਨ ਵਿੱਚ ਅਸਫਲ ਰਿਹਾ।
"
"This is a cousin of the Cavalier King Charles spaniel.
","ਇਹ ਕੈਵਾਲੀਅਰ ਕਿੰਗ ਚਾਰਲਸ ਸਪੈਨਿਅਲ ਦਾ ਚਚੇਰਾ ਭਰਾ ਹੈ.
"
"This is also the case for Scrooge's rival John D. Rockerduck (created by Barks for just one story) and Donald's cousin Fethry Duck, who sometimes works as a reporter for Scrooge's newspaper.
","ਸਕ੍ਰੌਜ ਦੇ ਵਿਰੋਧੀ ਜੌਨ ਡੀ ਰੌਕਰਡੱਕ (ਸਿਰਫ ਇੱਕ ਕਹਾਣੀ ਲਈ ਬਾਰਕਸ ਦੁਆਰਾ ਬਣਾਇਆ ਗਿਆ) ਅਤੇ ਡੌਨਲਡ ਦੇ ਚਚੇਰੇ ਭਰਾ ਫੇਥਰੀ ਡੱਕ ਦਾ ਵੀ ਇਹੋ ਹਾਲ ਹੈ, ਜੋ ਕਈ ਵਾਰ ਸਕ੍ਰੌਜ ਦੇ ਅਖ਼ਬਾਰ ਦੇ ਰਿਪੋਰਟਰ ਵਜੋਂ ਕੰਮ ਕਰਦਾ ਹੈ.
"
"This is at a time when remunerations of all whole-time directors of the company, including cousins Nikhil and Hital Meswani, saw a handsome increase in the fiscal year ended March 31, 2019.
","ਇਸੇ ਦੌਰਾਨ ਰਿਲਾਇੰਸ ਇੰਡਸਟਰੀ ਦੇ ਪੂਰਨਕਾਲੀ ਡਾਇਰੈਕਟਰਾਂ, ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੇ ਚਚੇਰੇ ਭਰਾ ਨਿਖਿਲ ਮੇਸਵਾਨੀ ਤੇ ਹਿਤਲ ਮੇਸਵਾਨੀ ਸ਼ਾਮਲ ਹਨ, ਦੇ ਮਾਣਭੱਤੇ 'ਚ ਵਿੱਤੀ ਸਾਲ 2019 'ਚ 31 ਮਾਰਚ ਤੱਕ ਚੰਗਾ ਵਾਧਾ ਦਰਜ ਕੀਤਾ ਗਿਆ ਹੈ।
"
"Today, the Native American dog is a distant cousin to the original.
","ਅੱਜ, ਮੂਲ ਅਮਰੀਕੀ ਕੁੱਤਾ ਅਸਲੀ ਤੋਂ ਦੂਰ ਦਾ ਚਚੇਰਾ ਭਰਾ ਹੈ.
"
"Tyagi, who retired in 2007, his cousin Sanjeev and Khaitan were arrested on December 9, 2016 by CBI in connection with the case which relates to procurement of 12 VVIP choppers from UK-based firm during the UPA-2 regime.
","ਦਿੱਤਾ 2007 'ਚ ਸੇਵਾ ਮੁਕਤ ਹੋਏ ਤਿਆਗੀ ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਸੰਜੀਵ ਤੇ ਖੇਤਾਨ ਨੂੰ ਮਾਮਲੇ 'ਚ ਸੀਬੀਆਈ ਨੇ 9 ਦਸੰਬਰ, 2016 ਨੂੰ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਸੀ ਮਾਮਲਾ ਯੂਪੀਏ-2 ਸਰਕਾਰ ਦੇ ਸ਼ਾਸਨਕਾਲ 'ਚ ਬ੍ਰਿਟੇਨ ਦੀ ਕੰਪਨੀ ਅਗਸਤਾਵੇਸਟਲੈਂਡ ਤੋਂ 12 ਵੀਵੀਆਈਪੀ ਹੈਲੀਕਾਪਟਰਾਂ ਦੀ ਖਰੀਦ ਨਾਲ ਸਬੰਧੀ ਹੈ
"
"Tyagi, who retired in 2007, his cousin Sanjeev and Khaitan were arrested on December 9, 2016, by the CBI in connection with the case which relates to procurement of 12 VVIP choppers from the UK-based firm during the UPA-2 regime.
","ਦਿੱਤਾ 2007 'ਚ ਸੇਵਾ ਮੁਕਤ ਹੋਏ ਤਿਆਗੀ ਤੇ ਉਨ੍ਹਾਂ ਦੇ ਰਿਸ਼ਤੇਦਾਰ ਸੰਜੀਵ ਤੇ ਖੇਤਾਨ ਨੂੰ ਮਾਮਲੇ 'ਚ ਸੀਬੀਆਈ ਨੇ 9 ਦਸੰਬਰ, 2016 ਨੂੰ ਗ੍ਰਿਫ਼ਤਾਰ ਕੀਤਾ ਸੀ ਮਾਮਲਾ ਯੂਪੀਏ-2 ਸਰਕਾਰ ਦੇ ਸ਼ਾਸਨਕਾਲ 'ਚ ਬ੍ਰਿਟੇਨ ਦੀ ਕੰਪਨੀ ਅਗਸਤਾਵੇਸਟਲੈਂਡ ਤੋਂ 12 ਵੀਵੀਆਈਪੀ ਹੈਲੀਕਾਪਟਰਾਂ ਦੀ ਖਰੀਦ ਨਾਲ ਸਬੰਧੀ ਹੈ
"
"Under the Act of Settlement 1701, which excluded all Catholics, she was succeeded by her second cousin George I of the House of Hanover, whose maternal grandmother, Elizabeth Stuart, Queen of Bohemia, was a daughter of James VI and I.
","ਬੰਦੋਬਸਤ ਐਕਟ 1701 ਦੇ ਤਹਿਤ ਜਦੋਂ ਸਾਰੇ ਕੈਥੋਲਿਕ ਬਾਹਰ ਕਰ ਦਿੱਤੇ ਗਏ, ਉਸ ਦਾ ਵਾਰਸ ਹੈਨੋਵਰ ਘਰਾਣੇ ਤੋਂ ਉਸਦਾ ਦੂਜਾ ਕਜ਼ਨ ਜਾਰਜ ਪਹਿਲਾ ਬਣਿਆ, ਜਿਸ ਨਾਨੀ ਬੋਹੀਮਿਆ ਦੀ ਰਾਣੀ, ਏਲਿਜ਼ਬੇਤ ਸਟੂਅਰਟ, ਜੇਮਜ ਛੇਵੇਂ ਅਤੇ ਪਹਿਲੇ ਦੀ ਧੀ ਸੀ।
"
"Unlike its infamous cousin, Tetrahydrocannabinol (THC), CBD is non-psychoactive, meaning you won't get 'high' by consuming it.
","""ਇਕ ਹੋਰ ਮਸ਼ਹੂਰ ਅਣੂ ਦੇ ਉਲਟ, tetrahydrocannabinol (THC), ਸੀਬੀਡੀ ਪੂਰੀ ਗੈਰ-psychoactive ਹੈ ਅਤੇ ਕਦੇ ਵੀ ਤੁਹਾਨੂੰ """"ਹਾਈ"""" ਮਹਿਸੂਸ ਕਰਦਾ ਹੈ.""
"
"What's your cousin say?
","ਕੀ ਕਹਿੰਦਾ ਪੁੱਤ ਤੇਰਾ ਭਾਅਪਾ ਜੀ?
"
"When I was a child living in the mountains in Gifu prefecture once, I have built Kamakura together with my cousin after a heavy snowfall.
","ਜਦੋਂ ਮੈਂ ਇਕ ਵਾਰ ਗਿਫੂ ਪ੍ਰੀਫੈਕਚਰ ਵਿਚ ਪਹਾੜਾਂ ਵਿਚ ਰਹਿ ਰਿਹਾ ਬੱਚਾ ਸੀ, ਤਾਂ ਮੈਂ ਭਾਰੀ ਬਰਫਬਾਰੀ ਤੋਂ ਬਾਅਦ ਆਪਣੇ ਚਚੇਰੇ ਭਰਾ ਨਾਲ ਮਿਲ ਕੇ ਕਾਮਕੁਰਾ ਬਣਾਇਆ ਹੈ.
"
