eng_Latn,pan_Guru
"Scrooge's first appearance in animated form (save for a brief Mickey Mouse Club television series cameo[53]) was in Disney's 1967 theatrical short Scrooge McDuck and Money (voiced by Bill Thompson), in which he teaches his nephews basic financial tips.[54]
","ਸਕ੍ਰੌਜ ਦੀ ਐਨੀਮੇਟਡ ਰੂਪ ਵਿੱਚ ਪਹਿਲੀ ਦਿੱਖ (ਇੱਕ ਸੰਖੇਪ ਲਈ ਸੁਰੱਖਿਅਤ ਕਰੋ ਮਿਕੀ ਮਾouseਸ ਕਲੱਬ ਟੈਲੀਵਿਜ਼ਨ ਲੜੀਵਾਰ ਕੈਮੀਓ [54]) ਡਿਜ਼ਨੀ ਦੇ 1967 ਦੇ ਥੀਏਟਰਿਕ ਸ਼ੌਰਟ ਵਿੱਚ ਸੀ ਸਕਰੂਜ ਮੈਕਡਕ ਅਤੇ ਪੈਸਾ (ਬਿਲ ਥੌਮਸਨ ਦੁਆਰਾ ਆਵਾਜ਼ ਦਿੱਤੀ ਗਈ), ਜਿਸ ਵਿੱਚ ਉਹ ਆਪਣੇ ਭਤੀਜਿਆਂ ਨੂੰ ਬੁਨਿਆਦੀ ਵਿੱਤੀ ਸੁਝਾਅ ਸਿਖਾਉਂਦਾ ਹੈ.
"
"Scrooge's first appearance in animated form (save for a brief Mickey Mouse Club television series cameo[54]) was in Disney's 1967 theatrical short Scrooge McDuck and Money (voiced by Bill Thompson), in which he teaches his nephews basic financial tips.[55]
","ਸਕ੍ਰੌਜ ਦੀ ਐਨੀਮੇਟਡ ਰੂਪ ਵਿੱਚ ਪਹਿਲੀ ਦਿੱਖ (ਇੱਕ ਸੰਖੇਪ ਲਈ ਸੁਰੱਖਿਅਤ ਕਰੋ ਮਿਕੀ ਮਾouseਸ ਕਲੱਬ ਟੈਲੀਵਿਜ਼ਨ ਲੜੀਵਾਰ ਕੈਮੀਓ [54]) ਡਿਜ਼ਨੀ ਦੇ 1967 ਦੇ ਥੀਏਟਰਿਕ ਸ਼ੌਰਟ ਵਿੱਚ ਸੀ ਸਕਰੂਜ ਮੈਕਡਕ ਅਤੇ ਪੈਸਾ (ਬਿਲ ਥੌਮਸਨ ਦੁਆਰਾ ਆਵਾਜ਼ ਦਿੱਤੀ ਗਈ), ਜਿਸ ਵਿੱਚ ਉਹ ਆਪਣੇ ਭਤੀਜਿਆਂ ਨੂੰ ਬੁਨਿਆਦੀ ਵਿੱਤੀ ਸੁਝਾਅ ਸਿਖਾਉਂਦਾ ਹੈ.
"
"Scrooge's first appearance in animated form (save for a brief cameo appearance on the Mickey Mouse Club television series) was in the 1967 theatrical featurette Scrooge McDuck and Money, in which he teaches his nephews some basic financial tips.
","ਸਕ੍ਰੌਜ ਦੀ ਐਨੀਮੇਟਡ ਰੂਪ ਵਿੱਚ ਪਹਿਲੀ ਦਿੱਖ (ਇੱਕ ਸੰਖੇਪ ਲਈ ਸੁਰੱਖਿਅਤ ਕਰੋ ਮਿਕੀ ਮਾouseਸ ਕਲੱਬ ਟੈਲੀਵਿਜ਼ਨ ਲੜੀਵਾਰ ਕੈਮੀਓ [54]) ਡਿਜ਼ਨੀ ਦੇ 1967 ਦੇ ਥੀਏਟਰਿਕ ਸ਼ੌਰਟ ਵਿੱਚ ਸੀ ਸਕਰੂਜ ਮੈਕਡਕ ਅਤੇ ਪੈਸਾ (ਬਿਲ ਥੌਮਸਨ ਦੁਆਰਾ ਆਵਾਜ਼ ਦਿੱਤੀ ਗਈ), ਜਿਸ ਵਿੱਚ ਉਹ ਆਪਣੇ ਭਤੀਜਿਆਂ ਨੂੰ ਬੁਨਿਆਦੀ ਵਿੱਤੀ ਸੁਝਾਅ ਸਿਖਾਉਂਦਾ ਹੈ.
"
"She has gone there to attend the wedding of her nephew, Mohit Marwah.
","ਇੱਥੇ ਉਹ ਆਪਣੇ ਭਤੀਜੇ ਮੋਹਿਤ ਮਾਰਵਾਹ ਦਾ ਵਿਆਹ ਅਟੈਂਡ ਕਰਨ ਲਈ ਗਈ ਸੀ।
"
"She was my nephew's only child.
","ਉਹ ਮੇਰੀ ਭੈਣ ਦਾ ਇੱਕਲੌਤਾ ਪੁੱਤਰ ਸੀ।
"
"Sridevi had been to Dubai with her family to attend her nephew's wedding.
","ਸ਼੍ਰੀਦੇਵੀ ਦੁਬਈ 'ਚ ਇਕ ਵਿਆਹ ਸਮਾਰੋਹ 'ਚ ਸ਼ਿਰਕਤ ਕਰਨ ਲਈ ਆਪਣੇ ਪਰਿਵਾਰ ਨਾਲ ਪਹੁੰਚੀ ਸੀ।
"
"The first example of military service is found in the Old Testament (Genesis 14), when Abraham's nephew Lot was kidnapped by Chedorlaomer, king of Elam, and his allies.
","ਫ਼ੌਜੀ ਸੇਵਾ ਦੀ ਪਹਿਲੀ ਉਦਾਹਰਣ ਪੁਰਾਣੇ ਨੇਮ ਵਿੱਚ ਮਿਲਦੀ ਹੈ (ਉਤਪਤ 14), ਜਦੋਂ ਅਬਰਾਹਾਮ ਦੇ ਭਤੀਜੇ ਲੂਤ ਨੂੰ ਏਲਾਮ ਦੇ ਰਾਜਾ ਕਦਾਰਲਓਮਰ ਅਤੇ ਉਸ ਦੇ ਸਾਥੀ ਰਾਜਿਆਂ ਨੇ ਉਸ ਨੂੰ ਅਗਵਾ ਕਰ ਲਿਆ ਸੀ।
"
"The names of the family members of former president Fakhruddin Ali Ahmed's nephew do not figure in the draft NRC.
","NRC ਸੂਚੀ 'ਚ ਸਾਬਕਾ ਰਾਸ਼ਟਰਪਤੀ ਫਖਰੂਦੀਨ ਅਲੀ ਅਹਿਮਦ ਦੇ ਪਰਿਵਾਰ ਦਾ ਨਾਂ ਨਹੀਂ
"
"The term was coined by 9-year-old Milton Sirotta, nephew of American mathematician Edward Kasner.
","ਇਸ ਨੂੰ ਗਣਿਤ ਵਿਗਿਆਨੀ ਐਡਵਰਡ ਕਸਨਾਰ ਦੇ 9 ਸਾਲਾਂ ਭਤੀਜੇ ਮਿਲਟਨ ਸਿਰੋਤਾ ਨੇ ਖੋਜਿਆ।
"
"The two sons are my nephews.
","ਇਹ ਦੋਵੇਂ ਪੁੱਤ ਮੇਰੇ ਸਹਾਰੇ ਹੀ ਹਨ।
"
"The word was coined by 9-year old Milton Sirotta, the nephew of mathematician Edward Kasner.
","ਇਸ ਨੂੰ ਗਣਿਤ ਵਿਗਿਆਨੀ ਐਡਵਰਡ ਕਸਨਾਰ ਦੇ 9 ਸਾਲਾਂ ਭਤੀਜੇ ਮਿਲਟਨ ਸਿਰੋਤਾ ਨੇ ਖੋਜਿਆ।
"
"These events eventually led to the decline of the Sangama Dynasty; Mallikarjuna Raya's nephew Virupaksha Raya II took the opportunity to seize the throne, though he failed to prove a better ruler.
","ਇਹਨਾਂ ਘਟਨਾਵਾਂ ਦੇ ਅਖੀਰ ਵਿਚ ਸੰਗਮਾ ਰਾਜਵੰਸ਼ ਦਾ ਪਤਨ ਹੋਇਆ; ਮੱਲਿਕਾਰਜੁਨ ਰਾਏ ਦੇ ਚਚੇਰੇ ਭਰਾ ਵਿਰਪਕਸ਼ ਰਾਏ ਦੂਜਾ ਨੇ ਗੱਦੀ ਤੇ ਬੈਠਣ ਲਈ ਮੌਕਾ ਸੰਭਾਲ ਲਿਆ, ਹਾਲਾਂਕਿ ਉਹ ਆਪਣੇ ਆਪ ਨੂੰ ਇਕ ਵਧੀਆ ਸ਼ਾਸਕ ਸਾਬਤ ਕਰਨ ਵਿੱਚ ਅਸਫਲ ਰਿਹਾ।
"
"This includes all children who live in your home, such as foster children, grandchildren, nieces and nephews, and the children of friends (even if they are living with you temporarily).
","ਤੁਹਾਡੇ ਘਰ ਵਿੱਚ ਰਹਿਣ ਵਾਲੇ ਸਾਰੇ ਬੱਚੇ, ਫੋਸਟਰ ਬੱਚਿਆਂ, ਪੋਤੇ-ਪੋਤਿਆਂ/ਨਾਤੇ-ਨਾਤੀਆਂ, ਭਤੀਜੇ ਅਤੇ ਭਤੀਜਿਆਂ, ਅਤੇ ਦੋਸਤਾਂ ਦੇ ਬੱਚੇ (ਭਾਵੇਂ ਉਹ ਤੁਹਾਡੇ ਕੋਲ ਅਸਥਾਈ ਤੌਰ 'ਤੇ ਹੀ ਰਹੇ ਹੋਣ) ।
"
"This term was invented by Milton Sirotta a 9-year-old nephew of the American mathematician Edward Kasner.
","ਇਸ ਨੂੰ ਗਣਿਤ ਵਿਗਿਆਨੀ ਐਡਵਰਡ ਕਸਨਾਰ ਦੇ 9 ਸਾਲਾਂ ਭਤੀਜੇ ਮਿਲਟਨ ਸਿਰੋਤਾ ਨੇ ਖੋਜਿਆ।
"
"Today, my heart has felt like it has been clenched numerous times at not only the thought of our angel baby, Ryley, but also at the thought of my angel nieces and nephews, and my friends' angel babies.
","ਅੱਜ, ਮੇਰੇ ਦਿਲ ਨੂੰ ਮਹਿਸੂਸ ਹੋਇਆ ਹੈ ਜਿਵੇਂ ਕਿ ਨਾ ਸਿਰਫ ਸਾਡੇ ਦੂਤ ਬੱਚੇ, ਰੇਲੇਲੀ, ਸਗੋਂ ਮੇਰੀ ਦੂਤ ਭਾਣਜੀਆਂ ਅਤੇ ਭਤੀਜੇ ਦੇ ਵਿਚਾਰਾਂ ਅਤੇ ਮੇਰੇ ਦੋਸਤਾਂ ਦੇ ਦੂਤ ਬੱਚਿਆਂ ਦੇ ਵਿਚਾਰਾਂ 'ਤੇ ਕਈ ਵਾਰ ਜਗਾਇਆ ਗਿਆ ਹੈ.
"
"Uthrittathi Thirunal Gowri Parvathi Bayi (1802-1853) was the Regent of the Indian state of ... her sister Maharani Gowri Lakshmi Bayi from 1815 till her regency was relinquished in favour of her nephew, Maharajah Swathi Thirunal, in 1829.
","ਉਥਰੀਟਿਥ ਤੀਰੁਨਾਲ ਗੌਰੀ ਪਾਰਵਤੀ ਬਾਈ (1802-1853) ਭਾਰਤੀ ਰਾਜ ਤਰਾਵਣਕੋਰ ਦੀ ਰੀਜੈਂਟ ਸੀ, ਜਿਸ ਨੇ 1815 ਵਿੱਚ ਆਪਣੀ ਭੈਣ ਮਹਾਰਾਣੀ ਗੌਰੀ ਲਕਸ਼ਮੀ ਬਾਈ ਦੇ ਬਾਅਦ ਇਸ ਪਦਵੀ ਤੇ ਬਿਰਾਜਮਾਨ ਹੋਈ ਅਤੇ 1829 ਵਿੱਚ ਆਪਣੇ ਭਤੀਜੇ, ਮਹਾਰਾਜ ਸਵਾਥੀ ਥਿਰੁਨਲ ਦੇ ਪੱਖ ਵਿੱਚ ਸੇਵਾਮੁਕਤ ਹੋਣ ਤੱਕ ਅਹੁਦੇ ਤੇ ਰਹੀ।
"
"Uthrittathi Thirunal Gowri Parvathi Bayi (1802-1853) was the regent of the Travancore Indian state who succeeded her sister Maharani Gowri Lakshmi Bayi from 1815 until her regency was relinquished in 1829 in favor of her nephew, Maharajah Swathi Thirunal.
","ਉਥਰੀਟਿਥ ਤੀਰੁਨਾਲ ਗੌਰੀ ਪਾਰਵਤੀ ਬਾਈ (1802-1853) ਭਾਰਤੀ ਰਾਜ ਤਰਾਵਣਕੋਰ ਦੀ ਰੀਜੈਂਟ ਸੀ, ਜਿਸ ਨੇ 1815 ਵਿੱਚ ਆਪਣੀ ਭੈਣ ਮਹਾਰਾਣੀ ਗੌਰੀ ਲਕਸ਼ਮੀ ਬਾਈ ਦੇ ਬਾਅਦ ਇਸ ਪਦਵੀ ਤੇ ਬਿਰਾਜਮਾਨ ਹੋਈ ਅਤੇ 1829 ਵਿੱਚ ਆਪਣੇ ਭਤੀਜੇ, ਮਹਾਰਾਜ ਸਵਾਥੀ ਥਿਰੁਨਲ ਦੇ ਪੱਖ ਵਿੱਚ ਸੇਵਾਮੁਕਤ ਹੋਣ ਤੱਕ ਅਹੁਦੇ ਤੇ ਰਹੀ।
"
"When 89-year-old Dr. Harold Carr died in Newcastle, he left his dusty old house and the run down garage beside it to his niece and nephew.
","ਨਿਊਕੈਸਲ ਵਿੱਚ ਰਹਿਣ ਵਾਲੇ 89 ਸਾਲ ਦੇ ਡਾ. ਹੈਰੋਲਡ ਕਾਰਰ ਨੇ ਆਪਣੀ ਜਾਇਦਾਦ ਵਿੱਚੋਂ ਇੱਕ ਪੁਰਾਣਾ ਗੈਰਾਜ ਆਪਣੇ ਭਤੀਜੇ ਅਤੇ ਭਤੀਜੀ ਦੇ ਨਾਮ ਛੱਡਿਆ ਸੀ।
"
"When he was 58 years old, Verne was shot in the leg by his nephew Gaston.
","ਜਦੋਂ ਵਰਨੇ 58 ਸਾਲਾਂ ਦਾ ਸੀ, ਘਰ ਚਲਦਿਆਂ ਉਸ ਦੇ ਭਤੀਜੇ ਗਾਸਟੈਨ ਨੇ ਬਿਨਾਂ ਵਜ੍ਹਾ ਉਸ ਨੂੰ ਗੋਲੀ ਮਾਰ ਦਿੱਤੀ।
"
"When she isn't producing she can be found investing family time together with her daughter and 2 goofy nephews.
","ਜਦੋਂ ਉਹ ਨਹੀਂ ਲਿਖ ਰਹੀ ਹੈ ਤਾਂ ਉਹ ਆਪਣੇ ਬੇਟੇ ਅਤੇ ਦੋ ਬੇਵਕੂਫ ਭਰਾਵਾਂ ਨਾਲ ਪਰਿਵਾਰਕ ਸਮਾਂ ਬਿਤਾਉਂਦੀ ਵੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ.
"
"Having received an excellent education, Jeanne married a nephew of her patron.
","ਇੱਕ ਸ਼ਾਨਦਾਰ ਸਿੱਖਿਆ ਪ੍ਰਾਪਤ ਕੀਤੀ ਸੀ, ਜੀਨ ਆਪਣੇ ਸਰਪ੍ਰਸਤ ਦੀ ਇੱਕ ਭਤੀਜੇ ਨਾਲ ਵਿਆਹ ਕੀਤਾ.
"
"He said Sukharaju’s nephews Kawal and Manjot were running a Kabadi Club in Newzealand which controlled Kabaddi players as well as tournaments abroad.
","ਉਹਨਾਂ ਕਿਹਾ ਕਿ ਸੁੱਖਾਰਾਜੂ ਦੇ ਭਤੀਜੇ ਕੰਵਲ ਅਤੇ ਮਨਜੋਤ ਨਿਊਜ਼ਲੈਂਡ ਵਿਚ ਇੱਕ ਕਬੱਡੀ ਕਲੱਬ ਚਲਾ ਰਹੇ ਹਨ, ਜਿਸ ਨੇ ਵਿਦੇਸ਼ਾਂ ਵਿਚ ਹੁੰਦੇ ਕਬੱਡੀ ਟੂਰਨਾਮੈਂਟਾਂ ਅਤੇ ਕਬੱਡੀ ਖਿਡਾਰੀਆਂ ਉੱਤੇ ਕੰਟਰੋਲ ਕੀਤਾ ਹੋਇਆ ਹੈ।
"
"But Yaroslav is not in a hurry to occupy the Kiev throne, as the rights to it are made by nephew Bryachislav and brother Mstislav.
","ਪਰ ਯਾਰੋਸਲਵ ਕਿਯੇਵ ਸਿੰਘਾਸਣ ਤੇ ਕਬਜ਼ਾ ਕਰਨ ਦੀ ਕਾਹਲੀ ਵਿੱਚ ਨਹੀਂ ਹੈ, ਕਿਉਂਕਿ ਇਸ ਦੇ ਅਧਿਕਾਰ ਭਤੀਜੇ ਬ੍ਰਾਇਚੀਲਾਵ ਅਤੇ ਭਰਾ ਮਸਸਟਲਾਵ ਦੁਆਰਾ ਬਣਾਏ ਗਏ ਹਨ.
"
"Punjab Chief Minister Amarinder Singh said, “Saddened to know about the demise of Abhay Singh Sandhu Ji, nephew of Shaheed-e-Azam Bhagat Singh Ji who passed away after a long illness.
","ਚੰਡੀਗੜ੍ਹ : ਪੰਜਾਬ ਦੇ ਮੁੱਖ ਮੰਤਰੀ ਕੈਪਟਨ ਅਮਰਿੰਦਰ ਸਿੰਘ ਨੇ ਸ਼ਹੀਦ ਏ ਆਜ਼ਮ ਭਗਤ ਸਿੰਘ ਦੇ ਭਤੀਜੇ ਅਭੈ ਸਿੰਘ ਸੰਧੂ ਦੇ ਦੇਹਾਂਤ ਉਤੇ ਦੁੱਖ ਦਾ ਪ੍ਰਗਟਾਵਾ ਕੀਤਾ ਹੈ ,ਜੋ ਕੱਲ ਸ਼ਾਮ ਕੋਵਿਡ ਕਾਰਨ ਚੱਲ ਵਸੇ।
"
"Ajit Pawar, who is the nephew of NCP chief Sharad Pawar, said he reached the decision on his own.
","ਐੱਨਸੀਪੀ ਦੇ ਚੋਟੀ ਦੇ ਆਗੂ ਸ਼ਰਦ ਪਵਾਰ ਨੇ ਇਸ ਨੂੰ ਅਜੀਤ ਪਵਾਰ ਦਾ ਨਿੱਜੀ ਫ਼ੈਸਲਾ ਦੱਸਿਆ ਹੈ।
"
"Manpreet, an estranged nephew of the chief minister and former finance minister, is the joint candidate of the Congress and his People's Party of Punjab (PPP) from Bathinda against Chief Minister Badal's daughter-in-law and sitting MP Harsimrat Kaur Badal.
","ਬਠਿੰਡਾ ਤੋਂ ਕਾਂਗਰਸ ਉਮੀਦਵਾਰ ਮੁੱਖ ਮੰਤਰੀ ਪ੍ਰਕਾਸ਼ ਸਿੰਘ ਬਾਦਲ ਦੇ ਭਤੀਜੇ ਤੇ ਸਾਬਕਾ ਵਿੱਤ ਮੰਤਰੀ ਮਨਪ੍ਰੀਤ ਸਿੰਘ ਬਾਦਲ ਆਪਣੇ ਹਲਕੇ ‘ਚ ਪਰਿਵਾਰ ਸਮੇਤ ਚੋਣ ਪ੍ਰਚਾਰ ਕਰਨ ‘ਚ ਲੱਗੇ ਹਨ।
"
"Media reports have claimed that one of the slain terrorists, Usman Haider, was the nephew of Jaish-e-Mohammad head, Masood Azhar.
","ਮੀਡੀਆ ਰਿਪੋਰਟਸ ਮੁਤਾਬਕ ਦਾਅਵਾ ਕੀਤਾ ਜਾ ਰਿਹਾ ਹੈ ਕਿ ਫੱਟੜਾਂ ‘ਚ ਜੈਸ਼-ਏ-ਮੁਹਮੰਦ ਦਾ ਮੁਖੀ ਮਸੂਦ ਅਜ਼ਹਰ ਵੀ ਸ਼ਾਮਲ ਹੈ।
"
"Actor Deepak Parashar, Prakashs nephew, broke the news on social media.
","ਉਨ੍ਹਾਂ ਦੇ ਦੇਹਾਂਤ ਦੀ ਜਾਣਕਾਰੀ ਅਦਾਕਾਰ ਦੀਪਕ ਪਰਾਸ਼ਰ ਨੇ ਸੋਸ਼ਲ ਮੀਡੀਆ ‘ਤੇ ਦਿੱਤੀ।
"
"Wee He [saven mall] Baba Saun (or saven) Mal was a nephew of Guru Amar Das.
","ਸਾਵਣ ਮੱਲ: ਬਾਬਾ ਸਾਉਣ (ਅਥਵਾ ਸਾਵਣ) ਮੱਲ ਜੀ ਸ੍ਰੀ ਗੁਰੂ ਅਮਰਦੇਵ ਜੀ ਦੇ ਭਤੀਜੇ ਸਨ.
"
"Aamir Khan comes from a filmy background as his father Tahir Hussain was a film director and he's also the nephew of film-maker Nasir Hussain.
","ਉਨ੍ਹਾਂ ਦੇ ਪਿਤਾ, ਤਾਹਿਰ ਹੁਸੈਨ, ਇੱਕ ਫਿਲਮ ਨਿਰਮਾਤਾ ਸਨ ਜਦੋਂ ਕਿ ਉਨ੍ਹਾਂ ਦੇ ਸੁਰਗਵਾਸੀ ਚਾਚਾ, ਨਾਸਿਰ ਹੁਸੈਨ, ਇੱਕ ਫਿਲਮ ਨਿਰਮਾਤਾ ਦੇ ਨਾਲ ਨਾਲ ਇੱਕ ਨਿਰਦੇਸ਼ਕ ਵੀ ਸਨ।
"
"The daughter of Guru Angad Dev Ji, Bibi Amaro was the wife of the nephew of (Guru) Amardas Ji.
","ਸਤਿਗੁਰੂ ਅੰਗਦ ਦੇਵ ਜੀ ਦੀ ਸਪੁੱਤਰੀ ਬੀਬੀ ਅਮਰੋ ਆਪ ਦੇ ਵੱਡੇ ਭਾਈ ਦੀ ਨੂੰਹ ਬਣੀ।
"
"The main accused Kalu told the police that he had not come to attack the AAP MLA but to attack party volunteer Ashok Mann and his nephew Harendra due to personal enmity.
","ਪੁਲਸ ਅਨੁਸਾਰ ਦੋਸ਼ੀ ਨੇ ਦੱਸਿਆ ਕਿ ਉਹ 'ਆਪ' ਵਿਧਾਇਕ 'ਤੇ ਹਮਲਾ ਕਰਨ ਨਹੀਂ ਸਗੋਂ ਅਸ਼ੋਕ ਮਾਨ ਅਤੇ ਉਸ ਦੇ ਭਤੀਜੇ ਹਰੇਂਦਰ ਨੂੰ ਮਾਰਨ ਆਏ ਸਨ।
"
"New Delhi: Saif Ali Khan's sister Saba Ali Khan has shared pictures with her two nephews Taimur Ali Khan and Jehangir Ali Khan on Instagram.
","ਮੁੰਬਈ: ਬਾਲੀਵੁੱਡ ਅਦਾਕਾਰ ਸੈਫ ਅਲੀ ਖ਼ਾਨ ਦੀ ਭੈਣ ਸੋਹਾ ਅਲੀ ਖ਼ਾਨ ਨੇ ਹਾਲ ਹੀ ’ਚ ਆਪਣੇ ਇੰਸਟਾਗ੍ਰਾਮ ਅਕਾਊਂਟ ’ਤੇ ਦੋ ਵੀਡੀਓਜ਼ ਸਾਂਝੀਆਂ ਕੀਤੀਆਂ ਹਨ ਇਸ ਦੌਰਾਨ ਇਕ ਵੀਡੀਓ ’ਚ ਅਦਾਕਾਰਾ ਆਪਣੇ ਭਰਾ ਦੇ ਨਾਲ ਘਰ ’ਚ ਫੋਟੋਸ਼ੂਟ ਕਰਵਾਉਂਦੀ ਦਿਖਾਈ ਦੇ ਰਹੀ ਹੈ।
"
"All the patients currently being treated for COVID-19 would be provided proper care in line with the government’s medical protocol, the Chief Minister assured the Ragi’s son Amiteshwar Singh and nephew Jagpreet Singh.
","ਮੁੱਖ ਮੰਤਰੀ ਨੇ ਭਾਈ ਨਿਰਮਲ ਸਿੰਘ ਦੇ ਪੁੱਤਰ ਅਮਿਤੇਸ਼ਵਰ ਸਿੰਘ ਤੇ ਭਤੀਜੇ ਜਗਪ੍ਰੀਤ ਸਿੰਘ ਨੂੰ ਯਕੀਨ ਦਿਵਾਇਆ ਕਿ ਇਨ੍ਹਾਂ ਸਾਰੇ ਮਰੀਜ਼ਾਂ ਦਾ ਕੋਵਿਡ-19 ਤੋਂ ਬਚਾਅ ਲਈ ਇਲਾਜ ਚੱਲ ਰਿਹਾ ਹੈ ਅਤੇ ਸਰਕਾਰ ਦੇ ਮੈਡੀਕਲ ਪ੍ਰੋਟੋਕੋਲ ਮੁਤਾਬਕ ਇਨ੍ਹਾਂ ਸਾਰੇ ਮਰੀਜ਼ਾਂ ਦੀ ਪੂਰੀ ਦੇਖਭਾਲ ਹੋਵੇਗੀ।
"
"Aamir Khan's nephew Imran Khan was also seen at the airport with daughter Imaara.
","ਇਸ ਤੋਂ ਇਲਾਵਾ ਕਰੀਨਾ ਆਪਣੇ ਬੇਟੇ ਤੈਮੂਰ ਅਲੀ ਖ਼ਾਨ ਦੇ ਨਾਲ ਵੀ ਏਅਰਪੋਰਟ ‘ਤੇ ਨਜ਼ਰ ਆਈ ਜਿੱਥੇ ਉਸ ਦੇ ਨਾਲ ਸੈਫ ਅਲੀ ਖ਼ਾਨ ਵੀ ਸੀ।
"
"NCP supremo Sharad Pawar said Income Tax Department's raids on various firms linked to the family members of his nephew Ajit Pawar could be Centre's reaction to the condemnation by himself and Maharashtra government of the violence in Lakhimpur Kheri
","ਪੁਣੇ : ਰਾਸ਼ਟਰਵਾਦੀ ਕਾਂਗਰਸ ਪਾਰਟੀ (NCP) ਦੇ ਮੁਖੀ ਸ਼ਰਦ ਪਵਾਰ ਨੇ ਕਿਹਾ ਹੈ ਕਿ ਉਨ੍ਹਾਂ ਦੇ ਭਤੀਜੇ ਅਜੀਤ ਪਵਾਰ ਦੇ ਪਰਿਵਾਰ ਨਾਲ ਜੁੜੀਆਂ ਵੱਖ -ਵੱਖ ਕੰਪਨੀਆਂ 'ਤੇ ਆਮਦਨ ਕਰ ਵਿਭਾਗ ਦੇ ਛਾਪੇ ਉਸ ਦੇ ਬਾਅਦ ਆਏ ਅਤੇ ਮਹਾਰਾਸ਼ਟਰ ਸਰਕਾਰ ਨੇ ਉੱਤਰ ਪ੍ਰਦੇਸ਼ ਦੇ ਲਖੀਮਪੁਰ ਖੇੜੀ ਵਿੱਚ ਹੋਈ ਹਿੰਸਾ ਦੀ ਸਖਤ ਨਿੰਦਾ ਕੀਤੀ ਹੈ।
"
"In this video, Salman Khan is seen painting with his nephew Ahil.
","ਇਨ੍ਹਾਂ ਵੀਡੀਓਜ਼ ‘ਚ ਸਲਮਾਨ ਖਾਨ ਨੂੰ ਆਪਣੇ ਭਾਂਜੇ ਆਹਿਲ ਨਾਲ ਸਮਾਂ ਬਿਤਾਉਂਦੇ ਦੇਖਿਆ ਜਾ ਸਕਦਾ ਹੈ।
"
"Among those killed were her mother, father, two brothers, sister-in-law, nephews and nieces, including a two-month-old.
","ਮ੍ਰਿਤਕਾਂ ਵਿੱਚ ਲਾੜੇ ਦੀ ਮਾਂ, ਦੋ ਮਾਸੀਆਂ, ਭਰਾ ਤੇ ਮਸੇਰੀ ਭੈਣ ਸ਼ਾਮਲ ਹਨ।
"
"In this video, Salman Khan is seen painting with his nephew Ahil.
","ਇਸ ਵੀਡੀਓ ‘ਚ ਸਲਮਾਨ ਖ਼ਾਨ ਆਪਣੀ ਭਾਣਜੇ ਨਾਲ ਬਾਂਦਰਾਂ ਨੂੰ ਕੇਲੇ ਅਤੇ ਬਿਸਕੁੱਟ ਖੁਆਉਂਦੇ ਹੋਏ ਨਜ਼ਰ ਆ ਰਹੇ ਹਨ।
"
"New Delhi: Congress leader and former Madhya Pradesh Chief Minister Kamal Nath's nephew is again in trouble.
","ਨਵੀਂ ਦਿੱਲੀ/ਬਿਊਰੋ ਨਿਊਜ਼ : ਕਾਂਗਰਸ ਦੇ ਸੀਨੀਅਰ ਆਗੂ ਤੇ ਮੱਧ ਪ੍ਰਦੇਸ਼ ਦੇ ਮੁੱਖ ਮੰਤਰੀ ਕਮਲਨਾਥ ਦੀਆਂ ਮੁਸ਼ਕਲਾਂ ਵਧ ਗਈਆਂ ਹਨ।
"
"The other accused in the case include the father-in-law of Chahal's son Jagdish Singh and his father Kartar Singh, brothers Harbhajan Singh and Jupinder Singh and nephews Harjinder Singh and Iqbal Singh.
","ਜ਼ਿਕਰਯੋਗ ਹੈ ਕਿ ਇਹ ਮੁਕੱਦਮਾ ਪੀੜਤ ਜਗਦੀਸ਼ ਕੌਰ ਦੇ ਪਤੀ ਕੇਹਰ ਸਿੰਘ ਅਤੇ ਪੁੱਤਰ ਗੁਰਪ੍ਰੀਤ ਸਿੰਘ ਤੋਂ ਇਲਾਵਾ ਇਕ ਹੋਰ ਪੀੜਤ ਜਗਸ਼ੇਰ ਸਿੰਘ ਦੇ ਤਿੰਨ ਭਰਾਵਾਂ ਰਘੁਵੇਂਦਰ ਸਿੰਘ, ਨਰਿੰਦਰ ਪਾਲ ਸਿੰਘ ਅਤੇ ਕੁਲਦੀਪ ਸਿੰਘ ਦੇ ਕਤਲਾਂ ਨਾਲ ਸਬੰਧਤ ਸੀ।
"
"He was accompanied by TMC MP and the chief minister's nephew, Abhishek Banerjee.
","ਉਹ ਮੁੱਖ ਮੰਤਰੀ ਮਮਤਾ ਬੈਨਰਜੀ, ਸੰਸਦ ਮੈਂਬਰ ਅਭਿਸ਼ੇਕ ਬੈਨਰਜੀ ਦੀ ਮੌਜੂਦਗੀ ਵਿੱਚ ਟੀਐਮਸੀ ਵਿੱਚ ਸ਼ਾਮਿਲ ਹੋਏ ਹਨ।
"
