eng_Latn,pan_Guru
"Alia was seen making merry with Ranbir's family - mother Neetu Kapoor, father Rishi Kapoor, sister Riddhima Kapoor Sahni and niece Samiera Kapoor.
","ਇਸ ਤਸਵੀਰ ਵਿੱਚ ਰਿਧੀਮਾ ਨਾਲ ਉਨ੍ਹਾਂ ਦੀ ਬੇਟੀ ਸਮਾਰਾ, ਪਿਤਾ ਰਿਸ਼ੀ ਕਪੂਰ, ਮਾਂ ਨੀਤੂ ਕਪੂਰ ਅਤੇ ਭਰਾ ਰਣਬੀਰ ਸਨ।
"
"Among those killed were her brother, her niece, and her nephew.
","ਮ੍ਰਿਤਕਾਂ ਵਿੱਚ ਪਤੀ-ਪਤਨੀ, ਉਹਨਾਂ ਦੀ ਭੈਣ ਅਤੇ ਭਾਣਜਾ ਸ਼ਾਮਲ ਸਨ।
"
"In yesterday's video there was a place not only for the revelations of Kylie and the image of her daughter, but for a nice story with her niece.
","ਕੱਲ੍ਹ ਦੇ ਵੀਡੀਓ ਵਿਚ ਨਾ ਸਿਰਫ ਕੇਲੀ ਦੇ ਖੁਲਾਸਿਆਂ ਅਤੇ ਉਸਦੀ ਧੀ ਦੀ ਤਸਵੀਰ ਲਈ ਇਕ ਜਗ੍ਹਾ ਸੀ, ਪਰ ਉਸਦੀ ਭਾਣਜੀ ਨਾਲ ਇਕ ਵਧੀਆ ਕਹਾਣੀ ਲਈ.
"
"I have my niece.
","ਮੇਰੇ ਨਾਲ ਤਾਂ ਮੇਰਾ ਪੋਤਾ ਹੈ।
"
"Seerat is the niece of former Congress MLA from Sardulgarh Ajit Inder Singh Mofer.
","ਸੀਰਤ ਸਰਦੂਲਗੜ੍ਹ ਦੇ ਸਾਬਕਾ ਕਾਂਗਰਸੀ ਐਮਐਲਏ ਅਜੀਤ ਇੰਦਰ ਸਿੰਘ ਮੋਫ਼ਤ ਦੀ ਸਗੀ ਭਾਣਜੀ ਹੈ।
"
"She is the niece of Shabana Azmi and Baba Azmi and the younger sister of actress Farah Naaz.
","ਉਹ ਸ਼ਬਾਨਾ ਆਜ਼ਮੀ, ਤਨਵੀ ਆਜ਼ਮੀ ਅਤੇ ਬਾਬਾ ਆਜ਼ਮੀ ਦੀ ਭਾਣਜੀ ਅਤੇ ਅਦਾਕਾਰਾ ਫਰਾਹ ਨਾਜ਼ ਦੀ ਛੋਟੀ ਭੈਣ ਹੈ।
"
"Also Read: Police ASI accused of raping, impregnating minor niece
","ਇਹ ਵੀ ਪੜ੍ਹੋ : ਧੀ ਦੀ ਲਾਲਸਾ ਨੇ ਬਣਾਇਆ ਅਪਰਾਧੀ, ਮਾਸੂਮ ਬੱਚੀ ਨੂੰ ਕੀਤਾ ਅਗਵਾ, ਪੁਲਸ ਨੇ ਇੰਝ ਖੋਲ੍ਹਿਆ ਭੇਤ
"
"A journalist was shot because he filed a complaint with the police regarding the molestation of his niece.
","ਇਕ ਪੱਤਰਕਾਰ ਨੂੰ ਇਸ ਲਈ ਗੋਲੀ ਮਾਰ ਦਿੱਤੀ ਗਈ, ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਨੇ ਭਾਣਜੀ ਨਾਲ ਛੇੜਛਾੜ ਦੀ ਸ਼ਿਕਾਇਤ ਪੁਲਸ ਵਿਚ ਦਿੱਤੀ ਸੀ।
"
"Besides her daughters Geeta and Babita, Phogat's niece, Vinesh Phogat, is also a Commonwealth Games gold medallist.
","ਗੀਤਾ ਤੇ ਬਬੀਤਾ ਦੀ ਚਚੇਰੀ ਭੈਣ ਵਿਨੇਸ਼ ਫੋਗਟ ਵੀ ਰਾਸ਼ਟਰਮੰਡਲ ਖੇਡਾਂ ਵਿੱਚ ਤਮਗਾ ਜਿੱਤ ਚੁੱਕੀ ਹੈ।
"
"Aamir Khan's daughter Ira Khan has shared a bunch of video clips on the preparations that are on for the wedding of the actor's niece and actor, Zayn Marie .
","ਆਮਿਰ ਖਾਨ ਦੀ ਬੇਟੀ ਈਰਾ ਖਾਨ ਨੇ ਆਪਣੇ ਛੋਟੇ ਭਰਾ ਦੇ ਜਨਮਦਿਨ ਸਮਾਰੋਹ ਨਾਲ ਜੁੜੀਆਂ ਕਈ ਤਸਵੀਰਾਂ ਸੋਸ਼ਲ ਮੀਡੀਆ ‘ਤੇ ਸ਼ੇਅਰ ਕੀਤੀਆਂ ਹਨ।
"
"Police arrest man for allegedly killing his nephew, niece and their friends.
","ਪੁਲਸ ਨੇ ਮ੍ਰਿਤਕ ਦੀ ਕਲਯੁੱਗੀ ਨੂੰਹ, ਉਸ ਦੀ ਭੈਣ ਅਤੇ ਇਕ ਦੋਸਤ ਵੱਲੋਂ ਸਾਜਿਸ਼ ਨਾਲ ਕਤਲ ਕਰਨ ਦਾ ਪਰਦਾਫ਼ਾਸ਼ ਕੀਤਾ ਹੈ।
"
"Swedish teen climate activist Greta Thunberg , Meena Harris, an American lawyer and niece of U. S. Vice President Kamala Harris, actor Amanda Cerni, singers Jay Sean, Dr. Zeus and former adult star Mia Khalifa have also supported the protesting farmers.
","ਸਵੀਡਨ ਦੀ ਜਲਵਾਯੂ ਕਾਰਕੁਨ ਗ੍ਰੇਟਾ ਥੰਬਰਗ, ਹਾਲੀਵੁੱਡ ਅਦਾਕਾਰਾ ਸੁਜ਼ਨ ਸਾਰੈਂਡਨ, ਯੂਐਸ ਵਕੀਲ ਅਤੇ ਯੂਐਸ ਉਪ ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ, ਅਦਾਕਾਰਾ ਅਮੰਡਾ ਸੇਰਨੀ, ਗਾਇਕਾ ਜੇ ਸੀਨ, ਡਾ ਜ਼ੀਅਸ ਅਤੇ ਬਾਲਗ ਫਿਲਮਾਂ ਦੀ ਸਾਬਕਾ ਅਦਾਕਾਰਾ ਮਿਆ ਖਲੀਫਾ ਨੇ ਵੀ ਅੰਦੋਲਨਕਾਰੀ ਕਿਸਾਨਾਂ ਦਾ ਸਮਰਥਨ ਕੀਤਾ ਹੈ।
"
"your niece
","ਤੁਹਾਡਾ ਛੋਟਾ ਭਰਾ
"
"A beautiful picture has been shared on Instagram in which Salman can be seen posing with his siblings Arbaaz Khan, Sohail Khan, Arpita, Alvira Agnihotri, Atul Agnihotri, Aayush and his niece Alizeh.
","ਸਲਮਾਨ ਖਾਨ ਦੀ ਭੈਣ ਅਰਪਿਤਾ ਖਾਨ ਨੇ ਇੱਕ ਤਸਵੀਰ ਸ਼ੇਅਰ ਕੀਤੀ ਹੈ ਜਿਸ ਵਿੱਚ ਆਹਿਲ ਆਪਣੇ ਮੌਸੇਰੇ ਭਰਾ ਅਯਾਨ ਅਗਨੀਹੋਤਰੀ ਅਤੇ ਮਮੇਰੇ ਭਰਾਵਾਂ- ਨਿਰਵਾਨ ਖਾਨ ਅਤੇ ਅਰਹਾਨ ਖਾਨ ਦੇ ਨਾਲ ਨਜ਼ਰ ਆ ਰਿਹਾ ਹੈ।
"
"A woman is a daughter, sister, niece, wife, mother, aunt, stepmother, and grandmother.
","ਉਹ ਇਕ ਧੀ, ਭੈਣ, ਬਹੂ, ਪਤਨੀ ਤੇ ਇਕ ਮਾਂ ਵੀ ਹੈ।
"
"Actor Kunal Kapoor came with his wife Naina, who is Amitabh Bachchan's niece.
","ਬਾਲੀਵੁੱਡ ਅਭਿਨੇਤਾ ਕੁਨਾਲ ਕਪੂਰ ਆਪਣੀ ਪਤਨੀ ਨੈਣਾ ਬੱਚਨ ਨਾਲ ਵਿਆਹ 'ਚ ਪਹੁੰਚੇ।
"
"Meena Harris, the niece of US Vice-President Kamala Harris, also wrote on social media asking why the government is targeting activists.
","ਇਸ ਤੋਂ ਇਲਾਵਾ ਅਮਰੀਕੀ ਉੱਪ ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ ਨੇ ਸੋਸ਼ਲ ਮੀਡੀਆ 'ਤੇ ਸੁਆਲ ਕੀਤਾ ਹੈ ਕਿ ਸਰਕਾਰ ਕਾਰਕੁਨਾਂ ਨੂੰ ਨਿਸ਼ਾਨਾ ਕਿਉਂ ਬਣਾ ਰਹੀ ਹੈ?
"
"A case has been registered against the houseowner and his niece.
","ਦਿਓਰ ਅਤੇ ਸੱਸ ਦੇ ਖਿਲਾਫ ਮਾਮਲਾ ਦਰਜ ਕਰ ਲਿਆ ਹੈ।
"
"Including one from his rather famous niece: Vice President Kamala Harris.
","ਜਿਸ ਵਿੱਚ ਸਭ ਤੋਂ ਮਹੱਤਵਪੂਰਣ ਨਾਮ ਉਪ ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦਾ ਹੈ।
"
""" After her, US Vice President Kamala Harris' niece Meena Harris, climate activist Greta Thunberg, YouTuber Lilly Singh, former adult star Mia Khalifa among others came out in support of the agitation.
","ਉਧਰ ਹਾਲੀਵੁਡ ਸੇਲੇਬਰਟੀ ਰਿਹਾਨਾ, ਵਾਤਾਵਰਨ ਪ੍ਰੇਮੀ ਗ੍ਰੇਟ ਥੰਬਰਗ, ਸਾਬਕਾ ਪੋਰਨ ਸਟਾਰ ਮੀਆ ਖਲੀਫਾ ਅਤੇ ਅਮਰੀਕਾ ਦੀ ਉਪ ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ ਆਦਿ ਦੇ ਟਵੀਟ ਨੇ ਸਾਰਾ ਦਿਨ ਹੰਗਾਮਾ ਮਚਾਈ ਰੱਖਿਆ।
"
"A journalist was shot because he had complained to the police about his niece being harassed.
","ਇਕ ਪੱਤਰਕਾਰ ਨੂੰ ਇਸ ਲਈ ਗੋਲੀ ਮਾਰ ਦਿੱਤੀ ਗਈ, ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਨੇ ਭਾਣਜੀ ਨਾਲ ਛੇੜਛਾੜ ਦੀ ਸ਼ਿਕਾਇਤ ਪੁਲਸ ਵਿਚ ਦਿੱਤੀ ਸੀ।
"
"Swedish teen climate activist Greta Thunberg , Meena Harris, an American lawyer and niece of U. S. Vice President Kamala Harris, actor Amanda Cerni, singers Jay Sean, Dr. Zeus and former adult star Mia Khalifa have also supported the protesting farmers.
","ਸਵੀਡਨ ਦੀ ਪੌਣ-ਪਾਣੀ ਵਰਕਰ ਗ੍ਰੇਟਾ ਥਨਬਰਗ, ਹਾਲੀਵੁੱਡ ਅਦਾਕਾਰਾ ਸੂਸੇਨ ਸੈਰੰਡਨ, ਅਮਰੀਕੀ ਵਕੀਲ ਅਤੇ ਅਮਰੀਕੀ ਉਪ-ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ, ਅਦਾਕਾਰਾ ਅਮਾਂਡਾ ਸਰਨੀ, ਗਾਇਕ ਜੇ ਸੀਨ, ਡਾ. ਜਿਊਸ ਅਤੇ ਸਾਬਕਾ ਪੋਰਨ ਸਟਾਰ ਮੀਆ ਖਲੀਫਾ ਨੇ ਵੀ ਅੰਦੋਲਨਕਾਰੀ ਕਿਸਾਨਾਂ ਦਾ ਸਮਰਥਨ ਕੀਤਾ ਹੈ।
"
"Bollywood actor Kunal Kapoor, who is married to Amitabh Bachchan's niece Naina Bachchan, came to the bash in a casual outfit.
","ਬਾਲੀਵੁੱਡ ਅਭਿਨੇਤਾ ਕੁਨਾਲ ਕਪੂਰ ਆਪਣੀ ਪਤਨੀ ਨੈਣਾ ਬੱਚਨ ਨਾਲ ਵਿਆਹ 'ਚ ਪਹੁੰਚੇ।
"
"Among those who appeared were his mom, two sisters, his son, two daughters, and a couple of nieces.
","ਇਸ ਵਿੱਚ ਉਸ ਦੇ ਦੋ ਬੇਟੇ, ਦੋ ਨੂੰਹਾਂ, ਬੇਟੀ ਤੇ ਪੋਤੀ ਸ਼ਾਮਲ ਹਨ।
"
"Both are married and he has three nephews and two nieces.
","ਉਹ ਤਿੰਨ ਭਰਾ ਹਨ ਤੇ ਦੋ ਭਰਾਵਾਂ ਦਾ ਵਿਆਹ ਹੋ ਚੁੱਕਾ ਹੈ।
"
"Priyanka Chopra has shared some adorable pictures on social media where she is being styled by her niece Krishna.
","ਪ੍ਰਿਯੰਕਾ ਚੋਪੜਾ ਨੇ ਸੋਸ਼ਲ ਮੀਡੀਆ ਉੱਤੇ ਦੀਵਾਲੀ ਦੇ ਮੌਕੇ ਉੱਤੇ ਲਈ ਗਈ ਤਸਵੀਰ ਸ਼ੇਅਰ ਕੀਤੀ ਸੀ, ਇਸ ਵਿੱਚ ਉਹ ਆਪਣੀ ਮਾਂ ਅਤੇ ਭਰਾ ਦੇ ਨਾਲ ਵਿੱਖ ਰਹੀ ਹੈ।
"
"Alanna Panday is the niece of actor Chunky Pandey and the daughter of businessman Chikki Panday.
","ਅਲਾਣਾ ਚੰਕੀ ਪਾਂਡੇ ਦੇ ਭਰਾ ਚੱਕੀ ਤੇ ਅਦਾਕਾਰਾ ਡਿਯਾਨਾ ਪਾਂਡੇ ਦੀ ਧੀ ਹੈ।
"
"""""""Congrats on the new niece!""
","""""""ਨਵੇਂ ਘਰ ਨੂੰ ਵਧਾਈ ਵਧਾਈ!""
"
"She was his wife’s niece.
","ਮੇਰੀ ਪਤਨੀ ਦੀ ਭੂਆ ਦਾ ਪੁੱਤ ਸੀ ਉਹ।
"
"Aamir Khan, along with his wife Kiran Rao and daughter Ira Khan, watched his niece Zayn Marie Khan's debut film Mrs.
","ਆਮਿਰ ਖਾਨ ਆਪਣੀ ਪਤਨੀ ਕਿਰਣ ਤੇ ਬੇਟੀ ਈਰਾ ਦੇ ਨਾਲ ਬੇਹਦ ਖੁਸ਼ ਨਜ਼ਰ ਆਏ।
"
"Meena Harris, the niece of US Vice-President Kamala Harris, also wrote on social media asking why the government is targeting activists.
","ਇਸ ਤੋਂ ਇਲਾਵਾ ਅਮਰੀਕੀ ਉੱਪ ਰਾਸ਼ਟਰਪਤੀ ਕਮਲਾ ਹੈਰਿਸ ਦੀ ਭਾਣਜੀ ਮੀਨਾ ਹੈਰਿਸ ਨੇ ਸੋਸ਼ਲ ਮੀਡੀਆ ‘ਤੇ ਸੁਆਲ ਕੀਤਾ ਹੈ ਕਿ ਸਰਕਾਰ ਕਾਰਕੁਨਾਂ ਨੂੰ ਨਿਸ਼ਾਨਾ ਕਿਉਂ ਬਣਾ ਰਹੀ ਹੈ?
"
"She is the niece of former president Sardar Farooq Ahmed Khan Leghari and sister of former federal minister Sumaira Malik.
","ਆਇਲਾ ਪਾਕਿਸਤਾਨ ਦੇ ਸਾਬਕਾ ਰਾਸ਼ਟਰਪਤੀ ਸਰਦਾਰ ਫਾਰੂਖ ਅਹਿਮਦ ਖਾਂ ਲੇਘਾਰੀ ਦੀ ਭਾਣਜੀ ਤੇ ਸਾਬਕਾ ਕੇਂਦਰੀ ਮੰਤਰੀ ਸੁਮੈਰਾ ਮਲਿਕ ਦਾ ਭੈਣ ਹੈ।
"
"A daughter and two nieces.
","ਇੱਕ ਬੇਟਾ ਤੇ ਦੋ ਬੇਟੀਆਂ।
"
"Your loving niece,
","ਤੇਰਾ ਇਸ਼ਕ ਪਿਆਰਿਆ ਸੱਜਨਾ ਵੇ,
"
"Are you his niece?
","ਕੀ ਉਹ ਤੇਰੀ ਮਾਸੀ ਹੈ?
"
"She was his wife’s niece.
","ਇਹ ਔਰਤ ਉਸ ਦੀ ਪਤਨੀ ਦੀ ਭੈਣ ਸੀ।
"
"Therefore, she gave all her maternal love to her niece Maryana.
","ਇਸ ਲਈ, ਉਸਨੇ ਆਪਣੀ ਭਾਣਜੀ Maryana ਨੂੰ ਉਸ ਦੇ ਮਾਤਰ ਪਿਆਰ ਦਿੱਤਾ .
"
"After all, these are our children, our grandchildren, our nieces and nephews.
","ਇਹ ਸਾਰੇ ਸਾਡੇ ਹੀ ਧੀਆਂ-ਪੁੱਤ, ਮਾਂ ਪਿਓ ਤੇ ਚਾਚੇ ਤਾਏ ਹਨ।
"
"And are those your niece and nephew?
","ਕੀ ਇਹ ਤੁਹਾਡੀ ਨੂੰਹ ਤੇ ਪੋਤੀ ਹਨ?
"
"Sanjay Leela Bhansali is currently busy in launching his niece Sharmin in Bollywood.
","ਬੌਲੀਵੁੱਡ ਦੇ ਉੱਘੇ ਨਿਰਦੇਸ਼ਕ ਸੰਜੇ ਲੀਲਾ ਭੰਸਾਲੀ ਆਪਣੀ ਭਾਣਜੀ ਸ਼ਰਮਿਨ ਸਹਿਗਲ ਨੂੰ ਹਾਲ ਹੀ ਵਿਚ ਲਾਂਚ ਕਰ ਚੁੱਕੇ ਹਨ।
"
"“My niece too helps out.
","“ ਮੇਰੀ ਸੱਸ ਵੀ ਇਦਾ ਕਰਦੀ ਆ।
"
"He had a niece who lived with her mother in a little house near him.
","'ਉਸਦੀ ਇੱਕ ਭਾਣਜੀ ਸੀ ਜੋ ਆਪਣੀ ਮਾਂ ਨਾਲ ਨਿੱਕੇ ਜਿਰੇ ਘਰ ਵਿੱਚ ਉਸਦੇ ਗੁਆਂਢ 'ਚ ਰਹਿੰਦੀ ਸੀ।
"
"She was his wife’s niece.
","ਉਹ ਮੇਰੀ ਪਤਨੀ ਦੇ ਤਾਏ ਦੀ ਧੀ ਸੀ।
"
"She was the daughter of Muhammad bin Yusuf Thaqafi and the niece (brother's daughter) of Hajjaj bin Yusuf.
","ਉਹ ਅਬੂ ਤਾਲਿਬ (ਮੁਹੈਮਦ ਸਾਹਿਬ ਦਾ ਚਾਚਾ) ਦਾ ਪੁੱਤਰ ਅਤੇ ਮੁਹੰਮਦ ਸਾਹਿਬ ਦੀ ਬੇਟੀ ਫ਼ਾਤਿਮਾ ਦਾ ਪਤੀ ਸੀ।
"
"Bollywood actress Sara Ali Khan’s aunt Saba Ali Khan recently shared a childhood photo of her niece on Instagram.
","ਹਾਲ ਹੀ ਸਲਮਾਨ ਖਾਨ ਨੇ ਆਪਣੀ ਭੈਣ ਅਪ੍ਰਿਤਾ ਦੇ ਬੇਟੇ ਆਹਿਲ ਦੀਆਂ ਤਸਵੀਰਾਂ ਇਨਸਟਾ ਉੱਤੇ ਸ਼ੇਅਰ ਕੀਤੀਆਂ ।
"
"Among the dead, he said, were his wife, two children and one of his nieces.
","ਮ੍ਰਿਤਕਾਂ 'ਚ ਇਕ ਜੋੜਾ, ਉਨ੍ਹਾਂ ਦੀ ਧੀ ਅਤੇ ਦੋ ਪੁੱਤਰ ਸ਼ਾਮਲ ਹਨ।
"
"British actress Joely Richardson is the daughter of actress Vanessa Redgrave and director Tony Richardson, the granddaughter of actors Michael Redgrave and Rachel Kempson, niece of actors Corin and Lynn Redgrave, and sister of actress Natasha Richardson.
","ਉਹ ਅਦਾਕਾਰਾ ਵੇਨੇਸਾ ਰਿਚਰਡਸਨ ਅਤੇ ਡਾਇਰੈਕਟਰ ਟੋਨੀ ਰਿਚਰਡਸਨ ਦੀ ਬੇਟੀ ਅਤੇ ਮਾਇਕਲ ਰੇਡਗਰੇਵ ਅਤੇ ਰੇਚਲ ਕੇਮਪਸਨ ਦੀ ਪੋਤੀ ਹੈ।
"
"All of my granddaughters and my niece and her two daughters absolutely love it too.
","ਮੇਰੀਆਂ ਸਾਰੀਆਂ ਹੀ ਮਾਸੀਆਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਬੱਚੇ-ਬੱਚੀਆਂ ਨਾਲ ਵੀ ਰੱਜਵਾਂ ਪਿਆਰ ਹੈ।
"
"13-year-old Paris is prettier and starred in her first film, ""London Bridge and the Three Keys,"" although her aunt Janet Jackson was categorically against her niece's career at such a young age:
","13 ਸਾਲਾ ਪੈਰੀਸ ਆਪਣੀ ਪਹਿਲੀ ਫ਼ਿਲਮ ""ਲੰਡਨ ਬ੍ਰਿਜ ਅਤੇ ਤਿੰਨ ਚਾਬੀਆਂ"" ਵਿਚ ਬਹੁਤ ਮਸ਼ਹੂਰ ਹੋ ਗਈ ਹੈ, ਹਾਲਾਂਕਿ ਉਸ ਦੀ ਮਾਸੀ ਜੈਨਟ ਜੈਕਸਨ ਆਪਣੀ ਛੋਟੀ ਉਮਰ ਵਿਚ ਇਸ ਤਰ੍ਹਾਂ ਦੀ ਛੋਟੀ ਉਮਰ ਵਿਚ ਕੈਰੀਅਰ ਦੇ ਵਿਰੁੱਧ ਸਨ:
"
"A journalist was shot at because he complained to the police against molestation of his niece.
","ਇਕ ਪੱਤਰਕਾਰ ਨੂੰ ਇਸ ਲਈ ਗੋਲੀ ਮਾਰ ਦਿੱਤੀ ਗਈ, ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਨੇ ਭਾਣਜੀ ਨਾਲ ਛੇੜਛਾੜ ਦੀ ਸ਼ਿਕਾਇਤ ਪੁਲਸ ਵਿਚ ਦਿੱਤੀ ਸੀ।
"
"sisters, niece, nephews, family members and relatives.
","ਧੀਆਂ-ਭੈਣਾਂ, ਮਾਂ-ਪਿਉ, ਭੈਣ-ਭਰਾਵਾਂ, ਯਾਰ-ਮਿੱਤਰ ਅਤੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਵਿੱਚ ਤ੍ਰੇੜਾਂ ਪੈ ਚੁੱਕੀਆਂ ਹਨ।
"
"Some of Emma's and Evan's colleagues in the shootings were convinced that the actor only took advantage of the situation and was trying to build a successful career using the girl's family ties, because she is the niece of Julia Roberts herself.
","ਸ਼ੂਟਿੰਗ ਵਿਚ ਐਮਾ ਅਤੇ ਈਵਨ ਦੇ ਕੁਝ ਸਹਿਕਰਮੀਆਂ ਨੂੰ ਇਹ ਯਕੀਨ ਹੋ ਗਿਆ ਸੀ ਕਿ ਅਭਿਨੇਤਾ ਨੇ ਸਿਰਫ ਸਥਿਤੀ ਦਾ ਫਾਇਦਾ ਉਠਾਇਆ ਸੀ ਅਤੇ ਲੜਕੀ ਦੇ ਪਰਿਵਾਰਕ ਸਬੰਧਾਂ ਦਾ ਇਸਤੇਮਾਲ ਕਰਕੇ ਇਕ ਸਫਲ ਕਰੀਅਰ ਬਣਾਉਣ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰ ਰਿਹਾ ਸੀ ਕਿਉਂਕਿ ਉਹ ਜੂਲੀਆ ਰਾਬਰਟਸ ਦੀ ਭਾਣਜੀ ਹੈ.
"
"Besides her husband, the deceased is survived by two nieces and a nephew.
","ਮ੍ਰਿਤਕ ਆਪਣੇ ਪਿੱਛੇ ਪਤਨੀ ਤੋਂ ਇਲਾਵਾ ਦੋ ਲੜਕੇ ਅਤੇ ਇਕ ਲੜਕੀ ਛੱਡ ਗਿਆ ਹੈ।
"
"The film also featured Sanjay Leela Bhansali 's niece Sharmin Segal.
","ਇਸੇ ਫ਼ਿਲਮ ਵਿੱਚ ਭੰਸਾਲੀ ਦੀ ਆਪਣੀ ਭਾਣਜੀ ਸ਼ਰਮਿਨ ਸਹਿਗਲ ਵੀ ਹੈ।
"
"After this, she worries about her niece’s future.
","ਇਸ ਤੋਂ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੀ ਬੇਟੀ ਦੇ ਭਵਿੱਖ ਦੀ ਚਿੰਤਾ ਲੱਗੀ ਹੋਈ ਹੈ।
"
"His daughter Maya too is an artist—as are his niece Jayasri Burman and her husband Paresh Maity.
","ਉਸ ਦੀ ਚਚੇਰੀ ਭੈਣ, ਜੈਸਰੀ ਬਰਮਨ ਅਤੇ ਜੈਸਰੀ ਦੇ ਪਤੀ ਪਰੇਸ਼ ਮਤੀ ਵੀ ਕਲਾਕਾਰ ਹਨ।
"
"The film also featured Sanjay Leela Bhansali 's niece Sharmin Segal.
","ਫਿਲਮ ਮਲਾਲ 'ਚ ਸੰਜੈ ਲੀਲ੍ਹਾ ਭੰਸਾਲੀ ਦੀ ਭਾਣਜੀ Sharmin Segal ਵੀ ਹੈ।
"
"The Mexican court, caring for the cultural heritage and legal settlement with the artist's relatives, demanded that the manufacturer obtain permission from niece Mara de Anda Romeo, a representative of Calo, and correct the actual errors in the image.
","ਮੈਕਸੀਕਨ ਅਦਾਲਤ ਨੇ, ਕਲਾਕਾਰ ਦੇ ਰਿਸ਼ਤੇਦਾਰਾਂ ਨਾਲ ਸੱਭਿਆਚਾਰਕ ਵਿਰਾਸਤ ਅਤੇ ਕਾਨੂੰਨੀ ਬੰਦੋਬਸਤ ਦੀ ਦੇਖਭਾਲ ਲਈ ਮੰਗ ਕੀਤੀ ਸੀ ਕਿ ਨਿਰਮਾਤਾ ਨੇ ਕਲੋ ਦੇ ਨੁਮਾਇੰਦੇ ਮਾਰੀਆ ਡੇ ਅੰਡਾ ਰੋਮੀਓ ਤੋਂ ਇਜਾਜ਼ਤ ਮੰਗੀ ਅਤੇ ਚਿੱਤਰ ਵਿੱਚ ਅਸਲ ਗ਼ਲਤੀਆਂ ਨੂੰ ਠੀਕ ਕੀਤਾ.
"
"ALANNA PANDAY: Alanna Panday is the niece of actor Chunkey Panday.
","ਅਨੰਨਿਆ ਪਾਂਡੇ ਐਕਟਰ ਚੰਕੀ ਪਾਂਡੇ ਦੀ ਧੀ ਹੈ।
"
"Also surviving are numerous aunts, uncles, cousins, nieces, nephews, other relatives, and many many friends.
","ਪਰਿਵਾਰ ਦੇ ਹੋਰ ਮੈਂਬਰਾਂ ਜਿਵੇਂ ਕਿ ਮਾਵਾਂ, ਚਾਚਿਆਂ, ਭਾਣਜੀਆਂ, ਭਤੀਜੇ, ਚਚੇਰੇ ਭਰਾ, ਅਤੇ ਇੱਥੋਂ ਤਕ ਕਿ ਗੂੜ੍ਹੇ ਦੋਸਤਾਂ ਦੇ ਵੀ ਬਹੁਤ ਸਾਰੇ ਵਿਕਲਪ ਹਨ.
"
"During their investigation to find out the woman's Facebook friend, police called two of her relatives, her sister-in-law Arya, and niece Greeshma, for questioning.
","ਰੇਸ਼ਮਾ ਦੇ ਫੇਸਬੁੱਕ ਦੋਸਤ ਦੀ ਜਾਂਚ ਦੌਰਾਨ ਪੁਲਸ ਨੇ ਉਸ ਦੀ ਨਨਾਣ ਆਰੀਆ ਅਤੇ ਭਾਣਜੀ ਗ੍ਰਿਸ਼ਮਾ ਨੂੰ ਪੁੱਛ-ਗਿੱਛ ਲਈ ਸੱਦਿਆ।
"
"Saiyami is the daughter of yesteryear actress Usha Kiran and niece of famous Bollywood actress Shabana Azmi.
","ਕੈਫੀ ਆਜ਼ਮੀ ਦੀ ਬੇਟੀ ਸ਼ਬਾਨਾ ਆਜ਼ਮੀ ਬਾਲੀਵੁੱਡ ਦੀ ਮਸ਼ਹੂਰ ਸ਼ਖਸੀਅਤ ਅਤੇ ਪਦਮ ਸ਼੍ਰੀ ਜੇਤੂ ਵੀ ਹੈ।
"
"Sushant's sister Shweta Singh Kirti and niece Mallika Singh commented on Ankita's post.
","ਅੰਕਿਤਾ ਦੀ ਇਸ ਪੋਸਟ ਉੱਤੇ ਸੁਸ਼ਾਂਤ ਸਿੰਘ ਰਾਜਪੂਤ ਦਾ ਭੈਣ ਸ਼ਵੇਤਾ ਸਿੰਘ ਕੀਰਤੀ (Shweta Singh Kriti) ਅਤੇ ਸੁਸ਼ਾਂਤ ਦੇ ਜਿਗਰੀ ਦੋਸਤ ਮਹੇਸ਼ ਸ਼ੈੱਟੀ (Mahesh Shetty ) ਨੇ ਪੋਸਟ ਉੱਤੇ ਕਮੈਂਟ ਕੀਤਾ ਹੈ।
"
