eng_Latn,mar_Deva
"Parth Pawar, who lost the last year's Lok Sabha election from Maval seat in Maharashtra, is the son of the NCP president's nephew and state Deputy Chief Minister Ajit Pawar.
","राष्ट्रवादी काँग्रेसचे नेते शरद पवार यांचे नातू व माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ पवार यांच्या उमेदवारीमुळे संपूर्ण राज्यात लक्षवेधी ठरलेल्या मावळ लोकसभा मतदारसंघात पवार घराण्याला मोठा धक्का बसल्याचे चित्र पहायला मिळत आहे.
"
"A family member is defined as being a parent, guardian, sibling, spouse, grandparent, child, aunt, uncle, niece, nephew or first cousin.
","कुटुंबातील व्यक्ती ही पिता, पती, पुत्र, भाऊ किंवा माता, पत्‍नी, पुत्री किंवा भगिनी यांपैकी एखादी भूमिका पार पाडत असते.
"
"Parth Pawar, the son of his nephew Ajit Pawar, is the NCP candidate.
","अजित पवारांच्या आग्रहामुळे निवडणुकीत उतरलेले त्यांचे पुत्र पार्थ पवार पडले.
"
"But I’ll never forget my first nephew.
","पण मी नाही विसरू शकतं यार माझं पहिलं प्रेम. . . .
"
"The ED recently named Sharad Pawar and his nephew and former deputy chief minister Ajit Pawar in a money laundering case registered in connection with the Maharashtra State Cooperative Bank scam.
","महाराष्ट्र सहकारी राज्य बँकेच्या झालेल्या कथित गैरव्यवहारावरून राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार व माजी उपमुख्यमंत्री अजित पवार यांच्या विरोधात सक्त वसुली संचालयाने (ईडी) नुकताच गुन्हा दाखल केला आहे.
"
"The ED has registered a case on NCP chief, his nephew Ajit Pawar and 70 others in connection with the scam.
","राष्ट्रवादीचे अध्यक्ष शरद पवार आणि अजित पवार यांच्यासह ७० जणांवर ईडीने गुन्हा दाखल केला आहे.
"
"Bobby’s nephew, Karan Deol, recently made his film debut with Pal Pal Dil Ke Paas, directed by his father, Sunny Deol.
","नुकतेच बॉबीचा भाऊ सनी देओलचा मुलगा करण देओलनं पल पल दिल के पास या चित्रपटातून बॉलिवूडमध्ये पदार्पण केलं.
"
"NCP president Sharad Pawar will retain 'Z+' security, whereas his nephew Ajit Pawar will continue to be under 'Z' category security cover.
","शरद पवार यांची झेड प्लस दर्जाची सुरक्षा कायम राहणार असून त्यांचे पुतणे अजित पवार यांचीही झेड दर्जाची सुरक्षा कायम राहणार आहे.
"
"But her nephew knew nothing about it!
","पण याबाबत तिच्या नातवाला काहीच माहिती नसते.
"
"He was felicitated by TMC MP and Mamata Banerjee's nephew Abhishek Banerjee at the TMC headquarters.
","केजरीवाल यांनी टीएमसीचे खासदार आणि ममतांचे भाचे अभिषेक बॅनर्जी यांच्या निवासस्थानी ममतांची भेट घेतली.
"
"Pawar is nephew of the Nationalist Congress Party (NCP) chief Sharad Pawar.
","रोहित पवार राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार यांचे नातू आहेत.
"
"Sandeep Kshirsagar, nephew of Jayadatta contested assembly elections on NCP ticket; and both Jayadatta and Sandip contested from Beed assembly.
","जयदत्त क्षीरसागर हे शिवसेनेकडून रिंगणात उतरले असून संदीप क्षीरसागर यांनी राष्ट्रवादी काँग्रेसच्या वतीने उमेदवारी अर्ज दाखल केला आहे.
"
"A mother’s sister is a mother, her son is a brother, her grandson is called nephew by a female, son by a male; her great-grandson is, in either case, called grandson.
","बापांचा मुल्गा होतो, दुसऱ्या कोणाचा किंवा एका- द्या बहिणीचा भाऊ होतो, एकाद्या मुलाचा किंवा मु- ळीचा बाप होतो, एकाद्या नातवंडाचा आजा होतो; तसेच एकच स्री एकाची मुलगी, दुसऱ्याची बायको, तिसऱ्याची बहीण, चवथ्याची आई, होऊं शकते.
"
"The fight between Bollywood actor Govind and his comedian nephew Krushna Abhishek is getting uglier by the day.
","बॉलिवूड अभिनेता आणि कॉमेडियन कृष्णा अभिषेक आणि त्याचा मामा लोकप्रिय अभिनेता गोविंदा यांच्यात बऱ्याच दिवसांपासून वाद सुरु आहे.
"
"Parth, the son of Pawar’s nephew and Maharashtra deputy chief minister Ajit Pawar, had also urged the state home minister Anil Deshmukh for a CBI probe.
","त्यानंतर अजित पवार यांचे सुपुत्र पार्थ पवार यांनीही याप्रकरणी सीबीआय चौकशी करण्यात यावी, अशी मागणी महाराष्ट्राचे गृहमत्री अनिल देशमुख यांच्याकडे केली आहे.
"
"Aamir Khan along with the family including his wife Kiran Rao, son Azad, daughter Ira, nephew Imran Khan and his daughter Imara went out for the Safari with his family at the Gir National Park.
","आमिर खानसोबत त्याची पत्नी किरण राव, मुलगी इरा खान, मुलगा आझाद असे सगळेच फॅमिली मेंबर्स पिकनिकसाठी गुजरातला गेले आहेत.
"
"Abhishek Banerjee is the nephew of West Bengal Chief Minister Mamata Banerjee.
","अभिषेक बॅनर्जी पश्चिम बंगालच्या मुख्यमंत्री ममता बॅनर्जी यांचे पुतणे आहेत.
"
"Rohit Pawar, the grand nephew of NCP chief Sharad Pawar, won from Karjat Jamkhed constituency in the Maharashtra election.
","राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार यांचे नातू रोहित पवार यांनी कर्जत-जामखेड मतदारसंघातून जोरदार मुसंडी मारली आहे.
"
"Meanwhile, in Raigad district, NCP MLA Suresh Lad (for Karjat), Shiv Sena MLA Bharat Gogawale (for Mahad), Subhash P Patil of Peasants and Workers Party (for Alibaug), former MLA and Congress candidate Ravi Patil (Pen), Avdhoot Tatkare of NCP, who is the nephew of NCP State president Sunil Tatakare (for Shrivardhan), Aadiwasi Hakka Sameeti candidate Vaishali Patil (Pen) and Ram Gharat of BJP (Pen) filed their papers.
","तर अकोलेमध्ये वैभव पिचड (भाजप )व किरण लहामटे (राष्ट्रवादी कॉंग्रेस), संगमनेरमध्ये बाळासाहेब थोरात (कॉंग्रेस) व साहेबराव नवले (शिवसेना), शिर्डीमध्ये राधाकृष्ण विखे (भाजप) व सुरेश थोरात (कॉंग्रेस), नेवासामध्ये बाळासाहेब मुरकुटे (भाजप )विरूध्द शंकरराव गडाख (शेतकरी क्रांतीकारक पक्ष राष्ट्रवादी पुरस्कृत), राहुरीत शिवाजी कर्डिले (भाजप) विरूध्द प्राजक्‍त तनपुरे (राष्ट्रवादी कॉंग्रेस )तर कर्जत-जामखेडमध्ये राम शिंदे (भाजप) विरूध्द रोहित पवार (राष्ट्रवादी कॉंग्रेस) यांच्यात या सहा मतदारसंघात सरळ लढती होत आहेत.
"
"Anil Kapoor shared a heartwarming post for his nephew on Instagram.
","तर अर्जुनचे काका असणारे अनिल कपूर यांनी त्यांच्या इन्स्टाग्राम स्टोरीवर मजेशीर पोस्ट शेअर करत त्याला वाढदिवसाच्या शुभेच्छा दिल्या आहेत.
"
"Anil Kapoor accompanied with his nephew Arjun Kapoor.
","यावेळी बोनी कपूर यांच्या सोबत त्यांचा लहान भाऊ अनिल कपूर देखील होता.
"
"Rohit Pawar, the grand nephew of NCP chief Sharad Pawar, won from Karjat Jamkhed constituency in the Maharashtra election.
","महाराष्ट्रातील लक्षवेधी लढतींपैकी एक असलेल्या कर्जत -जामखेड मतदारसंघात राष्ट्रवादीचे शरद पवार यांचे नातू रोहित पवार यांनी भाजपचे नगरचे पालकमंत्री राम शिंदे यांचा पराभव धक्कादायक पराभव केला.
"
"Sharad Pawar, his daughter Supriya Sule and his nephew Ajit Pawar have never lost an election in their political career so far.
","अजित पवार, शरद पवार, सुप्रिया सुळे यांनी आतापर्यंत लढवलेल्या निवडणुकीत कधीही पराभवाचा सामना नव्हता केला.
"
"Sharmila Tagore's daughter Saba Ali Khan shared a picture with her nephew Taimur Ali Khan.
","तैमूरची मोठी बहीण सारा अली खानने तैमूरसोबतच वाढदिवसाचा केक कापतानाचा फोटो शेअर केला आहे.
"
"Pawar announced that his nephew and former deputy chief minister Ajit Pawar’s son Parth Pawar will be NCP’s candidate from Maval Lok Sabha constituency.
","माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ पवार मावळ मतदारसंघातून लोकसभेची निवडणूक लढविणार असल्याचे पक्षाकडून संकेत देण्यात आले होते.
"
"Aamir Khan celebrated Eid with his wife Kiran Rao, nephew Imran Khan and his colleagues from Bollywood.
","बॉलीवूड अभिनेता अमिर खान पत्नी किरण रावबरोबर कार्यक्रम स्थळी पोहचला आहे.
"
"Sushant Singh Rajput's sister Shweta Singh Kirti shares video on son's birthday featuring late actor with his nephew
","⚡बॉलिवूड अभिनेता सुशांत सिंह राजपूत च्या आठवणीत बहिण श्वेता सिंह कीर्ति ने शेअर केला भावनिक व्हिडिओ; Watch Video
"
"Also numerous nieces, nephews and their families.
","तसेच आत्या, मावशी व त्यांचे परिवार.
"
"Parth Pawar, son of former deputy chief minister Ajit Pawar, who is the nephew of Sharad Pawar, will contest from Maval constituency.
","माजी उपमुख्यमंत्री अजित पवार यांचे चिरंजीव पार्थ पवार हे मावळ मतदार संघातून लढणार असल्याची जोरदार चर्चा सुरू आहे.
"
"Apart from Randhir Kapoor, his brothers Rajiv and Rishi Kapoor, nephew Ranbir Kapoor and several other family members participated in the festivities.
","ऋषी कपूर, रणबीर कपूर, कुणाल कपूर आणि संजना कपूर आदी कुटुंबातील सदस्यही या कार्यक्रमाला उपस्थित होते.
"
"He ought to be son or nephew to the king.
","त्यावरून राजा किवा राजपुत्र याची ती मिरवणूक असावी.
"
"Their son Azad, Aamir’s daughter Ira, and his nephew Imran Khan and his daughter Imara also accompanied them.
","आमिरसह मुलगा आझाद, पुतण्या इम्रान खान, भाची इमारा खानसुद्धा आहेत.
"
"He said that Sharad Pawar is slowly losing control of the party and his nephew (Ajit Pawar) is taking over.
","“शरद पवारांची पक्षावरील पकड सैल होत असून पुतणे अजित पवार पक्षाचा ताबा घेत आहेत,” असे मोदी म्हणाले होते.
"
"NCP MP Supriya Sule and NCP MLA Rohit Pawar (grand nephew of Sharad Pawar) were also present.
","यावेळी खासदार सुप्रिया सुळे (Supriya Sule), आमदार रोहित पवार (Rohit pawar) उपस्थित आहेत.
"
"Ajit Pawar, nephew of NCP chief Sharad Pawar has been sworn in as Deputy Chief Minister
","राष्ट्रवादीचे नेते अजित पवार यांना उपमुख्यमंत्रिपदाची शपथ
"
"The police have arrested the nephew of the victim's father in this connection.
","या प्रकरणी पोलिसांनी नवरदेवाच्या बापाला बेड्या ठोकल्या आहेत.
"
"Parth is the son of Maharashtra Deputy Chief Minister and Sharad Pawar's nephew Ajit Pawar.
","महाराष्ट्राचे उपमुख्यमंत्री व शरद पवार यांचे पुतणे अजित पवार यांनी देखील यावर प्रतिक्रिया दिली आहे.
"
"Rohit Pawar, the grand nephew of NCP chief Sharad Pawar, won from Karjat Jamkhed constituency in the Maharashtra election.
","टीम महाराष्ट्र देशा – बहुचर्चित कर्जत-जामखेड मधून शरद पवारांचे नातू रोहित पवार यांनी विजय मिळवला आहे.
"
"Music Composer Mannan Shaah, the nephew of popular filmmaker Vipul Amrutlal Shah, is producing Roop Nagar Ke Cheetey, under his newly formed banner 'ACE Entertainment'.
","बॉलीवुडमधील सुप्रसिद्ध फिल्ममेकर विपुल अमृतलाल शाह यांचे पुतणे संगीतकार मनन शाह यांनी एस एंटरटेन्मेंटच्या बॅनरखाली 'रूप नगर के चीते' या मराठी सिनेमाची निर्मिती केली आहे.
"
"Ahil Sharma, Salman Khan's nephew came to visit his uncle on the sets along with his parents Arpita Khan and Aayush Sharma.
","सलमानच्या आई-वडिलांच्या म्हणजेच सलीम खान आणि सलमा खान यांच्या तसेच बहिण अर्पिता खान-शर्मा आणि आयुष शर्मा यांच्या लग्नाचा या दिवशी वाढदिवस होता.
"
"Parth Pawar, son of former deputy chief minister Ajit Pawar, who is the nephew of Sharad Pawar, will contest from Maval constituency.
","मावळ लोकसभा मतदार संघातून माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ निवडणूक लढविणार असल्याची गेल्या काही दिवसांपासून चर्चा आहे.
"
"Kshirsagar, fighting on Shiv Sena ticket, was defeated by his nephew and NCP candidate Sandip Kshirsagar.
","त्यांचा पराभव त्यांचेच पुतणे आणि राष्ट्रवादीचे उमेदवार संदीप क्षीरसागर यांनी केला आहे.
"
"Dawood's nephew Siraj Kaskar was infected with corona.
","दाऊदचा पुतण्या सिराज कासकर याला कोरोनाची लागण झाली होती.
"
"Credits of this video to my nephew Vedant Deshmukh who has recorded it on my request.
","माझा पुतण्या वेदांत देशमुखने माझ्या विनंतीवरून हा व्हिडियो तयार केला.
"
"The ED recently named Sharad Pawar and his nephew and former deputy chief minister Ajit Pawar in a money laundering case registered in connection with the Maharashtra State Cooperative Bank scam.
","बारामती | राष्ट्रवादीचे अध्यक्ष शरद पवार आणि माजी उपमुख्यमंत्री अजित पवार यांच्यावर महाराष्ट्र राज्य सहकारी बँक घोटाळ्याप्रकरणी ईडीकडून गुन्हा दाखल करण्यात आला आहे.
"
"Parth is the son of Maharashtra Deputy Chief Minister and Sharad Pawar's nephew Ajit Pawar.
","पार्थ पवार हे महाराष्ट्राचे उपमुख्यमंत्री अजित पवार यांचे पुत्र आहेत.
"
"Pawar announced that his nephew and former deputy chief minister Ajit Pawar’s son Parth Pawar will be NCP’s candidate from Maval Lok Sabha constituency.
","पुणे : मावळ लोकसभा मतदारसंघातून राष्ट्रवादी काँग्रेस पक्षाचे नेते आणि माजी उपमुख्यमंत्री अजित पवार यांचे सुपुत्र पार्थ पवार लोकसभा निवडणुकीच्या रिंगणात उतरले आहेत.
"
"“Am I not your nephew?
","""""""मी तुमची मुलगी नाही?""
"
"Sena leader Sanjay Raut and NCP leader and Pawar’s nephew Ajit Pawar were also present at the meeting.
","तसेच राष्ट्रवादीचे विधिमंडळचे नेते अजित पवार आणि राष्ट्रवादीचे सर्वेसर्वा शरद पवार यांनीही यावेळी मार्गदर्शन केले.
"
"Guntur: In a shocking incident, a man allegedly murdered two of his nephews in Andhra Pradesh’s Guntur district.
","गुंटूर - आंध्र प्रदेशातील गुंटूर जिल्ह्यात गँगरेपची खळबळजनक घटना घडली आहे.
"
"Both are married and he has three nephews and two nieces.
","त्याचवेळी त्यांचा विवाह होऊन दोन मुलगे आणि एक कन्या अशी त्यांना तीन अपत्येही आहेत.
"
"It is said that, NCP's Maharashtra chief Sunil Tatkare’s nephew and MLA Avdhoot Tatkare will be joining Shiv Sena.
","सातारा – राष्ट्रवादीचे नेते सचिन अहिर यांनी शिवसेनेत प्रवेश केल्यानंतर राष्ट्रवादी काँग्रेसचे ज्येष्ठ नेते मधुकर पिचड यांचे पुत्र आणि आमदार वैभव पिचड भाजपमध्ये प्रवेश करणार असल्याची चर्चा आहे.
"
"The nephew of NCP chief Sharad Pawar,he is one of the most powerful politicians in Maharashtra.
","राजकारणातील सर्वात ताकदवान नेते म्हणून शरद पवार यांचा नावलौकिक असून ते राष्ट्रवादीचे प्रमुख आहेत.
"
"Senior TMC leaders like Partha Chatterjee and Subrata Mukherjee, poll strategist Prashant Kishor and Mamata Banerjee's nephew Abhishek Banerjee were present at the ceremony.
","ममता बॅनर्जी यांच्या शपथविधीसाठी पार्थ चॅटर्जी, सुव्रत मुखर्जी यांसारखे तृणमूल काँग्रेसचे नेते उपस्थित होते.
"
"Jaish-e-Mohammad (JeM) chief Maulana Masood Azhar, his brothers Abdul Rauf Asghar and Ammar Alvi, and nephew Umar Farooq are among those named in the charge sheet by the agency.
","या आरोपपत्रामध्ये जैश ए मोहम्मद या संघटनेचा प्रमुख असलेल्या मौलाना मसूद अझहर, त्याचा भाऊ अब्दुल रशीद अझगर आणि दहशतवादी संघटनेतील अनेक इतर कमांडरांचा समावेश आहे.
"
"Ajit Pawar is Sharad Pawar’s nephew.
","पार्थ पवार अजित पवार यांचे पूत्र आहेत.
"
"Dawood's nephew Rizwan Kaskar was arrested by Mumbai police from the airport as he attempted to flee the country.
","अंडरवर्ल्ड डॉन दाऊद इब्राहिम (Dawood Ibrahim) याचा पुतण्या रिजवान कासकर (Rizwan Kaskar) याला देश सोडून पळून जाताना मुंबई क्राईम ब्रांचच्या खंडणी विरोधी पथकाकडून मुंबई एअरपोर्टवर (Mumbai Airport) अटक करण्यात आली आहे.
"
"Her grandmother, mother, sister and nephew lay immobile beside her.
","तिची आजी, काकू, चुलतभाऊ, मामा व अन्य आप्त तिला धीर देत होते.
"
"""Ajit Pawar is also an excellent administrator,"""" Pawar said in defence of his nephew.""
","तर अजित पवार हे उत्तम प्रशासक आहेत असे देखील ते म्हणाले आहेत.
"
"Deepa is the wife of Kovind’s nephew Pankaj.
","दिपा रामनाथ कोविंद यांचा पुतन्या पंकज कोविंद यांच्या पत्नी आहेत.
"
"Congress MLA Srinivas Murthy's nephew was arrested for allegedly sharing a 'derogatory' post on social media that triggered violence in Bengaluru.
","उत्तर बंगळुरुच्या पुलकेशी नगर विधानसभा मतदारसंघातील कॉंग्रेसचे आमदार (Congress MLA Srinivas Murthy) अखंड श्रीनिवास मूर्ती यांच्या नातेवाईकाने प्रेषित मोहम्मद यांच्याविषयी सोशल मीडियावर एक अपमानास्पद पोस्ट शेअर केली होती, ज्यामुळे मोठ्या प्रमाणात हिंसाचार भडकला.
"
"Chhagan Bhujbal, former deputy chief minister, and his nephew Sameer, a former NCP lawmaker, are at present in Arthur Road jail in Mumbai.
","छगन भुजबळ यांचे पुतणे आणि माजी खासदार समीर भुजबळ यांना यापूर्वीच अटक करण्यात आली असून ते अद्याप न्यायालयीन कोठडीत आहेत.
"
"But his nephew had not finished.
","पण त्याची ग्रहदशा अजून संपली नव्हती.
"
"Ajit Pawar is the nephew of NCP chief Sharad Pawar.
","अजित पवार हे राष्ट्रवादी काँग्रेसचे प्रमुख शरद पवार यांचे पुतणे.
"
"Cabinet minister Jaydutt Kshirsagar, fighting on Shiv Sena ticket from Beed, was defeated by his nephew and NCP candidate Sandeep Kshirsagar.
","राष्ट्रवादीतून शिवसेनेत गेलेले जयदत्त क्षीरसागर यांना पुतण्या संदीप क्षीरसागर यांच्याकडून पराभव पत्कारावा लागला आहे.
"
"Comment is survived by his wife; two children; his mother; a sister; two brothers; and nieces and nephews.
","त्यांच्या पश्चात पत्नी, दोन लहान मुले, दोन भाऊ, बहीण, भावजय, पुतणे असा परिवार आहे.
"
"While Supriya Sule is the daughter of NCP Supremo Sharad Pawar, Ajit Pawar is nephew of Pawar.
","पुतणे अजित पवार उपमुख्यमंत्री झाले तर कन्या सुप्रिया सुळे या खासदार आहेत.
"
"Actor Soha Ali Khan has shared a throwback picture of her daughter Inaaya Naumi Kemmu and nephew Taimur Ali Khan to celebrate Children’s Day on a sweet note.
","आता तिने मुलगा तैमूर अली खान आणि सोहा अली खानची मुलगी इनाया नाओमी खेमूचा एक क्यूट फोटो शेअर केला आहे.
"
"Sunil Tatkare's nephew Avdhoot Tatkare was also an MLA from the NCP earlier from Shrivardhan assembly seat.
","अनिल तटकरे यांचे सुपुत्र असलेले अवधूत तटकरे राष्ट्रवादीकडून श्रीवर्धन मतदारसंघाचे आमदारही झाले होते.
"
"Abhishek Banerjee is the nephew of West Bengal CM Mamata Banerjee.
","पश्चिम बंगालच्या मुख्यमंत्री ममता बॅनर्जी यांचा लहान भाऊ असीम बॅनर्जी यांना कोरोनाची लागण झाली होती.
"
"Parth Pawar, who lost the last year's Lok Sabha election from Maval seat in Maharashtra, is the son of the NCP president's nephew and state Deputy Chief Minister Ajit Pawar.
","एमपीसी न्यूज - मावळ लोकसभा मतदारसंघातून शरद पवार यांचे नातू आणि माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ यांचा पराभव झाला.
"
"Ajit Pawar, the NCP leader and nephew of party chief Sharad Pawar, was to be deputy chief minister.
","राष्ट्रवादीचे सर्वेसर्वा शरद पवार आणि उपमुख्यमंत्री अजित पवार यांचे ते खंदे समर्थक होते.
"
"Sardesai is the nephew of chief minister Uddhav Thackeray’s wife Rashmi.
","वरुण सरदेसाई हे शिवसेना पक्षप्रमुख मुख्यमंत्री उद्धव ठाकरे यांच्या पत्नी रश्मी ठाकरेंच्या बहिणीचे पुत्र आहेत.
"
"Parth, the son of Pawar’s nephew and Maharashtra deputy chief minister Ajit Pawar, had also urged the state home minister Anil Deshmukh for a CBI probe.
","तर राज्याचे उपमुख्यमंत्री अजित पवार यांचे पूत्र पार्थ पवार यांनीही राज्याचे गृहमंत्री अनिल देशमुख यांची भेट घेऊन सीबीआय चौकशी करण्याची मागणी केली होती.
"
"Parth is the son of Maharashtra Deputy Chief Minister and Sharad Pawar's nephew Ajit Pawar.
","शरद पवारांचे नातू आणि अजित पवारांचे सुपुत्र पार्थ पवार यांचा मावळमध्ये पवार झाला आहे.
"
"Abhishek Banerjee is the nephew of Trinamool chief and West Bengal Chief Minister Mamata Banerjee.
","पश्चिम बंगालच्या मुख्यमंत्री व तृणमूल काँग्रेसच्या सर्वेसर्वा मुख्यमंत्री ममता बॅनर्जी यांचे भाचे असलेले अभिषेक यांना वारसदार ठरवण्यात आले आहे.
"
"Anil Kapoor and nephew Arjun Kapoor will share the screen for the first time with 'Mubarakan'
","या सिनेमात पहिल्यांदाच अनिल कपूर आपला पुतण्या अर्जुन कपूरसोबत दिसणार आहे.
"
"Sachin Ahir from the Nationalist Congress Party, who is also Gawli’s nephew, former Sena MP Mohan Rawale, Sena MLA Sunil Shinde, and Congress MLC Bhai Jagtap were present.
","शिवसैनिकांच्या या मेळाव्याला वरळीतील विद्यमान आमदार सुनील शिंदे व राष्ट्रवादी काँग्रेसमधून नुकतेच शिवसेनेत आलेले माजी आमदार सचिन अहिर हे देखील उपस्थित होते.
"
"Parth Pawar is the son of the NCP chief's nephew and former Maharashtra Deputy Chief Minister Ajit Pawar.
","पुणे – मावळमध्ये राष्ट्रवादी काँग्रेसचे नेते शरद पवार यांचे नातू व माजी उपमुख्यमंत्री अजित पवार यांचे पुत्र पार्थ पवार यांना जोरदार धक्का बसला आहे.
"
"Cabinet minister Jaydutt Kshirsagar, fighting on Shivsena ticket from Beed, was defeated by his nephew and NCP candidate Sandeep Kshirsagar.
","अटीतटीची लढत म्हणून पाहिल्या गेलेल्या बीडमधल्या निवडणुकीत शिवसेनेचे राज्यमंत्री जयदत्त क्षीरसागर यांना त्यांचा पुतण्या संदीप क्षीरसागरनं पराभवाची धूळ चारली
"
"Mishra is the nephew of former CJI Justice Ranganath Mishra.
","सुप्रीम कोर्टाचे माजी सरन्यायाधीश रंगनाथ मिश्रा यांचे ते पुतणे आहेत.
"
"Sushant Singh Rajput's nephew and relatives of Haryana cadre IPS officer Omprakash Singh died in the accident.
","या अपघातात सुशांत राजपूतचा भावोजी आणि हरियाणा कॅडरचे आयपीएस अधिकारी ओम प्रकाश सिंग यांचे चार नातेवाईक ठार झाले आहेत.
"
"Chhagan Bhujbal's nephew Sameer Bhujbal has also been in jail in connection with the case and his son Pankaj Bhujbal has been questioned too.
","दरम्यान, समीर भुजबळ यांचे काका छगन भुजबळ आणि त्यांचा मुलगा पंकज यांनादेखील या प्रकरणात अटक होण्याची शक्यता आहे.
"
"Banerjee's nephew Abhishek is a sitting Lok Sabha MP and TMC candidate for the Diamond Harbour seat.
","डायमंड हार्बर हे तृणमूल कॉंग्रेसचे खासदार आणि मुख्यमंत्री ममता बॅनर्जी यांचे पुतणे अभिषेक बॅनर्जी यांचा लोकसभा मतदारसंघ आहे.
"
"Aamir Khan is launching his nephew Imran Khan as hero in the movie.
","महत्त्वाचे असे की या चित्रपटात आमिर खानच्या बालपणाचा रोल इमराननेच केला आहे.
"
"However, the government has been facing stiff opposition from Jayalalithaa’s nephew Deepak and niece Deepa.
","जयललिता यांचा पुतण्या दीपक आणि पुतणी दीपा यांनी राज्य सरकारचा विरोध केला आहे.
"
"Mumbai: The demands for a CBI probe into the death of actor Sushant Singh Rajput have shed light on the increasing friction between Nationalist Congress Party chief Sharad Pawar and his nephew and Maharashtra Deputy Chief Minister Ajit Pawar.
","अहमदनगर: अभिनेता सुशांतसिंह राजपूत आत्महत्या प्रकरणी सीबीआय चौकशीची मागणी करणाऱ्या पार्थ पवार यांना आजोबा अर्थात राष्ट्रवादी काँग्रेसचे सर्वेसर्वा शरद पवार यांनी फटकारल्यानंतर पवार कुटुंबात बरीच चलबिचल सुरू आहे.
"
"Banerjee’s nephew Abhishek is a sitting MP from Diamond Harbour and the TMC candidate for the seat.
","डायमंड हार्बर हे तृणमूल कॉंग्रेसचे खासदार आणि मुख्यमंत्री ममता बॅनर्जी यांचे पुतणे अभिषेक बॅनर्जी यांचा लोकसभा मतदारसंघ आहे.
"
"Ajit Pawar is Sharad Pawar’s nephew.
","घाडगे हे अजित पवारांचे मामा आहेत.
"
"Chiranjeevi Sarja, the nephew of Arjun Sarja, has also wished Shivarajkumar on his birthday.
","अनुष्का शर्माच्या वाढदिवसाला देखील युवराज सिंहने तिला रोजी भाभी संबोधित करत शुभेच्छा दिल्या होत्या.
"
"Mehul Choksi and his nephew Nirav Modi are accused in the Rs 13,500 crore Punjab National Bank fraud case.
","मेहुल चोक्सी आणि नीरव मोदी यांनी काही बँक अधिकार्‍यांना हाताशी धरून पंजाब नॅशनल बँकत 13,500 कोटींचा घोटाळा केल्याचा आरोप आहे.
"
"NCP chief Sharad Pawar had made all efforts to bring back his nephew Ajit Pawar into the party.
","राष्ट्रवादीचे नेते अजित पवार यांनी पुत्र पार्थ पवार यांच्यासाठी सर्व ताकद पणाला लावली आहे.
"
"The police have so far arrested six people in the case including Sanji Ram, the main accused, Deepak Khajuria, Surender Verma, Parvesh Kumaru, Sanji Ram’s underage nephew and his son Vishal Jangotra.
","मुख्य आरोपी सांजी राम, त्याचा मुलगा विशाल, दीपक खजुरिया , सुरेंदर वर्मा, आणि टिळक राज या पाच आरोपींना कोर्टाने दोषी ठरवले आहे.
"
"Actor Karisma Kapoor shared a picture with her nephew Jehangir Ali Khan on the occasion of Diwali.
","जुन्या दिवसांच्या आठवणींना उजाळा देत करिश्मा कपूरने अभिनेता सलमान खान सोबत असलेला फोटो शेअर केला आहे.
"
"Anil Kapoor, who had been in Dubai with his family for nephew Mohit Marwah's wedding, returned to Mumbai after Sridevi's death.
","श्रीदेवी यांच्या मृत्यूच्यावेळी त्यांचं कुटुंब मोहित मारवाहच्या लग्नासाठी दुबईला गेले होते.
"
"These include brothers, sisters, nephews, uncles, aunts.
","यामध्ये बहीण, भाऊ, जावई यांचा समावेश आहे.
"
"The agency has sent summons to National Congress Party chief Sharad Pawar with regard to allegations against bank director Sharad Pawar’s nephew and former Maharashtra deputy chief minister Ajit Pawar, and 70 former functionaries of the bank.
","महाराष्ट्र राज्य सहकारी अर्थात शिखर बँक घोटाळ्याप्रकरणी सक्तवसुली संचलनालयाने (ईडी) राष्ट्रावादी काँग्रेसचे सर्वेसर्वा शरद पवार आणि माजी उपमुख्यमंत्री अजित पवार यांच्यासह 70 जणांवर गुन्हा दाखल केला आहे.
"
"Bhujbal’s nephew Sanjeev is the sitting MP from Nashik, while son Pankaj is a member in the Assembly.
","नांदगाव येथे छगन भुजबळ यांचे पुत्र पंकज, तर येवला येथे खुद्द छगन भुजबळ हे आमदार आहेत.
"
"It is attachment to relatives-parents, brother and sister, wife and children, nephew and niece.
","हा दुरावा येतो, नवरा-बायकोत, आई-वडील आणि मुलांत, भावंडांमध्ये, मित्रमैत्रिणींमध्ये.
"
"New Delhi: The Enforcement Directorate (ED) has summoned Trinamool Congress (TMC) MP and West Bengal Chief Minister Mamta Banerjee’s nephew Abhishek Banerjee and his wife Rujira for questioning in a money laundering case linked to an alleged coal scam in the state.
","कोलकाता – अंमलबजावणी संचालनालयाने (ED) ममता बॅनर्जी यांचे भाचे अभिषेक बॅनर्जी आणि त्यांची पत्नी रुजीरा बॅनर्जी यांना कोळसा तस्करी प्रकरणात समन्स पाठवले आहे.
"
