eng_Latn,mar_Deva
"Armaan is the son of Rima and Manoj Jain and the cousin of Kareena Kapoor Khan, Karisma Kapoor, Ranbir Kapoor.
","अरमान हा राज कपूर यांचा नातू आणि अभिनेत्री करीना कपूर व करिश्मा कपूर यांचा आत्येभाऊ आहे.
"
"Also Read: Minor girl raped, impregnated by uncle, cousin in Kendrapara
","हेही वाचा – पुण्यातील कर्णबधीर तरुणीवर मामाच्या मुलाने केला लैंगिक अत्याचार
"
"His grandparents, wife, children and cousins are in the house.
","घरी त्यांचा भाऊ, भावजय, त्यांची मुलं असा परिवार होता.
"
"Amit Thackeray to keep an eye on cousin Aaditya Thackeray
","आदित्य ठाकरेंच्या खात्यावर अमित ठाकरेंची असणार करडी नजर
"
"Dhananjay Munde defeated his cousin in the Maharashtra Assembly polls.
","विधानसभा निवडणुकीत त्यांचा धनंजय मुंडे यांनी पराभव केला होता.
"
"A father, mother, sister, and two cousins.
","आई, वडील, दोन बहिणी, दोन भाऊ असे यांचे कुटुंब.
"
"The two girls are cousins.
","दोन्ही सुना या एकमेकींच्या सख्या बहिणी आहेत.
"
"The Punjab and Haryana High Court has said that marriage between first cousins is illegal.
","पंजाब आणि हरियाणा उच्च न्यायालयाने काका, मामा, मावशीच्या मुलामुलींशी लग्न करण बेकायदेशीर असल्याचे म्हटलंय.
"
"Late Thackeray’s son and Maharashtra Chief Minister Uddhav Thackeray, his cousin and Maharashtra Navnirman Sena (MNS) president Raj Thackeray, NCP chief Sharad Pawar, former CM Devendra Fadnavis, and senior Congress leader Balasaheb Thorat attended the event.
","या प्रकाशन सोहळ्याला शिवसेना पक्षप्रमुख उद्धव ठाकरे, माजी राष्ट्रपती प्रतिभा पाटील, राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार, केंद्रीय रस्ते व जलवाहतूक मंत्री नितीन गडकरी, बिहार आणि त्रिपुराचे माजी राज्यपाल पद्मश्री डॉ. डी. वाय. पाटील, महापौर विश्वनाथ महाडेश्वर आदी उपस्थित होते.
"
"At this point, I was living in my grandparents’ one-bedroom house alongside my grandmother, grandfather, father, aunt and cousin.
","त्यावेळी दहा बाय दहाच्या खोलीत मी, माझी आई, माझी पणजी, माझी बहीण व भाऊ एवढी लोक रहात होतो.
"
"Pankaja Munde lost assembly ballot battle to her cousin, NCP’s Dhananjay Munde at Beed districts Parli constituency.
","परळी मतदारसंघात धनंजय मुंडे यांनी भाजपच्या पंकजा मुंडे यांचा दारूण पराभव केला आहे.
"
"Emraan Hashmi is the son of Mahesh Bhatt's cousin sister.
","इमरान महेश भट्ट याचा भाचा आहे म्हणजेच आलिया इमरानची चुलत बहिण आहे.
"
"“Congratulations on your birthday cousin!
","""""""मी आपल्या वाढदिवसाच्या शुभेच्छा देतो!""
"
"All of them are cousins in one family.
","हे सर्व मयत एका कुटुंबीयातील आहेत.
"
"Dagi’s mother and cousin were present in the house.
","घरात मामी आणि दिलआंटी हजर होत्याच.
"
"Once everybody including father-mother, uncle-aunt, grandfather, grandmother, and cousins used to live jointly.
","पूर्वी आईवडील, भाऊ, बहीण, काका, काकू या सगळ्यांचं कुटुंब असायचं.
"
"His grandparents, wife, children and cousins are in the house.
","त्याची आई, नवर्‍याचे घर सोडून आलेली बहीण आणि तिचं मूल अशी माणसं घरी आहेत.
"
"Rai’s uncle and cousin were with him at the time of the incident.
","त्यावेळी रियासोबत तिचा भाऊ आणि वडील उपस्थित होते.
"
"Youth commits suicide after killing cousin sister
","बहिणीचा फोटो काढल्याने मारहाण, घटनेत युवकाचा मृत्यू
"
"Bring your spouse, sibling, cousin or a friend along.
","आपल्या जोडीदाराला, मित्राला किंवा आपल्या भावंडांना तुम्ही ते असतांना सोबत आणा.
"
"As per reports, she has gifted four flats to her brother Akshat, sister Rangoli Chandel and two cousins ​​in Chandigarh.
","बहीण रंगोली चंडेल, भाऊ अक्षत आणि अन्य दोन चुलत भावडांना तिने चार फ्लॅट भेट म्हणून दिले आहेत.
"
"The Osmanabad-Latur-Beed constituency witnessed a tussle between Munde cousins – rural development department minister Pankaja Munde and leader of opposition in the legislative council Dhananjay Munde.
","तर लातूर-बीड-उस्मानाबाद या जागेसाठी ग्रामविकास मंत्री पंकजा मुंडे आणि विधानपरिषदेचे विरोधी पक्ष नेते धनंजय मुंडे यांच्यात चुरस असेल.
"
"Actor Arjun Kapoor, who is also Sonam's cousin, will be performing with Ranveer Singh on Anil Kapoor's hit song My Name Is Lakhan.
","तर सोनम, अर्जून कपूर, रणवीर सिंगसोबत अनिल कपूरच्या माय नेम इज लखन वर ताल धरणार आहे.
"
"All of the grandparents, aunts, uncles and cousins were there.
","आजी आजोबा, दादा ,काका काकू सर्व नातेवाईक पोचले होते.
"
"Sahil essays the role of Sadashiv’s cousin and Bajirao-Mastani’s son Shamsher Bahadur.
","बाजीराव आणि मस्तानीच्या मुलाच्या म्हणजेच समशेर बहाद्दरच्या भूमिकेत अभिनेता साहिल सलथिया झळकणार आहे.
"
"Yakub's brother Suleiman and cousin Usman are at the Nagpur jail to meet him.
","याकूबचे भाऊ उस्मान आणि सुलेमान हे नागपूरमध्येच मुक्कामी होते.
"
"All of these are our cousins.
","ते सर्वजण आमचे बांधव आहेत.
"
"Anshul is the cousin of SP president Akhilesh Yadav and son of SP patriarch Mulayam Singh Yadav's younger brother Rajpal Yadav.
","शिवपाल यादव हे अखिलेश यादव यांचे काका आहेत.
"
"A visibly moved Supriya Sule, NCP MP and Ajit Pawar's cousin, in her WhatsApp status said the Pawar family and the party had split.
","पवार कुटुंबात आणि राष्ट्रवादी पक्षात फूट पडली आहे, असं स्टेटस सुप्रिया सुळे यांनी व्हॉट्सअॅपवर ठेवल्याने पवार कुटुंबीयांमध्ये आता फुट पडल्याचे स्पष्ट होत आहे.
"
"His cousin and Ajit Pawar’s son Parth is contesting the Lok Sabha elections from Maval constituency in Pune district.
","मावळ लोकसभा मतदारसंघातून अजित पवार यांचा मुलगा पार्थ पवार निवडणुक लढवण्याची शक्यता आहे.
"
"Ananya Panday's cousin, Alanna Panday, is making jaws drop on social media with her hot and sexy pictures.
","अभिनेत्री अनन्या पांडेची बहिण आलाना पांडे कायम सोशल मीडियावर तिचे हॉट आणि ग्लॅमरस फोटो पोस्ट करत असते.
"
"Pankaja Munde lost in the Parli constituency to her estranged cousin Dhananjay Munde of the Nationalist Congress Party (NCP).
","परळी मतदार संघातून भाजपच्या पंकजा मुंडे यांचा राष्ट्रवादीच्या धनंजय मुंडेंकडून पराभव झाला.
"
"She is your cousin.
","ती तुझी वहिणी आहे.
"
"Babita Phogat's cousin Ritika commits suicide after losing wrestling match; sports fraternity saddened
","कुस्तीपटू बबिता फोगटच्या बहिणीची गळफास घेऊन आत्महत्या ; अंतिम सामना गमावल्यानंतर झाली होती निराश
"
"Taimur's cousin Inaaya Khemu arrived at his birthday party with mum Soha Ali Khan.
","तैमूरची आत्या सोहा अली खान पार्टीत तीची मुलगी ईनायासोबत पोहचली.
"
"In Osmanabad, cousins Rana Jagjitsinh Patil (NCP) and Omraje Nimbalkar (Shiv Sena) are up against each other.
","उस्मानाबाद मतदारसंघात राष्ट्रवादीचे राणा जगजितसिंह आणि शिवसेनेचे ओमराजे निंबाळकर यांच्यात लढत होती.
"
"BJP minister Pankaja Munde is pitted against her cousin and NCP leader Dhananjay Munde in Parli Assembly seat.
","बीड : भाजप नेत्या पंकजा मुंडे आणि राष्ट्रवादी काँग्रेसचे मंत्री धनंजय या बहिण भावातील वाद सर्वश्रूत आहे.
"
"Brothers, sisters, aunts, uncles, nieces and nephews and cousins . . . we were all there.
","माझे आई वडील, भावोजी, बहीण, भाऊ, वहीनी, भाचा, भाची, पुतण्या सगळ्यांची साथ होतीच.
"
"Yadav is the cousin of Samajwadi Party chief Akhilesh Yadav.
","शिवपाल यादव हे अखिलेश यादव यांचे काका आहेत.
"
"Also, there is no need to send an invitation to your second cousin, whom you know only from photographs.
","आपल्या दुस-या चुलत-बहिणीला निमंत्रण पाठवण्याची काहीच गरज नाही, ज्याला तुम्ही फक्त छायाचित्रांमधूनच ओळखता.
"
"All the aunt's & uncles, grandparents on both sides, cousins, Mom & Dad and of course the little boy.
","दोन्हीकडचे फक्त आणि फक्त सख्खे मामा, आत्या, काका, मावश्या आणि त्यांची मुले.
"
"Thackeray is the cousin of Shiv Sena chief and Maharashtra Chief Minister Uddhav Thackeray.
","शिवसेना पक्षप्रमुख आणि मुख्यमंत्री उद्धव ठाकरे (Uddhav Thackeray) यांचे धाकटे चिरंजीव तेजस ठाकरे (Tejas Thackeray) यांचा वाढदिवस आहे.
"
"All my cousins are all girls.
","माझ्या तर सर्व माता भगिनी कन्याच आहेत.
"
"His cousin and Ajit Pawar’s son Parth is contesting the Lok Sabha elections from Maval constituency in Pune district.
","राष्ट्रवादीचे सर्वेसर्वा आणि आमदार अजितदादा पवार यांचे पुत्र पार्थ पवार हे मावळ लोकसभा मतदारसंघातून निवडणूक लढवणार आहेत.
"
"His cousin Kareena Kapoor Khan was also present with husband Saif Ali Khan.
","तिच्या डिलेव्हरीच्या वेळी पती सैफ अलीखान व्यतिरिक्त पूर्ण कपूर कुटुंब उपस्थित होतं.
"
"The two girls are cousins.
","दोन्ही सुना एकमेकींच्या सख्ख्या बहिणी आहेत.
"
"The accused are said to be cousins of victim's husband.
","हे दाम्पत्य पीडित तरुणाचे काका-काकी असल्याचं सांगण्यात येत आहे.
"
"Actor Zayed Khan, Farah and Sussanne (children of actor Sanjay Khan) are his cousins.
","सुझानला दोन मोठ्या बहिणी आहेत - सिमोन आणि फराह तर अभिनेता जायद खान तिचा धाकटा भाऊ आहे.
"
"Police have filed a case against the girl's father and cousin and arrested them.
","या प्रकरणी पोलिसांनी मुलीचा काका आणि मामाला अटक केली असून मुलीचे वडील फरार आहे.
"
"NCP chief Sharad Pawar, senior Congress leaders Ahmed Patel and Mallikarjun Kharge, Madhya Pradesh Chief Minister Kamal Nath, Devendra Fadnavis, Ajit Pawar and his cousin and MP Supriya Sule, DMK leader MK Stalin attended the mega event.
","या कार्यक्रमाला राष्ट्रवादी काँग्रेसचे अध्यक्ष शरद पवार यांच्यासह त्यांच्या पत्नी प्रतिभा पवार, काँग्रेसचे ज्येष्ठ नेते मल्लिकार्जुन खर्गे, अहमद पटेल हे उपस्थित राहणार आहेत.
"
"Parineeti Chopra, cousin of Priyanka, too attended the meet.
","प्रियांकासोबत तिची बहिण परिणीती चोप्राही या संगीत सोहळ्यामध्ये दिसण्यात आली.
"
"Anil Kapoors father, Surinder Kapoor was a cousin of Prithviraj Kapoor.
","सुरिंदर कपूर हे पृथ्वीराज कपूर यांचे चुलतभाऊ.
"
"This information has been shared by his cousin NCP MP Supriya Sule via her WhatsApp Status.
","यासंदर्भातील माहिती राष्ट्रवादीच्या खासदार सुप्रिया सुळे यांनी व्हॉट्सअॅप स्टेट्सच्या माध्यमातून दिली आहे.
"
"Shanaya worked as an assistant director on her cousin Janhvi Kapoor’s film Gunjan Saxena: The Kargil Girl.
","तिची बहीण जान्हवी कपूर हिच्या गुंजन सक्सेना या चित्रपटात तीने सहाय्यक म्हणून काम केले होते.
"
"“He was not only a friend, he was my cousin.
","'राज, हा केवळ माझा मित्र नव्हता तर तो माझा भाऊ देखील होता.
"
"Riddhima Kapoor Sahni also received birthday wishes from her cousin Karisma Kapoor.
","रिद्धिमा कपूरनेही भावाला वाढदिवसाच्या शुभेच्छा दिल्या आहेत.
"
"He also spoke with Leader of Opposition Devendra Fadnavis and his estranged cousin and MNS President Raj Thackeray.
","यामध्ये मनसेचे अध्यक्ष राज ठाकरे आणि विरोधी पक्षनेते देवेंद्र फडणवीस यांच्याशी देखील चर्चा केली.
"
"Pankaja Munde lost in the Parli constituency to her estranged cousin Dhananjay Munde of the Nationalist Congress Party (NCP).
","परळी विधानसभा मतदारसंघात राष्ट्रवादी काँग्रेसचे नेते धनंजय मुंडे यांनी पंकजा मुंडे यांचा पराभव केला होता.
"
"After all, she was his cousin!
","शेवटी तिच्या पोटचे पोर होते ते!
"
"According to the police, the accused was in a relationship with his wife's cousin.
","पोलिसांनी दिलेल्या माहितीनुसार, आरोपींनी फिर्यादीच्या नात्यातील महिलेची छेड काढली होती.
"
"Actually it was my second cousin.
","खरं तर ही माझी सेकंड इनिंग होती.
"
"Dhananjay Munde defeated his cousin in the Maharashtra Assembly polls.
","महाराष्ट्र विधानसभा निवडणुकीत पंकजा मुंडे यांचा धनंजय मुंडे यांच्याकडून पराभव झाला होता.
"
"The deceased are the cousin sister and brother-in-law of former minister and BJP leader Sudhir Mungantiwar.
","बीड : चालकाचे नियंत्रण सुटल्याने भरधाव कार नाल्यात कोसळून झालेल्या अपघातात भाजपचे माजी मंत्री सुधीर मुनगंटीवार यांची चुलत बहिण व मेव्हण्यांचा मृत्यु झाला.
"
"Ajit, the nephew of Pawar, represents the second generation of Pawar family in politics, along with his cousin and Pawar’s daughter Supriya Sule.
","खुद्द पवारांच्या कुटुंबात सुप्रिया सुळे, अजित पवार यांच्यानंतर तिसऱ्या पिढीचे युवा नेते पार्थ पवार राजकारणाच्या आखाड्यात उतरले आहेत.
"
"Blessings to you, your family and all of your cousins!
","तुला आणि सर्व कुटुंबीयांना गुढी पाडव्याच्या अनेकानेक शुभेच्छा !
"
"Bollywood superstar Aamir Khan 's daughter Ira Khan was ruling the headlines for her gorgeous pictures from her cousin Zayn Marie's wedding.
","बॉलिवूड अभिनेता आमिर खानची लेक इरा खान चुलतभाऊ झेन मारीच्या लग्नातील फोटोंमुळे सोशल मीडियावर चर्चेत आली आहे.
"
"All the best to your cousin!
",". तुम्हा सर्वाना भाऊबिजेच्या मंगलमय शुभेच्छा!
"
"Ananya Pandey cousin Alanna Pandey's kissing picture with boyfriend goes viral!
","अनन्या पांडेच्या बहिणीने चक्क शेअर केला बॉयफ्रेंडसोबतचा लीपलॉप फोटो
"
"This time Pankaja Munde faces a challenge from her cousin Dhananjay Munde who is contesting on a NCP ticket.
","यंदा परळी मतदारसंघात पंकजा मुंडे यांच्यासमोर राष्ट्रवादी काँग्रेसच्या धनंजय मुंडे यांचे आव्हान आहे.
"
"A few months ago my cousin passed away.
","काही महिन्यांपूर्वी माझ्या आजोबांचे निधन झाले.
"
"A family member is defined as being a parent, guardian, sibling, spouse, grandparent, child, aunt, uncle, niece, nephew or first cousin.
","कुटुंबातील व्यक्ती ही पिता, पती, पुत्र, भाऊ किंवा माता, पत्‍नी, पुत्री किंवा भगिनी यांपैकी एखादी भूमिका पार पाडत असते.
"
"Former Pakistan opener Saeed Anwar also married his cousin Lubna.
","पाकिस्तानचा माजी सलामीवीर सईद अन्वर यानेही चुलत बहिण लुब्ना हिच्याशी विवाह केला.
"
"Both girls are cousins.
","या दोन्ही मुली बहिणी आहेत.
"
"Ajit Pawar's cousin Jagdish Kadam's house in Pune has been raided by the ED.
","जगदीश कदम यांच्या पुण्यातील घरी ईडीच्या पथकाकडून छापा टाकण्यात आला.
"
"Among the dead, two are cousins.
","मृत्युमुखी पडलेल्यांमध्ये दोन सख्ख्या भावांचा समावेश आहे.
"
"Pankaja Munde, state Cabinet minister and daughter of the late BJP leader Gopinath Munde, lost from Parli in Beed district to her cousin and NCP candidate Dhananjay Munde.
","भाजपच्या नेत्या आणि माजी महिला व बालविकासमंत्री पंकजा मुंडे यांचा विधानसभा निवडणुकीत पराभव झाला.
"
"Arjun's family members including his cousin Sonam Kapoor Ahuja and others.
","यामध्ये अर्जुन कपूर, बहीण अमृता अरोरा आणि इतर कुटुंबिय आहेत.
"
"But does your cousin know her?
","मात्र तिच्या बहिणीबद्दल तुम्हाला माहिती आहे का?
"
"Anil Devgan is Ajay Devgan's cousin brother.
","अनिल हे अजय देवगनचे काका प्रकाश देवगन यांचे पुत्र होते.
"
"The news of Rohit and Ritika's daughter was confirmed by Ritika's cousin sister Seema Khan, who is the wife of actor-producer Sohail Khan, when she posted an Instagram story tagging Ritika, with the caption ""Baby girl, masi's again""
","रितिका सजदेवची चुलत बहिण आणि सोहेल खानची पत्नी सिमा खानने इन्स्टाग्रामवर मावशी झाल्याची पोस्ट टाकली आहे.
"
"Pune: 16-year-old girl raped, her teen cousin molested by 'male' friends
","Pune : शेजाऱ्यानेच केला अपहरण करून 16 वर्षीय मुलाचा खून, मृतदेह जमिनीत पुरला
"
"The film narrates the story of two cousins in search of freedom.
","या चित्रपटात स्वातंत्र्याचा शोध घेणाऱ्या दोन बहिणींची कथा सांगण्यात आली आहे.
"
"Pratyusha Banerjee's cousin has claimed that Rahul Raj Singh is responsible for the death of the actress.
","अभिनेत्री प्रत्युषा बॅनर्जी हिच्या आत्महत्येसाठी तिचा प्रियकर राहुल राज सिंग कारणीभूत असल्याचे म्हटले जात आहे.
"
"Ananya Panday's cousin Alanna Panday shells out major couple goals as she shares adorable video with boyfriend
","अनन्या पांडेची बहिण अलाना पांडेने शेअर केले बॉयफ्रेंडसोबत होळी खेळतानाचे फोटो, फोटोंची होतेय चर्चा
"
"Are they God’s cousins?
","ते परमेश्वराचे दूत आहेत का?
"
"Bhosale's cousin Shivendrasinh Bhosale recently resigned as NCP MLA and joined the BJP.
","नुकतेच राष्ट्रवादी काँग्रेस पार्टीचे आमदार शिवेंद्रराजे भोसले यांनी भाजपमध्ये प्रवेश केला.
"
"Armaan is also the cousin of actor Ranbir Kapoor and actress Kareena Kapoor Khan.
","रिया कपूरसह बॉलिवूड अभिनेता अर्जन कपूर आणि त्याची बहीण अंशुला कपूरलादेखील कोरोनाची लागण झाली आहे.
"
"BJP supporter shoots at cousin for voting for Congress
","काँग्रेसला मतदान केल्याने भाजप समर्थकाचा भावावर गोळीबार
"
"Agitated people vandalised the house of accused cousin.
","संतप्त झालेल्या जमावाने आरोपीचे घर जाळले.
"
"Pankaja Munde was defeated by her cousin Dhanajay Munde during the last Assembly elections.
","पंकजा मुंडे यांचा विधानसभेत त्यांच्याच चुलत भावाने म्हणजेच धनंजय मुंडे यांनी पराभव केला.
"
"Actor Priyanka Chopra is on her birthday vacation in Miami with husband Nick Jonas, mother Madhu Chopra, cousin Parineeti Chopra and her many friends.
","प्रियांका चोपडा आपली आई मधु चोपडा, निक जोनस, परिणिती चोपडा आणि सर्व कुटुंबियांसोबत मायामीमध्ये आपला वाढदिवस साजरा करत होती तेव्हा तिचा हा फोटो समोर आला होता.
"
"One of the accused is the victim’s cousin.
","यातील एक आरोपी हा पीडित मुलीचा चुलता आहे.
"
"Priyanka's mother Madhu Chopra and cousin Parineeti Chopra have also left for the Blue City.
","प्रियांकाची आई मधु चोप्रा आणि बहीण परिणीती चोप्रा दोघीही प्रियांकाचा वाढदिवस साजरा करण्यासाठी न्यूयॉर्कला गेल्या आहेत.
"
"Wrestler Ritika Phogat, cousin of Geeta and Babita Phogat, commits suicide after losing match
","Ritika Phogat | 'दंगल गर्ल' बबिता फोगाटच्या बहिणीची आत्महत्या, कुस्तीत केवळ एका गुणाने पराभव झाल्याने उचललं टोकाचं पाऊल
"
"She is the cousin of actresses Priyanka Chopra and Parineeti Chopra .
","मीरा चोपडा अभिनेत्री प्रियंका चोपडा आणि अभिनेत्री परिणीती चोपडा यांची चुलत बहिण आहे.
"
"In Parli municipal council in Beed district, Women and Child Development Minister Pankaja Munde of the BJP was outsmarted by her cousin and NCP leader Dhananjay Munde.
","महिला, बालविकास मंत्री पंकजा मुंडे बीड जिल्ह्यातील परळी विधानसभा जागेवर भाजपच्या तिकिटावर लढत आहेत.
"
"After the post-mortem, the body was handed over to the cousin of the deceased.
","शवविच्छेदनानंतर सदरचा मृतदेह अंतिम संस्कारासाठी कुटूबियांच्या स्वाधीन केला.
"
"But her cousin tracked them down.
","परंतु तिच्या मावशीने त्यांना पिटाळून लावले.
"
"The two girls are cousins.
","या दोन्ही पीडित मुली बहिणी आहेत.
"
"Actor Shah Rukh Khan's daughter Suhana took to her Instagram to share a couple of video clips and pictures to wish her cousin Alia Chhiba on her birthday.
","बॉलिवूड अभिनेता शाहरुख खानची मुलगी सुहाना खानने तिचे काही फोटो इन्स्टाग्रामवर पोस्ट केला आहेत.
"
"The cousins informed the family members about the incident.
","या गुराख्याने सदर घटनेची माहिती केंद्रे कुटुंबियांना दिली.
"
"Raj Kapoor's marriage to his distant cousin Krishna Malhotra was arranged by his dad, Prithviraj Kapoor.
","त्यांच्या मामाची मुलगी कृष्णा मल्होत्रा हिच्या पृथ्वीराज कपूर यांनी राज कपूर यांचे लग्न लावून दिले होते.
"
"Bollywood actor Ranbir Kapoor is her cousin.
","रणबीरचे वडिल म्हणजे बॉलिवूड अभिनेते ऋषी कपूर.
"
"This list includes SP patriarch Mulayam Singh Yadav and Akhilesh yadav’s cousins Dharmendra Yadav and Akshay Yadav.
","यामध्ये मुलायम सिंह यांच्यासह धर्मेंद्र यादव आणि अक्षय यादव या यादव परिवारातील सदस्यांचा समावेश आहे.
"
"Priyamani is Bollywood actress Vidya Balan's cousin.
","प्रियामणी विद्या बालनची चुलत बहिण आहे.
"
"Shah Rukh Khan's cousin Noor Jehan to contest elections in Pakistan
","शाहरूख खानची बहिण पाकिस्तानात निवडणूक लढवणार
"
"In the third photo, the Kapoor sisters can be seen with their parents, Saif Ali Khan, Kunal Kapoor, and Kareena's cousins, Shaira and Zahan.
","पहिल्या फोटोत सारा वडील सैफ अली खान, करिना कपूर खान आणि त्यांचा दुसरा मुलगा जेहसोबत दिसत आहे.
"
"Actor Aamir Khan's reclusive nephew, Imran Khan, officiated his cousin Zayn Marie's wedding.
","आमिर खानचा भाचा इमरान खानने घेतला अभिनयातून संन्यास, पत्नीला नव्हते हे मंजूर, अभिनेत्याच्या सासऱ्यांनी केला खुलासा
"
"are they your cousins?
","ते आपले तुकानाना आहेत ना?
"
"Parth Pawar, Ms Sule's cousin and former Maharashtra Deputy Chief Minister Ajit Pawar's son, will contest from Maval constituency.
","महाराष्ट्राचे माजी उपमुख्यमंत्री अजित पवार यांचे चिरंजीव पार्थ पवार हे मावळमधून लोकसभा निवडणूक लढवणार असल्याचे बोलले जात आहे.
"
"All the cousins, uncles, aunts, grandparents and parents under one household.
","आजी-आजोबा, आई-वडील, काका-काकी त्यांची मुलं अशी सगळी भावंडं एकत्र राहत असतात.
"
"The Osmanabad-Latur-Beed constituency witnessed a tussle between Munde cousins – rural development department minister Pankaja Munde and leader of opposition in the legislative council Dhananjay Munde.
","परळी-वैजनाथ नगरपरिषदेत राज्याच्या ग्रामविकास मंत्री पंकजा मुंडे आणि विधान परिषदेतील विरोधी पक्षनेते धनंजय मुंडे या भावा-बहिणींमध्ये रंगलेल्या वर्चस्वाच्या लढाईत पंकजा यांना धक्का बसला आहे.
"
"According to a report, Prithviraj Kapoor and Surinder Kapoor were cousins.
","पृथ्वीराज कपूर आणि सुरिंदर कपूर हे नात्याने भाऊ होते.
"
"Actually, they are cousins.
","खरे तर ते मतिमंद असतात.
"
"Here, parents and children, aunts and cousins, all play to- gether.
","इथे आई-वडील, भाऊ-बहीण सगळे समसंस्कारी असतात.
"
"Arjuns cousins Janhvi Kapoor and Shanaya Kapoor had also joined them at the party.
","जान्हवी कपूर हिने सुद्धा आपली बहिण अंशुला कपूर आणि खुशी कपूर हिच्यासोबत पार्टीमध्ये सामील झाल्या होत्या.
"
"But her boyfriend and her cousin…
","मात्र त्याचे चाहते आणि बहीण…
"
"NCP chief Sharad Pawar, senior Congress leaders Ahmed Patel and Mallikarjun Kharge, Madhya Pradesh Chief Minister Kamal Nath, Devendra Fadnavis, Ajit Pawar and his cousin and MP Supriya Sule, DMK leader MK Stalin attended the mega event.
","या बैठकीला राष्ट्रवादीचे अध्यक्ष शरद पवार, काँग्रेस नेते अहमद पटेल, मल्लिकार्जुन खर्गे, शिवसेना पक्षप्रमुख उद्धव ठाकरे यांच्यासह काँग्रेस नेते पृथ्वीराज चव्हाण, अशोक चव्हाण, नसीम खान, राष्ट्रवादीचे विधिमंडळ गटनेते अजित पवार, राष्ट्रवादीचे नेते प्रफुल्ल पटेल, राष्ट्रवादीचे प्रदेशाध्यक्ष जयंत पाटील, शिवसेना नेते संजय राऊत आणि युवा सेना नेते आदित्य ठाकरे उपस्थित आहेत.
"
"All of my grandparents, aunts, uncles, cousins, etc were all there - many in the same small town.
","माझे काका, आत्या, दुसरी मावशी, मामा हे सगळे नातेवाईकसुद्धा अगदी एकाच गावात जवळजवळच राहायचो.
"
"A few days back, Priyanka had accompanied Nick to his cousin's wedding where he introduced her to his family.
","प्रियांका काही दिवसांपूर्वी निकच्या भावाच्या लग्नात त्याच्या आई वडिलांना भेटली होती.
"
"Members of the royal family pretended not to notice the prince's antics, only 12-year-old Lea Isadora Ben, who belongs to cousin Sverre Magnus, tried to calm him down.
","राजघराण्यातील सदस्यांनी राजकुमारच्या नक्षीकडे दुर्लक्ष करण्याचे ढोंग केले, केवळ 12 वर्षीय लेआ इसाडोरा बेन, जो चुलतभाऊ सवेर मॅग्नस यांच्या मालकीचा होता, त्याला शांत करण्याचा प्रयत्न केला.
"
"Another NCP candidate, Leader of Opposition in the Legislative Council Dhananjay Munde, pitted against his cousin and BJP minister Pankaja Munde in Beed's Parli segment, also filed nomination.
","विधान परिषदेतील विरोधी पक्षनेते धनंजय मुंडे यांनी बीडच्या परळी मतदार संघात चुलत भगिनी आणि भाजपच्या मंत्री पंकजा मुंडे यांच्याविरोधात उमेदवारी अर्ज दाखल केला.
"
"At that point, I was with my cousin.
","त्यावेळी माझा चुलतभाऊ सोबत होता.
"
"Their cousin and daughter of late Pramod Mahajan, Poonam Mahajan is the BJP MP from Mumbai.
","महाराष्ट्र भाजपचे कर्तेधर्ते म्हणून ओळखले गेलेले दिवंगत प्रमोद महाजन यांची कन्या पूनम महाजन उत्तर-मध्य मुंबई मतदार संघातून लोकसभेसाठी आपले नशिब…
"
"Pankaja Munde, state Cabinet minister and daughter of the late BJP leader Gopinath Munde, lost from Parli in Beed district to her cousin and NCP candidate Dhananjay Munde.
","भाजपाच्या माजी मंत्री आणि गोपीनाथ मुंडे यांची कन्या पंकजा मुंडे यांना विधानसभा निवडणुकीत पराभवास सामोने जावे लागले होते.
"
"The accused is the victim’s cousin, son of her maternal uncle, the police said.
","पोलिसांनी दिलेल्या माहितीनुसार, आरोपी वडील पिडीत अल्पवयीन मुलीचा सावत्र बाप आहे.
"
"Aamir Khan's daughter Ira Khan enjoys her cousin's wedding with rumoured boyfriend Nupur Shikhare, make for a picture perfect couple
","बॉयफ्रेंडसाठी हेअरस्टाइलिस्ट बनली आमिर खानची मुलगी इरा खान, शेअर केला मजेदार फोटो
"
"Sonam Kapoor recently hosted a birthday party for his cousin Arjun Kapoor.
","नुकतीच तिनं अर्जुनसोबत अभिनेत्री सोनम कपूरच्या बर्थ डे पार्टीमध्ये हजेरी लावली.
"
"And that is my mother, father, grandmother, grandfather, uncles, Aunts and adult cousins.
","त्यात मी, आई, पप्पा, भाऊ, बहीण आणि माझी आजी इतके जण राहतो.
"
"This information has been shared by his cousin NCP MP Supriya Sule via her WhatsApp Status.
","यासंदर्भातील माहिती खासदार सुप्रिया सुळे यांनी व्हॉट्सअॅप स्टेट्सच्या माध्यमातून दिली आहे.
"
"A visibly moved Supriya Sule, NCP MP and Ajit Pawar's cousin, in her WhatsApp status said the Pawar family and the party had split.
","सुप्रिया सुळे यांनी आपले व्हॉट्सअॅप स्टेटसमध्ये म्हटले की राष्ट्रवादी काँग्रेस पार्टी आणि पवार कुटुंब यांच्या फारकत झाली आहे.
"
"Suhana Khan shared a new photo with brother Aryan Khan and their cousin, Alia Chhiba.
","भाऊ आर्यन आणि बहीण आलियासोबत सुहाना खानने फोटो शेअर करत म्हणाली - Oops
"
