eng_Latn,tel_Telu
"Barbara Harris plays Blanche, a fraud of a psychic who is hired by an elderly lady to find her long-lost nephew.
","బార్బరా హారిస్ బ్లాన్చే పాత్ర పోషించాడు, ఆమె తన దీర్ఘ-కోల్పోయిన మేనల్లుడుని కనుగొనడానికి ఒక వృద్ధ మహిళచే నియమించబడిన ఒక మానసిక రుగ్మత.
"
"Before leaving Singapore in November 1948, del Boca collaborated with an architectural project, and was commissioned to paint twelve zodiacal panels for the nephew of the Chinese entrepreneur Aw Boon Haw (1882-1954).
","నవంబర్ 1948 లో సింగపూర్ నుండి బయలుదేరే ముందు, డెల్ బోకా ఒక నిర్మాణ ప్రాజెక్టుతో కలిసి పనిచేశాడు మరియు చైనా పారిశ్రామికవేత్త ఆవ్ బూన్ హా (1882-1954) మేనల్లుడు కోసం పన్నెండు రాశిచక్ర ప్యానెల్లను చిత్రించడానికి నియమించబడ్డాడు.
"
"Bernard's nephew, Theos Bernard, travelled to Tibet before receiving his doctorate from Columbia University and publishing a classical text on hatha yoga.
","బెర్నార్డ్ మేనల్లుడు థియోస్ బెర్నార్డ్ కొలంబియా విశ్వవిద్యాలయం నుండి డాక్టరేట్ పొందటానికి మరియు హఠా యోగాపై శాస్త్రీయ గ్రంథాన్ని ప్రచురించడానికి ముందు టిబెట్ వెళ్ళాడు.
"
"Betty's nephew comes to the bar and wants to buy Roxy's share, but Roxy says she won't sell.
","బెట్టీ మేనల్లుడు బార్కు వచ్చి రాక్సీ యొక్క వాటాను కొనాలని కోరుకుంటాడు, కానీ రాక్సీ ఆమె విక్రయించబోనని చెప్పాడు.
"
"Bhargav is a nephew of minister Narayana.
","వరుడు భార్గవ్ మంత్రి నారాయణకు బంధువని సమాచారం.
"
"Both of them are our nephews.
","ఇద్దరూ మా వాచ్-మాన్ తమ్ముళ్ళు.
"
"Bottomley was the nephew of physicist William Thomson, 1st Baron Kelvin (1824-1907).
","కెల్విన్ అనేది ఐరిష్ భౌతిక శాస్త్రవేత్త, ఇంజినీరు అయిన విలియం థాంసన్, మొదటి బేరన్ కెల్విన్ (William Thomson, 1st Baron Kelvin (1824-1907)) పేరు మీద నామకరణం చేయబడింది.
"
"Bryan sees caring for his nephew and nieces, along with his sons, as a project far more important than anything he can accomplish in music.
","బ్రయాన్ తన మేనల్లుడు మరియు మేనకోడళ్ళను, తన కుమారులతో పాటు, సంగీతంలో సాధించగలిగేదానికన్నా చాలా ముఖ్యమైన ప్రాజెక్టుగా చూస్తాడు.
"
"By 1402, Zhu Di had captured the Ming capital at Nanjing and defeated his nephew's forces.
","1402 నాటికి, ఝి నాన్జింగ్లో మింగ్ రాజధానిని స్వాధీనం చేసుకుని అతని మేనల్లుడు దళాలను ఓడించాడు.
"
"Cecily was working with her nephew Warwick to find a wife for Edward IV, suitable for his status as the king.
","ఎడ్వర్డ్ IV కోసం భార్యను కనుగొనడానికి సెసిలీ తన మేనల్లుడు వార్విక్తో కలిసి పని చేశాడు, ఇది అతని హోదాకు తగినది.
"
"Chandrasekhar was the nephew of Sir C. V. Raman, who won the Nobel Prize for Physics in 1930.
","రామనాధన్ పిల్లలలో రెండవ వాడు, అనగా చంద్రశేఖర్ పినతండ్రి, సర్ సి. వి. రామన్ భౌతిక శాస్త్రంలో, 1930 లో, నోబెల్ బహుమానం అందుకున్నాడు.
"
"Choksi and his nephew Nirav Modi are wanted for allegedly siphoning Rs 13,500 crore of public money from the state-run Punjab National Bank (PNB).
","చోక్సీ మరియు అతని మేనల్లుడు నీరవ్ మోడీ ప్రభుత్వ పంజాబ్ నేషనల్ బ్యాంక్ (పిఎన్బి) నుండి 13,500 కోట్ల రూపాయల ప్రజా ధనాన్ని ప్రభుత్వ లేఖలను ఉపయోగించి స్వాధీనం చేసుకున్నట్లు ఆరోపణలు ఉన్నాయి.
"
"Choksi and his nephew Nirav Modi are wanted for allegedly siphoning off Rs 13,500 crore of public money from the state-run Punjab National Bank (PNB), using letters of undertaking.
","చోక్సీ మరియు అతని మేనల్లుడు నీరవ్ మోడీ ప్రభుత్వ పంజాబ్ నేషనల్ బ్యాంక్ (పిఎన్బి) నుండి 13,500 కోట్ల రూపాయల ప్రజా ధనాన్ని ప్రభుత్వ లేఖలను ఉపయోగించి స్వాధీనం చేసుకున్నట్లు ఆరోపణలు ఉన్నాయి.
"
"Consider the old woman in a nursing home or care center, who died with no children or nieces and nephews to bid her farewell in the final moments.
","చివరి క్షణాల్లో ఆమె వీడ్కోలు వేయడానికి పిల్లలు లేదా మేనళ్ళు మరియు మేనళ్ళులతో మరణించిన నర్సింగ్ హోమ్ లేదా కేర్ సెంటర్లో పాత మహిళను పరిగణించండి.
"
"Coverage available for proposer and up to 3 dependants (children, siblings, nephews or nieces between 3 months to 23 years of age).
","భీమాదారునికి, జీవిత భాగస్వామి మరియు 3 నెలల నుండి 23 సంవత్సరాల మధ్య వయస్సు 3 వ్యక్తుల (పిల్లలు, సోదరుడు, సోదరి, మేనల్లుడు లేదా మేనకోడలు) వరకు వర్తిస్తుంది.
"
"Dana Sue and Helen then invite Maddie to be the manager of a new spa they are creating in a refurbished old house, but the refurbishment causes all sorts of problems - including a run-in with the former owner's nephew Ryan, who also happens to be Helen's ex-boyfriend.
","డానా స్యూ మరియు హెలెన్ అప్పుడు మాడీని పునరుద్ధరించిన పాత ఇంట్లో వారు సృష్టించే కొత్త స్పా యొక్క మేనేజర్గా ఆహ్వానిస్తారు, కాని పునర్నిర్మాణం అన్ని రకాల సమస్యలను కలిగిస్తుంది - మాజీ యజమాని మేనల్లుడు రియాన్తో రన్-ఇన్తో సహా, హెలెన్ మాజీ ప్రియుడు.
"
"Darwin Nunez's family (notably his nephew) stayed with him, giving him strength while he endured those difficult moments.
","డార్విన్ నూనెజ్ కుటుంబం (ముఖ్యంగా అతని మేనల్లుడు) అతనితోనే ఉండి, ఆ కష్టమైన క్షణాలను భరించేటప్పుడు అతనికి బలాన్నిచ్చింది.
"
"Diego Assis, Roberto de Assis's son and Ronaldinho's nephew also appeared in the photo thanks to his father who allowed his son to represent him.
","డియెగో అసిస్, రాబర్టో డి అస్సిస్ కుమారుడు మరియు రోనాల్దిన్హోతన మేనల్లుడు తన తండ్రికి తన కుమారుడికి ప్రాతినిధ్యం వహించే తన తండ్రికి ఇచ్చిన ఫోటో ధన్యవాదాలు కూడా కనిపించాడు.
"
"Distraught at his own failure to help his nephew, he secluded himself, going into hiding while secretly searching for the galaxy's very first Jedi Temple.
","అతని మేనల్లుడుకు సహాయం చేయడంలో తన వైఫల్యం విషయంలో వైఫల్యం చెందాడు, అతను తనను తాను విడిచిపెట్టాడు, రహస్యంగా గెలాక్సీ యొక్క మొట్టమొదటి జెడి టెంపుల్ కోసం రహస్యంగా వెదుకుతూ వెళతాడు.
"
"Do not forget that all boys are by nature bragging, and therefore if your grandfather or a neighbor retired proudly demonstrates a completely solved crossword puzzle, or a four-year-old nephew shows his own castle erected from the sand, do not forget to evaluate aloud the talents of the interlocutor.
","ప్రకృతి బౌన్సర్లు లో అన్ని అబ్బాయిలు, మీ తాత లేదా పొరుగు సగర్వంగా ఒక క్రాస్వర్డ్ పజిల్, లేదా ఒక నాలుగు మేనల్లుడు పరిష్కార వ్యక్తిగతంగా ఒక ఇసుక కోట నిర్మించబడింది పూర్తిగా ప్రదర్శించేందుకు రిటైర్ కనుక ఆ మర్చిపోవద్దు, సంభాషణలో బిగ్గరగా ప్రతిభ విశ్లేషించడానికి మరిచిపోకండి.
"
"Donald Duck and his family were all rave back in the day, especially his aggressive nephews.
","డోనాల్డ్ డక్ మరియు అతని కుటుంబం అందరూ ఆ రోజు తిరిగి వచ్చారు, ముఖ్యంగా అతని అనాగరిక మేనల్లుళ్ళు.
"
"Donald Duck and his family were all the rave back in the day, especially his rumbustious nephews.
","డోనాల్డ్ డక్ మరియు అతని కుటుంబం అందరూ ఆ రోజు తిరిగి వచ్చారు, ముఖ్యంగా అతని అనాగరిక మేనల్లుళ్ళు.
"
"During this period, Margaret ruled the Netherlands on her nephew Charles's behalf and was so impressed with Boleyn that she offered his daughter Anne a place in her household.
","ఈ కాలంలో, ఆమె తన తండ్రి తరపున నెదర్లాండ్స్ను పాలించింది మరియు బోలీన్తో సంతృప్తి చెందిన, ఆమె తన ఇంటిలో అతని కుమార్తె అన్నేకు ఒక స్థానం కల్పించింది.
"
"Even though Julius Caesar had a living son, Caesarion was an Egyptian, he is Queen Cleopatra's son, so Julius Caesar assumed a grand nephew, Octavian, in his will.
","జూలియస్ సీజర్కు ఒక సజీవ కుమారుడు ఉన్నప్పటికీ, సీజర్ (అధికారికంగా గుర్తించబడలేదు), సీసరియన్ ఒక రాణి క్లియోపాత్రా యొక్క కుమారుడు, కాబట్టి జూలియస్ సీజర్ తన సంకల్పంలో ఒక పెద్ద మేనల్లుడు, ఆక్టవియన్ను స్వీకరించాడు.
"
"Eventually, when her accused her of treason, she fled east to the protection of her nephew, Theodosius II.
","చివరికి, ఆమె దేశద్రోహాన్ని ఆరోపించినప్పుడు, ఆమె తన తమ్ముడు థియోడోసియస్ II యొక్క రక్షణకు తూర్పు పారిపోయారు.
"
"Facts about the Midfielder's ancestry are unknown particularly those of his maternal and paternal grandparents while his aunts, nephews and nieces are yet to be known at the time of writing.
","మిడ్ఫీల్డర్ యొక్క వంశపారంపర్యానికి సంబంధించిన వాస్తవాలు ముఖ్యంగా అతని తల్లి మరియు తల్లితండ్రుల గురించి తెలియదు, అయితే అతని అత్తమామలు, మేనల్లుళ్ళు మరియు మేనకోడళ్ళు రాసే సమయంలో ఇంకా తెలియలేదు.
"
"Fazio went on to larger fame as a golf course designer, a career also chosen by several following family members (including Tom Fazio, his nephew).
","ఫెజియో ఒక గోల్ఫ్ కోర్స్ డిజైనర్గా పెద్ద కీర్తికి చేరుకున్నాడు, అనేకమంది కుటుంబ సభ్యులు (టామ్ ఫజియో, అతని మేనల్లుడుతో సహా) ఎంచుకున్న కెరీర్ కూడా.
"
"Fearing for his nephew's life, Loeb's uncle went to famed defense attorney Clarence Darrow (who would later participate in the famous Scopes Monkey Trial) and begged him to take the case.
","తన మేనల్లుడు జీవితం కోసం భయపడటం, లోబ్ యొక్క మామయ్య ప్రఖ్యాత రక్షణ న్యాయవాది క్లారెన్స్ దర్రో (తరువాత ప్రముఖ స్కోప్స్ మంకీ ట్రయల్ లో పాల్గొన్నాడు) మరియు కేసును తీసుకోమని అతన్ని వేడుకున్నాడు.
"
"Feb. 11, 1713: Jahandar Shah is executed by agents of nephew Farrukhsiyar, who takes the Mughal throne
","ఫిబ్రవరి 11, 1713: మొఘల్ సింహాసనాన్ని తీసుకున్న మేనల్లుడు ఫరూఖ్సియార్ యొక్క ఏజెంట్లచే జహందర్ షా
"
"Following the death of his wife Louisa in 1906, the death of his son Kingsley just before the end of World War I, and the deaths of his brother Innes, his two brothers-in-law (one of whom was E. W. Hornung, creator of the literary character Raffles) and his two nephews shortly after the war, Conan Doyle sank into depression.
","1906లో తన మొదటి భార్య లూయిసా మరణించడం, తరువాత తన కొడుకు కింగ్స్లీ కూడా మొదటి ప్రపంచ యుద్ధం ముగిసే ముందు మరణించడం, యుద్ధం తరువాత తన సోదరుడు ఇన్నెస్, ఇద్దరు బావమరుదులు (వీరిలో ఒకరు రాఫెల్స్ అనే సాహిత్య పాత్రను సృష్టించిన ఈ. డబల్యూ. హొర్నుంగ్) మరియు ఇద్దరు మేనల్లుళ్ళు మరణించడంతో కోనన్ డోయల్ మానసికంగా కృంగిపోయాడు.
"
"Following the death of his wife Louisa in 1906, the death of his son Kingsley just before the end of the First World War, and the deaths of his brother Innes, his two brothers-in-law (one of whom was E. W. Hornung, creator of the literary character Raffles) and his two nephews shortly after the war, Doyle sank into depression.
","1906లో తన మొదటి భార్య లూయిసా మరణించడం, తరువాత తన కొడుకు కింగ్స్లీ కూడా మొదటి ప్రపంచ యుద్ధం ముగిసే ముందు మరణించడం, యుద్ధం తరువాత తన సోదరుడు ఇన్నెస్, ఇద్దరు బావమరుదులు (వీరిలో ఒకరు రాఫెల్స్ అనే సాహిత్య పాత్రను సృష్టించిన ఈ. డబల్యూ. హొర్నుంగ్) మరియు ఇద్దరు మేనల్లుళ్ళు మరణించడంతో కోనన్ డోయల్ మానసికంగా కృంగిపోయాడు.
"
"For example, in the summer of 1819, they were honored by their visit to the Emperor Alexander I, and in 1856 - his nephew Alexander II.
","ఉదాహరణకు, 1819 వేసవిలో వారు చక్రవర్తి అలెగ్జాండర్ I చైనాలో పర్యటించనున్నారు సత్కరించబడ్డారు, మరియు 1856 లో - తన మేనల్లుడు అలెగ్జాండర్ II.
"
"For instance, I was going to take my little nephew to Disney Land, but instead I drove him to an old burned-out warehouse.
","ఉదాహరణకు, నేను నా చిన్న మేనల్లుడు డిస్నీల్యాండ్కు వెళ్తున్నాను, కాని నేను అతనిని ఒక పాత కాలినడక గిడ్డంగికి తరలించాను.
"
"For instance, I was going to take my little nephew to Disneyland, but instead I drove him to a burned-out warehouse.
","ఉదాహరణకు, నేను నా చిన్న మేనల్లుడు డిస్నీల్యాండ్కు వెళ్తున్నాను, కాని నేను అతనిని ఒక పాత కాలినడక గిడ్డంగికి తరలించాను.
"
"For instance, I was going to take my little nephew to Disneyland, but instead, I drove him to an old burned-out warehouse.
","ఉదాహరణకు, నేను నా చిన్న మేనల్లుడు డిస్నీల్యాండ్కు వెళ్తున్నాను, కాని నేను అతనిని ఒక పాత కాలినడక గిడ్డంగికి తరలించాను.
"
"Hatshepsut's nephew and stepson, Thutmose III, was in line for the throne of Egypt, but he was still young, and so Hatshepsut took over.
","హాత్షెప్సుట్ యొక్క మేనల్లుడు మరియు సవతి తూట్మోస్ III ఈజిప్టు సింహాసనం కోసం వక్కాణించాడు, కానీ అతను ఇంకా చిన్నవాడు, అందువలన హాత్షెప్సుట్ బాధ్యతలు స్వీకరించాడు.
"
"Having a first-degree relative (a mother, father, sibling, or child) with lung cancer doubles the risk of developing lung cancer, whereas having a second-degree relative with lung cancer (aunt, uncle, nephew, or niece) raises your risk by around 30 percent.
","ఊపిరితిత్తుల క్యాన్సర్తో మొదటి-స్థాయి బంధువు (తల్లి, తండ్రి, తోబుట్టువు లేదా పిల్లవాడు) ఊపిరితిత్తుల క్యాన్సర్ను అభివృద్ధి చేయగల ప్రమాదాన్ని రెట్టింపు చేస్తుంది, అయితే రెండవ-స్థాయి ఊపిరితిత్తుల క్యాన్సర్ (అత్త, మామ, మేనల్లుడు, లేదా మేనకోడలు) ప్రమాదం 30 శాతం.
"
"Having a second-degree relative (an aunt, uncle, niece or nephew) with lung cancer raises your risk by around 30 percent.
","రెండవ-స్థాయి బంధువు (అత్త, మామ, మేనకోడలు లేదా మేనల్లుడు) ఊపిరితిత్తుల క్యాన్సర్తో మీ ప్రమాదాన్ని సుమారు 30 శాతం పెంచుతుంది.
"
"Having a second-degree relative (an aunt, uncle, niece or nephew) with lung cancer raises your risk by around 30%.
","రెండవ-స్థాయి బంధువు (అత్త, మామ, మేనకోడలు లేదా మేనల్లుడు) ఊపిరితిత్తుల క్యాన్సర్తో మీ ప్రమాదాన్ని సుమారు 30 శాతం పెంచుతుంది.
"
"He had to conclude his marriage with the daughter of Udit Singh, the nephew of Raja Uttam Ram Gaur of Sheopur in March, 1701.
","అతడు షేపూర్ రాజైన రాజా ఉత్తమ్ రామ్ గౌర్ యొక్క మేనల్లుడైన ఉదిత్ సింగ్ కుమార్తెను మార్చి, 1701న వివాహము చేసుకోబోతునట్లు ప్రకటించాడు.
"
"He had to fight and negotiate and he was challenged by his nephew Arthur.
","అతను పోరాడటానికి మరియు చర్చలు జరిపించాడు మరియు అతని మేనల్లుడు ఆర్థర్ చేత సవాలు చేయబడ్డాడు.
"
"He had to fight and negotiate, and he was challenged by his nephew Arthur.
","అతను పోరాడటానికి మరియు చర్చలు జరిపించాడు మరియు అతని మేనల్లుడు ఆర్థర్ చేత సవాలు చేయబడ్డాడు.
"
"He is Mahesh Bhatt's nephew.
","ఇతను మహేష్ భట్ యొక్క చిన్న సోదరుడు.
"
"He is Mark's nephew.
","ఇతను మార్క్స్ అనుచరుడు.
"
"He is a nephew of the film producer sravanthi ravi kishore.
","అతను చిత్ర నిర్మాత శ్రావణ్ రవి కిషోర్ యొక్క మేనల్లుడు.
"
"He is actually nephew to Tollywood actors Nagendra Babu and Pawan Kalyan.
","అతను టాలీవుడ్ నటులు నాగేంద్ర బాబు మరియు పవన్ కళ్యాణ్ లకు మేనల్లుడు.
"
"He is nephew to Tollywood actors Nagendra Babu and Pawan Kalyan.
","అతను టాలీవుడ్ నటులు నాగేంద్ర బాబు మరియు పవన్ కళ్యాణ్ లకు మేనల్లుడు.
"
"He is the nephew of the film producer Sravanthi Ravi Kishore.
","అతను చిత్ర నిర్మాత శ్రావణ్ రవి కిషోర్ యొక్క మేనల్లుడు.
"
"He named his brand as 'Vimal' which he named after his nephew, Vimal Ambani.
","""ఆ తర్వాత """"విమల్ """"' అనే బ్రాండ్ ను మొదలుపెట్టారు, అది ఆయన పెద్ద అన్నయ్య కుమారుడు విమల్ అంబానీ పేరు.""
"
"He reluctantly bid farewell to his nephew, who neither continued on in the service of the Lord, nor had been chosen for this mission.
","అతను అయిష్టంగానే తన మేనల్లుడుకు వీడ్కోలు చెప్పి, లార్డ్ యొక్క సేవలో కొనసాగలేదు, లేదా ఈ మిషన్ కోసం ఎంపిక చేయలేదు.
"
"He was the great nephew of Julius Caesar.
","అతను జూలియస్ సీజర్ యొక్క గొప్ప మేనల్లుడు.
"
"He was the king's nephew!
","అతను రాజుగారి బావమరిది!
"
"He was the nephew of Napoleon Bonaparte.
","అతను నెపోలియన్ బొనాపార్టీ సోదరుడు.
"
"He was the nephew of the great Indian physicist C.V. Raman (who developed the theories of light scattering in a medium that carry his name).
","అతను గొప్ప భారతీయ భౌతిక శాస్త్రవేత్త సి. వి. రామన్ యొక్క మేనల్లుడు (అతను తన పేరుని తీసుకువెళ్ళే ఒక మాధ్యమంలో కాంతి పరిక్షేపం యొక్క సిద్ధాంతాలను అభివృద్ధి చేశాడు).
"
"He was the son of Bhuban Mohan Das, and nephew of the Brahmo social reformer Durga Mohan Das.
","ఆయన భువన్ మోహన్ దాస్ యొక్క కుమారుడు, సంఘ సంస్కర్త అయిన దుర్గ మోహన్ దాస్కు మేనల్లుడు.
"
"He's also the nephew of the singer Rosemary Clooney and cousin of actor Miguel Ferrer.
","అతను గాయకుడు రోజ్మేరీ క్లూనీ యొక్క మేనల్లుడు మరియు నటుడు మిగుయెల్ ఫెర్రర్ యొక్క బంధువు.
"
"Her husband's brother Robert F. Kennedy stepped in as a role model for his niece and nephew.
","ఆమె భర్త సోదరుడు, రాబర్ట్ ఎఫ్. కెన్నెడీ, తన మేనకోడలు మరియు మేనళ్ళు కోసం ఒక రోల్ మోడల్ గా అడుగుపెట్టాడు.
"
"Her husband's brother, Robert F. Kennedy, stepped in as a role model for his niece and nephew.
","ఆమె భర్త సోదరుడు, రాబర్ట్ ఎఫ్. కెన్నెడీ, తన మేనకోడలు మరియు మేనళ్ళు కోసం ఒక రోల్ మోడల్ గా అడుగుపెట్టాడు.
"
"Her nephew and his friend was also killed in the crash.
","దీంతో నిషిత్తోపాటు అతని స్నేహితుడు కూడా ఆ ప్రమాదంలో మృతి చెందాడు.
"
"His nephew Subramanyan Chandrasekhar was awarded the 1983 Nobel Prize in Physics.
","సుబ్రమణ్యన్ చంద్రశేఖర్ః 1983లో ఫిజిక్స్లో నోబెల్ బహుమతి లభించింది.
"
"His nephew Tristan van der Vlis was responsible for the shooting in Alphen aan den Rijn a few years after the Yugoslavia war, after which he would have committed suicide.
","అతని మేనల్లుడు ట్రిస్టాన్ వాన్ డెర్ వాలిస్ యుగోస్లేవియా యుద్ధానికి కొద్ది సంవత్సరాల తరువాత ఆల్ఫెన్ అనాన్ డెన్ రిజ్లో షూటింగ్కు బాధ్యత వహించాడు, దాని తరువాత అతను ఆత్మహత్య చేసుకున్నాడు.
"
"His two nephews, Antigone's brothers, died in a duel over the throne.
","అతని ఇద్దరు మేనల్లుళ్ళు, ఆంటిగోన్ యొక్క సోదరులు, సింహాసనంపై ద్వంద్వ యుద్ధంలో మరణించారు.
"
"Historian Werner Maser, in an interview with Bild am Sonntag has stated that Peter Raubal, son of Hitler's nephew Leo Raubal, would have a strong legal case for winning the copyright from Bavaria if he pursued it.
","బిల్డ్ అం సొంన్తగ్ తో జరిగిన ఒక సమావేశంలో చరిత్రకారుడు అయిన వేర్నేర్ మసేరు, హిట్లర్ యొక్క మేనల్లుడు అయిన లెఒ రూబల్ కుమారుడు అయిన పీటర్ రూబల్ బవేరియా నుండి ప్రచురణాధికారాన్ని గెలిచాడు మరియు దానిని అతను కొనసాగించి ఉంటే అది ఒక బలమైన చట్టవ్యతిరేక విషయం అయి ఉండేది అని చెప్పాడు.
"
"Historian Werner Maser, in an interview with Bild am Sonntag has stated that Peter Raubal, son of Hitler's nephew, Leo Raubal, would have a strong legal case for winning the copyright from Bavaria if he pursued it.
","బిల్డ్ అం సొంన్తగ్ తో జరిగిన ఒక సమావేశంలో చరిత్రకారుడు అయిన వేర్నేర్ మసేరు, హిట్లర్ యొక్క మేనల్లుడు అయిన లెఒ రూబల్ కుమారుడు అయిన పీటర్ రూబల్ బవేరియా నుండి ప్రచురణాధికారాన్ని గెలిచాడు మరియు దానిని అతను కొనసాగించి ఉంటే అది ఒక బలమైన చట్టవ్యతిరేక విషయం అయి ఉండేది అని చెప్పాడు.
"
"How much Zendaya nephews and nieces have there is no word but a family photo of 2016 indicates that the flock is rather big.
","జెండయాకు ఎంతమంది మేనకోడళ్ళు మరియు మేనల్లుళ్ళు ఉన్నారనే దానిపై ఎటువంటి మాట లేదు, కానీ 2016 కుటుంబ ఫోటో చాలా పెద్ద మందను సూచిస్తుంది.
"
"However, it is Mandryka's young nephew with the same name who arrived.
","అయినప్పటికీ, మాండ్రికా యువ మేనల్లుడు అదే పేరుతో వచ్చారు.
"
"However, nieces and nephews can marry one another.
","కానీ, అన్నదమ్ముల పిల్లలూ, అక్కచెల్లెళ్ళపిల్లలూ ఒకరినొకరు వివాహం చేసుకోవచ్చు.
"
"However, some courtiers urged her to choose a nephew or cousin from the Wu clan instead, to keep the throne in her own bloodline instead of that of her late husband.
","ఏదేమైనా, కొందరు సభికులు ఆమె వూ వంశం నుండి మేనల్లుడు లేదా బంధువుని ఎంచుకోమని ఆమె కోరారు, సింహాసనాన్ని ఆమె తన భర్తకు బదులుగా తన సొంత రక్తంతో ఉంచడానికి.
"
"I clutched my nephew tightly, both of us screaming and crying, and ran toward the front door.
","నేను నా మేనల్లుడును కఠినంగా పట్టుకున్నాను, మాకు ఇద్దరూ విసరడం మరియు కేకలు వేశారు, మరియు ముందు తలుపు వైపు నడిచారు.
"
"I did send my nephew and elder son to be educated at residential schools in India for a few months.
","నా మేనల్లుణ్ణి, పెద్దకుమారుణ్ణి కొన్ని నెలల పాటు ఇండియాలో వసతి గృహాలు కల స్కూళ్లకు పంపించాను.
"
"I tend to think of big boy dogs the way I remember my nephew when he was in his teens: lanky, a little goofy, and overall the sweetest kid on the block.
","నా మేనల్లుడు తన టీనేజ్లో ఉన్నప్పుడు నేను గుర్తుంచుకునే విధంగా పెద్ద పిల్ల కుక్కల గురించి నేను ఆలోచిస్తానుః లాంకీ, కొద్దిగా గూఫీ, మరియు మొత్తంగా బ్లాక్లోని మధురమైన పిల్ల.
"
"Ideally, Tom Davies is the nephew of the former Everton player who made 74 appearances for the club between 1967 and 1972.
","ఆదర్శవంతంగా, టామ్ డేవిస్ మాజీ ఎవర్టన్ ఆటగాడి మేనల్లుడు, అతను 74 మరియు 1967 మధ్య క్లబ్ కోసం 1972 ప్రదర్శనలు ఇచ్చాడు.
"
"If the birthday boy is your son, grandson or nephew, the value of the gift, as a rule, significantly increases.
","పుట్టినరోజు బాలుడు ఉంటే - మీ కొడుకు, మనుమడు లేదా మేనల్లుడు, బహుమతి విలువ, ఒక నియమం వలె, ఇది గణనీయంగా పెంచుతుంది.
"
"If you are a second-degree relative (aunt, uncle, niece, nephew, grandparent, grandchild or half-sibling), your risk is 1 in 39.
","మీరు రెండవ-స్థాయి బంధువు (అత్త, మామ, మేనకోడలు, మేనల్లుడు, తాత, మనుమరాలు లేదా సగం-తోబుట్టువులు) అయితే, మీ ప్రమాదం 39 లో 1.
"
"If you are a second-degree relative - aunt, uncle, niece, nephew, grandparent, grandchild, or half-sibling - your risk is 1 in 39.
","మీరు రెండవ-స్థాయి బంధువు అయిన అత్త, మామ, మేనకోడలు, మేనల్లుడు, తాత, మనుమడు లేదా సగం-తోబుట్టువు - మీ ప్రమాదం 39 లో 1.
"
"In 1251, Ogedei died and his nephew Mongke, Genghis's grandson, became the Great Khan.
","1251 లో, ఓజెడీ మరణించాడు మరియు అతని మేనల్లుడు మోంకీ, చెంఘీస్ యొక్క మనవడు, గొప్ప ఖాన్ అయ్యాడు.
"
"In 1469, Cecily's nephew, Warwick, and her son, George, changed sides and supported Henry VI after their initial support of Edward.
","1469 లో, సెసిలీ మేనల్లుడు, వార్విక్ మరియు ఆమె కుమారుడు జార్జ్, ఎడ్వర్డ్ యొక్క ప్రారంభ మద్దతు తర్వాత హెన్రీ VI కు మద్దతు ఇచ్చారు.
"
"In 1518, Henry arranged to have their daughter, Mary, betrothed to the French Dauphin, which was not to the liking of Catherine, who wanted Mary to marry her nephew and Mary's first cousin, Charles.
","1518 లో, హెన్రీ వారి కుమార్తె మేరీని ఏర్పాటు చేసాడు, ఫ్రెంచ్ డాఫీన్కు నిరాకరించాడు, మేరీ తన మేనల్లుడు మరియు మేరీ యొక్క మొదటి బంధువు చార్లెస్ను వివాహం చేసుకోవాలని కోరుకునే కాథరీన్కు ఇష్టపడలేదు.
"
"In 1518, henry arranged to have their daughter, mary, betrothed to the french dauphin, which was not to the liking of catherine, who wanted mary to marry her nephew and mary's first cousin, charles;
","1518 లో, హెన్రీ వారి కుమార్తె మేరీని ఏర్పాటు చేసాడు, ఫ్రెంచ్ డాఫీన్కు నిరాకరించాడు, మేరీ తన మేనల్లుడు మరియు మేరీ యొక్క మొదటి బంధువు చార్లెస్ను వివాహం చేసుకోవాలని కోరుకునే కాథరీన్కు ఇష్టపడలేదు.
"
"In 1984, answering the question of his young nephew about the necessity of studying at the university, he cited several different points of view, giving the young man the right to choose.
","1984 లో, తన యువ మేనల్లుడు గురించి ఒక ప్రశ్న ప్రతిస్పందించడానికి విశ్వవిద్యాలయ చదువుల, అతను యువకుడు ఎంపిక ఇవ్వడం, వీక్షణ వివిధ పాయింట్ల సంఖ్యను దారితీసింది అవసరం.
"
"In 2007, Cathy Lynn Sarinana was 29 years old when she and her husband, Raul Sarinana, were found guilty of torturing their 11-year-old nephew, Ricky Morales, to death.
","2007 లో ఆమె మరియు ఆమె భర్త రౌల్ సరినానా 11 ఏళ్ల మేనల్లుడు రికీ మోరల్స్ను చంపడానికి దోషిగా దోషిగా ఉన్నప్పుడు కాథీ లిన్ సరినానాకు 29 సంవత్సరాలు.
"
"In 2008, I launched my nephew Imran Khan's debut in the film Jaane Tu Ya Jaane Na under my production house.
","2008 లో, ఖాన్ తన మేనల్లుడు ఇమ్రాన్ ఖాన్ ను తొలిసారిగా జానే తు యా జానే నా లో తన నిర్మాణ సంస్థ ద్వారా విడుదల చేశాడు.
"
"In 2008, Khan launched his nephew Imran Khan's debut in the film Jaane Tu Ya Jaane Na under his production house.
","2008 లో, ఖాన్ తన మేనల్లుడు ఇమ్రాన్ ఖాన్ ను తొలిసారిగా జానే తు యా జానే నా లో తన నిర్మాణ సంస్థ ద్వారా విడుదల చేశాడు.
"
