eng_Latn,tel_Telu
"The motif of incest runs throughout Hamlet and is frequently alluded to by Hamlet and the ghost, most obviously in conversations about Gertrude and Claudius, the former brother-in-law and sister-in-law who are now married.
","గొంతు నడక నేపథ్యం నాటకం మరియు హామ్లెట్ అంతటా సంభవిస్తుంది మరియు దెయ్యం గెట్డ్రూ మరియు క్లాడియస్, మాజీ సోదరుడు మరియు సోదరి-అత్త, ఇప్పుడు వివాహం చేసుకున్న వారి గురించి సంభాషణల్లో తరచుగా ప్రేరేపించబడి ఉంటుంది.
"
"The motif of incest runs throughout the play and is frequently alluded to by Hamlet and the ghost, most obviously in conversations about Gertrude and Claudius, the former brother-in-law and sister-in-law who are now married.
","గొంతు నడక నేపథ్యం నాటకం మరియు హామ్లెట్ అంతటా సంభవిస్తుంది మరియు దెయ్యం గెట్డ్రూ మరియు క్లాడియస్, మాజీ సోదరుడు మరియు సోదరి-అత్త, ఇప్పుడు వివాహం చేసుకున్న వారి గురించి సంభాషణల్లో తరచుగా ప్రేరేపించబడి ఉంటుంది.
"
"The sole adult-aged female listed in your great-great grandfather's household, may indeed be his wife - or it could be a sister-in-law or family friend.
","మీ గొప్ప-ముత్తాత గృహంలో జాబితా చేయబడిన ఏకైక వయోజన-వృద్ధ మహిళ నిజానికి అతని భార్య కావచ్చు-లేదా అది ఒక సోదరి లేదా కుటుంబ స్నేహితుడు కావచ్చు.
"
"The theme of incest runs occurs throughout the play and Hamlet and the ghost often allude to it in conversations about Gertrude and Claudius, the former brother-in-law and sister-in-law who are now married.
","గొంతు నడక నేపథ్యం నాటకం మరియు హామ్లెట్ అంతటా సంభవిస్తుంది మరియు దెయ్యం గెట్డ్రూ మరియు క్లాడియస్, మాజీ సోదరుడు మరియు సోదరి-అత్త, ఇప్పుడు వివాహం చేసుకున్న వారి గురించి సంభాషణల్లో తరచుగా ప్రేరేపించబడి ఉంటుంది.
"
"They are married for 5 years and my sister-in-law has never been pregnant.
","నా పెళ్లి అయ్యి 5 సం అయ్యింది, నా భార్యకు గర్భం నిలవటం లేదు.
"
"Though the Comte de Provence was not exactly generous in his admiration for his sister-in-law, he did not fail to mention that while eating 'pate en croute' he was reminded of his own ancestress, Queen Marie-Thérèse.
","కాంటే డి ప్రోవెన్స్ అతని సోదరి లో చట్టం కోసం తన ప్రశంసలో సరిగ్గా ఉదారంగా లేనప్పటికీ, అతను 'పేట్ ఎన్ క్రోటే' తినడం గురించి తన సొంత పూర్వీకుడు క్వీన్ మేరీ-థెరేసే గురించి గుర్తుకు తెచ్చాడు.
"
"To go back to human shape, Frank convinces his sister-in-law (with whom he had an affair) to offer contemporary blood for him.
","మానవ రూపంలోకి తిరిగి రావడానికి, ఫ్రాంక్ తన బావను (అతనితో సంబంధం కలిగి ఉన్నాడు) అతనికి తాజా రక్తాన్ని సరఫరా చేయమని ఒప్పించాడు.
"
"To help get 75 Paiutes including her father away from imprisonment by the Bannock, Sarah and her sister-in-law became guides and interpreters for the U.S. military, working for General O. O. Howard, and brought the people to safety across hundreds of miles.
","Bannock ద్వారా ఆమె తండ్రి సహా 75 పావులను పొందడానికి, సారా మరియు ఆమె సోదరి లో చట్టం జనరల్ OO హోవార్డ్ కోసం పని, సంయుక్త సైనిక కోసం గైడ్లు మరియు వ్యాఖ్యాతల మారింది, మరియు ప్రజలు వందల మైళ్ళ అంతటా భద్రత తీసుకు.
"
"While he was in exile, his wife, sister, father & sister-in-law were arrested, tortured and later executed by the French colonial authorities.
","ప్రవాస సమయంలో, అతని భార్య, తండ్రి, సోదరి మరియు సోదరి అత్తయ్య ఫ్రెంచ్ను అరెస్టు చేసి ఉరితీశారు.
"
"While he was in exile, his wife, sister, father and sister-in-law were arrested, tortured and later executed by the French colonial authorities.
","ప్రవాస సమయంలో, అతని భార్య, తండ్రి, సోదరి మరియు సోదరి అత్తయ్య ఫ్రెంచ్ను అరెస్టు చేసి ఉరితీశారు.
"
"While in exile, his wife, father, sister, and sister-in-law were arrested and executed by the French.
","ప్రవాస సమయంలో, అతని భార్య, తండ్రి, సోదరి మరియు సోదరి అత్తయ్య ఫ్రెంచ్ను అరెస్టు చేసి ఉరితీశారు.
"
"Yes, she was well aware of how things had unfolded each of the three times sister-in-law Kate Middleton gave birth, from the moment it was...
","అవును, ఆమె విషయాలు ప్రతి తెరిస్తే ఎలా చేసింది బాగా తెలుసు మూడు సార్లు సోదరి లో చట్టం కేట్ మిడిల్టన్ క్షణం నుండి, జన్మనిచ్చింది ఇది ఉంది. . .
"
"Yes, she was well aware of how things had unfolded each of the three times sister-in-law Kate Middleton gave birth, from the moment it was... ....
","అవును, ఆమె విషయాలు ప్రతి తెరిస్తే ఎలా చేసింది బాగా తెలుసు మూడు సార్లు సోదరి లో చట్టం కేట్ మిడిల్టన్ క్షణం నుండి, జన్మనిచ్చింది ఇది ఉంది. . .
"
"Yes, she was well aware of how things had unfolded each of the three times sister-in-law Kate Middleton gave birth, from the moment it was......
","అవును, ఆమె విషయాలు ప్రతి తెరిస్తే ఎలా చేసింది బాగా తెలుసు మూడు సార్లు సోదరి లో చట్టం కేట్ మిడిల్టన్ క్షణం నుండి, జన్మనిచ్చింది ఇది ఉంది. . .
"
"You will find, too, in English that your brother's wife's father (BrWiFa) cannot be referred to directly; brother's wife's father (or sister-in-law's
","మీ సోదరుడు యొక్క భార్య తండ్రి (BrWiFa) ప్రత్యక్షంగా సూచించబడలేదని ఆంగ్లంలో మీరు కనుగొంటారు; సోదరుడు యొక్క భార్య యొక్క తండ్రి (లేదా చెల్లెలు యొక్క తండ్రి) అనేది దైవిక పదజాలంలో ఆసక్తినిచ్చే పదం కంటే ఒక స్వరూపం .
"
"You will find, too, in English that your brother's wife's father (BrWiFa) cannot be referred to directly; brother's wife's father (or sister-in-law's father) is a circumlocution rather than the kind of term that is of interest in kinship terminology.
","మీ సోదరుడు యొక్క భార్య తండ్రి (BrWiFa) ప్రత్యక్షంగా సూచించబడలేదని ఆంగ్లంలో మీరు కనుగొంటారు; సోదరుడు యొక్క భార్య యొక్క తండ్రి (లేదా చెల్లెలు యొక్క తండ్రి) అనేది దైవిక పదజాలంలో ఆసక్తినిచ్చే పదం కంటే ఒక స్వరూపం .
"
"• (December 21, 1959) Florence Griffith-Joyner born (athlete, track and field; first African American to win four medals in one Olympics; sister-in-law of Jackie Joyner-Kersee)
","• (డిసెంబర్ 21, 1959) ఫ్లోరెన్స్ గ్రిఫ్ఫిత్-జోయ్నేర్ (అథ్లెట్, ట్రాక్ అండ్ ఫీల్డ్; మొదటి ఆఫ్రికన్ అమెరికన్ ఒలింపిక్స్లో నాలుగు పతకాలను గెలుచుకోవడం, జాకీ జోయ్నర్-కీసే యొక్క సోదరి-
"
"I am the sister of the king, the sister-in-law of the king’s wife.
","నేనొక మహారాజు పుత్రికను, ఇంకొక మహారాజు భార్యను.
"
"Along with her came her sister-in-law.
","ఆయనతోపాటు సతీమణి కూడా వచ్చారు.
"
"The victim’s husband and mother-in-law are lawyers, and her sister-in-law is a doctor.
","బాధితురాలి భర్త, అత్త న్యాయవాదులు కాగా. . ఆమె ఆడపడుచు డాక్టర్.
"
"Sharmila reached Idupulapaya, along with YSR honorary president and mother YS Vijayamma, her sister-in-law and Jagan's wife, YS Bharathi and other family members in the morning to pay floral tribute to YSR and seek his blessings before starting off her walkathon.
","పులివెందులలోని వైఎస్ఆర్ ఘాట్ వద్ద షర్మిల ఆమె తల్లి విజయమ్మ, భర్త అనిల్ తదితర కుటుంబ సభ్యులతో కలిసి నివాళులర్పించి ప్రార్థనలో పాల్గొని ప్రత్యేక విమానంలో హైదరాబాద్ వెళ్లగా, సాయంత్రం వైఎస్ జగన్ భార్య భారతితో కలిసి పులివెందులకు చేరుకుని వైఎస్ఆర్ ఘాట్ వద్ద నివాళులర్పించారు.
"
"Raj Kundra posed with his wife Shilpa Shetty and sister-in-law Shamita.
","ఈ వేడుకకు శిల్పాశెట్టి తన భర్త రాజ్ కుంద్రా, సోదరి షమితాశెట్టితో కలిసి హాజరైంది.
"
"Her sister-in-law’s 18-month-old son died.
","రెండవ కూతురు 18 నెలల వయసులో మరణించాడు.
"
"Isha also joined Priyanka Chopra's bachelorette squad in Amsterdam, which comprised of sister-in-law Sophie Turner, work associates Natasha Pal, Chanchal D'Souza and Dana Supnick-Guidoni and besties Tamanna Dutt and Srishti Bahl Arya.
","ఈ బ్యాచిలర్ పార్టీలో ప్రియాంక సిస్టర్ ఇన్ లాతో పాటు, కజిన్ పరిణీతి చోప్రా, స్నేహితులు శ్రిష్ఠి బెహెల్ ఆర్య, తమన్నా దత్, నటాషా పాల్, చంచల్ డిసౌజా, డనా సప్నిక్, గేమ్స్ ఆఫ్ థ్రోన్స్ స్టార్ సోఫీ టర్నర్ పాల్గొన్నారు.
"
"Sharmila reached Idupulapaya, along with YSR honorary president and mother YS Vijayamma, her sister-in-law and Jagan's wife, YS Bharathi and other family members in the morning to pay floral tribute to YSR and seek his blessings before starting off her walkathon.
","తొలుత తన తండ్రి వైయస్ రాజశేఖర రెడ్డి సమాధి వద్ద తల్లి విజయమ్మ, సోదరి షర్మిల, సతీమణి భారతి ఇతర కుటుంబ సభ్యులతో కలిసి జగన్ నివాళి అర్పించారు.
"
"Hardik's wife Natasa Stankovic and sister-in-law Pankhuri Sharma also praised the Mumbai Indians star's efforts.
","హార్దిక్ సతీమణి నటాషా స్టాంకోవిచ్, భారత పేసర్ మునాఫ్ పటేల్ కూడా చెఫ్ విధులను నిర్వర్తిస్తున్న పాండ్యాను ప్రశంసించారు.
"
"Anu's Mom had three sisters, one brother, a sister-in-law and the two daughters.
","తనకు ముగ్గురు అక్కలు, ఇద్దరు అన్నయ్యలు, ఒక తమ్ముడు, ఒక చెల్లి ఉన్నారని చెప్పారు.
"
"Salman Khan’s sister-in-law Seema, who is the wife of Sohail Khan, was also present.
","సల్మాన్ ఖాన్ చిన్న తమ్ముడు సోహైల్ ఖాన్ కూడా హిందూ మహిళను వివాహం చేసుకున్నారు.
"
"At the time of the incident, Saif Ali Khan was accompanied by wife Kareena Kapoor , sister-in-law Karisma Kapoor, friends Malaika Arora Khan, Amrita Arora and other friends.
","ఈ బర్త్‌డే పార్టీకి మలైకా ఆరోరా, కరీనా కపూర్, కరీష్మా కపూర్, సైఫ్ ఆలీ ఖాన్, ఇతర స్నేహితులు హాజరయ్యారు.
"
"He also told the police that he wanted to keep his sister-in-law with him on the pretext of looking after his kids.
","తన పిల్లలను చూసుకోవాలనే నెపంతో మరదలిని తనతోనే ఉంచుకోవాలని కూడా ప్లాన్ చేసినట్లు అతను పోలీసులకు చెప్పాడు.
"
"""Happiest birthday to my darling sister-in-law.
","‘నా ప్రియాతి ప్రియమైన అమ్మకు పుట్టినరోజు శుభాకాంక్షలు.
"
"A woman’s sister-in-law had posted this on Facebook.
","దీంతో ఆ మహిళ వీటిని ఫేస్‌బుక్‌లో పోస్టు చేసింది.
"
"Pawan said that he considers his brother and sister-in-law as his parents.
","తన అన్నా వ‌దిన‌లను త‌న త‌ల్లిదండ్రులుగా భావిస్తాన‌ని ప‌వ‌న్ అన్నారు.
"
"Both of Deliverance's sisters-in-law, Abigail Faulkner Sr. and Elizabeth Johnson Sr., were examined on August 30.
","డెలివరెన్స్ సోదరీమణులు, అబీగైల్ ఫాల్క్నర్ సీనియర్ మరియు ఎలిజబెత్ జాన్సన్ సీనియర్, ఆగష్టు 30 న పరీక్షించారు.
"
"Her sisters-in-law, Elizabeth Blackwell and Emily Blackwell, were pioneers as early women physicians.
","ఆమె సోదరీమణులు, ఎలిజబెత్ బ్లాక్వెల్ మరియు ఎమిలీ బ్లాక్వెల్ , ప్రారంభ మహిళా వైద్యులుగా మార్గదర్శకులు ఉన్నారు.
"
"I love this village of innocent men and women, affectionate sisters-in-law and simple children.
","అమాయక పురుషులు మరియు మహిళలు, ఆప్యాయత కలిగిన సోదరీమణులు మరియు సాధారణ పిల్లలు ఉన్న ఈ గ్రామాన్ని నేను ప్రేమిస్తున్నాను.
"
"Police say the two are sisters-in-law.
","ఇద్దరు అమ్మాయిలు అన్నదమ్ముల పిల్లలు అని పోలీసులు పేర్కొన్నారు.
"
"This list of extended Chinese family relationships covers family members of the same generation or younger - cousins, bothers and sisters-in-law, and nieces and nephews.
","విస్తరించిన చైనీస్ కుటుంబం సంబంధాల ఈ జాబితా అదే తరం లేదా యువ - దాయాదులు, ఇబ్బందులు మరియు సోదరీమణులు, మరియు మేనళ్ళు మరియు మేనల్లుళ్ళు యొక్క కుటుంబ సభ్యులను వర్తిస్తుంది.
"
"Police arrested her husband Abul Kalam Azad, mother-in-law Hasna Hena and sisters-in-law Nazia Begum and Nazma Begum in this connection.
","దీంతో నయీంతో పాటు అతని భార్య హసీనా బేగంతో పాటు నయీమ్ అనుచరుల్ని పాశం శ్రీనివాస్, అబ్దుల్ ఫేహే, అబ్దుల్ నాజర్, తుమ్మ శ్రీనివాస్‌ను పోలీసులు అదుపులోకి తీసుకున్నారు.
"
