eng_Latn,tel_Telu
"Anna’s mother died when she was young, so her maternal aunt raised her.
","చిన్నవయసులోనే అతని తల్లి మరణించడంతో అక్క అతనిని పెంచింది.
"
"Also, this is the second marriage of the aunt.
","అటు గుత్తా జ్వాలకు కూడా ఇది రెండో పెళ్లి.
"
"Former India captain Rajbir Kaur is his aunt and she is married to Gurmail Singh, who was a part of India’s 1980 gold medal-winning campaign.
","భారత మహిళా హాకీ జట్టు మాజీ కెప్టెన్‌ రాజ్‌బీర్‌ కౌర్‌, ఆమె భర్త గుర్మైల్‌ సింగ్‌ 1980 మాస్కో ఒలింపిక్స్‌ బంగారు పతకం గెలుచుకున్న భారత హాకీ జట్టులో సభ్యురాలు.
"
"But his mom, his stepdad, his grandmother and his aunt did not leave.
","కాని తల్లి, తండ్రి, అన్నయ్య, అక్క, చెల్లి ఎవ్వరూ తనని సమర్దించలేదు.
"
"Brothers, sisters, aunts, uncles and grandparents.
","అమ్మా నాన్నలు, అన్నదమ్ములు, అక్కచెల్లెళ్ళు కోడల్లు, అల్లుళ్లు.
"
"Two aunts of the victim had died in the accident.
","ఆ ప్రమాదంలో బాధితురాలి ఇద్దరు పిన్నులు చనిపోయారు.
"
"The woman’s aunt and another relative were killed in the accident.
","ఈ ప్రమాదంలో బాధితురాలి మేనత్తతో పాటు మరో బంధువు ప్రాణాలు కోల్పోయారు.
"
"Sounding a word of caution to Meena Harris, the niece of the US Vice President has been asked by a White House team not to use her aunt Kamala Harris’ name to boost her personal brand.
","వైస్ ప్రెసిడెంట్‌గా అత్యున్నత హోదాలో వున్న కమలా హారిస్‌ పేరుని, పరపతిని వ్యక్తిగత ప్రతిష్టను పెంచుకోవడానికి వాడొద్దంటూ వైట్ హౌస్ మీనాను హెచ్చరించింది.
"
"A sister, a daughter, an aunt.
","ఒక తమ్ముడు, చెల్లెలు, తల్లి వాళ్ళ సంసారం.
"
"My uncle, aunt and cousins had also come.
","నాన్నగారు, అన్నా, చెల్లెలూ వచ్చారు.
"
"Samuel Sangma, who hails from Dimapur in Nagaland, was living on rent with his aunt Rosy, an air hostess, in the Bijwasan area of Delhi.
","నాగాలాండ్‌లోని దిమాపూర్‌కు చెందిన శామ్యూల్ సంగ్మా, ఎయిర్‌ హోస్టెస్‌గా పనిచేస్తున్న మేనత్త రోసితో కలిసి ఢిల్లీలోని బిజ్వాసన్ ప్రాంతంలో అద్దె ఇంట్లో ఉంటున్నాడు.
"
"A son or daughter, a cousin, an aunt, uncle, or parent.
","లేదా కుమారుడు, తల్లి లేదా సోదరుడు లేదా సంసార.
"
