eng_Latn,tel_Telu
"About Ángel Correa relatives: Away from Angel Correa's family life, there is not much known about his ancestry and family roots, particularly as it relates to his paternal and maternal grandparents while his uncles, aunts, cousins, nieces and nephews are yet to be identified at the time of writing this bio.
","ఏంజెల్ కొరియా బంధువుల గురించిః ఏంజెల్ కొరియా కుటుంబ జీవితానికి దూరంగా, అతని పూర్వీకులు మరియు కుటుంబ మూలాల గురించి పెద్దగా తెలియదు, ప్రత్యేకించి ఇది అతని తల్లి మరియు తల్లితండ్రులకు సంబంధించినది, అయితే అతని మామలు, అత్తమామలు, దాయాదులు, మేనకోడళ్ళు మరియు మేనల్లుళ్ళు ఇంకా వ్రాయబడలేదు.
"
"Accession to the Throne The identity of Cleopatra's mother is unknown, but she is generally believed to be Cleopatra V Tryphaena of Egypt, the sister or cousin and wife of Ptolemy XII Auletes, or possibly another Ptolemaic family member who was the daughter of Ptolemy X and Cleopatra Berenice III Philopator if Cleopatra V was not the daughter of Ptolemy X and Berenice III.
","క్లియోపాత్రా యొక్క తల్లిని గురించి ఏవిధమైన ఆధారాలు లేవు, కానీ ఆమె సాధారణంగా క్లియోపాత్రా V వ ట్రైఫైనా ఆఫ్ ఈజిప్ట్ గా, టోలెమి XII యొక్క సోదరి లేదా సహజన్మురాలు మరియు భార్య, లేదా క్లియోపాత్రా V టోలెమి X మరియు బెరేనిసు III ల కుమార్తె కాకపోతే ఇతర టోలెమి కుటుంబానికి చెందిన టోలెమి X మరియు క్లియోపాత్రా బెరేనిసు III ఫిలపాటర్ కుమార్తె గాని అయి ఉంటుందని నమ్ముతున్నారు.
"
"Accompanied by her stepmother and cousins, Addams sailed to Europe for a two-year tour in 1883.
","ఆమె సవతి మిత్రులు మరియు బంధువులతో కలిసి, 1883 లో రెండు సంవత్సరాల పర్యటన కోసం ఐరోపాకు యాడమ్స్ ప్రయాణించారు.
"
"According to Buddhist tradition, the disciple Devadatta was the Buddha's cousin and also brother to the Buddha's wife, Yasodhara.
","బౌద్ధ సంప్రదాయం ప్రకారం, శిష్యుడు దేవదాత బుద్ధుడి బంధువు మరియు బుద్ధుని భార్య యశోధరానికి కూడా సోదరుడు.
"
"According to Harrell Johnson's cousin, Lawanda Driskell, The Johnsons moved in with Driskell in April 2001.
","హారెల్ జాన్సన్ యొక్క బంధువు లాబాండా డ్రిసెల్ ప్రకారం, జాన్సన్లు ఏప్రిల్ 2001 లో డ్రిస్కెల్లో కలిసిపోయారు.
"
"According to Suetonius in his Life of Claudius, Messalina was Claudius's cousin (they wed around 39 or 40 A.D.) and third wife.
","క్లోడియస్ తన జీవితంలో సూటోనియస్ ప్రకారం, మెసాలినా క్లాడియస్ యొక్క బంధువు (వారు 39 లేదా 40 AD సమయంలో వివాహం చేసుకున్నారు) మరియు మూడవ భార్య.
"
"According to his account, Arthur has kept more with royal tradition and attended Eton College, following the footsteps of his second cousins, Princes William and Harry.
","తన ఖాతా ప్రకారం, ఆర్థర్ తన రెండవ దాయాదుల అడుగుజాడలను అనుసరించి రాజ సంప్రదాయంతో ఎక్కువ ఉంచాడు మరియు ఏటన్ కాలేజీలో చేరాడు, ప్రిన్సెస్ విలియం మరియు హ్యారీ .
"
"According to his account, Arthur has stuck with royal tradition and attended Eton College, following the footsteps of his second cousins, Princes William and Harry.
","తన ఖాతా ప్రకారం, ఆర్థర్ తన రెండవ దాయాదుల అడుగుజాడలను అనుసరించి రాజ సంప్రదాయంతో ఎక్కువ ఉంచాడు మరియు ఏటన్ కాలేజీలో చేరాడు, ప్రిన్సెస్ విలియం మరియు హ్యారీ .
"
"According to police, a 13-year-old cousin of Pallavi arrived at their house last week and was staying with them.
","గత వారం పల్లవికి వరుసకు సోదరి అయ్యే 13 ఏళ్ల బాలిక వారి ఇంటికి వచ్చి వారితో కలిసి ఉంటోంది.
"
"According to reports and 911 calls, Iverson threw his wife Tawanna out of their home then later, in a rage, went looking for her at his cousin's apartment.
","నివేదికలు మరియు 911 కాల్స్ ప్రకారం, ఇవెర్సన్ అతని భార్య తవాన్నను ఇంటికి బయట పెట్టాడు, ఆ తరువాత ఒక కోపంతో తన బంధువు అపార్ట్మెంట్లో ఆమెను చూసుకున్నాడు.
"
"According to the complainant, Sana Khan's cousin Naved Khan befriended a 15-year-old girl through social networking site Facebook and later proposed marriage to her.
","సనాఖాన్ మేనల్లుడు నవేద్ ఖాన్ కు సోషల్ మీడియా వెబ్ సైట్ ద్వారా 15 ఏళ్ల అమ్మాయి పరిచయమైందని, కొన్నాళ్ల తర్వాత అమ్మాయికి నవేద్ వివాహం చేసుకుందామని ప్రతిపాదించగా, ఆమె నిరాకరించినట్టు పోలీసులు వెల్లడించారు.
"
"According to the police, the two girls, aged 16 and 18, were killed by one of their paternal cousins.
","అక్కడ పోలీసులు తెలిపిన వివరాల ప్రకారం 16, 18 సంవత్సరాల వయస్సు గల ఇద్దరు బాలికలను వారి బంధువు చంపాడు.
"
"According to the story, once Haman had convinced King Ahasuerus to kill all the Jews in his realm, Queen Esther's cousin, Mordecai, told her of Haman's plans.
","ఈ కథనం ప్రకారం, హమాన్ రాజు అహష్వేరోషు తన రాజ్యంలో అన్ని యూదులను చంపడానికి ఒప్పించాడు ఒకసారి, ఎస్తేర్ యొక్క బంధువు మొర్దెకై, హామాను యొక్క ప్రణాళికలను ఆమెకు చెప్పాడు.
"
"According to wedding guest Ahmad Omid, whose second cousin was getting married, roughly 1,200 people were invited to the wedding.
","వివాహానికి మొత్తం 1,200 మంది అతిథులు హాజరయ్యారని వరుడికి సోదరడయ్యే అహ్మద్ ఓమిద్ అనే వ్యక్తి తెలియజేశారు.
"
"Accused Shekhar is getting married to the widow of his cousin on November 25.
","నిందితుడైన శేఖర్. . నవంబర్ 25న వితంతువైన మరదలిని పెళ్లి చేసుకోవాలని నిర్ణయించుకున్నాడు.
"
"Acrylics, made up of synthetic polymers, are their newer cousins used by painters in the modern era.
","సింథటిక్ పాలిమర్లతో తయారు చేయబడిన యాక్రిలిక్లు ఆధునిక యుగంలో చిత్రకారులచే ఉపయోగించిన వారి కొత్త దాయాదులు.
"
"Actor Emraan Hashmi and director Mohit Suri are his maternal cousins, while producer Mukesh Bhatt is his uncle.
","నటుడు ఎమ్రాన్ హష్మీ మరియు దర్శకుడు మోహిత్ సూరి ఆమె తండ్రి కోడలు కాగా, నిర్మాత ముఖేష్ భట్ ఆమె మామ.
"
"Actor Emraan Hashmi and film director Mohit Suri are her cousins, and she is niece of film producer Mukesh Bhatt.
","నటుడు ఎమ్రాన్ హష్మీ మరియు దర్శకుడు మోహిత్ సూరి ఆమె తండ్రి కోడలు కాగా, నిర్మాత ముఖేష్ భట్ ఆమె మామ.
"
"Actually, DeMarcus was LeVox's second cousin.
","డెమార్కస్ నిజానికి లెవోక్స్ యొక్క రెండవ బంధువు.
"
"Afghan President Ashraf Ghani's cousin assassinated in Kabul
","ఆఫ్ఘన్ అధ్యక్షుడి బంధువు దారుణ హత్యఆఫ్ఘన్ అధ్యక్షుడి బంధువు దారుణ హత్య - Afghanistan President's cousin shot dead in Kabul
"
"After 10 years in exile, he is still consumed by his jealousy and resentment for his cousin and arch enemy, Paravasu.
","ప్రవాసంలో 10 సంవత్సరాలు తర్వాత, అతను ఇప్పటికీ తన బంధువు మరియు వంపు శత్రువు, పరవాసు కోసం తన అసూయ మరియు ఆగ్రహంతో తింటారు.
"
"After Athalaric's death while still a child, Amalasuntha joined forces with the next closest heir to the throne, her cousin Theodahad or Theodad (sometimes called her husband in accounts of her rule).
","ఆతలారిక్ మరణించిన తరువాత, అమాలసుంతా సింహాసనానికి తదుపరి దగ్గరి వారసుడితో దళాలు చేరారు, ఆమె బంధువు థియోడాహాద్ లేదా థియోడాడ్ (కొన్నిసార్లు ఆమె భర్తగా ఆమె నియమ నిబంధనలలో పిలుస్తారు).
"
"After Boganda's death in a plane crash on 29 March 1959, his cousin, David Dacko, took control of MESAN and became the country's first president after the CAR had formally received independence from France.
","1959 మార్చి 29 న విమాన ప్రమాదంలో బోంగాడా మరణించిన తరువాత ఆయన బంధువు డేవిడ్ డాకో మేసన్ నియంత్రణను తీసుకుని సి. ఎ. ఆర్. ఫ్రాన్సు నుండి అధికారికంగా స్వాతంత్ర్యం పొందిన తరువాత దేశం మొట్టమొదటి అధ్యక్షుడు అయ్యాడు.
"
"After Einstein divorced his first wife, Mileva Maric, in 1919, he married his cousin, Elsa Lowenthal.
","ఐన్స్టీన్ తన మొదటి భార్య మిలేవా మారిక్ 1919 లో విడాకులు తీసుకున్న తరువాత, అతను తన బంధువు ఎల్సా లోవెన్తల్ (నీ ఐన్ స్టీన్) ను వివాహం చేసుకున్నాడు.
"
"After Louis VII divorced Eleanor of Aquitaine on grounds of consanguinity, he married Constance of Castile to whom he was more closely related, as they were second cousins.
","లూయిస్ VII అక్విటైన్ యొక్క ఎలినార్న్ను వివాహం చేసుకున్న తరువాత విడాకులు తీసుకున్న తరువాత, అతను క్యాస్టిలే యొక్క కాన్స్టాన్స్ను వివాహం చేసుకున్నాడు, వీరిద్దరికి అతను మరింత దగ్గరి సంబంధం కలిగి ఉన్నాడు, ఎందుకంటే వారు రెండవ దాయాదులు.
"
"After Tywin's murder, though, he returned to King's Landing, where he treated the news of his son's affair with his cousin Cersei Lannister and subsequent religious conversion with disgust.
","అయితే, టైవిన్ హత్య తరువాత, అతను కింగ్స్ ల్యాండింగ్కు తిరిగి వచ్చాడు, అక్కడ అతను తన కుమారుడు సెర్సీ లానిస్టర్తో తన కుమారుడి వ్యవహారం మరియు తదుపరి మత మార్పిడిని అసహ్యంతో చూసుకున్నాడు.
"
"After divorcing his first wife Mileva Maric in February of 1919, Einstein married his cousin Elsa Lowenthal a few months later.
","ఐన్స్టీన్ తన మొదటి భార్య మిలేవా మారిక్ 1919 లో విడాకులు తీసుకున్న తరువాత, అతను తన బంధువు ఎల్సా లోవెన్తల్ (నీ ఐన్ స్టీన్) ను వివాహం చేసుకున్నాడు.
"
"After graduating from Boston's MIT in 1894, Mahony (pronounced MAH-nee) returned to Chicago to work with her cousin, another MIT alumnus, Dwight Perkins (1867-1941).
","1894 లో బోస్టన్ యొక్క MIT నుండి పట్టా పొందిన తరువాత, మహోనీ (MAH-nee అని ఉచ్ఛరిస్తారు) తన బంధువు, మరొక MIT పూర్వ విద్యార్థి, డ్వైట్ పెర్కిన్స్ (1867-1941) తో కలిసి పని చేయడానికి చికాగోకు తిరిగి వచ్చింది.
"
"After he gone back to the States, his cousin had been shooting the indie classic director Gus Van Sant to my Own Private Idaho.
","అతను స్టేట్స్కు తిరిగి వచ్చిన తరువాత, అతని సోదరుడు ఇండీ క్లాసిక్ షూటింగ్లో ఉన్నాడు నా స్వంత ప్రైవేట్ ఇడాహో దర్శకుడు గుస్ వాన్ సంత్ తో.
"
"After his cousin was shot, D.L. Hughley turned his life around, got a GED and a job and, after prompting by his wife, LaDonna, tried his hand at stand-up comedy.
","అతని బంధువు కాల్చి చంపిన తరువాత, DL హ్యూగ్లీ తన జీవితాన్ని మారి, GED మరియు ఉద్యోగం పొందాడు మరియు తన భార్య లాడొన్నాతో తన స్టాండ్ అప్ కామెడీలో ప్రయత్నించాడు.
"
"After his cousin was shot, Hughley turned his life around, got a GED and a job and, after prompting by his wife, LaDonna, tried his hand at stand-up comedy.
","అతని బంధువు కాల్చి చంపిన తరువాత, DL హ్యూగ్లీ తన జీవితాన్ని మారి, GED మరియు ఉద్యోగం పొందాడు మరియు తన భార్య లాడొన్నాతో తన స్టాండ్ అప్ కామెడీలో ప్రయత్నించాడు.
"
"After only a few generations, the tangle was completely entangled, creating numerous quarrels between relatives, cousins, nephews and uncles of the Rurik dynasty.
","కొన్ని తరాల తరువాత, చిక్కు పూర్తిగా చిక్కుకుంది, బంధువులు, బంధువుల, మేనల్లుళ్ళు మరియు రూరిక్ రాజవంశం యొక్క పినతండ్రుల మధ్య అనేక కలహాలు పెరగడం .
"
"After standing in line for an hour, Bianca and her cousins take their seats on the ride.
","ఒక గంట పాటు నిలబడి, బియాకా మరియు ఆమె దాయాదులు రైడ్ లో తమ సీట్లు తీసుకుంటారు.
"
"After the marriage of her sister with Elenor, the couple left the show and another cousin, Edward Patten, and Langston George joined the group.
","ఎలెనర్తో ఆమె సోదరి వివాహం తరువాత, ఈ జంట ప్రదర్శన నుండి నిష్క్రమించారు, మరియు మరొక కజిన్, ఎడ్వర్డ్ పాటన్ మరియు లాంగ్స్టన్ జార్జ్ ఈ బృందంలో చేరారు.
"
"After the marriage of her sister with Elenor, the couple left the show, and another cousin, Edward Patten, and Langston George joined the group.
","ఎలెనర్తో ఆమె సోదరి వివాహం తరువాత, ఈ జంట ప్రదర్శన నుండి నిష్క్రమించారు, మరియు మరొక కజిన్, ఎడ్వర్డ్ పాటన్ మరియు లాంగ్స్టన్ జార్జ్ ఈ బృందంలో చేరారు.
"
"After the short reign of Abu Bakr, there were two morecaliph, traditionally called righteous, until in 661 the ruler of the entire Islamic world was finally elected Ali ibn Abu Talib, cousin and brother-in-law of the Prophet Muhammad himself, father of the future Imam Hussein.
","అబూబక్ర్ యొక్క ఒక చిన్న పాలన తర్వాత సంప్రదాయకంగా న్యాయంగా సూచిస్తారు మతనాయకుడు యొక్క రెండు కంటే ఉండగా 661 లో ఇస్లామిక్ లోకాధికారి, చివరకు ఎన్నికయ్యారు ఆలీ ఇబ్న్ అబి తాలిబ్, ప్రవక్త ముహమ్మద్, ఇమామ్ హుస్సేన్ యొక్క భవిష్యత్తు తండ్రి చట్టం బంధువు మరియు కుమారుడు.
"
"After they retire to their bedrooms, Officer Lescaut arrives at the inn to meet his cousin, Manon, who is leaving her family home for the first time in order to join a convent.
","వారు తమ బెడ్ రూంలకు పదవీ విరమణ చేసిన తరువాత ఆఫీసర్ లెస్కౌట్ తన బంధువు మానోన్ను కలుసుకోవడానికి సత్రంలో చేరుకుంటాడు, ఆమె కాన్వాన్లో చేరడానికి మొదటిసారిగా ఆమె ఇంటికి వెళ్లిపోతారు.
"
"After two decades of movies, her best-known films are still arguably The Blue Lagoon (1980), which included a number of nude scenes between teenage cousins on a deserted island (Shields later testified before a U.S. Congressional inquiry that older body doubles were used in some of them), and Endless Love (1981).
","రెండు దశాబ్దాలు చిత్రాలు చేసిన తర్వాత, ఆమె ఉత్తమమైన చిత్రంగా ఇంకనూఎండ్లెస్స్ లవ్ (1981) మరియు ది బ్లూ లగూన్ (1980) అని బల్లగుద్ది చెపుతారు, ఇందులో యుక్తవయసులోని ప్రేమికుల మధ్య ఉష్ణమండల ద్వీపంలో అనేక నగ్న సన్నివేశాలను ఉన్నాయి (షీల్డ్స్ తరువాత ఒక U. S. సభా విచారణ ముందు పెద్ద వయసు ఉన్నట్టు నకలును చూపించే వాటిని కొన్నింటిలో వాడినట్లు సాక్ష్యం చెప్పారు) MPAA ఆరంభంలో ఎండ్లెస్స్ లవ్కు X రేటింగ్ ఇచ్చింది.
"
"Again and interestingly, Edouard Mendy is a cousin to Ferland Mendy who at the time of writing, plays for Real Madrid and the national team of France.
","మళ్ళీ మరియు ఆసక్తికరంగా, ఎడ్వర్డ్ మెండికి బంధువు ఫెర్లాండ్ మెండి ఎవరు రాసే సమయంలో, రియల్ మాడ్రిడ్ మరియు ఫ్రాన్స్ జాతీయ జట్టు కోసం ఆడతారు.
"
"Ahmad Omid, a survivor, mentioned about 1,200 friends had been invited to the marriage of his father's cousin.
","వివాహానికి మొత్తం 1,200 మంది అతిథులు హాజరయ్యారని వరుడికి సోదరడయ్యే అహ్మద్ ఓమిద్ అనే వ్యక్తి తెలియజేశారు.
"
"Ahmad Omid, a survivor, said about 1,200 guests had been invited to the wedding of his father's cousin.
","వివాహానికి మొత్తం 1,200 మంది అతిథులు హాజరయ్యారని వరుడికి సోదరడయ్యే అహ్మద్ ఓమిద్ అనే వ్యక్తి తెలియజేశారు.
"
"Ali Ibn Abi Talib, the cousin and son in
","అలీ ఇబ్న్ అబీ తాలిబ్, తండ్రి తరపున సోదరుడు (paternal cousin)
"
"Alice, where's my cousin Harry?
","'ఆలిస్, నా కజిన్ హ్యారీ ఎక్కడ?
"
"All family members; his mum, dad, brother, sister, cousin, uncle, nephew niece, etc) pictured below are willing to do anything to protect their loved ones.
","కుటుంబ సభ్యులందరూ; అతని మమ్, నాన్న, సోదరుడు, సోదరి, కజిన్, మామ, మేనల్లుడు మేనకోడలు మొదలైనవి) క్రింద చిత్రీకరించిన వారు తమ ప్రియమైన వారిని రక్షించడానికి ఏదైనా చేయటానికి సిద్ధంగా ఉన్నారు.
"
"All of these marine reptiles went extinct 65 million years ago, along with their terrestrial dinosaur and pterosaur cousins, in the wake of the K/T meteor impact.
","ఈ సముద్రపు సరీసృపాలు అన్నింటినీ 65 మిలియన్ సంవత్సరాల క్రితమే కనుమరుగయ్యాయి, వాటి భూగోళ డైనోసార్ మరియు తెరుచుకున్న బంధువులతో పాటు, K / T ఉల్క ప్రభావాన్ని నేపథ్యంలో.
"
"All swans belong to the bird family Anatidae, along with geese and ducks, but swans will never be confused for their smaller cousins.
","అన్ని స్వాన్స్ పక్షి కుటుంబానికి చెందుతుంది, వీటితో పాటు బాతులు మరియు బాతులు ఉన్నాయి, కానీ అవి వారి చిన్న బంధువులకు ఎన్నటికీ అయోమయం చెందవు.
"
"Allegedly, his third wife was his first cousin once removed and 13 at the time of marriage (with Lewis being 22).
","ఆరోపణలు వచ్చినప్పుడు, అతని మూడవ భార్య అతని తొలి బంధువు ఒకసారి తొలగించబడింది మరియు 13 వివాహ సమయంలో (లెవిస్ 22 ఉండగా).
"
"Allu Arjun, who is Niharika's cousin, attended the ceremony with his wife Sneha and the following day, the couple took the top spot on the list of trends.
","నిహారికా బంధువు అయిన అల్లు అర్జున్ తన భార్య స్నేహతో కలిసి ఈ కార్యక్రమానికి హాజరయ్యారు మరియు మరుసటి రోజు, ఈ జంట ఫోటో ట్రెండింగ్ జాబితాలో అగ్రస్థానంలో నిలిచింది.
"
"Allu Arjun, who's Niharika's cousin, attended the ceremony together with his spouse Sneha and the next day, the couple took the highest spot on the checklist of tendencies.
","నిహారికా బంధువు అయిన అల్లు అర్జున్ తన భార్య స్నేహతో కలిసి ఈ కార్యక్రమానికి హాజరయ్యారు మరియు మరుసటి రోజు, ఈ జంట ఫోటో ట్రెండింగ్ జాబితాలో అగ్రస్థానంలో నిలిచింది.
"
"Also known as the lesser anteater--to distinguish it from its better-known cousin, the greater anteater - the southern tamandua is every bit as stinky as a skunk, and (depending on your inclinations) a lot less pleasant to look at, too.
","ఇది బాగా తెలిసిన కజిన్ నుండి వేరుచేయడానికి, చిన్న తైలకం నుండి పెద్దదిగా చెప్పవచ్చు-దక్షిణ తాండంవా ప్రతి బిట్ ఒక స్కన్క్ వంటి స్టింకీగా ఉంటుంది, మరియు (మీ కోరికలను బట్టి) చాలా తక్కువ ఆహ్లాదకరంగా చూడండి .
"
"Also known as the lesser anteater-to distinguish it from its better-known cousin, the greater anteater - the southern tamandua is every bit as stinky as a skunk, and (depending on your inclinations) a lot less pleasant to look at, too.
","ఇది బాగా తెలిసిన కజిన్ నుండి వేరుచేయడానికి, చిన్న తైలకం నుండి పెద్దదిగా చెప్పవచ్చు-దక్షిణ తాండంవా ప్రతి బిట్ ఒక స్కన్క్ వంటి స్టింకీగా ఉంటుంది, మరియు (మీ కోరికలను బట్టి) చాలా తక్కువ ఆహ్లాదకరంగా చూడండి .
"
"Although it feels like a cousin of the great PS4 unique Marvel's Spider-Man, Marvel's Avengers is in actual fact competing in a complete completely different bracket.
","ఇది అద్భుతమైన PS4- ఎక్స్క్లూజివ్ మార్వెల్ యొక్క స్పైడర్ మ్యాన్కు బంధువులా అనిపించినప్పటికీ, మార్వెల్ యొక్క ఎవెంజర్స్ వాస్తవానికి పూర్తిగా భిన్నమైన పరిధిలో పోటీ పడుతోంది.
"
"Although not as bright as their larger cousins, both units on display were capable of projecting a solid 27-inch image in a darkened room setting.
","వారి పెద్ద బంధువుల వలె ప్రకాశవంతమైనది కాకపోయినప్పటికీ, రెండు యూనిట్లు ప్రదర్శనలో ఒక చీకటి గది అమరికలో ఒక ఘన 27 అంగుళాల ఇమేజ్ని ప్రదర్శించగల సామర్థ్యాన్ని కలిగి ఉన్నాయి.
"
"Although tight-lipped about the exact capabilities of the new device at the time, the article made clear that Sony would be delivering a fundamental change in the gaming experience for users - a real step up from the PS4 or it's Slim and Pro cousins.
","ఆ సమయంలో క్రొత్త పరికరం యొక్క ఖచ్చితమైన సామర్ధ్యాల గురించి గట్టిగా చెప్పినప్పటికీ, వినియోగదారులకు గేమింగ్ అనుభవంలో సోనీ ఒక ప్రాథమిక మార్పును అందిస్తుందని వ్యాసం స్పష్టం చేసింది - ఇది PS4 నుండి నిజమైన అడుగు లేదా ఇది స్లిమ్ మరియు ప్రో కజిన్స్.
"
"Although tight-lipped about the exact capabilities of the new device, the article made clear that Sony would be delivering a fundamental change in the gaming experience for users - a real step up from the PS4 or it's Slim and Pro cousins.
","ఆ సమయంలో క్రొత్త పరికరం యొక్క ఖచ్చితమైన సామర్ధ్యాల గురించి గట్టిగా చెప్పినప్పటికీ, వినియోగదారులకు గేమింగ్ అనుభవంలో సోనీ ఒక ప్రాథమిక మార్పును అందిస్తుందని వ్యాసం స్పష్టం చేసింది - ఇది PS4 నుండి నిజమైన అడుగు లేదా ఇది స్లిమ్ మరియు ప్రో కజిన్స్.
"
"Amalasuntha's cousins thus included the warring sons of Clovis and Clovis' daughter, also named Clotilde, who married Amalasuntha's half-nephew, Amalaric of the Goths.
","అమాలసున్తా యొక్క దాయాదులలో క్లోవిస్ మరియు క్లోవిస్ కుమార్తె యొక్క కుమారులు ఉన్నారు, అంతేకాక క్లాత్లెద్ అనే పేరు పెట్టారు, అతను అమాలసుణ్ యొక్క సగం మేనల్లుడు, గోథ్స్ యొక్క అమలారిక్ను వివాహం చేసుకున్నాడు.
"
"Amarendra, with the help of Devasena's cousin, Kumara Varma, is able to nullify the attack and save Kuntala.
","అమరేంద్ర, దేవసేన యొక్క తల్లితండ్రుడైన కుమార వర్మ (సుబ్బరాజు) సహాయంతో దాడిని రద్దు చేయటానికి మరియు కుంటాలాను రక్షించగలడు.
"
"Ambrose rookwood, a young, rich head of an old household and first cousin of robert keyes, became the eleventh main plotter when he joined licensing on september 29th, allowing the conspirators access to his large stable.
","పాత గృహ యువకుడిగా మరియు రాబర్ట్ కీస్ యొక్క మొదటి బంధువు అయిన ఆంబ్రోస్ రూక్వుడ్ సెప్టెంబరు 29 న చేరినప్పుడు పదకొండవ ముఖ్య భాగము అయ్యాడు, కుట్రదారులు అతని పెద్ద స్థిరంగా ఉండటానికి అనుమతించారు.
"
"Amir Khan's first notable leading role came in 1988 in the film Qayamat Se Qayamat Tak which was directed by his cousin and Nasir Hussain's son Mansoor Khan.
","ఖాన్ మొదటిసారిగా గుర్తించదగిన ప్రధాన పాత్ర చేసిన సినిమా 1988 లోని కయామత్ సే కయామత్ తక్ , దీనిని అతని సజన్ముడు మరియు నాసిర్ హుస్సేన్ కుమారుడు అయిన మన్సూర్ ఖాన్ దర్శకత్వం వహించారు.
"
"Amongst the members of Ksay's family was a brother named Zuhra, an uncle named Taym, a cousin named Makhzum, and several other cousins who were not as close to him as other members of his family.
","Ksay కుటుంబ సభ్యుల ఒక సోదరుడు Zuhra, Taym అనే పినతండ్రి Makhzum అనే బంధువు మరియు తన కుటుంబం యొక్క ఇతర సభ్యులు అతనికి సన్నిహితంగా ఉన్న అనేక ఇతర దాయాదులు పేరు.
"
"An emperor with mixed reviews, Elagabalus' cousin Caracalla (April 4, 188 - April 8, 217) ruled for only 5 years.
","మిశ్రమ సమీక్షలతో కూడిన చక్రవర్తి, ఎగగబలస్ యొక్క కజిన్ కరాచల్లా (ఏప్రిల్ 4, 188 - ఏప్రిల్ 8, 217) 5 సంవత్సరాలు మాత్రమే పరిపాలించారు.
"
"And life will be brighter Rajeshwari, Vikram's mother, was a sub-collector and her brother, Thiagarajan is an established director-actor in the Tamil film industry; with his son, actor Prashanth, being Vikram's first cousin.
","విక్రమ్ తల్లి రాజేశ్వరి, సబ్ కలెక్టర్ మరియు ఆమె సోదరుడు, త్యాగరాజన్ తమిళ చిత్ర పరిశ్రమలో స్థిరపడిన దర్శకుడు-నటుడు; అతని కుమారుడు, నటుడు ప్రశాంత్, విక్రమ్ యొక్క మొదటి కజిన్.
"
"And she aspires to be like her cousin Superman, so from the pilot episode on - in which she literally flew into action to save a Boeing 777 from crashing to the ground - she's been proactive about this hero business.
","మరియు ఆమె తన కజిన్ సూపర్మ్యాన్ లాగా ఉండాలని కోరుకుంటుంది, కాబట్టి పైలట్ ఎపిసోడ్ నుండి - దీనిలో ఆమె బోయింగ్ 777 నేలను క్రాష్ చేయకుండా కాపాడటానికి చర్య తీసుకుంది - ఆమె ఈ హీరో వ్యాపారం గురించి చురుకుగా ఉంది.
"
"And the cousin, too.
","అలాగే cousin కూడా.
"
"And the door was opened for us, and there I saw the two cousins, Jesus, Mary's son and John, Zachariah's son.
","', సమాధానం మరియు తలుపు మాకు తెరిచారు, మరియు అక్కడ నేను రెండు దాయాదులు, యేసు, మేరీ కుమారుడు మరియు జాన్, Zachariah కుమారుడు చూసిన.
"
"And the reality is that in most cases cousins and uncles really aren't going to play a role in an admissions decision (with the possible exception of a relative who is a million dollar donor, although you won't find colleges admitting the crass financial reality of some admission decisions).
","వాస్తవానికి, చాలా సందర్భాల్లో దాయాదులు మరియు పినతండ్రులు నిజంగా ఒక దరఖాస్తు నిర్ణయంలో పాత్రను పోషిస్తున్నారు కాదు (ఒక మిలియన్ డాలర్ల దాత అయిన బంధువు యొక్క మినహా మినహాయింపుతో, మీరు కొలస్ ఆర్థిక కొన్ని ప్రవేశ నిర్ణయాలు వాస్తవికత).
"
"And then Jerry Lee Lewis married his 13 year old cousin.
","జెర్రీ లీ లూయిస్ అతని 13 ఏళ్ల కజిన్ ను వివాహం చేసుకున్నాడు
"
"And while it may not be as dangerous as its cousins, the B, and C virus, it is, nevertheless, quite dangerous as it causes vomiting, stomach pain, jaundice, fever, and sometimes even liver failure and death.
","ఇది దాని కసిన్స్ B మరియు C వైరస్ అంత ప్రమాదకరమైనది కాకపోయినా, వాంతులు, కడుపు నొప్పి, కామెర్లు, జ్వరం మరియు కొన్నిసార్లు కాలేయ వైఫల్యం మరియు మరణం వంటివి కలిగించేటటువంటి ప్రమాదకరమైనవి.
"
"And yet, despite the fact that nearly every person on the planet has personal experience with mosquitoes, many people can't tell the difference between mosquitoes and their harmless cousins.
","మరియు ఇంకా, గ్రహం మీద దాదాపు ప్రతి వ్యక్తి దోమల వ్యక్తిగత అనుభవం ఉంది వాస్తవం ఉన్నప్పటికీ, చాలా మంది దోమలు మరియు వారి హాని లేని బంధువుల మధ్య వ్యత్యాసం చెప్పలేదు.
"
"And yet, despite the fact that nearly every person on the planet has up close and personal experience with mosquitoes, many people can't tell the difference between mosquitoes and their other, harmless cousins.
","మరియు ఇంకా, గ్రహం మీద దాదాపు ప్రతి వ్యక్తి దోమల వ్యక్తిగత అనుభవం ఉంది వాస్తవం ఉన్నప్పటికీ, చాలా మంది దోమలు మరియు వారి హాని లేని బంధువుల మధ్య వ్యత్యాసం చెప్పలేదు.
"
"Anne Boleyn returned to England in 1522 for her arranged marriage to a Butler cousin, which would have ended a dispute over the Earldom of Ormond.
","అన్నే బోలీన్ 1522 లో ఇంగ్లండ్కు బట్లర్ బంధువుతో ఏర్పాటు చేసుకున్న పెళ్ళికి తిరిగి వచ్చాడు, అది అర్ల్ండ్ యొక్క అర్ల్మాండ్పై వివాదం ముగిసింది.
"
