eng_Latn,hin_Deva
"Actor Sanjay Kapoor shared a picture of his daughter Shanaya twinning with her cousin Khushi Kapoor in a black and white dress.
","संजय कपूर की बेटी शनाया कपूर ने इंस्टाग्राम पर अपना फोटोशूट शेयर किया है, जिसमें वो व्हाइट बिकिनी में कातिलाना पोज देती दिख रही हैं.
"
"Names of Tyagi's three cousins Julie, Docsa and Sandeep Tyagi have also figured in reports suggesting that they had also a role to play in clinching the deal.
","हेलीकॉप्टर घोटाले से जुड़ी उन खबरों में त्यागी के तीन रिश्तेदारों- जूली, डॉक्सा और संदीप त्यागी के नाम सामने आए हैं जिनमें कहा गया कि करार तय कराने में इन तीनों की भी भूमिका रही थी।
"
"He was my cousin Sameer Arya's neighbour and a close buddy.
","वह मेरे कजिन समीर आर्या के पडोसी हैं और मेरे काफी अच्छे दोस्त भी हैं।
"
"Akshay is son of Shivpal Yadav's estranged cousin Ram Gopal Yadav.
","अक्षय यादव सपा महासचिव रामगोपाल यादव के बेटे हैं.
"
"As per the police, the accused, who is the victim's cousin's friend, also circulated obscene photos of the girl on social media.
","पुलिस के अनुसार, आरोपी ने सोशल मीडिया पर लड़की की अश्लील तस्वीरें भी डाली थीं।
"
"I remember playing it during my school days with friends, family and cousins.
","मुझे अपने स्कूल के दिनों में दोस्तों, परिवार और चचेरे भाइयों के साथ खेलना याद है।
"
"Haidar said he took his cousin and a child who was on thebus to a local hospital.
","'' हैदर ने कहा कि उन्होंने बस में सवार अपने भतीजे और एक बच्चे को स्थानीय अस्पताल में भर्ती कराया।
"
"“I am your cousin.
","” “मैं आपके भतीजे की अभागिनी ख्री हैँ ।
"
"The two were also the talk of the town when Ranbir's cousin Kareena Kapoor hinted about their romance on Karan Johar's chat show 'Koffee With Karan'.
","यहां तक कि शो 'कॉफी विद करण' में रणबीर की कज़िन-ऐक्ट्रेस करीना कपूर ने खुलेआम इनके रिश्ते की बात कही थी।
"
"Maharashtra BJP chief Chandrakant Patil and Ms Munde's cousin, party colleague Poonam Mahajan, have denied reports she will quit, calling such reports baseless.
","पंकजा मुंडे के पार्टी छोड़ने की खबरों को महाराष्ट्र बीजेपी प्रमुख चंद्रकांत पाटिल ने किया खारिज, कहा-ये खबरें निराधार
"
"After that we headed to my cousin's house.
","इसके बाद हम लोग भी नानी के घर चले गए।
"
"His paternal Uncle Venkatesh and his maternal cousin Naga Chaitanya are also actors in Telugu Cinema with Venkatesh being one of the Telugu superstars.
","उनके चाचा वेंकटेश और नागा चैतन्य तेलगु सिनेमा के सफल अभिनेतायोँ में से एक हैं।
"
"Shanaya, who reportedly has aspirations of becoming an actress, is currently working as an assistant director in the upcoming biopic ‘ Gunjan Saxena: The Kargil Girl ’, which stars her cousin Janhvi Kapoor in the lead role.
","शनाया जल्द ही बॉलीवुड में डेब्यू करने वाली हैं, लेकिन फिलहाल वे अपने कजिन जाहन्वी कपूर की फिल्म ‘गुंजन सक्सेना: द करगिल गर्ल’ में बतौर असिसटेंट डायरेक्टर काम कर रही हैं.
"
"When cousin and former Deputy CM Ajit Pawar arrived, he smiled at Supriya, greeted her warmly, shook hands and then hugged her, who reciprocated in equal measure and even bent down to touch his feet.
","पूर्व उप मुख्यमंत्री अजित पवार जब विधानसभा में पहुंचे तो वह सुप्रिया सुले को देखकर मुस्कुराये, उनका गर्मजोशी से स्वागत किया, उनसे हाथ मिलाया और फिर उन्हें गले लगाया।
"
"On Christmas eve, Ram Charan, his wife Upasana Kamineni, Allu Arjun, Niharika Konidela and their cousins were together.
","आपको बता दें कि क्रिसमस पर राम चरण, उनकी पत्नी उपासना कामिनेनी, अल्लू अर्जुन, निहारिका कोनिडेला और उनके चचेरे भाइयों ने एक साथ जश्न मनाया था।
"
"Aishwarya Rai Bachchan recently attended her cousin's wedding with her husband Abhishek Bachchan, daughter Aaradhya Bachchan and mother Vrinda Rai.
","इस दौरान एश्वर्या अपने पति अभिषेक बच्चन, पुत्री आराध्या, मां वृंदा राय के साथ समारोह में पहुंची।
"
"She is your cousin.
","तेरो ही तो बहिन है।
"
"Ranbir Kapoor, Kareena Kapoor Khan and Karisma Kapoor are his cousins.
","बता दें कि कृष्णा कपूर के पोते-पोतियां करीना कपूर खान, करिश्मा कपूर खान और रनबीर कपूर आते हैं जबकि उनके परपोते समायरा, कियान और तैमूर अली खान हैं।
"
"Both of them were cousins.
","दोनों आपस में चाचा-भतीजा थे।
"
"Apart from Tyagi, the investigating agency also arrested his cousin Sanjiv alias Julie Tyagi and Delhi-based lawyer Gautam Khaitan.
","त्‍यागी के अलावा गौतम खेतान और दिल्‍ली के वकील संजीव त्‍यागी उर्फ जूली त्‍यागी को भी गिरफ्तार कर लिया है।
"
"The son of Muhammad’s uncle Abu Talib, Ali married his cousin Fatima, the daughter of the prophet Muham- mad and Khadija.
","फ़ातिमी अपने को पैग़म्बर मुहम्मद की बेटी फ़ातिमा और उनके पति अली इब्न अबी तालिब का वंशज मानते थे।
"
"New Delhi: Actress Kareena Kapoor Khan shared a cute pic of son Taimur Ali Khan on her cousin Armaan Jain's birthday.
","नई दिल्ली: बॉलीवुड की हरदिल अजीज अदाकारा करीना कपूर खान ने अपने नन्हें बेटे तैमूर अली खान का निक नेम रखा है.
"
"Lok Janshakti Party (LJP) MP Prince Raj, a cousin of Chirag Paswan, has been accused of rape in an FIR filed in Delhi on the complaint of a woman.
","एलजेपी सांसद प्रिंस राज पर एक लड़की ने दुष्कर्म के मामले में आरोप लगाया है.
"
"Pictures of Aaradhya with her cousin Navya Naveli (Shweta Bachchan Nanda's daughter) were shared by Amitabh Bachchan.
","नव्या नवेली ने अपने मामा अभिषेक बच्चन के साथ भी एक फोटो शेयर की है.
"
"An FIR has been registered against the two women under IPC sections 306 (abetment of suicide) and 34 (common intention) on the basis of a complaint submitted by his cousin, said police.
","तीनों आरोपियों के खिलाफ आईपीसी की धारा 306 (आत्महत्या के लिए उकसाना) और धारा 34 (सामान्य इरादा) के तहत मामला दर्ज किया गया है.
"
"Muhammad had married off his daughter Fatima to his cousin Ali.
","पैगंबर मोहम्मद की बेटी फातिमा की शादी अली से हुई थी।
"
"An FIR has been lodged against NCP leader Dhananjay Munde for allegedly making obscene comments against his estranged cousin and Maharashtra minister Pankaja Munde.
","भाजपा नेता और महाराष्ट्र की मंत्री पंकजा मुंडे के खिलाफ आपत्तिजनक टिप्पणी को लेकर एनसीपी नेता धनंजय मुंडे के खिलाफ मामला दर्ज किया गया है।
"
"Addressing a press conference, Varun Gandhi's cousin Congress president Rahul Gandhi congratulated Prime Minister Narendra Modi and wished his party all the best.
","कांग्रेस अध्यक्ष राहुल गाँधी ने प्रेस कॉन्फ्रेंस कर प्रधानमंत्री नरेंद्र मोदी और भाजपा को बधाई दी।
"
"Shraddha Kapoor jetted off to the Maldives to attend cousin Priyaank Sharma and Shaza's wedding bash.
","श्रद्धा मालदीव में अपने कजिन प्रियांक शर्मा और शजा मोरानी की प्री-वेडिंग पार्टी अटेंड करने पहुंचीं हैं.
"
"In the video, Neetu Kapoor, Ranbir Kapoor along with his girlfriend Alia Bhatt, husband Bharat Sahni, cousins Aadar and Armaan Jain with Anisa Malhotra are seen.
","इस वीडियो में रणबीर कपूर और आलिया भट्ट अपने दोस्त अयान मुखर्जी के साथ नजर आ रहे हैं।
"
"NCP chief Sharad Pawar, senior Congress leaders Ahmed Patel and Mallikarjun Kharge, Madhya Pradesh Chief Minister Kamal Nath, Devendra Fadnavis, Ajit Pawar and his cousin and MP Supriya Sule, DMK leader MK Stalin attended the mega event.
","शपथ ग्रहण समारोह में राकांपा प्रमुख शरद पवार एवं पार्टी नेता अजित पवार और सुप्रिया सुले, कांग्रेस के वरिष्ठ नेता अहमद पटेल, केसी वेणुगोपाल और मल्लिकार्जुन खड़गे, मध्य प्रदेश के मुख्यमंत्री कमलनाथ, मनसे प्रमुख राज ठाकरे, द्रमुक नेता एमके स्टालिन और कई अन्य नेता मौजूद थे।
"
"A trip with friends or cousins will give you immense joy.
","मित्रों या परिवार के सदस्यों के साथ मौज-मस्ती भरी यात्रा आपको सुकून देगी।
"
"Both films were produced by his uncle Nassir Hussain and directed by his cousin Mansoor Khan.
","दोनों ही फिल्मों को नासिर हुसैन (Nasir Hussain) ने डायरेक्ट किया था।
"
"Aryan's cousins and Shah Rukh Khan fans wished him on social media.
","उनके जन्मदिन पर आर्यन के कजिन और शाहरुख खान के फैंस ने सोशल मीडिया पर विश किया है.
"
"Farhan Akhtar and Zoya Akhtar are Farah's cousins.
","इसके अलावा फरहान अख्‍तर और जोया अख्‍तर फराह के कजिन्‍स हैं।
"
"CBI had registered a case against Tyagi along with 13 others including his cousins and European middlemen in the case.
","सीबीआई ने इस मामले में त्यागी समेत 13 अन्य लोगों के खिलाफ मामला दर्ज किया था।
"
"The cousins informed the family members about the incident.
","ससुराल वालों घटना की सूचना मायके पक्ष को दी।
"
"CBI had registered a case against Tyagi along with 13 others including his cousins and European middlemen in the case.
","सीबीआई ने त्यागी और उनके रिश्तेदारों एवं यूरोपीय बिचलौयिों समेत 13 अन्य लोगों के खिलाफ मामला दर्ज किया था।
"
"Sushant's cousin revealed that the actor was to get married soon, while talking to the news channel IndiaTV.
","सुशांत के रिश्तेदार ने इंडिया टीवी से बातचीत में कहा कि वह जल्द शादी करने वाले थे।
"
"One of the accused is the victim’s cousin.
","आरोपियों में एक पीड़ित का रिश्ते का चाचा भी है।
"
"CBI has registered case against former IAF chief SP Tyagi along with 13 others including his cousins and European middlemen in the case.
","सीबीआई द्वारा पूर्व वायुसेना प्रमुख एसपी त्यागी और उनके रिश्तेदारों सहित 13 अन्य के खिलाफ मामला दर्ज किया गया है.
"
"His cousin and Congress President Rahul Gandhi is the MP from Amethi.
","अमेठी से वर्तमान में उनके धुरविरोधी कांग्रेस अध्यक्ष राहुल गांधी सांसद हैं।
"
"Bollywood actress Alia Bhatt attended boyfriend Ranbir Kapoor's cousin Armaan Jain's birthday party along with him and Karisma Kapoor.
","बर्थडे पार्टी में बॉलीवुड अदाकारा और रणबीर कपूर की गर्लफ्रेंड आलिया भट्ट भी नजर आईं।
"
"In attendance was Sonam's family including father Anil Kapoor, brother Harshvardhan Kapoor, cousins Arjun, Janhvi, Khushi, Anshula and Shanaya.
","पिता अनिल कपूर, मां सुनीता कूपर, हर्षवर्धन कपूर, अर्जुन कपूर, संजय कपूर, बोनी कपूर उनकी बेटियां जाह्नवी और खुशी कपूर के अलावा मोहित मारवाह और परिवार के कई अन्य सदस्य इस दौरान मौजूद रहे।
"
"His cousin Kareena Kapoor Khan was also present with husband Saif Ali Khan.
","करीना के साथ उनके पति सैफ अली खान भी मौजूद थे।
"
"However, Kareena’s husband and actor Saif Ali Khan, sister Karisma Kapoor, and cousin Ranbir Kapoor were missing in the pictures.
","हालांकि इस तस्वीर में सैफ अली खान और करीना कपूर खान भी नजर आए.
"
"Kareena, on Instagram, shared a throwback unseen picture with her sister Karisma Kapoor, cousins Riddhima Kapoor Sahni and Ranbir Kapoor.
","रिया कपूर की ननद करिश्मा बूलानी ने अपने नई नवेली भाभी और परिवालवालों के साथ एक फोटो अपने इंस्टाग्राम पर शेयर की है।
"
"Arjun Kapoor, who is quite active on social media, often uses his accounts to treat fans to his old photos with cousins and relatives.
","बॉलीवुड अभिनेता अर्जुन कपूर (Arjun Kapoor) सोशल मीडिया पर काफी एक्टिव रहते हैं और अक्सर अपने फैन्स के लिए फोटोज और वीडियोज साझा करते रहते हैं।
"
"Arti Singh is the niece of actor Govinda, sister of Comedian Krushna Abhishek and cousin of television actress Ragini Khanna.
","- टीवी एक्ट्रेस रागिनी खन्ना और एक्टर-कॉमेडियन कृष्णा अभिषेक एक्टर गोविंदा के भांजे-भांजी हैं।
"
"""Amit, a cousin of Deepika, a daughter of badminton ace Prakash Padukone, said it has been a """"magical week, steeped purely in love"""" for the family.""
","अपने समय के महान बैडमिंटन खिलाड़ी प्रकाश पादुकोण की बेटी दीपिका के एक रिश्तेदार अमित ने कहा कि परिवार के लिए पूरा हफ्ता प्रेम में डूबा हुआ और जादुई रहा है.
"
"Both of them were cousins.
","वो दोनों आपस में मियाँ-बीवी थे।
"
"At the time, Mohammed bin Salman was named deputy crown prince — behind his cousin Mohammed bin Nayef — and defence minister.
","मुहम्मद बिन सलमान वर्तमान समय में देश के रक्षामंत्री और उप युवराज हैं, जबकि उनके भतीजे मोहम्मद बिन नायफ़ युवराज हैं।
"
"Both of them were cousins.
","ये दोनो मामा-भाणजे थे।
"
"Shraddha Kapoor's cousin Priyaank Sharma veteran actress, Padmini Kolhapure’s son tied the knot with his longtime girlfriend Shaza Morani.
","बॉलीवुड तड़का टीम. एक्ट्रेस श्रद्धा कपूर के कजिन और बीते जमाने की एक्ट्रेस पद्मिनी कोल्हापुरे के बेटे प्रियांक शर्मा ने मालदीव में अपनी गर्लफ्रेंड शजा मोरानी से शादी रचा ली है।
"
"The court also acquitted other accused, his cousin Rupinder Singh Sandhu, of all charges.
","अदालत ने एक अन्य आरोपी उनके कजिन रुपिंदर सिंह सिद्धू को भी सभी आरोपों से बरी कर दिया है.
"
"Padmini Kolhapure’s son Priyaank Sharma is getting married to film producer Karim Morani’s daughter Shaza Morani in the Maldives and cousins Shraddha Kapoor and Siddhanth Kapoor are in attendance along with the rest of the family.
","श्रद्धा कपूर अपनी मौसी पद्मिनी कोल्हापुरी के बेटे प्रियांक शर्मा और शाजा मोरानी की हल्दी सेरेमनी में शामिल हुई हैं.
"
"Before interrogating Gaikwads cousins, police also questioned Gaikwads mother Shanta, his brothers Sachin Gaikwad and Sandeep Gaikwad and let them off.
","पुलिस ने जाधव बंधुओं से पूछताछ के पहले गायकवाड़ की मां शांता और उसके दोनों भाइयों सचिन गायकवाड़ व संदीप गायकवाड़ से भी सवाल-जवाब किए।
"
"SP general secretary and Shivpal’s cousin, Ram Gopal Yadav’s son Akshay Yadav, who is also sitting MP, is contesting from same seat.
","इस सीट पर उनके भतीजे और सपा महासचिव रामगोपाल यादव के पुत्र वर्तमान सांसद अक्षय यादव से उनका मुकाबला है.
"
"Two cousins were killed in road accident
","सड़क हादसे में दो कांवड़ियों की मौत, इसके बाद साथी कांवड़ियों ने किया हंगामा
"
"I myself lived in a joint family with my grandparents, parents, uncle, aunt and my cousin.
","मैं अपने मम्मी, पापा और बड़े मम्मी, पापा, अंकल, आंटी और बड़े भैया, भाभी के साथ रहता हूँ.
"
"The daughter of actors Hema Malini and Dharmendra, Esha is half-sister to actors Bobby and Sunny Deol, and cousin to actor Abhay Deol.
","बॉबी देओल की स्टेप मदर अभिनेत्री हेमा मालिनी हैं और उनकी दोनों बेटियां ईशा देओल और अहाना देओल, बॉबी की हाफ सिस्टर्स हैं।
"
"Meerut girl murdered by cousin
","मेरठ में बेटी की पीट पीटकर हत्या
"
"The report suggests that the middlemen had close contacts with the family of former IAF Chief Air Chief marshal S P Tyagi, particularly his three cousins.
","रिपोर्ट में कहा गया है कि बिचौलियों का पूर्व वायु सेना प्रमुख एयर चीफ मार्शल एस.पी. त्यागी के परिवार और खासकर उनके रिश्ते के तीन भाइयों से करीबी संबंध था।
"
"The girl has further alleged that when she had visited her maternal uncle’s house, she was raped by four of her uncles along with cousins.
","लड़की ने आगे आरोप लगाया है कि जब वह अपने मामा के घर गई, तो उसके चचेरे भाइयों के साथ उसके चार चाचाओं ने उसके साथ दुष्कर्म किया.
"
"A Delhi court has convicted Vikas and his cousin Vishal Yadav in the sensational Nitish Katara murder case.
","दिल्ली की पटियाला हाउस अदालत ने नितीश कटारा की हत्या के मामले में विकास यादव और विशाल यादव को दोषी क़रार दिया है.
"
"Hrithik Roshan's ex-wife Sussanne Khan dating Aly Goni's cousin Arslan Goni?
","ऋतिक रोशन की एक्स वाइफ सुजैन खान ने क्या अर्सलान गोनी के साथ अपना रिश्ता कर दिया है ऑफिशियल?
"
"Oberoi is the nephew of Hindi actor Suresh Oberoi and a cousin of actor Vivek Oberoi.
","विवेक ओबरॉय के पिता सुरेश ओबरॉय हिंदी सिनेमा के मशहूर कलाकार हैं।
"
"She is your cousin.
","वह तुम्हारी भाभी है।
"
"Both Alain and Jean-Pierre are second cousins of René.
","दोनों दो बेटों- अरिन और रयान के पेरेंट्स हैं।
"
"Arjun Kapoor is the son of Boney Kapoor, while Parineeti Chopra, Priyanka's cousin, is a sparkler.
","अर्जुन प्रसिद्ध फिल्म निर्माता बोनी कपूर के बेटे हैं जबकि परिणीता, प्रियंका चोपड़ा की कजिन हैं।
"
"The accused is the victim’s cousin, the police said.
","आरोपी ने बताया कि वह पीड़ित का भतीजा है।
"
"Singh, his uncle Pramod Singh and cousin Sanoj Singh died on the spot.
","जिसमें भतीजे संजय सिंह और चाचा नागेंद्र सिंह की घटना स्थल पर ही मौत हो गई।
"
"Wishing her favourite cousin, Sonam, who is on a vacation in London with husband Anand Ahuja , wrote on Instagram, “Happy happy birthday Arjun!
","सोनम कपूर जो कि पति आनंद आहूजा संग इन दिनों लंदन में छुट्टियां बिता रही हैं, इंस्टाग्राम पर लिखा, हैप्पी, हैप्पी बर्थडे अर्जुन।
"
"My condolences to all my cousins.
","मे अपने समस्त भाइयोसे क्षमा चाहता हूँ।
"
"ALSO READ: FIR filed against LJP MP and Chirag Paswan's cousin Prince Raj Paswan in rape case
","Also Read - LJP सांसद प्रिंस राज पर बलात्कार के आरोप में मामला दर्ज, FIR में चिराग पासवान का भी नाम; जानें पूरा मामला...
"
"Anil Kapoors father Surinder Kapoor was the cousin of the great actor Prithviraj Kapoor.
","अनिल कपूर के पिता सुरिंदर कपूर, एक्टर पृथ्वीराज कपूर के कज़न थे।
"
"Priyanka's mother Madhu Chopra and cousin Parineeti Chopra were also a part of the celebrations.
","ब्राइडल शॉवर में प्रियंका की मां मधु चोपड़ा और उनकी होने वाली सास ने भी जमकर डांस किया।
"
"Wife, cousin arrested for murdering man
","हत्या के आरोप में ससुर व पति गिरफ्तार
"
"Last month, Hooda's cousin and Congress leader Chaudhary Birender Singh also joined BJP.
","कांग्रेस के कद्दावर जाट नेता एवं हुड्डा के धुर विरोधी चौधरी बीरेंद्र सिंह भी भाजपा में शामिल हो गए हैं.
"
"Ananya Panday 's cousin and internet sensation Alanna Panday got engaged to her boyfriend Ivor McCray in a star studded ceremony at her Mumbai residence.
","अनन्या पांडे की कजिन अलाना पांडे ने अपने बॉयफ्रेंड आइवर मैक्रे के साथ सगाई कर ली।
"
"New Delhi: The Enforcement Directorate has filed a supplementary chargesheet in the AgustaWestland VVIP chopper bribery scam against former Air Force Chief S P Tyagi, his two cousins, lawyer Gautam Khaitan, two Italian middlemen and Finmeccanica.
","नई दिल्ली— प्रवर्तन निदेशालय (ईडी) ने अगस्ता वेस्टलैंड वीवीआईपी हेलिकाप्टर रिश्वतखोरी घोटाले में भारतीय वायुसेना के पूर्व अध्यक्ष एसपी त्यागी, उनके दो चचेरे भाइयों, वकील गौतम खेतान, दो इतालवी बिचौलियों और फिनमेकेनिका के खिलाफ एक ओर आरोपपत्र दाखिल किया है।
"
"Three cousins killed in road accident
","रफ्तार की मारः सड़क हादसों में चाचा-भतीजा समेत तीन की मौत
"
"Four people, including the girl’s father and a cousin, have been arrested in connection with the crime.
","इनमें लड़की के पिता, दादा व एक रिश्तेदार समेत चार मुख्य आरोपी हैं।
"
"He is married to Monica Vadera, Priyanka Gandhi’s husband Robert Vadra’s cousin.
","ग़ौरतलब है कि तहसीन पूनावाला की पत्नी मोनिका वाड्रा कांग्रेस अध्यक्ष सोनिया गांधी के दामाद रॉबर्ट वाड्रा की कज़न हैं.
"
"Ranveer's mom and Anil's wife, Sunita Kapoor, are cousins.
","ये तस्वीरें रिया कपूर की मां और अनिल कपूर की पत्नी सुनीता कपूर ने शेयर की हैं।
"
"Among the other accused, Happy is Sumit’s cousin, and Rinku and Manoj are Sumit’s friends.
","अन्य अभियुक्तों में हैप्पी सुमित का कज़िन है और रिंकू और मनोज सुमित के दोस्त हैं.
"
"The police have arrested the cousin of the murdered in connection with the case.
","इस अंधे कत्ल की गुत्थी सुलझाते हुए पुलिस ने मामले में मृतिका के प्रेमी को ही गिरफ्तार किया है।
"
"Former SmackDown women's champion, Naomi is the wife of Roman Reigns' cousin, Jimmy Uso.
","पूर्व स्मैकडाउन विमेंस चैंपियन नेओमी, रोमन रेंस के कजिन जिमी उसो की पत्नी हैं।
"
"Ali was a cousin of Muhammad and married to the Prophet’s daughter, Fatima.
","इमाम हुसैन अली के बेटे थे और अली की शादी पैग़ंबर मोहम्मद की बेटी फ़ातिमा से हुई थी.
"
"Their cousin Ram Mukherjee founded Filmalaya Studios and is the father of Rani Mukherjee.
","राजा मुखर्जी फिल्‍मालय स्‍टूडियो के संस्‍थापक राम मुखर्जी के बेटे हैं.
"
"""And on this day Mohit’s cousin Arjun and Mama Anil Kapoor’s movie ‘Mubarakan’ is being released.""""""""Finally, after so much of patience you have grown your strands really long.""
","’ इसी दिन मोहित के कजिन अर्जुन कपूर और मामा अनिल कपूर की फिल्म ‘मुबारकां’ रिलीज हो रही है।
"
"According to reports, the police reached the scene and rushed the girl and her cousin to a nearby hospital where the doctors declared the 12-year-old dead.
","सूचना मिलते ही पुलिस मौके पर पहुंची और जख्मी हालत में 12 वर्षीय बच्चे को पास के अस्पताल पहुंचाया, जहां डॉक्टरों ने उसे मृत घोषित कर दिया।
"
"A cousin of the victim's has registered a complaint of dowry death against the husband, father-in-law and mother-in-law of the victim.
","विवाहिता के पीड़ित पिता ने दहेज हत्या का आरोप लगाते हुए पति, सास व जेठानी के खिलाफ नामजद मुकदमा दर्ज कराया है।
"
"Besides Vishal, his father Sanji Ram, his juvenile cousin and Khajuria, the crime branch has charge sheeted four others.
","नाबालिग के अलावा सांजी राम, उसके बेटे विशाल और पांच अन्य को इस मामले में आरोपी बनाया गया है।
"
"Gavaskar also said that Ranji Trophy will remain a “poor cousin” of the IPL until the player’s match fee in the country’s premier first-class tournament is substantially increased.
","गावस्कर ने साथ ही कहा कि देश के शीर्ष प्रथम श्रेणी क्रिकेट टूर्नमेंट रणजी ट्रॉफी में जब तक खिलाड़ियों की मैच फीस में भारी भरकम इजाफा नहीं किया जाता तब तक यह लुभावनी इंडियन प्रीमियर लीग की बराबरी नहीं कर सकती।
"
"Kangana Ranaut has shared pictures and video from the wedding of her cousin, Karan.
","कंगना ने करण की शादी के फंक्शन की वीडियो और तस्वीरें सोशल मीडिया पर शेयर की हैं.
"
"He is my wife’s cousin.
","यह मेरी मज्जलकारिणी पत्नी है।
"
"Ali ibn Abi Talib was the cousin of the Islamic prophet Muhammad and the husband of his daughter Fatimah.
","फ़ातिमी अपने को पैग़म्बर मुहम्मद की बेटी फ़ातिमा और उनके पति अली इब्न अबी तालिब का वंशज मानते थे।
"
"The film will star Abhay Deol and his cousin Karan Deol.
","इस फिल्म में करण के साथ अभय देओल भी दिखाई देंगे
"
"After working with “chachu” Anil Kapoor in Mubarakan, Arjun Kapoor is ready to share screen space with cousin Harshvardhan, Anil’s son.
","अनिल कपूर अपने भतीजे अर्जुन कपूर के साथ स्क्रीन शेयर करने के लिए पूरी तरह से तैयार हैं।
"
"He had gone home to attend a cousin’s wedding.
","वह अपनी मौसी के घर शादी समारोह में शामिल होने जा रहा था।
"
"“This is my cousin.
","""यह मेरी ननंद सा है रागिनी।
"
"Wife, cousin arrested for murdering man
","विवाहिता की हत्या के आरोपी पति और सास गिरफ्तार
"
"A senior journalist associated with a leading Karachi daily told that Asad, a small time tissue paper manufacturer, rose to become a prominent industrialist of Karachi, during his cousin, Gen Musharraf's tenure.
","करांची के एक प्रमुख अखबार से जुड़े पत्रकार ने बताया कि टिशू पेपर बनाने वाले असद, मुशर्रफ के कार्यकाल में करांची का एक बड़ा उद्योगपति बन गए.
"
"Recently, Anshula Kapoor shared a throwback picture of herself, which also featured brother Arjun Kapoor and cousins Rhea Kapoor, Mohit Marwah and Akshay Marwah.
","आपको बता दें कि हाल ही में अंशुला कपूर ने एक प्यारी से थ्रोबैक फोटो शेयर की है, ये फोटो बचपन की है, इसमें उनके साथ अर्जुन कपूर और कजिन रिया कपूर और मोहित मारवाह नजर आ रहे हैं.
"
"Zayn is the daughter of Aamir Khan's cousin and filmmaker Mansoor Khan.
","जायद खान फिल्मकार और अभिनेता संजय खान के पुत्र और मरहूम फिरोज खान के भतीजे हैं।
"
"""The real Samajwadi Party belongs to us as 90 per cent of the people support us,"" Ram Gopal, who is Mulayam's cousin and has sided with Akhilesh in the family feud, told reporters after meeting the Commission.
","आयोग के साथ बैठक के बाद राम गोपाल ने पत्रकारों को बताया, असल समाजवादी पार्टी हम हैं क्योंकि 90 फीसदी लोग हमारे साथ हैं ।
"
"She is the cousin of actresses Priyanka Chopra and Parineeti Chopra .
","वे परिणीति और प्रियंका चोपड़ा की बुआ की बेटी हैं।
"
"Taking this as an insult, the cousins decided to take revenge.
","इसे अपमान के रूप में लेते हुए चचेरे भाइयों ने बदला लेने का फैसला किया.
"
"From Salim’s family his mother, Shaheen, Najma, Zafar Bhai and kids visited, his cousin Nadeem as well.
","घर में उसकी वाइफ जरीना, बेटे सलमान, निजाम और बेटियां शबनम और सबीना हैं।
"
"She also shared a pic with Karan Johar, Manish Malhotra and captioned the post: ""When it's your cousin sister's golden birthday.
","मनीष मल्होत्रा ने करण जौहर के साथ फोटो शेयर कर लिखा- ' हैप्पी बर्थडे करण जौहर।
"
"He’s my cousin.
","वह मेरा भतीजा है।
"
"Though Ms. Das spends much of her time in Mumbai, she frequents Chhaygaon to work with her own people such as cousin Mallika Das, her award-winning location sound recordist.
","हालांकि रीमा दास अपना अधिकतर समय मुंबई में ही गुजारती हैं, लेकिन वह नियमित छायागांव भी जाती हैं अपने लोगों के साथ समय गुजारने के लिए, जैसे उनकी कजिन मल्लिका दास जिन्हें लोकेशन साउंड रिकार्डिस्ट का पुरस्कार मिला।
"
"CBI officials had questioned Tyagi on various aspects of the case including his alleged links with middlemen, his alleged trips to Italy, reasons behind changing specifications, and relations with his cousins, sources said.
","सूत्रों ने बताया कि जांच एजेंसी ने त्यागी से इस विवादित मामले में बिचौलिओं से उनके कथित संबंधों सहित विभिन्न पहलुओं, उनकी कथित इटली यात्रा, हेलीकॉप्टर के मानदंडों में बदलाव के पीछे के कारणों और उनके रिश्तेदारों से उनके संबंध पर सवाल पूछे।
"
"The photos showed Ira and also her other actor cousin, Imran Khan with his mother, Nuzhat Khan.
","इन तस्वीरों में इरा और इमरान के साथ उनकी मां नुजहत खान भी शामिल थीं।
"
"Queen Elizabeth II's cousin, Lord Ivar Mountbatten will soon become the first gay member of the Royal family to marry his partner.
","लॉर्ड इवर माउंटबैटन खुले तौर पर एक समलैंगिक रिश्ते में रहने वाले रानी एलिजाबेथ द्वितीय के परिवार के पहले सदस्य थे.
"
"“I am your cousin.
","“मैं तुम्हारा अनुजा हूँ।
"
"It's a known fact that film actress Kajol and director Ayan Mukherji are Rani's paternal cousins.
","क्या आप जानते हैं फेमस डायरेक्टर अयान मुखर्जी और अभिनेत्री काजोल भी रानी के कज़िन ही हैं।
"
"As a pure devotee of the Lord, Arjuna had no desire to ﬁght with his cousins and brothers, but he was forced to come onto the battleﬁeld by the obstinacy of Duryodhana, who was never agreeable to any peaceful negotiation.
","भगवान का शुद्ध भक्त होने के कारण अर्जुन को अपने बंधु-बांधवों से युद्ध करने की तनिक भी इच्छा न थी किंतु दुर्योधन के शांतिपूर्ण समझौता न करके हठधर्मिता पर उतारू होने के कारण उसे युद्धभूमि में आना पड़ा।
"
"Mr Poonawalla is married to Robert Vadra's cousin Monicka Vadera.
","रोबर्ड वाड्रा की कज़िन मोनिका वाड्रा ने उद्योगप्ति तहसीन पूनावाल से शादी की है।
"
