eng_Latn,hin_Deva
"Besides Kundra, his brother-in-law Pradeep Bakshi, his associate Ryan Thorpe and a resident of Singapore, Yash Thakur have been shown as wanted accused in the recently filed charge sheet.
","आरोपपत्र में कुंद्रा और थोर्पे के अलावा सिंगापुर निवासी यश ठाकुर और लंदन के प्रदीप बख्शी को वांछित आरोपी के रूप में दिखाया गया है।
"
"She was staying with her sister and brother-in-law there.
","वे यहां अपने भाई और भाभी के साथ रहती थीं।
"
"Aditya is the son of the late minister Jeevaraj Alva and the brother-in-law of Bollywood star Vivek Oberoi.
","आदित्य अल्वा कर्नाटक के पूर्व मंत्री जीवाराज सेल्वा का बेटा है और उसकी बहन से एक्टर विवेक ओबेरॉय की शादी हुई है.
"
"Based on a complaint lodged by Chitra’s mother Madhammal, a case was registered against Somu, his mother, sister, and brother-in-law.
","तहरीर के आधार पर दुष्कर्म के आरोपी मोनू, उसके भाई सोनू और मां विमला शर्मा के खिलाफ हत्या का मुकदमा दर्ज कर लिया गया है।
"
"The movie has been produced by Salman's brother-in-law Atul Agnihotri.
","इस फिल्म को सलमान के ब्रदर-इन-लॉ अतुल अग्निहोत्री ने प्रोड्यूस किया था।
"
"A son and daughter of her brother-in-law are also living with her.
","भाभी व उनका बेटा भी इन्हीं के साथ रहते हैं।
"
"Senior bureaucrats of at least half-a-dozen government departments of the state, Congress politicians, heads of some state government-appointed federations, promoters of business groups, family members and business partners of Nath and his businessman brother-in-law and his aides, including former OSDs Pravin Kakkar and R K Miglani, were expected to be called for questioning, they added.
","उन्होंने कहा कि राज्य के कम से कम आधा दर्जन सरकारी विभागों के वरिष्ठ अधिकारियों, कांग्रेस नेताओं, राज्य सरकार द्वारा नियुक्त कुछ संघों के प्रमुखों, कारोबारी समूहों के कर्ताधर्ताओं, कमलनाथ के परिजनों और कारोबारी साझेदारों, उनके कारोबारी रिश्तेदार और सहयोगियों से पूछताछ होने की संभावना है।
"
"Actress Shamita Shetty was also present at the event along with her sister Shilpa Shetty and brother-in-law.
","शिल्‍पा के साथ उनकी बहन शमिता शेट्टी भी मौजूद थीं।
"
"Salman Khan's brother-in-law Atul Agnihotri is producing the film.
","अतुल अग्निहोत्री एक फिल्म प्रोड्यूस करने वाले हैं जिसमें सलमान खान हीरो हैं।
"
"His brother-in-law died on the spot.
","इससे भतीजे की मौके पर ही मौत हो गई।
"
"Addressing a press conference, Malik, who is NCP's spokesperson and a Maharashtra minister, alleged that Bharatiya's brother-in-law Rishabh Sachdeva was among those three persons.
","राकांपा प्रवक्ता एवं महाराष्ट्र के मंत्री मलिक ने संवाददाता सम्मेलन में आरोप लगाया कि उन तीन लोगों में भाजपा नेता मोहित भारतीय के रिश्तेदार ऋषभ सचदेवा भी शामिल थे।
"
"The police have arrested the two boys and the father and brother-in-law.
","पुलिस ने आरोपी पिता और दो भाइयों को गिरफ्तार कर लिया है।
"
"Gandhi was accompanied by his mother Sonia Gandhi, sister Priyanka Gandhi Vadra and brother-in-law Robert Vadra during the filing of his nomination papers at the District Magistrate's office.
","नामांकन दाखिल करने के समय अमेठी के गौरीगंज स्थित कलेक्ट्रेट में गांधी के साथ उनकी मां सोनिया गांधी, बहन एवं कांग्रेस महासचिव प्रियंका गांधी वाड्रा, पति राबर्ट वाड्रा और उनके बच्चे रेहान और मारिया मौजूद थे।
"
"The victim's brother-in-law Jitendra Kumar has given a complaint to the police in connection with the incident.
","इस घटना को लेकर पीड़ित जितेंद्र वर्मा ने थाने में शिकायत की है।
"
"Sridevi's brother-in-law Sanjay Kapoor confirmed the news.
","श्रीदेवी की मृत्यु की पुष्टि उनके पति के भाई संजय कपूर ने की।
"
"Her entire family of parents, sister, brother-in-law and nephew and niece were with her.
","इसमें उनके पिता, भाई, भाभी और सभी घर वाले शामिल थे।
"
"The training camp was led by Maulana Yusuf Azhar alias Ustad Ghauri, who is Jaish chief Masood Azhar's brother-in-law.
","उन्होंने बताया कि इस शिविर का नेतृत्व मौलाना यूसुफ अजहर उर्फ उस्ताद गौरी कर रहा था, जो जैश प्रमुख मसूद अजहर का रिश्तेदार (मसूद अजहर की पत्नी का भाई) था.
"
"Tina Ambani, the wife of Mukesh Ambani's younger brother Anil Ambani , took to Instagram and posted a birthday message to wish her brother-in-law Mukesh Ambani on his birthday.
","इस खास मौके पर मुकेश अंबानी के छोटे भाई अनिल अंबानी की पत्नी टीना अंबानी ने सोशल मीडिया पर एक शानदार संदेश के जरिए मुकेश अंबीनी की पुरानी तस्वीर को पोस्ट किया है।
"
"A 10-year-old daughter of his brother-in-law was also injured in the incident.
","हादसे में महिला की 10 वर्षीय पुत्री भी घायल हो गई।
"
"Kareena’s sister Karisma Kapoor, Saif’s sister Soha Ali Khan, brother-in-law Kunal Kemmu, Arjun Kapoor and Malaika Arora were snapped visiting Saif and Kareena.
","सैफ अली खान, करीना कपूर, सोहा अली खान, कुणाल खेमू, शर्मिला टैगोर और उनकी बहन सबा इवेंट में शामिल हुईं।
"
"Actress Shamita Shetty was also present at the event along with her sister Shilpa Shetty and brother-in-law.
","बिपाशा की मेंहदी की रस्म में उनकी दोस्त शिल्पा शेट्टी , शमिता शेट्टी भी शामिल हुए थे।
"
"The Anti-Terrorism Court (ATC) also convicted two other JuD leaders, including the brother-in-law of Saeed, in terror financing cases.
","अदालत ने आतंकी वित्त पोषण के मामले में ही सईद के रिश्तेदार सहित जमात-उद-दावा के दो अन्य नेताओं को भी दोषी करार दिया।
"
"Drugs case: Bengaluru police raids Vivek Oberoi’s residence in search of his brother-in-law
","ड्रग्स केस में बॉलीवुड अभिनेता विवेक ओबेरॉय के घर पर बंगलूरू पुलिस ने की छापेमारी
"
"Aayush is currently working on his film Antim: The Final Truth, with brother-in-law Salman Khan.
","फिलहाल सलमान खान, आयुष शर्मा के साथ अपनी अपकमिंग फिल्म ‘ अंतिम: द फाइनल ट्रूथ’ की शूटिंग में बिजी हैं.
"
"The accused is the brother-in-law of the girl’s elder sister.
","आरोपित युवक पीड़ित लड़की का सौतेला चाचा है।
"
"Salman Khan's brother-in-law Aayush Sharma is all set to make his Bollywood debut in Loveratri produced by Salman Khan Films.
","वहीं उनके पति आयुष शर्मा बॉलीवुड में सलमान खान के बैनर तले बनने वाली फिल्म 'लवरात्रि' से अपना बॉलीवुड में डेब्यू करने जा रहे हैं.
"
"New Delhi:The Enforcement Directorate (ED) has issued summons to former ICICI Bank CEO Chanda Kochchar, her husband Deepak Kochchar and brother-in-law Rajiv Kochchar for questioning in a money-laundering case.
","नयी दिल्ली : प्रवर्तन निदेशालय (ईडी) ने बैंक कर्ज धोखाधड़ी से जुड़े धनशोधन मामले में आईसीआईसीआई बैंक की पूर्व मुख्य कार्यकारी अधिकारी (सीईओ) चंदा कोचर और उनके पति दीपक कोचर को समन जारी कर अगले हफ्ते यहां तलब किया है.
"
"He is her brother-in-law.
","यह उसकी भतीजी है।
"
"Harikrishna was the son of former Andhra Pradesh Chief Minister and founder of Telugu Desam Party NT Rama Rao and brother-in-law of Chandrababu Naidu.
","बता दें कि नंदामूरी हरिकृष्णा आंध्र प्रदेश के पूर्व मुख्यमंत्री और टीडीपी के फाउंडर एनटीआर के बेटे थे।
"
"Salman's brother Sohail Khan and brother-in-law Aayush Sharma was also with them.
","सलमान खान के साथ उनके भाई सोहेल खान भी थे।
"
"Bollywood actor Shahid Kapoor 's wife Mira Rajput is often seen teasing her brother-in-law Ishaan Khatter.
","बॉलीवुड एक्टर शाहिद कपूर की पत्नी मीरा राजपूत अक्सर सुर्खियों में बनी रहती हैं.
"
"The film features his brother-in-law, Aayush Sharma and debutant Warina Hussain in the lead.
","इस फिल्म में आयुष शर्मा के अपोजिट लीड रोल में वरीना हुसैन डेब्यू करने जा रही हैं।
"
"As per the report, the film will be co-produced by his sister Alvira Khan Agnihotri and his brother-in-law Atul Agnihotri.
","दिसचस्प बात ये हैं कि इस फिल्म को उनकी बहन अलवीरा अग्निहोत्री और उनके पति अतुल अग्निहोत्री ने प्रोड्यूस किया था.
"
"Karisma is currently in London with sister Kareena Kapoor Khan, brother-in-law Saif Ali Khan and friends Sonam Kapoor and Anand Ahuja.
","वे इन दिनों पति आनंद आहूजा, भाई अर्जुन कपूर, बहन रिया कपूर और करीना कपूर खान समेत कुछ करीबी दोस्तों के साथ लंदन में हैं।
"
"His mother, sister and brother-in-law were present at that time.
","उस दौरान पति के साथ उसकी मां और भाई भी थे।
"
"The police arrested the youth along with his brother and brother-in-law.
","जिस पर पुलिस से युवक व उसके नाबालिग साथी को गिरफ्तार कर लिया।
"
"Salman Khan's brother-in-law Aayush Sharma made his Bollywood debut with Loveyatri.
","सलमान खान की बहन अर्पिता के पति आयुष शर्मा लवयात्री से बॉलीवुड में डेब्यू कर रहे हैं.
"
"Actors Arbaaz Khan and Sohail Khan also arrived with his mother Salma Khan, sister Alvira and brother-in-law Atul Agnihotri.
","इस प्रीमियर पर सलमान की मां सलमा खान के साथ उनकी बहन अलवीरा खान और अर्पिता खान भी नजई आई, जो अपने पति अतुल अग्निहोत्री और आयुष शर्मा के साथ वहां पहुंची थी.
"
"Salman Khan to star with brother-in-law Aayush Sharma in the Hindi remake of Marathi film 'Mulshi Pattern'
","मराठी फिल्म 'मुलशी पैटर्न' के रीमेक में सलमान संग नजर आएंगे आयुष शर्मा, फाइनल हुआ फिल्म का नाम
"
"The accused is the brother-in-law of the girl’s elder sister.
","पीड़िता आरोपी की चचेरी भगिनी है।
"
"The people named in the cases include Hafiz Saeed, his brother-in-law Abdul Rehman Makki, Ameer Hamza and Muhammad Yahya Aziz.
","जिन लोगों को गिरफ्तार किया गया है उनका नाम शहजाद इमाम, मोहम्‍मद आरिफ हैदरी उर्फ विकी और अली अब्‍बास नकवी उर्फ हसन है।
"
"Makki is the brother-in-law of Lashkar-e-Taiba founder and JuD chief Saeed.
","लखवी लश्कर-ए-तैबा के संस्थापक कमांडर और जमात-उद-दावा के नेता हैं.
"
"Actress Parineeti Chopra shared a picture with sister Priyanka Chopra and brother-in-law Nick Jonas.
","एक्ट्रेस प्रियंका चोपड़ा ने अपने सिंगर-पति निक जोनस के साथ एक तस्वीर शेयर की है।
"
"""We are trying to contact External Affairs Minister SM Krishna in order to expedite the proceedings to get Anuj's body back in Pune,"" said Rakesh Sonawane, brother-in-law of Anuj, releasing a copy of an open letter to Krishna.
","विदेश मंत्री एस. एम. कृष्णा को लिखे गए एक पत्र की प्रति दिखाते हुए अनुज के बहर्नोइ राकेश सोनावने ने कहा कि हम अनुज के शव को वापस पुणे लाने के लिए प्रक्रियाओं को तेज करने के लिए विदेश मंत्री एस. एम. कृष्णा से संपर्क करने की कोशिश कर रहे हैं।
"
"Muzaffarnagar: A newly-married woman was gang-raped by her husband and his brother-in-law in Uttar Pradesh.
","उत्तर प्रदेश: मुजफ्फरनगर में एक महिला के साथ उसके पति और दूधमुंहे बच्चे के सामने गैंगरेप की वारदात को अंजाम दिया गया है.
"
"Anti-Corruption Bureau (ACB) officials have arrested Vinay Bansal, son of Delhi Chief Minister Arvind Kejriwal’s brother-in-law, in connection with the PWD scam.
","हाल ही में पीडब्ल्यूडी घोटाला मामले में दिल्ली के मुख्यमंत्री केजरीवाल के साढू सुरेन्द्र बंसल के बेटे विनय बंसल को एसीबी ने गिरफ्तार किया।
"
"According to the confessional statement of Latif,Rauf and Jaish chiefs brother-in-law Yusuf Azhar visited India and Nepal several times.
","अब्दुल लतीफ के इकबालिया बयान के अनुसार अब्दुल रउढफ और मसूद अजहर का भाई यूसुफ अजहर कई बार भारत और नेपाल गया।
"
"Punjab Pradesh Congress Committee (PPCC) President Navjot Singh Sidhu while sharing plight of the youth of Punjab and thousands of tormented mothers who have lost their children due to the drug menace spread across the state by notorious drug mafia, said that the people of state are eagerly awaiting for the report of Special Task Force (STF) on Bikramjit Singh Majithia, ex-Akali minister and brother-in-law of former Deputy Chief Minister Sukhbir Singh Badal.
","पंजाब प्रदेश कांग्रेस कमेटी (PPCC) के अध्यक्ष नवजोत सिंह सिद्धू ने पंजाब के युवाओं और कुख्यात ड्रग माफिया द्वारा राज्य भर में फैले नशीले पदार्थों के खतरे के कारण अपने बच्चों को खोने वाली हजारों पीड़ित माताओं की दुर्दशा साझा करते हुए कहा कि ये इसी राज्य के लोग हैं.
"
"Vadra, husband of Congress leader Priyanka Gandhi Vadra and the brother-in-law of Rahul, is an accused in a money laundering case linked to the purchase of a London-based property as well as another related to land deals in Rajasthan’s Bikaner.
","कांग्रेस महासचिव प्रियंका वाड्रा के पति राबर्ट पर धन शोधन से दुबई और लंदन में संपत्ति खरीदने के अलावा राजस्थान में भी जमीन घोटाले के आरोप हैं।
"
"Police have arrested woman's father, brother-in-law, borther and another person in connection with the case.
","पुलिस ने इस मामले में पिता, भाई और पति के साथ एक अन्य व्यक्ति को गिरफ्तार कर लिया है.
"
"Also present for the event were her sister and brother-in-law.
","घटना के वक्त उसकी बहन और भाई मौजूद थे।
"
"Rathour had earlier applied for NCA batting consultant and U-19 batting coach's position but his application was put on hold as his brother-in-law Ashish Kapoor is the chairman of U-19 selection committee.
","राठौड़ ने इससे पहले एनसीए बल्लेबाजी सलाहकार और अंडर-19 बल्लेबाजी कोच पद के लिये आवेदन किया था लेकिन उनका आवेदन रोककर रखा गया था क्योंकि उनके रिश्तेदार आशीष कपूर अंडर-19 चयनसमिति के अध्यक्ष हैं।
"
"Sridevi's brother-in-law Sanjay Kapoor confirmed the news.
","श्रीदेवी की मौत की पुष्टि बोनी कपूर के छोटे भाई संजय कपूर ने की थी।
"
"The court was hearing a complaint filed by Mr Sharma, founder of the Roads Anti-Corruption Organisation, seeking a direction to the police to file an FIR against Mr Kejriwal, his brother-in-law Surender Bansal, a construction firm proprietor, and a government official for alleged irregularities in granting contracts for roads and sewer lines in Delhi.
","रोड्स एंटी करप्शन आर्गेनाइजेशन के संस्थापक शर्मा ने दिल्ली में सड़कों एवं सीवर लाइनों के लिए ठेकों की मंजूरी में कथित अनियमितताओं को लेकर केजरीवाल, उनके साढ़ू सुरेंद्र बंसल जो एक निर्माण फर्म के मालिक थे और एक लोकसेवक के खिलाफ प्राथमिकी दर्ज करने का आदेश पुलिस को देने के संबंध में अदालत में याचिका दायर की थी।
"
"Akshay Kumar shoots a special song for brother-in-law Karan Kapadia’s debut film Blank.
","दरअसल अक्षय कुमार, करण की डेब्यू फिल्म 'ब्लैंक' के लिए एक खास सॉन्ग शूट करेंगे.
"
"The woman's father, brother, brother-in-law and another person have been arrested in this connection, the police said.
","पुलिस में युवती की हत्या के आरोप में उसके पिता, भाई और एक अन्य रिश्तेदार को गिरफ्तार कर लिया है।
"
"The brother-in-law of the deceased person intimated to the police about this incident.
","इस घटना की जानकारी मृतक के स्वजन द्वारा आंगो पुलिस को दी गई।
"
"Congress president Rahul Gandhi filed his nomination for the Lok Sabha election from Amethi in the presence of his mother Sonia Gandhi, sister Priyanka Gandhi Vadra and brother-in-law Robert Vadra.
","कांग्रेस अध्यक्ष राहुल गांधी ने अमेठी सीट से किया नामांकन दाखिल, नामांकन के वक्त उनकी मां सोनिया गांधी, बहन प्रियंका गांधी और रॉबर्ट वाड्रा रहे मौजूद
"
"Anirudh Prasad, who goes by the alias of Sadhu Yadav, is an Indian politician and a brother-in-law of Lalu Yadav, the leader of the Rashtriya Janata Dal (RJD) of the state of Bihar.
","लालू प्रसाद यादव भारत के बिहार राज्य के राजनेता व राष्ट्रीय जनता दल के अध्यक्ष हैं।
"
"She keeps sharing unseen pictures of her family members, including mother Sharmila Tagore, late father Mansoor Ali Khan Pataudi, nieces Sara Ali Khan and Inaaya Naumi Kemmu, brother Saif Ali Khan, nephews Ibrahim Ali Khan and Taimur Ali Khan, sister Soha Ali Khan, sister-in-law Kareena Kapoor Khan and brother-in-law Kunal Kemmu.
","वह अक्‍सर मां शर्मिला टैगोर, दिवंगत पिता मंसूर अली खान पटौदी, भाई सैफ अली खान, भाभी करीना कपूर खान, बहन सोहा अली खान और परिवार के अन्‍य सदस्‍यों की अनदेखी तस्‍वीरें शेयर करती हैं।
"
"Some 300 terrorists, including Jaish chief Masood Azhar's brother-in-law, were killed, sources said.
","इस हमले में जैश के टॉप कमांडर, उस्ताद गौरी सहित करीब 300 आतंकियों के मारे जाने की खबर है.
"
"Her father was the brother-in-law of Shah Jahan’s father, Jahangir.
","इनके पिता कुंअर सानसिंह कछवाहा के पुत्र राजा जगतर्सिह थे।
"
"Also Read: Last video of Sridevi dancing with brother-in-law Anil Kapoor at Mohit Marwah’s Dubai wedding
","यह भी पढ़ें- मोहित मारवाह की शादी में अनिल कपूर संग श्रीदेवी ने इस गाने पर किया आखिरी डांस, Video वायरल
"
"Speaking to Indian Express , additional commissioner of police (Delhi Armed police) C. K. Mein confirmed that the suspension orders of her brother-in-law and husband have been revoked.
","द इंडियन एक्सप्रेस की रिपोर्ट के मुताबिक अतिरिक्त पुलिस आयुक्त(दिल्ली सशस्त्र पुलिस) सीके मेईन ने बताया कि महिला के पति और पति के भाई को निलंबित करने का आदेश वापस ले लिया गया है।
"
"Antim marks the first time Salman Khan will co-star with his brother-in-law Aayush Sharma, who is married to Arpita Khan.
","फिल्म में सलमान खान बहन अर्प‍िता खान शर्मा के पति आयुष शर्मा के साथ पहली बार स्क्रीन शेयर करते नजर आएंगे.
"
"The 10-year-old daughter of his brother-in-law, Jashanpreet Kaur, was also injured in the incident.
","जबकि गोली लगने से जसकरण सिंह की 10 वर्षीय बेटी जश्नप्रीत कौर गंभीर रूप से घायल हो गई।
"
"A case was registered against four people and her husband and two brother-in-laws were arrested, Sharma said.
","शर्मा ने बताया कि महिला और उसके पति सहित चार लोगों के खिलाफ एक मामला दर्ज किया गया है.
"
"In the poster, his brother-in-law Aayush Sharma and debutante Warina Hussain can be seen looking into the camera with dandiya sticks in their hands.
","हाल ही में रिलीज हुए फिल्म के पोस्टर में आयुष शर्मा और वरिना हुसैन अपने हाथों में डांडिया थामे नजर आये.
"
"It includes Nirav Modi, his father Deepak Modi, brother Neeshal Modi, sister Purvi Modi, brother-in-law Maiank Mehta and designer jewellers’ firms -- Solar Exports, Stellar Diamonds and Diamonds R Us.
","इसमें नीरव मोदी, उसके पिता, भाई नीशल मोदी, बहन पूर्वी मोदी, रिश्तेदार मयंक मेहता और डिजाइनर आभूषण कंपनियां सोलर एक्सपोर्ट्स, स्टेलर डायमंड्स और डायमंड्स आर यू शामिल हैं.
"
"Interestingly, his brother-in-law and BJP MLA from Rajasthan, Abhishek Matoria, was elected as the new IABF President.
","उनके करीबी रिश्तेदार और राजस्थान से भाजपा विधायक अभिषेक मटोरिया को आईएबीएफ का नया अध्यक्ष बनाया गया है।
"
"An FIR has been registered against her husband, father-in-law, brother-in-law and others, the police said.
","उनकी तहरीर पर पुलिस ने माता-पिता, भाई और पति के खिलाफ रिपोर्ट दर्ज कर ली है।
"
"The training camp was led by Maulana Yusuf Azhar alias Ustad Ghauri, who is Jaish chief Masood Azhar's brother-in-law.
","इस शिविर का नेतृत्व मौलाना यूसुफ अजहर उर्फ उस्ताद गौरी कर रहा था, जो जैश प्रमुख मसूद अजहर का रिश्तेदार था।
"
"This camp was headed by Jaish chief Masood Azhar’s brother-in-law Maulana Yousuf Azhar.
","ये कैंप मौलाना युसूफ अजहर हेड कर रहा था जो जैश-ए-मोहम्मद के चीफ मसूद अज़हर का रिश्तेदार है.
"
"The brother-in-law of the deceased person intimated to the police about this incident.
","मृतक के भाई ने घटना की तहरीर थाने में दी है।
"
"Her entire family of parents, sister, brother-in-law and nephew and niece were with her.
","वहां उनका पूरा परिवार रहता है, दादा-दादी और चाचा-चाची और उनका बेटा, बुआ की फैमिली।
"
"Hafiz Saeed’s brother-in-law arrested in Pakistan
","पाकिस्तान में हाफिज सईद का रिश्तेदार मक्की गिरफ्तार
"
"Vinay Bansal, son of the late brother-in-law of Chief Minister Arvind Kejriwal.
","विनय मुख्यमंत्री अरविंद केजरीवाल के साढू सुरेन्द्र बंसल के बेटे हैं।
"
"Actress Katrina Kaif’s sister Isabelle will be making her Bollywood debut opposite Salman Khans brother-in-law Aayush Sharma with “Kwatha”.
","अभिनेता पुलकित सम्राट के अपोजिट कटरीना कैफ की बहन इसाबेल कैफ अपनी पहली फिल्म 'सुस्वागतम् खुशामदीद' में बतौर हीरोइन नजर आएंगी.
"
"Titled Bharat, the film is helmed by Ali Abbas Zafar and is produced by Salman’s brother-in-law Atul Agnihotri.
","सलमान की इस फिल्म का नाम ‘भारत’ है और इसे अतुल अग्निहोत्री प्रोड्यूस कर रहे हैं और फिल्म को अली अब्बास जफर डायरेक्ट करेंगे.
"
"Based on a complaint lodged by the woman's father, an FIR was registered against her husband Santram Tiwari, brother-in-law Jageshwar Shukla and an unidentified person, he said.
","पुलिस अधिकारी ने बताया कि पीड़िता के पिता की शिकायत पर उसके पति संतराम तिवारी, ननदोई जागेश्वर शुक्ला और एक अज्ञात शख्स के खिलाफ मुकदमा दर्ज कर आगे की कार्रवाई की जा रही है.
"
"Sridevi's family including her husband Boney Kapoor, children Janhvi and Khushi and brother-in-law Anil Kapoor attended the puja.
","श्रीदेवी की बर्थ डे पार्टी में अनिल कपूर का परिवार, बोनी कपूर की पहली पत्नी की बेटी भी शामिल हुईं और ये काफी घुले-मिले दिखे।
"
"Anti-Corruption Bureau (ACB) officials have arrested Vinay Bansal, son of Delhi Chief Minister Arvind Kejriwal’s brother-in-law, in connection with the PWD scam.
","राजधानी दिल्ली में पीडब्ल्यूडी घोटाला मामले में एंटी करप्‍शन ब्‍यूरो (ACB) ने गुरुवार के दिन सीएम अरविंद केजरीवाल के रिश्तेदार विनय बंसल को गिरफ्तार कर लिया है.
"
"Chanda Kochhar’s brother-in-law and Deepak’s brother, Rajiv Kochhar, has also been grilled by the ED multiple times in the case.
","इन दोनों के अलावा दीपक के भाई राजीव कोचर से भी कई बार पूछताछ की गई थी।
"
"Salman Khan has previously launched newcomers such as Sooraj Pancholi, Athiya Shetty, Warina Hussain and his brother-in-law Aayush Sharma.
","सलमान खान ने सूरज पंचोली, अथिया शेट्टी, आयुष शर्मा और वरीना हुसैन जैसे कलाकारों को लॉन्च किया है ।
"
"Present with her were her parents, sister and brother-in-law.
","इसमें पीडि़ता के साथ उसके माता-पिता व भाई मौजूद थे.
"
"Actor Kareena Kapoor wished her brother-in-law Kunal Kemmu on his birthday with a lovely throwback family photo.
","करीना कपूर खान ने कुणाल खेमू संग वेकेशन की एक पुरानी फोटो शेयर की है, जिसके साथ उन्होंने अपने ब्रदर-इन-लॉ कुणाल खेमू को बर्थडे विश किया है.
"
"Dawood's brother Anis Ibrahim runs a company named Golden Box in Dubai with the help of his brother-in-law.
","गौरतलब है कि दाऊद का भाई अनीस इब्राहिम में गोल्डन बॉक्स नाम से दुबई में एक कंपनी चलाता है, जिसमें उसके करीबी रिश्तेदार भी शामिल हैं।
"
"Salman Khan is seen with his sister Arpita Khan and brother-in-law Aayush Sharma.
","इस मौके पर सलमान को अपने भाई सोहेल खान और छोटी बहन अर्पिता खान शर्मा को पति आयुष शर्मा के साथ देखा गया.
"
"Aayush is his brother-in-law; he is Salman’s youngest sister Arpita’s husband.
","आयुष, सलमान की छोटी बहन अर्पिता के पति हैं।
"
"Karisma Kapoor arrived at the party along with her brother-in-law and sister Kareena's husband Saif Ali Khan.
","पार्टी में करीना कपूर अपनी बहन करिश्मा कपूर क़े साथ शामिल हुई.
"
"His mother Salma Khan, step-mother Helen, brothers Sohail and Arbaaz, sisters-in-law Seema Khan and Malaika Arora Khan, sister Alvira and brother-in-law Atul Agnihotri were in attendance at the launch.
","जन्मदिन समारोह में उनके पिता और लेाक सलीम खान, मां सलमा, हेलेन, भाई सोहैल और अरबाज खान, बहन अलवीरा और अर्पिता मौजूद थीं।
"
"New Delhi:The Enforcement Directorate (ED) has issued summons to former ICICI Bank CEO Chanda Kochchar, her husband Deepak Kochchar and brother-in-law Rajiv Kochchar for questioning in a money-laundering case.
","नई दिल्ली : ICICI बैंक की पूर्व सीईओ और एमडी चंदा कोचर और उनके परिवार पर प्रवर्तन निदेशालय (ईडी) ने बड़ी कार्रवाई की है।
"
"Tina Ambani, the wife of Mukesh Ambani's younger brother Anil Ambani , took to Instagram and posted a birthday message to wish her brother-in-law Mukesh Ambani on his birthday.
","मुकेश अंबानी के जन्मदिन पर उनके भाई अनिल अंबानी की पत्नी टीना अंबानी ने खास तरीके से बधाई दी है।
"
"Police said the accused was the cousin of the woman’s brother-in-law.
","परिजनों ने बताया कि आरोपी दूल्हे का मौसेरा भाई है।
"
"Chanda Kochhar’s brother-in-law and Deepak’s brother, Rajiv Kochhar, has also been grilled by the ED multiple times in the case.
","ईडी ने चंदा कोचर के पति दीपक कोचर और दीपक के भाई राजीव कोचर को इसी मामले में समन जारी किया था।
"
"Hitesh Patel is the brother-in-law of Nitin Sandesara and Chetan Sandesara, the main accused in the case.
","वह मामले के मुख्य आरोपियों संदेसरा भाइयों नितिन एवं चेतन संदेसरा का रिश्तेदार है।
"
"Her family has accused her husband, brother-in-law and mother-in-law of the murder.
","मृतक की मां ने पति, सास और ससुर पर हत्या का आरोप लगाया है।
"
"Actress Katrina Kaif’s sister Isabelle will be making her Bollywood debut opposite Salman Khans brother-in-law Aayush Sharma with “Kwatha”.
","आयुष, सलमान खान के प्रोडक्शन में बनने वाली फिल्म क्वथा में कटरीना कैफ की बहन इसाबेल के साथ नजर आने वाले हैं।
"
"Bollywood actress Kareena Kapoor Khan shared a heartwarming birthday post for brother-in-law Kunal Kemmu.
","बॉलीवुड एक्ट्रेस करीना कपूर ने बेस्ट फ्रेंड मल्लिका भट के जन्मदिन पर खास पोस्ट शेयर किया है.
"
"Salman's sister Arpita and brother-in-law, actor Aayush Sharma, also attended the party.
","अर्पिता के पति औऱ बॉलीवुड एक्टर आयुष शर्मा भी इस पार्टी में पहुंचे.
"
"As Rahul Gandhi geared up to file his nominations for a tough contest in Amethi, he was accompanied by his mother Sonia Gandhi, sister Priyanka Gandhi Vadra and brother-in-law Robert Vadra.
","नामांकन दाखिल करने के समय अमेठी के गौरीगंज स्थित कलेक्ट्रेट में राहुल गांधी के साथ उनकी मां सोनिया गांधी, बहन एवं कांग्रेस महासचिव प्रियंका गांधी वाड्रा, पति रॉबर्ट वाड्रा और उनके बच्चे रेहान और मारिया मौजूद थे।
"
"Model and actress Natasa Stankovic along with her husband cricketer Hardik Pandya had a blast on her brother-in-law Krunal Pandya's birthday.
","मॉडल और अभिनेत्री नतासा स्टेनकोविक ने अपने पति क्रिकेटर हार्दिक पांड्या के साथ क्रुनाल पांड्या के जन्मदिन पर खूब मस्ती की थी।
"
"Sharma has sought registration of FIR against Kejriwal, his brother-in-law Surender Kumar Bansal, the proprietor of a construction company, and an officer of the Public Works Department (PWD) under various sections pertaining to cheating, forgery and crimil conspiracy.
","शिकायत में दिल्ली सरकार के पीडब्ल्यूडी अधिकारियों, केजरीवाल, उनके रिश्तेदार एवं एक निर्माण कंपनी के मालिक सुरेंद्र कुमार बंसल आरोपी हैं तथा उनके खिलाफ भारतीय दंड संहिता के तहत धोखाधड़ी, जालसाजी और आपराधिक षड्यंत्र अपराधों के लिए एक प्राथमिकी दर्ज करने की मांग की गई है।
"
"B.K.S. Iyengar, whose sister was Krishnamacharya’s wife, received his first yoga instruction from his brother-in-law before branching out to develop his own alignment-based style.
","बीकेएस इयनगर , जिनकी बहन कृष्णमचार्य की पत्नी थी, ने अपने स्वयं के संरेखण- आधारित शैली को विकसित करने के लिए शाखा बनाने से पहले अपने भाई से अपना पहला योग निर्देश प्राप्त किया।
"
"Bharat is being made by Salman Khans brother-in-law Atul Agnihotri.
","‘भारत’ को सलमान खान के भाई अतुल अग्‍न‍िहोत्री प्रोड्यूस कर रहे हैं.
"
