eng_Latn,hin_Deva
"The grandfather’s family was five sons and three daugh- ters.
","परिवार में तीन भाई-बहन और मां-पापा थे।
"
"His father Mansoor Ali Khan Patuadi and grandfather Iftikar Ali Khan both were cricketers, while his mother Sharmila Tagore is an actress.
","मां शर्मिला टैगोर और पिता मंसूर अली खान पटौदी दोनों ही अपने फील्ड के दिग्गज रहे।
"
"Amar Singh’s maternal grandfather, Bachan Singh, was a constable in the police force.
","बलजीत सिंह के पिता अचेर सिंह पंजाब पुलिस मे डीएसपी थे।
"
"Police have detained the grandmother, grandfather and father of the child for questioning in connection with the matter.
","पुलिस ने इस मामले में त्वरित कार्रवाई करते हुए लड़की, लड़की के पिता और भाई को गिरफ्तार कर लिया है।
"
"Her grandfather Harivansh Rai Bachchan was a celebrated Hindi poet.
","उनके पिता हरिवंशराय बच्चन जाने-माने कवि हैं।
"
"Ben's grandfather wrote those words.
","बंटी बेयन्स ने इसके बोल लिखे थे.
"
"Shah Rukh Khan’s son AbRam is convinced Amitabh Bachchan is his grandfather.
","वैसे आपको बता दें कि अबराम को लगता है अमिताभ बच्चन (Amitabh Bachchan) उसके पापा शाहरुख के पापा है।
"
"Agra: In a horrific incident, a man killed his grandfather over property dispute in a village in Agra district of Uttar Pradesh.
","GORAKHPUR: उरुवा इलाके के असिलाभार में जमीन को लेकर मामूली विवाद में एक व्यक्ति ने अपने चचेरे भाई की गोली मारकर हत्या कर दी।
"
"He is third in line for the throne behind his grandfather Prince Charles and his father Prince William and is the oldest of William’s three children.
","ब्रिटिश राज सिंहासन के लिए वे अपने पिता प्रिंस चार्ल्स, भाई प्रिंस विलियम और उनके तीन बच्चों के बाद छठे नंबर के दावेदार हैं।
"
"Police have arrested two men - Surpreet Singh and his grandfather Surjit Singh - in connection with the crime.
","पुलिस ने इस घटना में युवती की हत्या के आरोप में उसके दो भाइयों सुरज गंझू और जीवन गंझू को गिरफ्तार कर लिया है।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","इसके पिताका नाम सुप्रभ ओर माताका नास तिलकसुन्दरी था।
"
"Distraught by the demise of his octogenarian grandfather Kalyan Singh, Uttar Pradesh minister Sandeep Singh said there were times during the BJP veteran’s treatment when it seemed that his health would improve and he would return home, but god had other plans.
","- उत्तर प्रदेश के पूर्व मुख्यमंत्री कल्याण सिंह के निधन से दुखी उनके पौत्र एवं राज्य में मंत्री संदीप सिंह ने कहा कि कई बार ऐसा लगता था कि बाबू जी की सेहत में सुधार हो रहा है, लेकिन ईश्वर को कुछ और ही मंजूर था।
"
"He asked: ""Do you know he was my grandfather?
","यह कहकर उसने पूछा- क्‍या आप मेरे पिता को जानते हैं ?
"
"Shashi Kapoor and Ranbir’s grandfather Raj Kapoor are brothers.
","इसके साथ ही ऋषि कपूर उनके चाचा है और रणबीर उनके चचेरे भाई हैं।
"
"As my grandfather used to say.
","जैसे कि दादी कहा करती थी।
"
"Amritbir was held under charges of murder of his father Iqbal Singh, mother Jaswinder Kaur, grandfather Hamir Singh and sister Gurmanbir Kaur.
","जीआरपी के प्रभारी अजय कुमार ने बताया कि संजय कुमार के पिता महिपाल की शिकायत पर लड़की के ताऊ जसबीर, चाचा धुम सिंह, भाई ओम सिंह के खिलाफ हत्या का केस दर्ज कर लिया है।
"
"""Lithium is the grandfather of all treatments for bipolar disorder, but it has never been rigorously studied in children,"" said Robert Findling, professor of psychiatry and behavioural sciences at the Johns Hopkins University School of Medicine in Baltimore, US.
","जॉन हॉपकिंस यूनिवर्सिटी स्कूल ऑफ मेडिसिन के शोधकर्ता रॉबर्ट फिंडलिंग ने कहा, ""लीथियम बाइपोलर डिसऑर्डर की सबसे पुरानी दवा है, लेकिन बच्चों पर इसका कभी अध्ययन नहीं किया गया।
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनका जन्मनाम मूलशंकर था और पिता का नाम अम्बाशंकर ।
"
"The other family members including Ramya's mother and grandfather were also injured.
","उसकी मां रमा देवी सहित अन्य परिजन रो-रोकर बेहाल थे।
"
"He was the son of my grandfather’s father’s sister’s daughter.
","वह मेरी मां के भाई का बेटा था।
"
"But I'm proud of my grandfather.
","पर मुझे अपने पिता पर गर्व है।
"
"Both of my grandfathers had their own businesses.
","दोनों ही भाई का अपना-अपना कारोबार था.
"
"A father, a brother, a cousin, a grandfather, an uncle.
","बाप बेटा, चाचा भतीजा, मौसी मौसा और भांजा, …
"
"Shah Jalal’s father was named Muham- mad; his grandfather Muhammad Ibrahim.
","मीर जुमला--इसका वास्तविक नाम उबैदुल्लाह तथा इसके पिता का नाम मीर मुहम्मद बफा था।
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनके पिता का नाम पेरुभट्ट या पेरमभट्ट एवं माता का नाम लक्ष्मी था ।
"
"Police said the girl was staying with her grandfather.
","पुलिस ने बताया कि छात्रा अपनी दादी के यहां रहती थी।
"
"At the time of this incident, my grandfather, grandmother and a cook were present in the house.
","घटना के समय सास, ससुर व ननद घर पर मौजूद थी।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","माताका नाम वारुणी और पिताका नाम दत्त था।
"
"“Do you remember your great grandfather’s name?
","“तुम्हें अपना जन्म संवत्‌ याद है पुत्र ?
"
"The girl had come to her grandfather’s house.
","लड़की यहां मामा के घर आई थी।
"
"But before that happens, his grandfather dies.
","लेकिन उससे पहले ही उसके पिता की मौत हो गई।
"
"Her grandfather Harivansh Rai Bachchan was a celebrated Hindi poet.
","उनके पिता का नाम हरिवंश राय बच्चन था, जो एक मशहूर कवि थे।
"
"Her paternal grandfather J. Rameshwar Rao was the Raja of Wanaparthy, Mahabubnagar district, Telangana.
","किरण जे रामेश्वर राव के वंशज हैं, जो तेलंगाना के महबूबनगर जिले में वानापर्थी के राजा थे.
"
"“My grandfather drew this.
","“मेरे पिता झी ने इसकी रचना की है ।
"
"Also read: 5 WWE Superstars who are grandfathers
","ये भी पढ़ें: 5 दिग्गज सुपरस्टार्स जो लंबे समय तक WWE चैंपियन रहे हैं
"
"A devoted husband, father and grandfather.
","एक उम्दा भाई, पिता और पति.
"
"My grandfather’s life has had a great influence on me.
","पिताजी का मेरे जीवन पर बड़ा गहरा असर पड़ा।
"
"Bhagat Singh’s grandfather Arjun Singh, his father Kishan Singh and two uncles were all freedom fighters.
","भगत सिंह के पिता किशन सिंह चाचा अजीत सिंह और स्वर्ण सिंह स्वतंत्रता सेनानी थे।
"
"Also read: 5 WWE Superstars who are grandfathers
","ये भी पढ़ें: 5 WWE सुपरस्टार्स जो अजीब तरीकों से चोटिल हुए
"
"Allu Arjun always shares some of the throwback photos from his childhood and remembers the best memories spent with his grandfather.
","अर्जुन अपने बचपन को बहुत याद करते हैं और आए दिन अपनी पुरानी तस्वीरें शेयर करते रहते हैं।
"
"Both her father and grandfather had died when she was young.
","बचपन में ही इनके पिता और माता जी का देहांत हो गया था।
"
"A father of three girls and grandfather of seven children.
","छह पुत्रों और तीन पुत्रियों का पिता।
"
"The boy used to stay at his grandfather’s house along with his mother.
","बच्ची भी उसकी के साथ सौतेले पिता के घर में रह रही थी।
"
"Alia shared an adorable picture to her Insta story, in the picture, she can be seen posing with her grandfather, mother Soni Razdan, and sister Shaheen Bhatt.
","अभिनेत्री ने इंस्टाग्राम पर अपनी मां सोनी राजदान और बहन शाहिन भट्ट के साथ अपनी एक प्यारी तस्वीर साझा की है।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","पिता का नाम भेरू तथा माता का नाम चंदा था।
"
"One night, he quietly stole away from the fort of Agra at the head of 350 horsemen on a pretence of visting the tomb of his grandfather.
","एक रात को वह ३५० सवारों के साथ अपनी दादी की कब्र के दर्शन के बहाने धीरे से आगरे के किले से बाहर हो गया।
"
"My grandfather under whose influence I was brought up is an orthodox Arya Samaji.
","मेरे बाबा, जिनके प्रभाव में मैं बड़ा हुआ, एक रूढ़िवादी आर्य समाजी हैं।
"
"But her family stood up for her, particularly her grandfather.
","लेकिन परिवार ने उनका साथ दिया, ख़ास तौर से उनकी मां ने.
"
"His grandfather’s name was Rasheed Ahmad.
","इनके पिताजी का नाम ऋषमदास खिन्दूका था।
"
"He was the father of Vasu- deva and grandfather of Sri Krsna.
","इनके ,पिता वसुदेव राजा और माता देषकी थी | कृष्ण वाहुदेव इनके बड़े भाई थे ।
"
"J Om Prakash is Bollywood star Hrithik Roshan's grandfather - the late filmmaker's daughter Pinky Roshan is married to Rakesh Roshan.
","राकेश रोशन की पत्नी पिंकी भी बॉलीवुड के ही मशहूर निर्देशक जे.ओमप्रकाश की बेटी हैं।
"
"This was my grandfather’s second marriage.
","यों मेरे बाप की दूसरी शादी हुईं।
"
"Both his father and grandfather worked there.
","उसके पिता, माता दोनों वहीं नौकरी करते थे।
"
"The victim’s father has alleged that Gurpreet Singh took the girl to his home where he allegedly raped her and that he and his grandfather Surjit Singh allegedly killed her and burnt her body.
","पीड़िता के पिता ने बताया कि आरोपी गुरप्रीत उनकी बेटी को अपने घर ले गया जहां उसने उसके साथ बलात्कार किया, इसके बाद गुरप्रीत और सुरजीत दोनों ने मिलकर बच्ची का क़त्ल कर साक्ष्य मिटाने के लिए उसकी लाश को आग के सुपुर्द कर दिया.
"
"His grandfather’s hometown was Bharuch in Gujarat but he settled down in Burhanpur.
","उनके पिता भारत भूषण यूपी के मेरठ के थे लेकिन अपराजिता का घर महाराष्ट्र के पुणे मे बसा हुआ है.
"
"His grandfather’s name was Chandradeva and his father’s name was Guhideva.
","इनके पिता का नाम ज्ञानबा और माता का नाम कोंडाबाई था।
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","आपके पिता का नाम लक्ष्मणदास और माता नाम लक्ष्मीबाई था।
"
"My grandfather had died.
","मेरे चाचा का निधन हो गया है.
"
"“My grandfather loved painting.
","“मेरे पिताजी को चित्रों का बहुत शौक था ।
"
"Her grandfather Daroga Prasad Rai has been Chief Minister of Bihar.
","इनके पिता दारोगा प्रसाद राय बिहार के मुख्यमंत्री रह चुके हैं.
"
"As for my grandfather?
","बुआ के बारे में?
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","इनके पिताका नाम इयामदास और पितासहका नाम वीरदास था।
"
"His father’s name was John, his grandfather’s Simeon, and perhaps his great-grand- father’s was Hashmonay.
","जेमिन का पिता का नाम था शिजुन और उनके चाचा का नाम था जियांग शिहोहू।
"
"Seven people, including the child's parents and grandfather have been accused in the case.
","मामले में युवती के पिता समेत आठ लोगों को अभियुक्त बनाया गया है.
"
"She attributed her success to her parents, her grandfather and teachers for their encouragement.
","स्वास्तिक सफलता का श्रेय अपने माता पिता, मौसा मौसी एवं शिक्षकों को दिया।
"
"But I didn’t know all that.My grandfather did.
","लेकिन मेरे अब्बा ये सब नहीं जानते।
"
"As a child my grandfather often recited novelist Henry James’ quote, “Three things in human life are important: the first is to be kind; the second is to be kind; and the third is to be kind.”
","""लेखक हेनरी जेम्स ने एक बार कहा, """"मानव जीवन में तीन चीजें महत्वपूर्ण हैं: पहला दयालु होना है, दूसरा दयालु होना है, और तीसरा दयालु होना है।""
"
"A grandfather has died.
","एक बुआ का स्वर्गवास हुआ है ….
"
"A very much loved husband, father, grandfather and brother.
","एक महान भाई, पिता और पति।
"
"His father Mansoor Ali Khan Patuadi and grandfather Iftikar Ali Khan both were cricketers, while his mother Sharmila Tagore is an actress.
","अगर बात करें इनके परिवार की, तो पिता मंसूर अली खान एक क्रिकेटर थे और इनकी मां शर्मिला टैगोर एक एक्ट्रेस थीं।
"
"His grandfather was a railway man, his dad and mom labored in textiles.
","उनके पिता रेलवे में नौकरी करते थे और मां गृहणी थी.
"
"His grandfather Arjan Singh, father Kishan Singh and uncle Ajit Singh, were all active in the freedom struggle.
","अपने पिता सरदार किशन सिंह तथा चाचा अजीत सिंह के स्वतंत्र विचार उनकी रग-रग में समाए हुए थे।
"
"His father, late Justice S. N. Katju, was a former judge of the Allahabad High Court while his grandfather Kailash Nath Katju was one of India's leading lawyers.
","उनके पिता एस एन काटजू इलाहाबाद हाईकोर्ट के पूर्व जज थे।
"
"I couldn’t attend my grandfather’s funeral.
","मैं अपनी ममा के अंतिम संस्कार में शामिल नहीं हो सकी थी.
"
"She attributed her success to her parents, her grandfather and teachers for their encouragement.
","उन्होंने इस सफलता का श्रेय नानी, पैरेंट्स और टीचर्स को दिया
"
"I am huge fan of my grandfather too.
","मैं खुद भी बाबा की बहुत बड़ी भक्त हूं।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","इनके पिता का नाम नासिरुद्द्दीन शाह और माता का नाम परवीन मुराद था।
"
"Deoria’s Superintendent of Police Sripati Mishra said that the girl had an argument with her grandfather and abused him.
","देवरिया के पुलिस अधीक्षक श्रीपति मिश्र के मुताबिक, लड़की को उसके चाचाओं ने बुरी तरह मारा-पीटा।
"
"My grandfather died a while back.
","बड़े भाई की मौत कुछ समय पहले हो गई थी।
"
"His grandfather’s name was Rasheed Ahmad.
","इनके पिताका नाम था नृसिहद।
"
"The police is interrogating the child’s uncle and grandfather.
","पुलिस लड़की के पिता और चाचा को हिरासत में लेकर पूछताछ कर रही है.
"
"His grandfather’s name was Rasheed Ahmad.
","उनके पिता का नाम एहसान हैदरी था.
"
"Both his grandfather, Iftikhar Ali Khan Pataudi, and father were professional cricketers.
","टाइगर के पिता इफ्तिखार अली खान पटौदी भी क्रिकेटर थे.
"
"INLD leader Ajay Chautala’s sons - Dushyant and Digvijay - have been expelled by their grandfather and party chief Om Prakash Chautala on grounds of indiscipline and hooligansim.
","बात इतनी बढ़ी कि पार्टी सुप्रीमो ओमप्रकाश चौटाला ने अनुशासनहीनता मानते हुए दुष्यंत व उनके छोटे भाई दिग्विजय और पिता अजय सिंह चौटाला को निष्कासित कर दिया।
"
"After his mother’s death, his grandfather Abdul- Muttalib assumed guardianship of him.
","उनकी मृत्यु के बाद मुहम्मद की देखभाल का भार उनके चाचा अबूतालिब से उठाया ।
"
"He said on Twitter that Rahul Gandhi’s father (Rajiv Gandhi) and grandmother (Indira Gandhi) had sacrificed their lives, while his great grandfather (Jawaharlal Nehru) was a freedom fighter….
","उन्होंने ट्विटर पर कहा कि राहुल गांधी के पिता (राजीव गांधी), दादी (इंदिरा गांधी) ने अपने जीवन का बलिदान दिया।
"
"His father’s name was 'Uyaynah, and his grandfather’s name was Abu 'Imran Maymun.
","उनके पिता का नाम ए. नारायण अय्यर और मां अम्मिनी अम्माल थीं.
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनके पिताका नाम लक््मणभद्दनी और माताका नाम भीइलम्मागार था।
"
"He will be sharing the screen space with his father Sunny Deol, uncle Bobby Deol and grandfather Dharmendra in the movie.
","इस फिल्म में सनी देओल के साथ उनके पिता धर्मेन्द्र भी नजर आएँगे।
"
"The friend and his grandfather died on the spot.
","उसकी मौसी और चाची की मौके पर ही मौत हो गई।
"
"His father’s name was Habib and grandfather’s name was 'Amarah.
","उनके पिता का नाम आत्माराम और माता का नाम हुछसी था।
"
"His father and grandfather was killed.
","उसके पिता और भाई को पीट पीट कर मार डाला।
"
"Jugraj Singh’s grandfather Mehal Singh claimed that his grandson went to the Delhi border with a group of farmers for participating in the agitation and the tractor parade.
","मेहल सिंह ने बताया कि उनका पोता जुगराज केंद्र सरकार के तीन कृषि कानूनों के खिलाफ किसानों के एक समूह के साथ उनके आंदोलन में तथा ट्रैक्टर रैली में शामिल होने के लिये दिल्ली सीमा पर गया था।
"
"It is through your favours, your strength, your intelligence and your valour that this kingdom of my father and grandfather has again been conveyed to me.
","आपकी ही कृपा, नीति, बल, बुद्धि और पराक्रमसे मुझे पुनः: अपने बाप-दादोंका यह राज्य प्राप्त हुआ है।
"
"Inspired by grandfather
","बुआ से मिली प्रेरणा
"
"His father, late Justice S. N. Katju, was a former judge of the Allahabad High Court while his grandfather Kailash Nath Katju was one of India's leading lawyers.
","उनके पिता, जस्टिस एसएन काटजू इलाहाबाद हाईकोर्ट के मुख्य न्यायाधीश रह चुके हैं.
"
"After the incident, police tracked down the vehicle's owner, who was the suspect's grandfather.
","घटना के बाद पुलिस ने आरोपित कार चालक को पकड़कर पूछताछ की तो मामले का खुलासा हुआ।
"
"My grandfather was a lawyer by profession.
","पिता पेशे से क्लर्क थे।
"
"Later, she went back to her grandfather’s house with the help of her mother and sister.
","इसके बाद वो बहन की मदद से अपने दादी के घर चली गई थी।
"
"His grandfather’s name was Rasheed Ahmad.
","उसके पिता का नाम अभिनवदेव राम था।
"
"While admitting that his grandfather was proud of using the middle name Ramji, he said, “He (BR Ambedkar) was very proud of his father Ramji Maloji Sakpal who was in the British Indian Army and as a common practice in Maharastra adopted his name.
","उन्होंने कहा, “बीआर अंबेडकर अपने पिता रामजी मालोजी सकपाल पर गर्व करते थे वह ब्रिटिश इंडियन आर्मी में थे और महाष्ट्र की परंपरा के अनुसार उन्होंने अपने पिता के नाम को अपनाया।
"
"His grandmother and grandfather live there.
","उसके चाचा व भाई वहीं रहते हैं।
"
"The police is interrogating the child’s uncle and grandfather.
","पुलिस ने पिता और भाई से पूछताछ की।
"
"Kamala Harris’s maternal grandfather was born in Thulasenthirapuram, located about 320 km south of the city of Chennai.
","कमला हैरिस का पैतृक गांव थुलासेंद्रपुरम् चेन्नई से 320 किलोमीटर दूर है, जहां लगभग एक सदी पहले हैरिस की नानी का जन्म हुआ था.
"
"Her grandfather, says she, was a Muslim and grandmother a Hindu.
","उसकी मां हिन्दू बतायी जा रही है और पिता मुस्लिम।
"
"Her maternal grandfather was from Bihar.
","उनकी मां मूल रूप से बिहार की हैं।
"
"Another super-cute picture of Ranbir Kapoor and Riddhima Kapoor with their grandfather, Raj Kapoor.
","एक अन्य तस्वीर में ऋषि कपूर के साथ रिद्धिमा और रणबीर कपूर हैं।
"
"About my family, there are 4 members in my family, My grandfather, mother, younger brother and myself.
","मेरे परिवार में मेरी माँ, मेरे पापा, मेरी एक छोटी बहन और में हम 4 लोग है।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","इनके पिताका नाम भद्र और माताका नाम भद्रा था।
"
"Beloved husband, father, and grandfather.
","एक उम्दा भाई, पिता और पति.
"
"Her grandmother was Hindu, her grandfather British and father Armenian Christian.
","उनके पिता हिंदू सिंधी और मां ब्रिटिश क्रिश्चन थी।
"
"Shah Rukh Khan’s son AbRam is convinced Amitabh Bachchan is his grandfather.
","बता दें कि शाहरुख खान, अमिताभ बच्चन को अपना पिता मानते हैं।
"
"Both her grandfathers were mathematicians.
","माता पिता दोनो गणितज्ञ थे।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","इनके पित्तामहका नाम भामह और पिताका नाम भगवानदास था ।
"
"Her grandfather was a school teacher and her father a doctor.
","उनके पिता डॉक्‍टर और एक स्‍कूल में प्रिसिंपल थे।
"
"A loving dad, grandfather and husband.
","एक उम्दा भाई, पिता और पति.
"
"His grandfather used to serve in Netaji Subhas Chandra Bose’s Indian National Army (INA).
","वो नेताजी सुभाष चंद्र बोस की इंडियन नेशनल आर्मी में सैनिक थे।
"
"He was my grandfather’s brother.
","वे मेरे पिता के अंकल थे।
"
"Sonam Kapoor's maternal grandmother and Ranveer Singh's paternal grandfathers are siblings.
","सोनम कपूर की मां सुनीता कपूर, रणवीर के पिता जगजीत सिंह भवानानी की बहन हैं।
"
"Rai’s father Chandrika Rai is an RJD MLA and her grandfather Daroga Prasad Rai was also Chief Minister of the State.
","उनके पिता चंद्रिका राय राष्ट्रीय जनता दल (आरजेडी) के नेता हैं और बिहार सरकार में मंत्री रह चुके हैं.
"
"Both her father and grandfather were medical doctors, and her mother was a teacher.
","उनके बड़े और छोटे भाई दोनों डाक्टर हैं जबकि उनकी मां एक शिक्षक थीं।
"
"His grandfather’s name was Chandradeva and his father’s name was Guhideva.
","उनके पिताफा नाम शेकरभद्ट और माताका नाम गंगादेवी था।
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनके पिता नाम पेरमभट्ट और माता का नाम लक्ष्मी था।
"
"My grandfather had retired.
","मेरे पिता रिटायर्ड हैं.
"
"The girl had come to her grandfather’s house.
","किशोरी बहन के घर आई थी।
"
"Then Arjuna saw, in both armies, fathers, grandfathers, sons, grandsons, fathers of wives, uncles, masters, brothers, companions, and friends.
","इसके बाद पृथापुत्र अर्जुन ने उन दोनों सेनाओं में स्थित ताऊ-चाचों को, दादों- परदादों को, गुरुओं को, मामाओं को, भाइयों को, पुत्रों को, पौत्रों को तथा मित्रों को, ससुरों को और सुहृदों को भी देखा।
"
"His father’s name was Krishna Damédar, and his grandfather was Vishnudaés.
","पिता का नाम था विवेकानंदन और मां का नाम कृष्णावेणी.
"
"J Om Prakash is Bollywood star Hrithik Roshan's grandfather - the late filmmaker's daughter Pinky Roshan is married to Rakesh Roshan.
","जे. ओमप्रकाश की बेटी पिंकी की शादी राकेश रोशन से हुई थी और ऋतिक रोशन उनके नाती हैं।
"
"Asked if he would star in the biopic on his grandfather, Jr. NTR told IANS: “I don’t have the courage.
","इस पर जूनियर एनटीआर ने आईएएनएस से कहा, “मुझमें उनकी भूमिका निभाने का साहस नहीं है।
"
"“Yes,” his grandfather replied.
","पिता ने जवाब में हाँ कहा था।
"
"A beloved husband, father, grandfather and great grandfather.
","एक उम्दा भाई, पिता और पति।
"
"After the demise of his grandfather, the responsibility of his education fell to his blessed mother.
","माता-पिता के निधन के बाद उसकी परवरिश की जिम्मेदारी वृद्ध नानी पर आ गई।
"
"The girl had come to her grandfather’s house.
","नानी के घर आ गई थी युवती
"
"Arjun (Siddharth) and Rahul (Fawad) are brothers and Mr. Kapoor (Rishi Kapoor) is the grandfather.
","चार्ली (शाहिद कपूर) और गुड्डू (शाहिद कपूर) भाई हैं।
"
"My grandfather is an Indian and my father was English.
","के पापा हिंदू और मां एग्लों इंडियन थीं।
"
"His father, late Justice S. N. Katju, was a former judge of the Allahabad High Court while his grandfather Kailash Nath Katju was one of India's leading lawyers.
","इनके चाचा जस्टिस बीएन काटजू भी इलाहाबाद उच्च न्यायालय के मुख्य न्यायधीश रह चुके हैं।
"
"Aishwarya took to Instagram to share a couple of pictures of Aaradhya with father Abhishek Bachchan and grandfather Amitabh Bachchan.
","अभिषेक बच्‍चन ने इंस्‍टाग्राम पर शेयर की है ऐश्‍वर्या और आराध्‍या की फोटो
"
"The grandfather’s family was five sons and three daugh- ters.
","पांच लोगों के इस परिवार में माता-पिता और उनकी तीन बेटियां थीं।
"
"His father and grandfather were freedom fighters.
","उनके पिता और चाचा तो क्रांतिकारी थे ही।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","इनके पिता का नाम दशरथ था ओर माता का नाम सुनदा ।
"
"My grandfather studied in this university.
","इसी कॉलेज में मेरे पिताजी पढ़े हैं
"
"And as Peter Parker’s grandfather once remarked to the little hidden superhero, “with great power comes great responsibility”.
","पीटर पार्कर के अंकल ने कहा था कि बड़ी ताकत के साथ बड़ी जिम्मेदारी आती है.
"
"Shashi Kapoor and Kareena's grandfather Raj Kapoor are brothers.
","खुशी कपूर और शनाया कपूर, र‍िया कपूर की कजिन हैं।
"
"My grandfather had retired.
","पिताजो संन्यास ले चुके थे ।
"
"They are someone's grandmother, grandfather, dad, mom, sister or brother.
","भाई या रिश्तेदार के भाई हैं, चाचा, मामा, फूफा, ससुर, जीजा या कोई ससुराली संबंधी हैं।
"
"His father's name was Syed Muhammad Irfan and grandfather's Syed Muhammad Nur.
","उनके पिता का नाम सदोवर सिंह और माता का नाम जमुनादेवी था।
"
"I am the father, mother, grandfather and sustainer of this universe.
","मैं इस का पिता, माता; धारण करने वाला और पितामंह हूँ ।
"
"An incredible husband, father and grandfather.
","एक उम्दा भाई, पिता और पति.
"
"His grandfather Gurcharan Singh received bullet injuries.
","एक गोली लगने से उसका भाई गुरजंट सिंह घायल हो गया।
"
"Also read: 5 WWE Superstars who are grandfathers
","ये भी पढ़ें: 5 संकेत जो बताते हैं WWE सुपरस्टार ब्रे वायट नए अंडरटेकर हैं
"
"Adored husband, father and grandfather.
","एक उम्दा भाई, पिता और पति.
"
"The Sardar’s great- grandfather, Sardar Hari Singh, was one of the commanders of Maharaja Ranjit Singh's army.
","शहीद राजविंदर सिंह के पिता स्वर्गीय जगीर सिंह भी फौज में हवलदार थे।
"
"Shah Rukh Khan’s son AbRam is convinced Amitabh Bachchan is his grandfather.
","शाहरुख खान के छोटे बेटे अबराम खान को ऐसा लगता है कि अमिताभ बच्चन उनके पापा के पापा हैं।
"
"Baikonur, Kazakhstan: A Russian rocket lifted off from the Baikonur space base, carrying three crew to the International Space Station including a US grandfather who is poised to enter the record books.
","बैकानूर (कजाखस्तान): कजाखस्तान के बैकानूर अंतरिक्ष केंद्र से एक रूसी रॉकेट ने एक अमरीकी बुजुर्ग व्यक्ति सहित तीन अंतरिक्ष यात्रियों को लेकर अंतरराष्ट्रीय अंतरिक्ष स्टेशन (आईएसएस) के लिए उड़ान भरी ।
"
"His grandfather was in police during British Raj whereas, his father was a Civil Constable.
","उनके पिताजी ब्रिटिश शासन में पुलिस अधिकारी थे तथा उनकी माँ नेपाल के राजघराने की थीं।
"
"He was living with his grandfather.
","वह बुआ के साथ ही रह रही थी।
"
"She attributed her success to her parents, her grandfather and teachers for their encouragement.
","वह अपनी इस सफलता का श्रेय अपनी मां, बहन और शिक्षकों को देते हैं।
"
"He was the elder brother of actor Dhruva Sarja and the nephew of Action King Arjun Sarja, and his grandfather was legendary Kannada actor Shakti Prasad.
","चिरंजीवी, एक्टर ध्रुव सरजा के बड़े भाई और साउथ इंडस्ट्री के एक्शन किंग कहलाने वाले अर्जुन सरजा के भतीजे थे।
"
"My grandfather’s life has had a great influence on me.
","अपनी माताके घामिक जीवन का मुझपर बहुत प्रभाव पड़ा ।
"
"An old grandfather’s clock stands by the wall.
","एक पुरानी घड़ी दीवार पर टंगी हुई।
"
"His father and grandfather had also served in the Indian Army.
","इनके पिता और भाई भी आर्मी में थे।
"
"But he didn’t forget his grandfather’s legacy.
","पर वह अपनी सखी धाना को नहीं भूला।
"
"Amaiya lives in Ghaziabad with his parents and grandfather.
","अभिजीता अपने माता-पिता के साथ गाजियाबाद में रहती हैं।
"
"Alcoholics in my family included both grandfathers, my father and both brothers and two children.
","मेरे परिवार में मेरे पिता, माता, दो भाई और दो बहनें थीं।
"
"His father’s name was Lamarck and his grandfather's name was Methuselah.
","इनके पिता का नाम पेरूमटट और माता का नाम लक्ष्मी था।
"
"Imam Hussein, like his infallible brother, Imam Hassan, was brought up next to his infallible grandfather, Prophet Mohammad (Blessings of God upon him and his progeny), and his infallible parents, Imam Ali (AS), and Hazrat Fatemeh (SA).
","हज़रत अब्बास (अ) ने हज़रत अली (अ) जैसे महान पिता और हज़रत इमाम हसन (अ) और इमाम हुसैन (अ) जैसे भाइयों की छत्रछाया में रह कर परिपूर्णता प्राप्त की।
"
"J Om Prakash is Bollywood star Hrithik Roshan's grandfather - the late filmmaker's daughter Pinky Roshan is married to Rakesh Roshan.
","राकेश रोशन की शादी पिंकी से हुई जो मशहूर डायरेक्टर जे. ओम प्रकाश की बेटी हैं।
"
"His father's name was Dhanadutta and grandfather's name was Bhadradutta.
","इनकी भापताका नाम वरुणिदेवी और पिताका नाम दंत था।
"
"His grandfather Dharmendra is regarded as one of the best actors that Hindi filmdom has seen.
","धर्मेंद्र हिंदी सिनेमा के बेहतरीन कलाकारों में शुमार किए जाते हैं।
"
"According to police, the girl committed suicide due to sexual abuse by her grandfather.
","पुलिस का कहना है कि युवती ने पिता की डांट से क्षुब्ध होकर युवती फांसी लगाकर आत्महत्या की है।
"
"Both grandfathers were doctors.
","भाई भाभी दोनों डॉक्टर थे।
"
