eng_Latn,hin_Deva
"Their neighbours said that Neetu suspected her husband of having illicit relations with his sister-in-law,"" said a police official.
","उनके पडोसियों ने बताया कि नीतू को अपने पति पर शक था कि उसके अपनी एक रिश्तेदार के साथ अवैध संबंध हैं।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","महिला की तहरीर पर पति, ससुर, सास और ननद के खिलाफ रिपोर्ट दर्ज कर ली गई है।
"
"Kareena’s sister-in-law Saba Ali Khan wrote, “Happy birthday babs,” and added a heart emoji.
","करिश्मा की बहन करीना की ननंद सबा अली खान ने लिखा है, ""हैप्पी बर्थडे!
"
"Actor Nawazuddin Siddiqui’s sister-in-law has made allegations that the actor has beaten her after a dispute on dowry.
","नवाजुद्दीन सिद्दीकी की भतीजी ने अभिनेता के भाई पर लगाया यौन शोषण का आरोप, तलाक ले रहीं पत्नी ने कही ये बात
"
"Azmi is sister-in-law to actor Tanvi Azmi, Saiyami’s paternal aunt.
","सैय्यामी खेर अभिनेत्री तन्वी आजमी की भतीजी हैं।
"
"Priyanka and her husband Nick Jonas went on a double date with sister-in-law Sophie Turner and her husband Joe Jonas.
","प्रियंका के जेेठ यानी निक के भाई जो जोनस ने पत्नी सोफी टर्नर के साथ दोबारा शादी की।
"
"While Bigg Boss season 1 contestant Kashmera Shah will enter the house to support her sister-in-law Arti Singh.
","बिग बॉस सीजन 1 की कंटेस्टेंट रहीं कश्मीरा शाह इसबार अपनी ननद आरती को सपोर्ट करने वाली हैं।
"
"You will not believe, but the most interesting photos of Prince George and his sister-in-law, who collect hundreds of enthusiastic responses, belong to the Duchess of Cambridge.
","आप विश्वास नहीं करेंगे, लेकिन प्रिंस जॉर्ज और उनकी बहू की सबसे रोचक तस्वीरें, जो सैकड़ों उत्साही प्रतिक्रियाएं एकत्र करती हैं, कैम्ब्रिज के डचेस से संबंधित हैं।
"
"The girl's sister-in-law died from a gunshot wound.
","गोली लगने से युवती की बुआ की जान चली गई।
"
"TV personality Danielle Jonas says she had a great experience at her sister-in-law Priyanka Chopra's wedding with singer Nick Jonas in Jodhpur but she also feels that the Indian actress must be ""so tired"".
","प्रियंका चोपड़ा (Priyanka Chopra) की जेठानी डेनिएले जोनस का कहना है कि जोधपुर में देवर निक जोनस और प्रियंका चोपड़ा की शादी में शामिल होना उनके लिए शानदार अनुभव रहा लेकिन साथ ही उन्हें लगता है कि भारतीय अभिनेत्री शादी के जश्नों और कार्यक्रमों के चलते जरूर थक गईं होंगी।
"
"The sister-in-law, traumatised by the incident went to her maternal home and informed her family about the ordeal.
","बालिका रोते बिलखती लहूलुहान अवस्था में मासूम अपने घर पहुंचकर आपबीती घटना के बारे में जानकारी परिजनों को दी।
"
"Priyanka Chopra had the cutest birthday wish for sister-in-law Danielle, who is the wife of Nick Jonas' brother Kevin.
","प्रियंका चोपड़ा ने अपने जेठ यानी निक जोनस के बड़े भाई केविन जोनस को बर्थडे विश करते हुए प्यारा मेसेज लिखा है।
"
"Game of Thrones star Sophie Turner not only bonds well with sister-in-law and actress Priyanka Chopra but also maintains a good rapport with her mother Madhu Chopra.
","गेम ऑफ थ्रोन्स स्टार सोफी टर्नर के संबंध न केवल उनकी देवरानी और अभिनेत्री प्रियंका चोपड़ा के साथ अच्छे हैं, बल्कि प्रियंका की मां के साथ भी उनका काफी अच्छा रिश्ता है और यह वीडियो इस बात का सबूत है।
"
"Bigg Boss 13: Arti Singh’s sister-in-law Kashmera Shah will be seen entering the house in the upcoming episode.
","Bigg Boss 13: कॉमेडियन कृष्णा अभिषेक की पत्नी और एक्ट्रेस कश्मीरा शाह जल्द बिग बॉस के घर में नजर आएंगी।
"
"We can’t have a large gathering of people, so just our family, didi (Sushmita Sen, sister-in-law), the kids, and a few close friends,” she said.
","हम ज्यादा लोगों के साथ फंक्शन नहीं कर सकते, इसलिए सिर्फ हमारी फैमिली, दीदी (सुष्मिता सेन), बच्चे और कुछ करीबी दोस्त मौजूद थे।
"
"However, Madan Lal Choudharys 20-year-old daughter Neha received a bullet injury in the leg while his sister-in-law Paramjeet also received minor injuries.
","’ हालांकि मदन लाल चौधरी की 20 वर्षीय बेटी नेहा के पैर में गोली लग गयी और उनकी अन्य रिश्तेदार परमजीत भी घायल हो गयीं.
"
"After reaching home, the girl narrated her ordeal to her sister-in-law.
","घर पहुंचने के बाद किशोरी ने अपनी मां को आपबीती बताई।
"
"Besides just my sister-in-law and I!
","बस मैं और मेरी तन्हाई !
"
"At the time of the incident, Saif Ali Khan was accompanied by wife Kareena Kapoor , sister-in-law Karisma Kapoor, friends Malaika Arora Khan, Amrita Arora and other friends.
","इस दौरान करीना, करिश्मा, मलाइका अरोड़ा खान, अमृता अरोड़ा और अन्य दोस्त भी मौजूद थे।
"
"A case has been registered and her husband Achin Kumar, father-in-law Chuhad Singh and sister-in-law Sonia were arrested, police said.
","उन्होंने बताया कि इस संबंध में एक मामला दर्ज कर लिया गया है और महिला के पति अचिन कुमार, ससुर चुहाड़ सिंह, ननद सोनिया को गिरफ्तार कर लिया गया है।
"
"Starring Bhumi Pednekar and Taapsee Pannu in lead roles, Saandh Ki Aankh is a biopic on sharpshooters Chandro Tomar and her sister-in-law Prakashi Tomar.
","सांड की आंख, बागपत की शूटर दादियों चंद्रो तोमर और प्रकाशी तोमर की बायोपिक फ़िल्म है, जिसमें तापसी पन्नू और भूमि पेडनेकर ने मुख्य भूमिकाएं निभायी हैं।
"
"The three women are his wife, mother and sister-in-law.
","स्त्री के तीन रूप होते है माँ, बहन और पत्नी।
"
"His wife and sister-in-law also died.
","इनके पत्नी एवं भाई का भी इसी तरह अकाल मौत हो गया था।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","इस मामले में पुलिस ने महिला के पति, जेठ और सास के खिलाफ मामला दर्ज कर लिया है।
"
"Actor Kunal Kemmu shared a photograph along with sister-in-law Kareena Kapoor Khan and gave a hilarious caption to it.
","एक्टर कुणाल खेमू ने अपनी बहन के साथ भाई दूज मनाया और इस दौरान का एक बेहद खूबसूरत वीडियो भी शेयर किया.
"
"Kareena’s sister-in-law, Soha Ali Khan too shared a family picture with husband Kunal Khemu and daughter Inaaya.
","कुणाल खेमू ने अपनी मां संग बचपन की तस्वीर शेयर करते हुए सोहा अली खान की तस्वीर भी शेयर की है।
"
"Priyanka Chopra's sister-in-law Sophie Turner is all set to marry Joe Jonas for the second time with singer Joe Jonas.
","प्रियंका चोपड़ा के जेठ जो जोनस अपनी गर्लफ्रेंड सोफी टर्नर से दोबारा शादी करने जा रहे हैं।
"
"Kareena's sister-in-law Soha Ali Khan attended the party with her husband Kunal Kemmu.
","कुणाल खेमू और उनकी पत्नी सोहा अली खान प्रार्थना सभा में शामिल होने जाते हुए।
"
"In the tweet, Nawab Malik wrote, “Sameer Dawood Wankhede, is your sister-in-law Harshada Dinanath Redkar involved in the drug business?
","नवाब मलिक ने अपने अपने ट्विटर अकाउंट पर पोस्ट करते हुए लिखा, 'समीर दाऊद वानखेड़े, क्या तुम्हारी सिस्टर इन लॉ हर्षदा दीनानाथ रेडकर ड्रग्स के धंधे में शामिल हैं?
"
"The CBI has summoned Abhishek’s wife Rujira Narula and his sister-in-law for questioning.
","सीबीआई ने समन भेजकर अभिषेक और उनकी पत्‍नी रुजीरा नरूला को भी पूछताछ के लिए बुलाया है।
"
"The woman’s brother and sister-in-law were present in the house when the incident took place.
","इस घटना के दौरान घर पर महिला की सास और ससुर मौजूद थे।
"
"Rashtriya Janata Dal (RJD) supremo Lalu Prasad's estranged daughter-in-law Aishwarya has lodged an FIR in Patna, accusing the former chief minister and her mother-in-law Rabri Devi, eldest sister-in-law Misa Bharti and husband Tej Pratap of harassing and assaulting her.
","आरजेडी प्रमुख लालू प्रसाद की बहु ऐश्वर्या राय ने अपनी सास और पूर्व मुख्यमंत्री राबड़ी देवी, पति तेजप्रताप यादव और बड़ी ननद मीसा भारती सहित पांच लोगों के खिलाफ अपने साथ कथित मारपीट को लेकर एफआरआई दर्ज कराई है।
"
"It’s my friend’s sister-in-law.
","वह मेरे मित्र की बहिन है ।
"
"A case has been registered against the woman's husband, father-in-law, mother-in-law and sister-in-law, the police added.
","पुलिस ने डॉक्टर की पत्नी, उसकी मां, मौसी और मौसा के खिलाफ मामला दर्ज कर लिया है.
"
"Apart from his stunning wife, Kareena Kapoor Khan, sister-in-law Karisma Kapoor was present too.
","उनके साथ उनकी पत्नी कृष्णा कपूर भी थीं.
"
"A complaint was filed by the sister-in-law of the accused.
","शिकायत आरोपी के ससुर ने लगाया है।
"
"Sophie, who is married to Joe Jonas, is sister-in-law to Priyanka Chopra and her husband Nick Jonas.
","सोफी निक जोनस के बड़े भाई जो जोनस की पत्नी हैं।
"
"Rajiv Kapoor's sister-in-law Neetu Kapoor also took to her Instagram profile and confirmed the news.
","नीतू कपूर ने भी इंस्टाग्राम पर राजीव कपूर की फोटो शेयर करते हुए उनके निधन की खबर को कन्फर्म किया है।
"
"Malik in a Twitter post said, “Sameer Dawood Wankhede, is your sister-in-law Harshada Dinanath Redkar involved in the drug business?
","उन्होंने अपने ट्वीट में लिखा है, ' समीर दाऊद वानखेड़े, क्या आपकी पत्नी की बहन हर्षदा दीनानाथ रेडकर ड्रग कारोबार में शामिल हैं?
"
"A complaint was filed against Nawab Malik by Sameer Wankhede's sister-in-law.
","समीर वानखेड़े की बहन ने मलिक के खिलाफ दर्ज कराई शिकायत
"
"Mumbai: Actress Kareena Kapoor Khan said she is happy that her sister-in-law Soha Ali Khan is getting married to boyfriend Kunal Khemu.
","बॉलीवुड की जानीमानी अभिनेत्री करीना कपूर खान अपनी ननद और अभिनेत्री सोहा अली खान की कुणाल खेमू के साथ हुई सगाई से बेहद खुश है।
"
"Suspected her husband of having an illicit relationship with sister-in-law
","भाई के साथ पत्नी के अवैध संबंधों का शक था
"
"Actor Priyanka Chopra along with sister-in-law Sophie Turner had also paid her a visit.
","जिसमें प्रियंका चोपड़ा और सोफी टर्नर भी पहुंचीं।
"
"Mommy Soha Ali Khan took to Instagram to share a picture of herself and her daughter Inaaya with sister-in-law Kareena and her son, Taimur.
","सोहा अली खान ने अपने इंस्टाग्राम एकाउंट पर बेटी इनाया और भतीजे तैमूर अली खान की एक तस्वीर शेयर की है।
"
"After the death of his wife, his sister-in-law cared for his children.
","पत्नी के मरने के बाद बच्चों की परवरिश उसके नाना-नानी ने किया.
"
"Later that day, her body was found hanging in her sister-in-law’s room.
","अगले दिन उसका शव उसके कमरे में फंदे से लटकता पाया गया था.
"
"Kareena's sister-in-law Soha Ali Khan attended the party with her husband Kunal Kemmu.
","कुणाल खेमू अपनी पत्नी सोहा अली खान के साथ आए नजर
"
"Aishwarya Rai , daughter Aaradhya along with the entire Bachchan clan including father-in-law Amitabh Bachchan , mother-in-law Jaya and sister-in-law Shweta are holidaying in Maldives for Abhishek’s birthday.
","इस छुट्टी में अमिताभ के साथ उनकी पत्नी जया बच्चन, बेटा अभिषेक बच्चन, बहू ऐश्वर्या राय और पोती आराध्या बच्चन भी हैं।
"
"On the night Tiwari was killed, he and Apoorva were in their room at the Defence Colony residence when they had a fight over Tiwari’s proximity with his sister-in-law.
","तिवारी की जिस रात हत्या हुई, उस दिन वह और अपूर्वा डिफेंस कॉलोनी स्थित अपने घर के कमरे में थे।
"
"Sophie, who is married to Joe Jonas, is sister-in-law to Priyanka Chopra and her husband Nick Jonas.
","सोफी, पीसी के पति निक जोनास के बड़े भाई जो जोनास की पत्नी है।
"
"Kareena's sister-in-law Soha Ali Khan attended the party with her husband Kunal Kemmu.
","करीना की ननद सोहा अली खान भी पति कुणाल खेमू के साथ डिनर पार्टी एन्जॉय करने पहुंची.
"
"The Congress leader alleged that the documents seized by the ACB have names and address of Singh's sister-in-law, his personal secretary and OSD.
","कांग्रेस नेता ने आरोप लगाया कि एसीबी के बरामद दस्तावेजों में सिंह की एक रिश्तेदार के अलावा उनके निजी सचिव और ओएसडी के नाम और पतों का जिक्र किया गया है।
"
"The birthday bash was attended by his children Sara and Ibrahim along with sister Soha Ali Khan and sister-in-law Karisma Kapoor.
","सैफ के जन्मदिन पर करिश्मा कपूर और सोहा अली खान अपने बेबी बंप के साथ नजर आईं.
"
"The film is based on the life of India's oldest shooters Chandro Tomar and her sister-in-law Prakashi Tomar.
","ये फिल्म हरियाणा की चंद्रो तोमर और प्रकाश तोमर की जिंदगी पर बनी हैं जो कि उम्रदराज शूटर हैं.
"
"Actor Priyanka Chopras to be sister-in-law Ishita Kumar has deleted every wedding-related picture from her Instagram account, after it was rumoured that her wedding to Priyankas brother Siddharth had been called off.
","जब से ऐक्ट्रेस प्रियंका चोपड़ा के भाई सिद्धार्थ चोपड़ा की शादी उनकी मंगेतर इशिता कुमार से कैंसल हुई है, तभी से चारों ओर इसी बारे में चर्चा है।
"
"The CBI has also questioned Trinamool COngress MP Abhishek Banerjee’s wife Rujira Banerjee and his sister-in-law Menka Gambhir in connection with the case.
","मामले में तृणमूल कांग्रेस नेता अभिषेक बनर्जी की पत्नी रुजिरा बनर्जी व उनके अन्य रिश्तेदारों से भी पूछताछ हुई है.
"
"Sasikala and her co-convict sister-in-law Elavarasi and nephew V. K. Sudhakaran returned to the jail after the Supreme Court refused to give her more time.
","सर्वोच्च न्यायालय द्वारा मोहलत देने से इंकार करने पर शशिकला और उनकी रिश्तेदार एलावारसी व भतीजे वी.के. सुधाकरन को जेल लौटना पड़ा।
"
"Man arrested for allegedly raping sister-in-law
","श्वसुर से मारपीट के आरोप में दामाद गिरफ्तार
"
"The Kurbaan actress' sister-in-law Soha Ali Khan and her husband Kunal Khemu, close friends Karan Johar, Malaika Arora, Amrita Arora and her husband Shakeel Ladak, Arjun Kapoor, fashion designer Manish Malhotra, Sanjay Kapoor and his wife Maheep Sandhu were also part of the lavish party.
","इस पार्टी में करीना के करीबी दोस्‍त करण जौहर, अर्जुन कपूर, फैशन डिजाइनर मनीष मल्‍होत्रा, संजय कपूर और उनकी पत्‍नी भी शामिल हुए.
"
"The CBI has also questioned Trinamool COngress MP Abhishek Banerjee’s wife Rujira Banerjee and his sister-in-law Menka Gambhir in connection with the case.
","इस मामले में सांसद और तृणमूल कांग्रेस के नेता अभिषेक बनर्जी की पत्नी रुजिरा बनर्जी समेत दूसरे रिश्तेदारों से सीबीआई पूछताछ कर चुकी है.
"
"They were accompanied by Aishwarya’s parents,her brother and her sister-in-law.
","ऐश्वर्या के साथ उनकी मां, बहन और भाई भी थे।
"
"The woman’s brother and sister-in-law were present in the house when the incident took place.
","घटना के समय सास और ससुर मौजूद थे घर पर
"
"Congratulations to your brother and sister-in-law.
","आपको और आपके भाई को बधाई.
"
"Pallavi, Rambha's sister-in-law, alleged that Srinivas and other family members had been harassing her for bringing additional dowry and sought the court's direction to police for booking of a case, a senior police officer said.
","एक वरिष्ठ पुलिस अधिकारी के मुताबिक, पल्लवी का आरोप है कि श्रीनिवास और परिवार के अन्य सदस्य उसे दहेज के लिए प्रताड़ित कर रहे थे।
"
"The central investigating agency has also questioned the wife and sister-in-law of Chief Minister Mamata Banerjee's nephew and Diamond Harbour MP Abhishek Banerjee in connection with its probe into the scam.
","केन्द्रीय जांच एजेंसी ने इस मामले में राज्य की मुख्यमंत्री ममता बनर्जी के रिश्तेदार एवं डायमंड हार्बर से सांसद अभिषेक बनर्जी की पत्नी और उनकी एक अन्य रिश्तेदार से भी पूछताछ की थी।
"
"Maneka Gandhi is the estranged sister-in-law of UPA chairperson Sonia Gandhi; her husband Sanjay Gandhi was Indira Gandhi's younger son and the brother of Sonia Gandhi's husband Rajiv Gandhi.
","इंदिरा गांधी की छोटी बहू और संजय गांधी की पत्नी मेनका गांधी अमेठी में राजीव गांधी से हारी।
"
"Victim’s husband Sumit, father-in-law S. C. Agarwal, mother-in-law Anita, brother-in-law Amit and sister-in-law Tulika were booked by the agency in the case.
","एफआइआर में डॉ.दीप्ति के पति सुमित, ससुर एससी अग्रवाल, सास अनीता, जेठ अमित, जेठानी तूलिका को दहेज हत्या का आरोपित बनाया गया था।
"
"Rashtriya Janata Dal (RJD) supremo Lalu Prasad's estranged daughter-in-law Aishwarya has lodged an FIR in Patna, accusing the former chief minister and her mother-in-law Rabri Devi, eldest sister-in-law Misa Bharti and husband Tej Pratap of harassing and assaulting her.
","पटना: राष्ट्रीय जनता दल (राजद) के नेता और पूर्व सीएम लालू प्रसाद यादव के बड़े बेटे तेज प्रताप यादव के खिलाफ उनकी पत्नी एश्वर्या राय ने FIR दर्ज कराई है।
"
"Kareena Kapoor Khan, who is Soha's sister-in-law attended the baby shower with sister Karisma.
","सोहा के बेबी शॉवर में करीना कपूर और करिश्मा कपूर ने भी शिरकत की.
"
"Soha Ali Khan recently took to social media and shared an adorable family photo featuring her mother Sharmila Tagore, brother Saif Ali Khan, sister-in-law Kareena Kapoor and kids Sara, Ibrahim and Taimur.
","सारा ने इंस्टाग्राम पर एक फैमिली फोटो शेयर की है जिसमें उनके पिता सैफ अली खान, भाई इब्राहिम, सौतेली मां करीना कपूर और छोटा भाई तैमूर नजर आ रहा है।
"
"Harshada is the sister-in-law of NCB Mumbai zonal director Sameer Wankhede.
","फ़िलहाल मुंबई एनसीबी के जोनल डायरेक्टर हैं समीर वानखेड़े
"
"His wife and sister-in-law also died.
","पत्नी और भतीजी के भी चोटें आई हैं।
"
"Meanwhile, Anil Kapoor also remembered his sister-in-law Sridevi in a recent interview to Mumbai Mirror and said, “'She was my brother's wife and my wife's friend as they connected really well.
","अनिल कपूर ने भी श्रीदेवी को याद करते हुए एक इंटरव्यू में कहा था कि ''वो मेरे भाई की पत्नी थीं साथ ही मेरी पत्नी की अच्छी दोस्त भी थीं।
"
"Priyanka Chopra shared a birthday wish for sister-in-law Sophie Turner.
","प्रियंका चोपड़ा ने जेठानी सोफी टर्नर को इस पोस्ट के साथ किया बर्थडे विश
"
"The ED had chargesheeted former Telecom Minister Dayanidhi Maran, his brother Kalanithi and sister-in-law Kavery Kalanithi as accused in the case too.
","इससे पहले ईडी ने पूर्व टेलीकॉम मिनिस्टर दयानिधि मारन और उनके भाई कलानिधि मारन व अन्य लोगों के खिलाफ चार्जशीट दाखिल की थी।
"
"The central probe agency recently questioned Banerjee’s wife Rujira and sister-in-law Menaka Gambhir in the case pertaining to illegal coal mining and pilferage from the mines of the Eastern Coalfields Limited.
","केंद्रीय जांच एजेंसी ने हाल ही में बनर्जी की पत्नी रुजिरा और पत्नी की बहन मेनका गंभीर से ईस्टर्न कोलफील्ड्स लिमिटेड की खदानों से अवैध कोयला खनन और कोयला चोरी के मामले में पूछताछ की थी।
"
"The court order came on a lawsuit by Sohrabuddin Sheikh's terminally ill brother Rubabuddin Sheikh, who has sought a CBI probe into the killings of his brother and sister-in-law.
","न्यायालय ने यह आदेश सोहराबुद्दीन के गंभीर रूप से बीमार भाई रूबाबुद्दीन शेख की याचिका पर दिया है जो मामले की सीबीआई से जांच कराने की मांग कर रहा है।
"
"Also preceding her in death were her mother, father, brother, and sister-in-law.
","इसमें उसके माता-पिता, बहन, भांजी, और दादी की मौत हो गई।
"
"Nathmal Didei, Bharatpur district collector, conducted an inquiry into the matter and submitted a report on the basis of statements from the doctor, Irfan and Parveena’s sister-in-law Fatma.
","भरतपुर जिलाधिकारी नथमल दिदेई ने मामले की जांच की और डॉक्टर, इरफान, परवीना और परवीना की महिला रिश्तेदार के बयान के आधार पर अपनी रिपोर्ट सौंपी है.
"
"Kareena fell in love with her sister-in-law’s gesture and shared Saba’s post on her Instagram story and wrote ‘Love you too’.
","करीना ने सबा की इस पोस्ट को अपने इंस्टाग्राम पर शेयर कर लिखा ‘लव यू टू’.
"
"The CBI has also questioned Trinamool Congress MP Abhishek Banerjee's wife Rujira and his sister-in-law Menaka Gambhir in connection with the case.
","सीबीआई ने तृणमूल कांग्रेस के सांसद एवं ममता के भतीजे अभिषेक बनर्जी की पत्नी रुजिरा एवं उनकी पत्नी की बहन मेनका गंभीर से भी मामले में हाल में पूछताछ की थी.
"
"The CBI has also questioned Trinamool Congress MP Abhishek Banerjee's wife Rujira and his sister-in-law Menaka Gambhir in connection with the case.
","सीबीआई ने इस मामले के संबंध में तृणमूल कांग्रेस के सांसद अभिषेक बनर्जी और उनकी रिश्तेदार मेनका गंभीर से भी पूछताछ की है।
"
"Also read: Anushka Sharma’s sister-in-law reveals why she won’t talk about how her and Virat Kohli’s daughter Vamika looks
","ये भी पढ़ें-विराट कोहली और अनुष्का शर्मा की बेटी की फोटो क्लिक करने पर विवाद, वामिका का चेहरा छिपाते नजर आईं एक्ट्रेस
"
"This included his mother-in-law, wife, sister-in-law and three-year-old son.
","इसमें बुजुर्ग के बेटे-बहू, तीन माह की पोती, बीवी, भाई की बीवी आदि शामिल रहे।
"
"The child's parents used to go out for work and leave their daughter in the custody of their sister-in-law.
","इस बच्ची के माता पिता अपनी बच्ची को अपनी एक रिश्तेदार के पास छोड़कर काम पर जाते थे।
"
"Nick's parents Paul Kevin Jonas Senior and Denise Miller-Jonas, brother Joe Jonas and sister-in-law to-be Sophie Turner posed for photos at the event, as did Priyanka's mother Madhu Chopra and brother Siddharth.
","निक के पिता पॉल केविन जोनास सीनियर मां डेनिस मिलर जोनास और प्रियंका मां मधु चोपड़ा मौजूद थे।
"
"Actor Kareena Kapoor Khan has described her sister-in-law Soha Ali Khan as a solid woman.
","अभिनेत्री करीना कपूर खान ने अपनी ननद सोहा अली खान को ‘सशक्त महिला’ के रूप में वर्णित किया।
"
"She was a sister-in-law of India’s first prime minister Jawaharlal Nehru.
","वे देश के पहले प्रधानमंत्री जवाहर लाल नेहरू की बहन थीं।
"
"On a complaint by Khans sister-in-law, a case under IPC sections 354A (sexual harassment), 506 (criminal intimidation), 509 (word, gesture or act intended to insult the modesty of a woman), 120B (criminal conspiracy) and 498A (husband or relative of husband of a woman subjecting her to cruelty) was registered at the Jamia Nagar police station against him and the womans husband.
","खान की एक संबंधी की शिकायत के आधार पर उनके खिलाफ भारतीय दंड संहिता की धारा 354 ए (यौन उत्पीड़न), 506 (आपराधिक धमकी), 509 (महिला की मर्यादा का अपमान करने के उद्देश्य से कुछ हरकत, गतिविधि करना या कुछ बोलना), 120बी (आपराधिक साजिश) और 498ए (महिला के पति या पति के संबंधी द्वारा उसके खिलाफ क्रूरता करना) के तहत जामिया नगर पुलिस थाने में मामला दर्ज किया गया था।
"
"Her mother and sister-in-law were seriously sick.
","उसकी मां व बहन का भी रो रोकर बुरा हाल था।
"
"The case has been registered against six people, which includes the victim's husband, mother-in-law and sister-in-law.
","मामले में पति, सास, ननद समेत छह लोगों के खिलाफ हत्या का मुकदमा दर्ज कर लिया गया है।
"
"The CBI has also questioned Trinamool COngress MP Abhishek Banerjee's wife Rujira Banerjee and his sister-in-law Menka Gambhir in connection with the case.
","पश्चिम बंगाल में होने वाले आगामी विधानसभा चुनाव के बीच मुख्यमंत्री ममता बनर्जी की बहू और टीएमसी सांसद अभिषेक बनर्जी की पत्नी रुजिरा बनर्जी से पूछताछ की।
"
"It was said that Arjun Kapoor had an affair with Salman's former sister-in-law Malaika Arora.
","सलमान खान की बहन के साथ रिलेशनशिप में थे अर्जुन कपूर, फिर ऐसे शुरू हुई मलाइका अरोड़ा संग लव स्टोरी
"
"Pallavi, Rambha's sister-in-law, alleged that Srinivas and other family members had been harassing her for bringing additional dowry and sought the court's direction to police for booking of a case, a senior police officer said.
","एक वरिष्ठ पुलिस अधिकारी के मुताबिक, पल्लवी का आरोप है कि श्रीनिवास और परिवार के अन्य सदस्य उसे दहेज के लिए प्रताड़ित कर रहे थे.
"
"The guests on the show included Kareena's sister Karisma Kapoor, Mallika Dua, BFFs Malaika Arora and Amrita Arora, sister-in-law Soha Ali Khan amongst many others.
","पार्टी में सलमान कटरीना के अलावा मलाइका अरोरा उनकी बहन अमृता अरोरा, सोहा अली खान, कुणाल खेमू और दिया मिर्जा जैसे सितारें मौजूद थे।
"
"The birthday bash was attended by his children Sara and Ibrahim along with sister Soha Ali Khan and sister-in-law Karisma Kapoor.
","बर्थडे पार्टी में उनकी बेटी सारा अली खान, बेटे इब्राहिम, बहन सोहा अली खान-कुणाल खेमू, करीना कपूर, करिश्मा कपूर और सभी करीबी दोस्त शामिल हुए।
"
"Salman Khan’s sister-in-law Seema, who is the wife of Sohail Khan, was also present.
","इनके साथ सोहेल खान की वाइफ सीमा खान भी हैं.
"
"Maheep Kapoor, Sridevi’s sister-in-law and Sanjay Kapoor’s wife, shared memorable pictures, saying that she will ‘always remember the good times.
","श्रीदेवी की देवरानी और संजय कपूर की पत्नी महीप कपूर ने लिखा- ''अच्छे समय को हमेशा याद करेंगे।
"
"According to a report by The Times of India, police said that the victim’s mother had filed a complaint against her sister-in-law, accusing her of giving instructions for the attack on her child.
","टाइम्स ऑफ इंडिया की रिपोर्ट के मुताबिक, पुलिस ने कहा कि सौतेली मां ने आरोपी को बेटी के साथ कुकर्म करते पकड़ा और इसके बाद उसने अपने पति के खिलाफ शिकायत दर्ज कराई।
"
"Nitika also credited her mother-in-law and sister-in-law as the ""strongest women"" in her life.
","नितिका ने अपनी सास और ननद को अपनी जिंदगी में ""सबसे मजबूत महिला"" का श्रेय भी दिया।
"
"Bengaluru: A CCTV footage purportedly showing AIADMK chief V K Sasikala entering the Central jail here along with her sister-in-law in plain clothes has surfaced in the media.
","अन्नाद्रमुक प्रमुख वी.के शशिकला के कथित रूप से अपनी ननद के साथ सादे कपड़ों में यहां केन्द्रीय जेल में प्रवेश करने की एक सीसीटीवी फुटेज मीडिया में सामने आई है।
"
"These pictures also include Priyanka’s cousin, actor Parineeti Chopra, her future sister-in-law, Game of Thrones star Sophie Turner, Srishti Behl Arya, Chanchal D’Souza, Tamanna Dutt, Elizabeth Chambers, Mamta Anand, Dana Supnick, Natasha Pal, and billionaire heiress and future bride herself, Isha Ambani.
","इन तस्वीरों में प्रियंका की कज़न और बॉलिवुड अभिनेत्री परिनीती के अलावा उनकी होनेवाली देवरानी और गेम ऑफ़ थ्रोन्स की अभिनेत्री सोफ़ी टर्नर, सृष्टि बहल आर्या, चंचल डि’सूज़ा, तमन्ना दत्त, एलिज़ाबेथ चैम्बर्स, ममता आनंद, डाना सुपनिक, नताशा पाल और ईशा अंबानी मौजूद थीं.
"
"The woman’s brother and sister-in-law were present in the house when the incident took place.
","वारदात के वक्त घर में मृतका की सास और ससुर मौजूद थे।
"
"Based on the complaint, a case was registered against the woman, her husband, mother and sister-in-law under sections 386 (extortion by putting a person in fear of death or grievous hurt) and 389 (putting person in fear of accusation of offence, in order to commit extortion) of the Indian Penal Code.
","विधायक की पत्नी की शिकायत पर पीड़ित महिला, उनके पति, मां और ननद के खिलाफ आईपीसी की धारा 386 (मौत या गंभीर आघात के भय में डालकर किसी व्यक्ति से जबरदस्ती वसूली करना) और धारा 389 (जबरन वसूली करने के लिए किसी व्यक्ति को अपराध का आरोप लगाने के भय में डालना) के तहत केस दर्ज किया गया था.
"
"Sophie Turner says she is excited to welcome her ""future sister-in-law"" Priyanka Chopra to the Jonas family.
","सोफी टर्नर ने प्रियंका चोपड़ा का जोनास फैमिली में गर्मजोशी से स्वागत किया है.
"
"The late star's daughter, Bobbi Kristina Brown and her sister-in-law Pat Houston will accept the award.
","दिवंगत गायिका की बेटी बॉबी क्रीस्टिना ब्राउन और उनकी रिश्तेदार पैट ह्यूस्टन सम्मान हासिल करेंगी।
"
"Sophie, who is married to Joe Jonas, is sister-in-law to Priyanka Chopra and her husband Nick Jonas.
","प्रियंका चोपड़ा के जेठ जो जोनस और उनकी मंगेतर सोफी टर्नर की लवस्टोरी की।
"
