eng_Latn,mal_Mlym
"Netaji's niece Chitra Ghosh said she was extremely disappointed that the state government was still holding on to the classified files.
","വേർതിരിച്ച ഫയലുകളാണ് സംസ്ഥാന സർക്കാർ ഇപ്പോഴും സൂക്ഷിക്കുന്നുവെന്നതിൽ അതൃപ്തിയുണ്ടെന്ന് നേതാജിയുടെ ബന്ധു ചിത്ര ഘോഷ് പറഞ്ഞു.
"
"Panahi's niece Hannah Saiidi, who stars in the film, accepted the prize on the director's behalf.
","ചിത്രത്തിൽ അഭിനയിച്ച പനാഹിയുടെ അനന്തിരവൾ ഹനാ സയ്യേദിയാണ് സംവിധായകനു വേണ്ടി ബെർലിൻ ചലച്ചിത്രമേളയിൽ പുരസ്കാരം ഏറ്റുവാങ്ങിയത്.
"
"Play with your kids (or nieces and nephews) or go to an exercise class with a friend.
","നിങ്ങളുടെ കുട്ടികളുമായി കളിക്കലാണ് (അതായത് യാർഡിലെ ടാഗും) അല്ലെങ്കിൽ ഒരു കൂട്ടുകാരിയോട് നിങ്ങളോടൊപ്പം നടക്കാൻ ആവശ്യപ്പെടുക.
"
"Recently my 3-year-old niece came to visit.
","അടുത്തിടെ മൂന്നു വയസ്സുള്ള എൻറെ അനന്തിരവൾ വീട്ടിൽ വന്നു.
"
"Regarding Buendia's larger family tree, his paternal and maternal grandparents are one of football's unravelled mysteries while there are no available records of his uncles, aunts, nieces and nephews.
","ഭൂമി ബ്യൂണ്ടിയയുടെ ബന്ധുക്കളെക്കുറിച്ച്ഃ ബ്യൂണ്ടിയയുടെ വലിയ കുടുംബവീക്ഷണത്തെ സംബന്ധിച്ചിടത്തോളം, അദ്ദേഹത്തിന്റെ പിതൃ, മാതൃ മുത്തശ്ശിമാർ ഫുട്ബോളിന്റെ അനാവരണം ചെയ്യപ്പെടുന്ന രഹസ്യങ്ങളിലൊന്നാണ്, അതേസമയം അദ്ദേഹത്തിന്റെ അമ്മാവന്മാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നും ലഭ്യമല്ല.
"
"Sadly missed by his loving family, daughter-in-law Irene, brothers Liam, Damian, Francis, Brendan, Padraig and Brain, brothers-in-law, sisters-in-law, nieces, nephews, relatives and friends.
","ദുഃഖകരമെന്നു അവന്റെ ദയ കുടുംബം, മരുമകള് ഐറീൻ സഹോദരന്മാരേ ലിയാം, ഡാമിയൻ, ഫ്രാൻസിസ്, ബ്രണ്ടൻ, Padraig ബ്രെയിൻ സഹോദരന്മാരേ-ഇൻ-നിയമം, സഹോദരിമാർ-ഇൻ-നിയമം, മരുമക്കളും, പൌത്രന്മാരും, ബന്ധുക്കൾ, സുഹൃത്തുക്കൾ വഴി നഷ്ടമായി.
"
"Schwarzenegger became a U.S. citizen in 1983 and married Maria Shriver, a reporter and niece of President John F. Kennedy, in 1986.
","ജോൺ എഫ് കെന്നഡിയുടെ അനന്തരവളും പത്രപ്രവർത്തകയുമായ മരിയ ഷ്റിവറെ വിവാഹം കഴിച്ച ഷ്വാൻസെനഗർ 1983 ൽ അമേരിക്കൻ പൌരത്വം സ്വീകരിച്ചു.
"
"She is the niece of former American President John F Kennedy.
","മുൻ അമേരിക്കൻ പ്രസിഡന്റ് ജോൺ എഫ്. കെന്നഡിയുടെ ഭാര്യയുടെ ഉടമസ്ഥനാണു ഇവർ.
"
"She is the niece of the Travancore sisters - Lalitha, Padmini and Ragini, all of whom were Indian classical dancers and actresses.[13] The actress Sukumari was her paternal aunt.
","ക്ലാസിക്കൽ ഇന്ത്യൻ നർത്തകരും നടിമാരും തിരുവിതാംകൂർ സഹോദരിമാർ എന്ന പേരിൽ പ്രശസ്തരുമായ - ലളിത), പദ്മിനി , രാഗിണി എന്നിവരുടെ മരുമകളാണ്. അവൾ. . [15] The actress Sukumari was her paternal aunt.
"
"She is the niece of the Travancore sisters - Lalitha, Padmini and Ragini, all of whom were classical Indian dancers and actresses.[7] The actress Sukumari was her paternal aunt.
","ക്ലാസിക്കൽ ഇന്ത്യൻ നർത്തകരും നടിമാരും തിരുവിതാംകൂർ സഹോദരിമാർ എന്ന പേരിൽ പ്രശസ്തരുമായ - ലളിത), പദ്മിനി , രാഗിണി എന്നിവരുടെ മരുമകളാണ്. അവൾ. . [15] The actress Sukumari was her paternal aunt.
"
"Shukla, the niece of former Prime Minister Atal Bihari Vajpayee, was undergoing treatment for COVID-19 after she had tested positive for infection.
","മുൻ പ്രധാനമന്ത്രി എ ബി വാജ്പേയിയുടെ ബന്ധുവായ ശുക്ല കോവിഡ് -19 മൂർച്ഛിച്ചതിനെ തുടർന്ന് ചികിത്സ തേടിയിരുന്നു.
"
"Shukla, the niece of former Prime Minister Atal Bihari Vajpayee, was undergoing treatment for Covid-19 after she tested positive for the infection.
","മുൻ പ്രധാനമന്ത്രി എ ബി വാജ്പേയിയുടെ ബന്ധുവായ ശുക്ല കോവിഡ് -19 മൂർച്ഛിച്ചതിനെ തുടർന്ന് ചികിത്സ തേടിയിരുന്നു.
"
"Similarly, Alphonso's uncles, aunts, cousins, nephew and nieces are largely unknown at the time of writing this bio.
","അതുപോലെ, അൽഫോൺസോയുടെ അമ്മാവന്മാർ, അമ്മായിമാർ, കസിൻസ്, മരുമകൻ, മരുമക്കൾ എന്നിവർ ഈ ബയോ എഴുതുമ്പോൾ വലിയ അജ്ഞാതരാണ്.
"
"Similarly, his nieces and nephews are unknown at the time of writing this bio.
","അതുപോലെ, ഈ ബയോ എഴുതുമ്പോൾ അദ്ദേഹത്തിന്റെ മരുമക്കളും മരുമക്കളും അജ്ഞാതരാണ്.
"
"Similarly, not much is known about Zouma's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, not much is known about his uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, the soccer genius is yet to reveal his uncles, aunts, cousins, nephews and nieces.
","അതുപോലെ, സോക്കർ പ്രതിഭ തന്റെ അമ്മാവൻമാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെ ഇതുവരെ വെളിപ്പെടുത്തിയിട്ടില്ല.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, കാൻസലോയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews, and nieces while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, കാൻസലോയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of Greenwood's aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, ഗ്രീൻവുഡിന്റെ അമ്മായിമാർ, അമ്മാവന്മാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻമാരെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of Tielemans' uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of his aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, ഗ്രീൻവുഡിന്റെ അമ്മായിമാർ, അമ്മാവന്മാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻമാരെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there has been no mention of Lawan's uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Thampi's niece Amminiyamma, who was only 12 years old, prepared food for the family and the hungry fleeing comrades.
","ആ കാലത്ത് വീട്ടുകാർക്കും വിശന്നുവലഞ്ഞെത്തുന്ന ഒളിവിലിരിക്കുന്ന സഖാക്കൾക്കും ഭക്ഷണം ഒരുക്കിയത് തമ്പിയുടെ സഹോദരീപുത്രി 12 വയസ്സ് മാത്രമുണ്ടായിരുന്ന അമ്മിണിയമ്മയായിരുന്നു.
"
"The baby's mother said one of the girls was her niece.
","അവരിൽ ഒരാൾ പെൺകുട്ടിയുടെ സഹപാഠിയാണെന്ന് കുട്ടിയുടെ അമ്മ പറയുന്നു.
"
"Then my father and the niece's husband died.
","ഇതിന്നിടയിൽ എന്റെ അനുജനും അച്ഛന്റെ പെങ്ങളുടെ ഭർത്താവും മരിച്ചു.
"
"There he met Kusuma Dabare, Sammy's favorite niece, on March 13, 1972, and he told her about Sujith's statements.
","അവിടെ വച്ച് സാമിയുടെ പ്രിയപ്പെട്ട മരുമകളായ കുസുമ ദബാരെ മാർച്ച് 13, 1972 ൽ കണ്ടുമുട്ടി, സുജിത്തിന്റെ പ്രസ്താവനകളെക്കുറിച്ച് അയാൾ അവളോട് പറഞ്ഞു.
"
"This must have been her favourite niece.
",". അവനവളുടെ പ്രിയ വാലന്റൈൻ ആയിരുന്നിരിക്കണം.
"
"This was for my niece's first birthday.
","എന്റെ മരുമകന്റെ ഒന്നാം പിറന്നാളിന് ഉടുത്തതും ഇത് തന്നെയാണ്്.
"
"Three of his daughters and a niece were killed.
","അയാളുടെ മൂന്ന് ആൺകുട്ടികളും ഒരു മകളുമായിരുന്നു കൊല്ലപ്പെട്ടത്.
"
"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man is a book written by Mary Trump, niece of the incumbent US President Donald Trump.
","'Too Much and Never Enough-How my family created the world's most dangerous man' എന്ന പുസ്തകത്തിൽ തന്റെ ഇളയച്ഛൻ എന്ന അബദ്ധപ്പഞ്ചാംഗത്തിന്റെ യഥാർഥ മുഖം തുറന്നുകാട്ടുകയാണ് ട്രംപിന്റെ സഹോദരപുത്രിയായ മേരി എൽ. ട്രംപ്. തിരഞ്ഞെടുപ്പിനു മുന്നിൽനിൽക്കുന്ന അമേരിക്കയിൽ ഒരു തീബോംബുപോലെയാണ് മേരിയുടെ പുസ്തകം വന്നുവീണത്.
"
"Too Much and Never Enough: How My Family Created the World's Most Dangerous Man is a tell-all book written by Mary L. Trump, a niece of Donald Trump.
","'Too Much and Never Enough-How my family created the world's most dangerous man' എന്ന പുസ്തകത്തിൽ തന്റെ ഇളയച്ഛൻ എന്ന അബദ്ധപ്പഞ്ചാംഗത്തിന്റെ യഥാർഥ മുഖം തുറന്നുകാട്ടുകയാണ് ട്രംപിന്റെ സഹോദരപുത്രിയായ മേരി എൽ. ട്രംപ്. തിരഞ്ഞെടുപ്പിനു മുന്നിൽനിൽക്കുന്ന അമേരിക്കയിൽ ഒരു തീബോംബുപോലെയാണ് മേരിയുടെ പുസ്തകം വന്നുവീണത്.
"
"Trump's niece's book sold nearly 1 million copies on the day...
","ട്രംപിനെ വിമർശിക്കുന്ന മരുമകളുടെ പുസ്തകം, ആദ്യദിനം തന്നെ വിറ്റത് പത്തുലക്ഷത്തോളം കോപ്പികൾ _ mary trump's book first day sells nearly one million copies
"
"Vikram Joshi was attacked days after he had filed a police complaint over harassment of his niece.
","മരുമകളെ ഉപദ്രവിച്ചവർക്ക് എതിരെ പൊലീസിൽ പരാതി നൽകി ദിവസങ്ങൾക്കുള്ളിൽ ആയിരുന്നു വിക്രം ജോഷിക്ക് എതിരായ ആക്രമണം.
"
"We are aunt and niece.
","ഞങ്ങൾ അമ്മാവമ്മാരും അമ്മായികളും.
"
"When King William IV died in 1837, his 18-year-old niece, Victoria, became queen of the UK of Britain and Ireland.
","സുന്ദരിയും ബുദ്ധിമതിയുമായ വിക്ടോറിയ 1837ൽ വില്യം നാലാമൻ അന്തരിച്ചപ്പോൾ പതിനെട്ടാം വയസ്സിൽ ഗ്രേറ്റ് ബ്രിട്ടന്റേയും അയർലണ്ടിന്റേയും രാജ്ഞിയായി അവരോധിക്കപ്പെട്ടു.
"
"When Philip returned to Pella, he fell in love with and married Cleopatra Eurydice, the niece of his general
","ഫിലിപ്പ് പെല്ലയിലെത്തിയതിനു ശേഷം ക്ലിയോപാട്ര യൂറിഡൈസ് ൂ (Cleopatra Eurydice) മായി പ്രണയത്തിലേർപ്പെടുകയും വിവാഹത്തിലേർപ്പെടുകയും ചെയ്ത്തു.
"
"While son Ranbir Kapoor's lover, actor Alia Bhatt, reached the Mumbai hospital on Thursday, the actor's niece Kareena Kapoor Khan was also considered to be there with husband Saif Ali Khan.
","മകൻ രൺബീർ കപൂറിന്റെ കാമുകി നടി ആലിയ ഭട്ട് വ്യാഴാഴ്ച മുംബൈ ആശുപത്രിയിലെത്തി, കൂടാതെ നടന്റെ അനന്തിരവൾ കരീന കപൂർ ഖാനും ഭർത്താവ് സെയ്ഫ് അലി ഖാനൊപ്പം അവിടെയെത്തും.
"
"While visiting Rome, however, he fell in love with his niece Herodias who was the ex-wife of his brother Herod Philip.
","അന്നാൽ അദ്ദേഹത്തിൻറെ റോമാ സന്ദർശനവേളയിൽ അർദ്ധസഹോദരനായ ഫിലിപ്പോസിൻറെ ഭാര്യ ഹെറോദ്യയുമായി പ്രണയത്തിലായി.
"
"two nieces, his brother's daughters.
","രണ്ടു സഹോദരൻമാർ, അവരുടെ അമ്മാവന്റെ മകൾ.
"
"Much more difficult when you need to choose a present for your niece, goddaughter, daughter of a friend and so on.
","നിങ്ങളുടെ അനന്തരവളുടെ, ദേവദാരുമ, ഒരു സുഹൃത്തിന്റെ മകൾ എന്നിവക്ക് ഒരു സമ്മാനം തിരഞ്ഞെടുക്കാൻ നിങ്ങൾക്ക് കൂടുതൽ ബുദ്ധിമുട്ടാണ്.
"
"Besides, I do have a niece.
","പിന്നെ, എനിക്ക് ഒരു അനിയത്തിയും ഉണ്ട്.
"
"""Journalist Vikram Joshi was killed for opposing the molestation of his niece.
","'തന്റെ മരുമകള്‍ക്ക് നേരെയുണ്ടായ ആക്രമണത്തെ ചെറുത്തതിനാണ് മാധ്യമ പ്രവര്‍ത്തകനായ വിക്രം ജോഷി കൊല്ലപ്പെടുന്നത്.
"
"The incident occurred days after Vikram Joshi had filed a complaint with Vijay Nagar Police Station alleging that some men were harassing his niece.
","തന്റെ മരുമകളെ ഏതാനും പേര്‍ ശല്യം ചെയ്യുന്നതുമായി ബന്ധപ്പെട്ട് വിക്രം ജോഷി വിജയ് നഗര്‍ പോലീസില്‍ പരാതിപ്പെട്ടതാണ് ആക്രമണത്തിനു കാരണമെന്ന് കരുതുന്നു.
"
"Betty had four nieces and one nephew.
","കുഞ്ഞുണ്ണിക്ക്‌ നാലു സഹോദരിമാരും ഒരനുജനുമാണുണ്ടായിരുന്നത്‌.
"
"Priya notably played the role of Sridevi's niece in Gauri Shinde's 2012 film English Vinglish.
","2012 പുറത്തിറങ്ങിയ ഇംഗ്ലീഷ് വിഗ്ലീഷ് എന്ന ചിത്രത്തിൽ ശ്രീദേവിയുടെ സഹോദരിയുടെ വേഷം അവതരിപ്പിച്ചത് സുജാതയായിരുന്നു.
"
"Priya notably played the role of Sridevi's niece in Gauri Shinde's 2012 film English Vinglish.
","2012 പുറത്തിറങ്ങിയ ഇംഗ്ലീഷ് വിഗ്ലീഷ് എന്ന ചിത്രത്തില്‍ ശ്രീദേവിയുടെ സഹോദരിയുടെ വേഷം അവതരിപ്പിച്ചത് സുജാതയായിരുന്നു.
"
"Chief Minister Raman Singh is vying for a fourth consecutive term and his main opponent is BJP-turned-Congress leader Karuna Shukla, a niece of late Prime Minister Atal Bihari Vajpayee.
","നാലാംവട്ടം തെരഞ്ഞെടുപ്പിനിറങ്ങുന്ന രമണ്‍ സിംഗിനെ നേരിടുന്നത് ബിജെപിയും മുന്‍ ദേശീയ ഉപാദ്ധ്യക്ഷയും എ ബി വാജ്പേയിയുടെ അനന്തരവളുമായ കരുണ ശുക്ളയാണ്.
"
"Man arrested for raping 12-year-old niece
","ബന്ധുവിന്‍റെ പ്രതിശ്രുത വധുവിനെ വിവാഹതലേന്ന്​ ബലാത്സംഗം ചെയ്​തയാൾ 12 വർഷത്തിന്​ ശേഷം പിടിയിൽ
"
"Earlier, Jayalalithaa's niece Deepa Jayakumar's nomination too was rejected.
","ജയലളിതയുടെ സഹോദര പുത്രി ദീപാ ജയകുമാറിന്റെ പത്രികയും കമ്മിഷന്‍ തള്ളിയിരുന്നു.
"
"Soon several international celebrities including teenage climate activist Greta Thunberg and US Vice President Kamala Harris’ niece Meena Harris too came out in support of the farmers’ protest.
","നേരത്തെ, കർഷക സമരത്തെ പിന്തുണച്ച് യുഎസ് പോപ് ഗായിക, പരിസ്ഥിതി പ്രവർത്തക ഗ്രെറ്റ തൻബർഗ്, യുഎസ് വൈസ് പ്രസിഡണ്ട് കമലഹാരിസിന്റെ ബന്ധു മീന ഹാരിസ് എന്നിവർ രംഗത്തെത്തിയിരുന്നു.
"
"Man attempts to rape 12-yr-old niece, arrested
","12 കാരിയെ പീഡിപ്പിക്കാന്‍ ശ്രമം; യുവാവ് അറസ്റ്റില്‍
"
"Jayalalithaa's niece, nephew to inherit assets worth over Rs 900 crore
","ജയലളിതയുടെ 900 കോടിയുടെ സ്വത്തുക്കള്‍ സഹോദരന്റെ മക്കള്‍ക്ക്
"
"Climate activist Thunberg and and US Vice President Kamala Harris' niece were among the few who joined Rihanna in extending their support towards farmer's protest.
","പോപ്പ് താരം റിഹാന, സ്വീഡിഷ് പരിസ്ഥിതി പ്രവര്‍ത്തക ഗ്രേറ്റ തുന്‍ബര്‍ഗ് യുഎസ് വൈസ് പ്രസിന്റ് കമല ഹാരിസിന്റെ അനന്തരവള്‍ മീന ഹാരിസ് തുടങ്ങിയവരാണ് കര്‍ഷക സമരത്തെ പിന്തുണച്ച് രംഗത്തെത്തിയത്.
"
"“I was at a protest in Jamia Milia and I am not Atal Bihari Vajpayee’s niece,” Alvi told Alt News.
","'ജാമിയ മിലിയ സര്‍വകലാശാലയിലെ പ്രതിഷേധത്തിലുണ്ടായിരുന്നു താന്‍, അടൽ ബിഹാരി വാജ്‌പേയിയുടെ അനന്തരവളല്ല ഞാന്‍'- ആല്‍വി ആള്‍ട്ട് ന്യൂസിനോട് പറഞ്ഞു.
"
"At the time of the incident, Satheesh’s mother Chandrika and his niece were present at the house.
","സതീഷിന്റെ അമ്മ ചന്ദ്രികയും സഹോദരിയുടെ മകളും മാത്രമാണ് സംഭവസമയത്ത് വീട്ടിലുണ്ടായിരുന്നത്.
"
"New Delhi: Meena Harris, an American lawyer, writer and a niece of US vice president Kamala Harris, has reacted to the backlash from right-wing forces in India for extending her support to the ongoing farmers’ agitation, through a series of tweets.
","ഡല്‍ഹി: കര്‍ഷകർക്കും അവരുടെ പ്രതിഷേധത്തെ പിന്തുണയ്ക്കുന്നവർക്കും നേരെ ഹിന്ദുത്വ സംഘടനകൾ നടത്തുന്ന അക്രമങ്ങൾക്കെതിരെ പ്രതികരിച്ച് യു. എസ് വൈസ് പ്രസിഡന്റ് കമല ഹാരിസിന്റെ മരുമകളും അഭിഭാഷകയുമായ മീന ഹാരിസ്.
"
"Lucknow: Man arrested for allegedly raping his three-year-old niece
","ലക്നൗ: പ്രായപൂ‌‌ർത്തിയാകാത്ത സ്വന്തം മകളെ മൂന്ന് വർഷത്തോളമായി പീ‌‌ഡിപ്പിച്ചുവന്ന പിതാവ് അറസ്റ്റിൽ.
"
"It led to a wave of support for the farmers from several global celebrities, activists and politicians, including climate activist Greta Thunberg, American lawyer and US Vice President Kamala Harris' niece Meena Harris, actor Amanda Cerni, singers Jay Sean and Hollywood tar John Cusack.
","റിഹാനയ്ക്ക് പിന്നാലെ യുവ പരിസ്ഥിതി പ്രവര്‍ത്തക ഗ്രേറ്റ തന്‍ബര്‍ഗ്, നടന്‍ ജോണ്‍ കുസാക്, യു. എസ് വൈസ് പ്രസിഡണ്ട് കമല ഹാരിസിന്റെ മരുമകള്‍ മീന ഹാരിസ്, ലബനീസ് അമേരിക്കന്‍ മോഡലും നടിയുമായ മിയ ഖലീഫ തുടങ്ങി നിരവധി പ്രശസ്തര്‍ കര്‍ഷക സമരത്തെ അനുകൂലിച്ചുകൊണ്ട് രംഗത്ത് വന്നു.
"
"A great big happy birthday to my very lovely niece.
","എന്റെ ഏറ്റവും സുന്ദരിയായ സഹോദരിക്ക് പിറന്നാള്‍ ആശംസകള്‍.
"
"And where is my niece?
","പിന്നെ, എന്റെ കല്യാണി എവിടെ?
"
"Naina is Amitabh Bachchan's niece.
","അമിതാഭ് ബച്ചന്റെ മൂത്ത കൊച്ചുമകളാണ് നവ്യ.
"
"Mala Adiga is the niece of Nirmala Upadhya who is her father’s elder sister.
","നിര്‍മലാ ഉപാധ്യായ മാല അഡിഗയുടെ പിതാവിന്റെ മൂത്ത സഹോദരിയാണ്‌.
"
"The niece of Senator Kamala Harris posted a caricature in which Kamala was depicted as goddess Durga and President Donald Trump as Mahishasur.
","കമല ഹാരിസിന്‍റെ അനന്തരവളും അഭിഭാഷകയുമായ മീന ഹാരിസാണ് കമലയെ ദുർഗയായും യു. എസ് പ്രസിഡന്‍റ് ഡോണൾഡ് ട്രംപിനെ മഹിഷാസുരനായും ചിത്രീകരിച്ച് ട്വീറ്റ് ചെയ്തത്.
"
"Delhi Police catches the two accused in snatching the purse of Narendra Modi’s niece.
","പ്രധാനമന്ത്രി നരേന്ദ്ര മോദിയുടെ സഹോദരപുത്രിയുടെ പേഴ്‍സ് കൊള്ളയടിച്ച സംഭവത്തില്‍ ഇരുപതുകാരനെ ഡല്‍ഹി പോലീസ് അറസ്റ്റ് ചെയ്‍തു.
"
"She was his wife’s niece.
","മകന്റെ ഭാര്യയായിരുന്നു ഫോണെടുത്തത്.
"
"Mary Trump, niece of President Donald Trump, who wrote a book about the president and is penning another about America's history of trauma
","അമേരിക്കന്‍ പ്രസിഡന്റ് ഡൊണാള്‍ഡ് ട്രംപിനെക്കുറിച്ച് പുതിയ പുസ്തകം ട്രംപിന്റെ മുതിര്‍ന്ന സഹോദരനും പരേതനുമായ ഫ്രെഡ് ട്രംപിന്റെ മകള്‍ മേരി ട്രംപാണ് രചയിതാവ്.
"
"Eileen’s niece had a close relationship with the principal of Port Richmond High School.
","എലീന്റെ സഹോദരന്റെ മകള്‍ക്ക് പോര്‍ട്ട് റിച്ച്മണ്ട് ഹൈസ്‌കൂളിലെ പ്രിന്‍സിപ്പാളുമായി അടുത്ത ബന്ധമുണ്ടായിരുന്നു.
"
"At the time of the incident, Satheesh’s mother Chandrika and his niece were present at the house.
","സതീഷിന്റെ അമ്മ ചന്ദ്രികയും സഹോദരിയുടെ മകളും മാത്രമാണു സംഭവസമയം വീട്ടിലുണ്ടായിരുന്നത്.
"
"Man attempts to rape 12-yr-old niece, arrested
","ഹരിയാനയില്‍ 12 വയസുകാരിയെ മാനഭംഗപ്പെടുത്താന്‍ ശ്രമിച്ചയാള്‍ അറസ്റ്റില്‍
"
"Washington: Hindu groups in the US have sought an apology from the niece of Senator Kamala Harris for tweeting an “offensive” image, which depicted the Democratic vice presidential nominee as goddess Durga.
","വാഷിങ്ടണ്‍: ദുര്‍ഗാദേവിയെ വികലമായി ചിത്രീകരിച്ച സംഭവത്തില്‍ അമേരിക്കന്‍ വൈസ് പ്രസിഡന്റ് സ്ഥാനത്തേക്ക് മത്സരിക്കുന്ന ഡെമോക്രാറ്റിക് സ്ഥാനാര്‍ഥി കമല ഹാരിസ് മാപ്പ് പറയണമെന്ന് യുഎസിലെ ഹിന്ദുസംഘടനകള്‍.
"
"At the time of the incident, Satheesh’s mother Chandrika and his niece were present at the house.
","സംഭവസമയത്ത് സതീഷിന്റെ അമ്മ ചന്ദ്രികയും സഹോദരിയുടെ മകളും മാത്രമാണു വീട്ടിലുണ്ടായിരുന്നത്.
"
"Former Tamil Nadu Chief Minister late Jayalalitha’s niece Deepa Jayakumar has staked claim to Poes Garden, Jayalalitha’s residence, for herself and her brother Deepak.
","അന്തരിച്ച തമിഴ്‌നാട് മുൻ മുഖ്യമന്ത്രി ജയലളിതയുടെ സ്വത്തുക്കൾക്കായി സഹോദര പുത്രി ദീപ ജയകുമാർ ഹൈക്കോടതിയെ സമീപിച്ചു.
"
"The deceased have been identified as Laljit Singh, his two sons Amit Shekhar alias Nemani Singh and Ram Chandra Singh, daughter Baby Devi, niece Anita Devi and the driver Preetam Kumar.
","മകളായ അമിത് ശേഖർ, ബന്ധുക്കളായ ബേബി ദേവി, അനിത ദേവി, രാം ചന്ദ്രസിംഗ്, ഡ്രൈവർ പ്രീതം കുമാർ എന്നിവരാണ് മരിച്ചത്.
"
"He married his wife's niece.
","വധുവിന്റെ സഹോദരിയെ വിവാഹം കഴിച്ച് വരൻ.
"
"I have a niece and two cats.
","എന്റെ അമ്മയ്ക്ക് രണ്ടു ചേച്ചിമാരും രണ്ടു ആങ്ങളമാരും ഉണ്ട്.
"
