eng_Latn,mal_Mlym
"Play with your kids (or nieces and nephews) or go to an exercise class with a friend.
","നിങ്ങളുടെ കുട്ടികളുമായി കളിക്കലാണ് (അതായത് യാർഡിലെ ടാഗും) അല്ലെങ്കിൽ ഒരു കൂട്ടുകാരിയോട് നിങ്ങളോടൊപ്പം നടക്കാൻ ആവശ്യപ്പെടുക.
"
"Police said the nephew helped identify the suspect.
","സംശയാസ്പദമായ പെരുമാറ്റമായിരുന്നു പ്രതിയെ തിരിച്ചറിയാൻ സഹായിച്ചതെന്ന് പൊലീസ് പറഞ്ഞു.
"
"Prabhas's uncle and popular Telugu star Krishnam Raju has confirmed that his nephew will get married this year.
","പ്രഭാസിന്റെ അമ്മാവനും നടനുമായ ക്രിഷ്ണം രാജുവാണ് പ്രഭാസിന്റെ വിവാഹം ഈ വർഷം തന്നെ നടന്നേക്കുമെന്ന സൂചന നൽകിയത്.
"
"RFAK is the nephew of maestro Nusrat Fateh Ali Khan and is an equally celebrated singer both in India and Pakistan.
","ഇന്ത്യയിലും പാക്കിസ്ഥാനിലും ഒരുപോലെ പ്രശസ്തനായ ഇതിഹാസ ഗായകൻ ഉസ്താദ് നുസ്രത് ഫത്തേഹ് അലിഖാന്റെ അനന്തിരവൻ കൂടിയാണ് റഹത്ത്.
"
"Rahat is the nephew of legendary singer late Nusrat Fateh Ali Khan and is popular both in India and Pakistan.
","ഇന്ത്യയിലും പാക്കിസ്ഥാനിലും ഒരുപോലെ പ്രശസ്തനായ ഇതിഹാസ ഗായകൻ ഉസ്താദ് നുസ്രത് ഫത്തേഹ് അലിഖാന്റെ അനന്തിരവൻ കൂടിയാണ് റഹത്ത്.
"
"Rahat, the nephew of legendary singer Nusrat Fateh Ali Khan, is famous both in India and Pakistan.
","ഇന്ത്യയിലും പാക്കിസ്ഥാനിലും ഒരുപോലെ പ്രശസ്തനായ ഇതിഹാസ ഗായകൻ ഉസ്താദ് നുസ്രത് ഫത്തേഹ് അലിഖാന്റെ അനന്തിരവൻ കൂടിയാണ് റഹത്ത്.
"
"Rahat, the nephew of legendary singer Nusrat Fateh Ali Khan, is popular both in India and Pakistan.
","ഇന്ത്യയിലും പാക്കിസ്ഥാനിലും ഒരുപോലെ പ്രശസ്തനായ ഇതിഹാസ ഗായകൻ ഉസ്താദ് നുസ്രത് ഫത്തേഹ് അലിഖാന്റെ അനന്തിരവൻ കൂടിയാണ് റഹത്ത്.
"
"Regarding Buendia's larger family tree, his paternal and maternal grandparents are one of football's unravelled mysteries while there are no available records of his uncles, aunts, nieces and nephews.
","ഭൂമി ബ്യൂണ്ടിയയുടെ ബന്ധുക്കളെക്കുറിച്ച്ഃ ബ്യൂണ്ടിയയുടെ വലിയ കുടുംബവീക്ഷണത്തെ സംബന്ധിച്ചിടത്തോളം, അദ്ദേഹത്തിന്റെ പിതൃ, മാതൃ മുത്തശ്ശിമാർ ഫുട്ബോളിന്റെ അനാവരണം ചെയ്യപ്പെടുന്ന രഹസ്യങ്ങളിലൊന്നാണ്, അതേസമയം അദ്ദേഹത്തിന്റെ അമ്മാവന്മാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നും ലഭ്യമല്ല.
"
"Robert F. Kennedy is the nephew of former US President John F Kennedy.
","യുഎസ് മുൻ പ്രസിഡന്റ് ജോൺ എഫ്. കെന്നഡിയുടെ സഹോദരനാണു റോബർട്ട് കെന്നഡി.
"
"Sadly missed by his loving family, daughter-in-law Irene, brothers Liam, Damian, Francis, Brendan, Padraig and Brain, brothers-in-law, sisters-in-law, nieces, nephews, relatives and friends.
","ദുഃഖകരമെന്നു അവന്റെ ദയ കുടുംബം, മരുമകള് ഐറീൻ സഹോദരന്മാരേ ലിയാം, ഡാമിയൻ, ഫ്രാൻസിസ്, ബ്രണ്ടൻ, Padraig ബ്രെയിൻ സഹോദരന്മാരേ-ഇൻ-നിയമം, സഹോദരിമാർ-ഇൻ-നിയമം, മരുമക്കളും, പൌത്രന്മാരും, ബന്ധുക്കൾ, സുഹൃത്തുക്കൾ വഴി നഷ്ടമായി.
"
"Saleh is the nephew of former President Ali Abdullah Saleh.
","മുൻ പ്രസിഡൻറ് അലി അബ്ദുള്ള സലെയുടെ വൈസ് പ്രസിഡൻറായി പ്രവർത്തിച്ച ആളാണു ഹാദി.
"
"Senior BJP leader Ravi Shankar Prasad said that Bansal's statement that he had no business relationship with nephew could not be an excuse.
","അനന്തരവനുമായി യാതൊരു ഇടപാടുകളുമില്ലെന്ന ബൻസലിന്റെ വിശദീകരണംവിശ്വസിക്കാനാവാത്തതാണെന്നും ബിജെപി നേതാവ് രവിശങ്കർ പ്രസാദ് പറഞ്ഞു.
"
"She has a sister and nephew with mental illness.
","മാനസിക രോഗിയായ സഹോദരനും അമ്മയുമാണ് പെൺകുട്ടിയ്ക്ക് ഉള്ളത്.
"
"She likes her nephews.
","അവൾക്ക് മരുമകളെ വല്ലാണ്ടങ്ങ് ഇഷ്ടമായിരിക്കുന്നു.
"
"She was married to the nephew of M. G. Ramachandran.
","എം ജി രാമചന്ദ്രന്റെ അനന്തരവനെയായിരുന്നു വിവാഹം ചെയ്തിരുന്നത്.
"
"She was married to the nephew of MG Ramachandran.
","എം ജി രാമചന്ദ്രന്റെ അനന്തരവനെയായിരുന്നു വിവാഹം ചെയ്തിരുന്നത്.
"
"She will never see her nephew.
","ഒരിക്കലും അവൾക്ക് അനിയത്തിയെ ഒന്ന് കാണാൻ സാധിക്കുകയില്ല.
"
"Sheikh Faisal was sentenced to death in October 2011 after the Criminal Court found him guilty of the murder of his nephew Sheikh Basel Salem Sabah Al Salem Al Sabah.
","ബന്ധുവായ ഷെയ്ഖ് ബാസിൽ സലെം സബാഹ് അൽ സലെം അൽ മുബാറക് അൽ സബാഹിനെ കൊലപ്പെടുത്തിയ കേസിൽ 2011ലാണ് ക്രിമിനൽ കോടതി ഷെയ്ഖ് ഫൈസലിന് വധശിക്ഷ വിധിച്ചത്.
"
"Similarly, his nieces and nephews are unknown at the time of writing this bio.
","അതുപോലെ, ഈ ബയോ എഴുതുമ്പോൾ അദ്ദേഹത്തിന്റെ മരുമക്കളും മരുമക്കളും അജ്ഞാതരാണ്.
"
"Similarly, his uncles, aunts, siblings and nephew are yet to exist in cyberspace.
","അതുപോലെ, അദ്ദേഹത്തിന്റെ അമ്മാവന്മാരും അമ്മായിമാരും സഹോദരങ്ങളും മരുമകനും സൈബർ സ്പേസിൽ ഇതുവരെ നിലവിലില്ല.
"
"Similarly, not much is known about Zouma's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, not much is known about his uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, the soccer genius is yet to reveal his uncles, aunts, cousins, nephews and nieces.
","അതുപോലെ, സോക്കർ പ്രതിഭ തന്റെ അമ്മാവൻമാർ, അമ്മായിമാർ, കസിൻസ്, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെ ഇതുവരെ വെളിപ്പെടുത്തിയിട്ടില്ല.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews and nieces while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, കാൻസലോയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of Cancelo's uncles, aunts, nephews, and nieces while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, കാൻസലോയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of Greenwood's aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, ഗ്രീൻവുഡിന്റെ അമ്മായിമാർ, അമ്മാവന്മാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻമാരെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of Tielemans' uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life to date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of his aunts, uncles, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, ഗ്രീൻവുഡിന്റെ അമ്മായിമാർ, അമ്മാവന്മാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരുടെ രേഖകളൊന്നുമില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻമാരെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Similarly, there are no records of the playmaker's uncles, aunts and cousins while he has no nephews or nices at the time of writing.
","അതുപോലെ, പ്ലേമേക്കറുടെ അമ്മാവന്മാരുടെയും അമ്മായിയുടെയും കസിൻസിന്റെയും രേഖകളൊന്നുമില്ല, അതേസമയം എഴുതുമ്പോൾ അദ്ദേഹത്തിന് മരുമക്കളോ നൈസുകളോ ഇല്ല.
"
"Similarly, there has been no mention of Lawan's uncles, aunts, nieces and nephews while his cousins have not been identified in notable events of his early life till date.
","അതുപോലെ, സ ma മയുടെ അമ്മാവൻമാർ, അമ്മായിമാർ, മരുമക്കൾ, മരുമക്കൾ എന്നിവരെക്കുറിച്ച് കൂടുതൽ അറിവില്ല, അതേസമയം അദ്ദേഹത്തിന്റെ ആദ്യകാല ജീവിതത്തിലെ ശ്രദ്ധേയമായ സംഭവങ്ങളിൽ അദ്ദേഹത്തിന്റെ കസിൻസിനെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"Sridevi and her family went to Dubai to attend her nephew's wedding.
","ബന്ധുവിന്റെ വിവാഹ ചടങ്ങുകളിൽ പങ്കെടുക്കാൻ ദുബായിൽ എത്തിയതായിരുന്നു ശ്രീദേവിയും കുടുംബവും.
"
"Sridevi had been in the United Arab Emirates to attend the wedding of her nephew, Mohit Marwah.
","ബന്ധു മോഹിത് മർവയുടെ വിവാഹത്തിൽ പങ്കെടുക്കുന്നതിനാണ് ശ്രീദേവി യുഎഇയിലേക്ക് പോയത്.
"
"Sridevi had gone to the U.A.E to attend the wedding of her nephew, Mohit Marwah.
","ബോളിവുഡ് താരവും സഹോദരീ പുത്രനുമായ മോഹിത് മർവാഹിന്റെ വിവാഹത്തിൽ പങ്കെടുക്കുന്നതിനാണ് ശ്രീദേവി യുഎഇയിൽ എത്തിയത്.
"
"Sridevi passed away on 24 February in Dubai, where she had gone for the wedding of her nephew Mohit Marwah.
","ബന്ധുവായ മോഹിത് മർവയുടെ വിവാഹത്തിൽ പങ്കെടുക്കുന്നതിന് ഫെബ്രുവരി 20 ചൊവ്വാഴ്ചയാണ് ശ്രീദേവി പ്രിയനഗരമായ ദുബായിൽ എത്തിയത്.
"
"Sujith also recognized one of the other visitors, Sammy's nephew, and called him by his name, Kithsiri.
","മറ്റ് സന്ദർശകരിലൊരാളായ സാമിയുടെ അനന്തരവനായ സുജിത്തും അദ്ദേഹത്തെ കിത്സിരി എന്ന് വിളിച്ചു.
"
"Sultan al-Kamil, King of Egypt and nephew of the great Kurd Warrior Saladin, has even repeatedly tried to seek peace by returning Jerusalem to the Crusaders, but the Pope has always refused the offer.
","ഈജിപ്തിലെ രാജാവും മഹാനായ കുർദ്വാരിയർസലാദിന്റെ അനന്തരവനുമായ സുൽത്താൻ അൽകാമിൽ, ജറുസലേമിനെ കുരിശുയുദ്ധക്കാർക്കു തിരികെ നൽകിക്കൊണ്ട് സമാധാനം തേടാൻ പല തവണ ശ്രമിച്ചുവെങ്കിലും പാപ്പാ ഈ വാഗ്ദാനം നിരസിച്ചു.
"
"Terry's great nephew (Kate's grandson), Sir John Gielgud, became one of the twentieth century's most respected actors.
","അവളുടെ ചെറു ഭാഗിനേയനായ (കേറ്റിന്റെ ചെറുമകൻ) സർ ജോൺ ഗിയൽഗഡ് ഇരുപതാം നൂറ്റാണ്ടിലെ ഏറ്റവും ആദരണീയനായ നടന്മാരിൽ ഒരാളായിരുന്നു.
"
"The Saudi king has ousted his nephew as crown prince, and installed his son
","സൌദി രാജാവ് മരുമകനെ പുറത്താക്കി, മകനെ പുതിയ കിരീടാവകാശിയാക്കി
"
"The actress was in Dubai to attend the wedding of her nephew and died due to accidental drowning in bathtub in bathroom of the hotel in Dubai.
","ബന്ധുവിന്റെ വിവാഹത്തിൽ പങ്കെടുക്കാനായി ദുബായിലെത്തിയ നടി ഹോട്ടൽ മുറിയിലെ ബാത്ത്ടബ്ബിൽ മുങ്ങിയായിരുന്നു മരിച്ചത്.
"
"The car, bearing the number plate number BLA 7169, was driven by Netaji's nephew, Sisir Kumar Bose, from Kolkata to Gomoh in January 1941.
","ബിഎൽഎ 7169 എന്ന നമ്പറുകള്ള കാറിലാണ് 1941 ജനുവരിയിൽ നേതാജിയെ ജ്യേഷ്ഠൻ ശരത്ചന്ദ്രബോസിന്റെ മകൻ ശിശിർകുമാർ ബോസ് കൊൽക്കത്തയിൽ നിന്ന് ഗോമുഖിലേക്ക് കൊണ്ടുപോയത്.
"
"The first painting of Bharat Mata was created in 1905 by Abanindranath Tagore, nephew of Rabindranath Tagore.
","ഇന്ത്യന് മോഡേൺ പെയിന്റിങിന്റെ പിതാവും, രവീന്ദ്രനാഥ ടാഗോറിന്റെ മരുമകനുമായ അബീന്ദ്രനാഥ ടാഗോറാണ് 1905ൽ ആദ്യമായി ഭാരത് മാതായുടെ ചിത്രീകരണം നടത്തുന്നത്.
"
"The gradual limitation of private property by means of progressive taxation, heavy estate duties, the abolition of inheritance by collaterals (brothers, nephews, etc.), forced loans, and so forth.
","ക്രമപ്രവൃദ്ധമായ ആദായനികുതിക, ഉയർന്ന പിന്തുടർച്ചാവകാശനികുതികൾ, ഭിന്നശാഖയിലുള്ളവർക്ക് (സഹോദരന്മാർ, അനന്തിരവന്മാർ, മുതലായവർക്കു്) ലഭിക്കുന്ന പിന്തുടർച്ചാവകാശം ഇല്ലാതാക്കൽ, നിർബ്ബന്ധിതവായ്പകൾ തുടങ്ങിയ മാർഗ്ഗങ്ങളിലൂടെ സ്വകാര്യസ്വത്തുടമസ്ഥത പരിമിതപ്പെടുത്തുക.
"
"The nephew knew it all.
","എല്ലാം മൂത്തമകൻ അറിയുന്നുണ്ടായിരുന്നു.
"
"The nephew of a friend of mine has died of alcohol poisoning.
","മദ്യലഹരിയിലായിരുന്ന സുഹൃത്തിന്റെ മർദനമേറ്റായിരുന്നു മരണം.
"
"Then he brought back all the goods, and also brought back his nephew Lot with his goods, and the women and the people. [emphasis added]
","16 അവൻസമ്പത്തൊക്കെയും മടക്കിക്കൊണ്ടു വന്നു; തൻറെ സഹോദരനായ ലോത്തിനെയും അവൻറെ സമ്പത്തിനെയും സ്ത്രീകളെയും ജനത്തെയും കൂടെ മടക്കിക്കൊണ്ടുവന്നു.
"
"There are no existing records of the striker's aunts and cousins while his nephew is yet to be identified at the time of writing this biography.
","സ്ട്രൈക്കറുടെ അമ്മായിമാരുടെയും കസിൻസിന്റെയും രേഖകളൊന്നും നിലവിലില്ല, ഈ ജീവചരിത്രം എഴുതുമ്പോൾ അദ്ദേഹത്തിന്റെ അനന്തരവനെ ഇതുവരെ തിരിച്ചറിഞ്ഞിട്ടില്ല.
"
"These positions were taken over by his nephew Carlos Fernandez Gonzalez .
","തുടർന്ന് രണ്ട് സ്ഥാനങ്ങളും അദ്ദേഹത്തിന്റെ മരുമകനായ കാർലോസ് ഫെർണാണ്ടസ് ഗോൺസാലസാണ് ഏറ്റെടുത്തത്.
"
"They were Abraham's nephews.
","അവൾ അബ്രഹാമിൻറെ സഹോദരൻറെ കൊച്ചുമകൾ ആയിരുന്നു.
"
"This is me...: My nephew
","ഇതു ഞാനാ. . . ഇട്ടിമാളൂ. . .: അനിയത്തി
"
"This is one Lucianus, nephew to the King.
","ഇതു രാജാവിന്റെ മരുമകനായ ലൂസിയാനസ്സ എന്ന ഒരാളാണ.
"
"Two of my nephews are here.
","എന്റെ രണ്ടു മാമൻമാർ ഇവിടുണ്ട്.
"
"Ward's 5-year-old nephew, Ryland, was shot four times.
","ജോൻ വാർഡിൻറെ മകൻ അഞ്ചു വയസ്സുകാരനായ റൈലാൻഡിന് അഞ്ചു തവണ വെടിയേറ്റു.
"
"We came for my nephew's wedding.
","മോൻ്റെ പെങ്ങളുടെ കല്യാണത്തിന് ഞങ്ങൾ വന്നിരുന്നു.
"
"children and nephews:
","മക്കൾ, മരുമക്കൾ:
"
"his nephew, known as Pliny the Younger.
","അദ്ദേഹത്തിൻറെ മകനും പ്ലീനി എന്ന് തന്നെയാണ് (Pliny The younger) അറിയപ്പെടുന്നത്.
"
"just me and my nephew.
","ഞാനും എന്റെ അഭികുട്ടനും മാത്രം
"
"my 13 year old nephew currently lives with his grandmother.
","നിലവിൽ 13കാരിയായ പെൺകുട്ടി അമ്മൂമ്മയ്ക്കൊപ്പമാണ് കഴിയുന്നത്.
"
"my name is my nephew
","എന്റെ പേരുള്ള ചേച്ചി
"
"the death of his nephew William.
","മകൻ വില്ലിയുടെ അകാലമരണം.
"
"New Delhi: The Enforcement Directorate (ED) has summoned Trinamool Congress (TMC) MP and West Bengal Chief Minister Mamta Banerjee’s nephew Abhishek Banerjee and his wife Rujira for questioning in a money laundering case linked to an alleged coal scam in the state.
","ന്യുഡല്‍ഹി: പശ്ചിമ ബംഗാള്‍ മുഖ്യമന്ത്രി മമതാ ബാനര്‍ജിയുടെ മരുമകനും ലോക്സഭാംഗവുമായ അഭിഷേക് ബാനര്‍ജിയെ ബംഗാളിലെ കല്‍ക്കരി കുംഭകോണവുമായി ബന്ധപ്പെട്ട കള്ളപ്പണം വെളുപ്പിക്കല്‍ കേസില്‍ ഇഡി ചോദ്യം ചെയ്തു.
"
"The party was founded by Raj Thackeray, nephew of Shiv Sena leader Bal Thackeray.
","ശിവസേനയുടെ സ്ഥാപകനായ ബാൽ താക്കറെയുടെ സഹോദരന്റെ മകനാണ് രാജ് താക്കറെ.
"
"Mamata Banerjee's nephew Dr Abesh Banerjee has also joined the protests against Mamata government in solidarity with the protesting doctors
","ഡോക്ടര്‍മാര്‍ നടത്തുന്ന സമരത്തിന് പിന്തുണയുമായി ബംഗാള്‍ മുഖ്യമന്ത്രി മമതാ ബാനര്‍ജിയുടെ അനന്തരവന്‍ അപേഷ് ബാനര്‍ജിയും രംഗത്തെത്തിയിട്ടുണ്ട്.
"
"Harish Rao is the nephew of Chief Minister K Chandrasekhar Rao.
","തെലങ്കാന മുഖ്യമന്ത്രി കെ. ചന്ദ്രശേഖര റാവുവിന്റെ അനന്തരവനാണ് ഹരീഷ് റാവു.
"
"Her nephew Nasirr Khan shared the news on Facebook.
","ഷക്കീലയുടെ സഹോദരീപുത്രന്‍ നാസിര്‍ ഖാന്‍ ആണ്​ ദുഃഖകരമായ വാര്‍ത്ത ​ഫേസ്​ബുക്കിലൂടെ ​അറിയിച്ചത്​.
"
"The police have arrested Sanji Ram, the custodian of a temple where the girl was allegedly confined, his son Vishal and his juvenile nephew, special police officers Deepak Khajuria and Surender Verma and friend Parvesh Kumar alias Mannu.
","പെൺകുട്ടിയെ ക്രൂരമായി പീഡിപ്പിച്ചു കൊലപ്പെടുത്തിയതിന് സമീപത്തെ ക്ഷേത്രത്തിലെ പൂജാരിയായ സഞ്ജി റാം, മകൻ വിഷാൽ, ഇവരുടെ പ്രായപൂർത്തിയാകാത്ത ബന്ധു, സ്‌പെഷൽ പൊലീസ് ഓഫിസർമാരായ ദീപക് ഖജൂരിയ, സുരീന്ദർ വർമ, ഇവരുടെ സുഹൃത്ത് പർവേഷ് കുമാർ എന്ന മാന്നു തുടങ്ങിയവർക്കെതിരെയാണ് കേസ്.
"
"Choksi and his nephew, Nirav Modi, are wanted in the Rs 13,000 crore PNB bank fraud case.
","13,000 കോടി രൂപയുടെ പഞ്ചാബ്‌ നാഷണല്‍ ബാങ്ക്‌ (പി. എന്‍. ബി) തട്ടിപ്പുകേസില്‍ നീരവ്‌ മോഡിയുടെ കൂട്ടുപ്രതിയും ബന്ധുവുമാണു ചോക്‌സി.
"
"Among them were Congress leader Rahul Gandhi, IT minister Ashwini Vaishnaw, Union Minister of State Prahlad Singh Patel, political strategist Prashant Kishor and Trinamool Congress leader and Mamata Banerjee’s nephew Abhishek Banerjee.
","കോണ്‍ഗ്രസ് നേതാവ് രാഹുല്‍ ഗാന്ധി, കേന്ദ്ര ഐ. ടി മന്ത്രി അശ്വിനി വൈഷ്ണവ്, രാഷ്ട്രീയ തന്ത്രജ്ഞന്‍ പ്രശാന്ത് കിഷോര്‍, തൃണ്‍മൂല്‍ കോണ്‍ഗ്രസ് നേതാവ് മമത ബാനര്‍ജിയുടെ ബന്ധു അഭിഷേക് ബാനര്‍ജി, കേന്ദ്രമന്ത്രി പ്രഹ്ളാദ് പട്ടേല്‍, മുന്‍ ചീഫ് ജസ്റ്റിസ് രഞ്ജന്‍ ഗൊഗോയിക്ക് എതിരെ ലൈംഗിക ആരോപണം ഉന്നയിച്ച പെണ്‍കുട്ടി എന്നിവരുടെ പേരും പുറത്തുവന്ന പുതിയ പട്ടികയിലുണ്ട്.
"
"Mehul Choksi and nephew Nirav Modi are key accused in Rs 13,000-crore Punjab National Bank fraud case.
","പഞ്ചാബ് നാഷനൽ ബാങ്കിൽനിന്ന് 13,000 കോടി രൂപയുടെ തട്ടിപ്പ് നടത്തിയ കേസിൽ മുഖ്യ പ്രതികളാണ് നീരവ് മോദിയും അമ്മാവൻ മെഹുൽ ചോക്സിയും.
"
"Chief Minister Mamata Banerjee's nephew Abesh Banerjee, a student at Kolkata's KPC Medical College Hospital, has joined the doctors' protest.
","മമതയുടെ അനന്തരവനും കൊല്‍ക്കത്തയിലെ കെ പി സി മെഡിക്കല്‍ കോളേജ് വിദ്യാര്‍ഥിയുമായ അബേഷ് ബാനര്‍ജിയും ഡോക്ടര്‍മാരുടെ സമരത്തില്‍ പങ്കെടുക്കുന്നുണ്ട്.
"
"Choksi and his nephew Nirav Modi are accused in the Rs 13,500 crore Punjab National Bank fraud case.
","ബന്ധു നീരവ് മോദിയുമായി ചേര്‍ന്ന് പഞ്ചാബ് നാഷണല്‍ ബാങ്കില്‍ നിന്ന് 13,500 കോടി വായ്പയെടുത്ത് മുങ്ങിയ കേസിലെ പ്രതിയാണ് ചോക്സി.
"
"Abhishek Banerjee is a Trinamool Congress MP from Diamond Harbour and West Bengal Chief Minister Mamata Banerjee's nephew.
","മമത ബാനര്‍ജിയുടെ അനന്തിരവനും പശ്ചിമ ബംഗാളിലെ ഡയമണ്ട് ഹാര്‍ബര്‍ മണ്ഡലത്തിലെ സ്ഥാനാര്‍ത്ഥിയാണ് അഭിഷേക് ബാനര്‍ജി.
"
"Betty had four nieces and one nephew.
","കുഞ്ഞുണ്ണിക്ക്‌ നാലു സഹോദരിമാരും ഒരനുജനുമാണുണ്ടായിരുന്നത്‌.
"
"Bansal's nephew Vijay Singla was arrested in Chandigarh for allegedly accepting Rs 90 lakh in cash from Manjunath, the conduit of Mahesh Kumar, recently promoted as Member (Staff), Railway Board.
","മഹേഷ് കുമാര്‍ എന്ന മുതിര്‍ന്ന റെയില്‍വേ ഉദ്യോഗസ്ഥന് പ്രൊമോഷന്‍ നല്‍കാന്‍ 90 ലക്ഷം രൂപ കൈക്കൂലി വാങ്ങിയെന്ന കേസില്‍ വെള്ളിയാഴ്ചയാണ് ബന്‍സലിന്റെ അനന്തരവന്‍ വിജയ് സിംഗ്‌ളയെ സി.ബി.ഐ അറസ്റ്റു ചെയ്തത്.
"
"And for my nephew?
","പിന്നെ എന്റെ വിമ്മിട്ടത്തിന്റെ കാര്യം?
"
"Sasikala’s nephew TTV Dinakaran is her faction’s candidate.
","ശശികലയുടെ സഹോദരി പുത്രനാണ് അണ്ണാ ഡിഎംകെ വിമത സ്ഥാനാർത്ഥി ടിടിവി ദിനകരൻ.
"
"We can also be certain that the Enforcement Directorate would not expedite its probe into the Rs 25,000 crore scandal in the Maharashtra State Cooperative Bank, in connection with which both uncle and nephew (Ajit Pawar and Sharad Pawar) were raided.
","അജിത് പവാറും ശരദ് പവാറും പ്രതികളായ മഹാരാഷ്ട്ര സംസ്ഥാന കോ-ഓപ്പറേറ്റീവ് ബാങ്കിലെ 25,000 കോടിയുടെ അഴിമതിക്കേസ് അന്വേഷണം എൻഫോഴ്സ്‌മെന്റ് ഡയറക്ടറേറ്റ് മന്ദഗതിയിലാക്കുമെന്നതും ഉറപ്പിച്ചുപറയാം.
"
"Farooq was a nephew of Masood Azhar.
","മസൂദ് അസ്ഹറിന്റെ അനന്തരവനാണ് ഉമർ ഫാറൂഖ്.
"
"Sridevi was in Dubai to attend the wedding of her nephew, the actor Mohit Marwah, and had stayed behind after the return of her husband Boney Kapoor and her daughter Khushi.
","മരുമകനും ബോളിവുഡ് നടനുമായ മോഹിത് മെര്‍വയുടെ വിവാഹ ചടങ്ങില്‍ പങ്കെടുത്ത് വെള്ളിയാഴ്ച തന്നെ ഭര്‍ത്താവ് ബോണി കപൂറും മകള്‍ ഖുഷിയും മുംബൈയിലേക്ക് മടങ്ങിയെങ്കിലും ശ്രീദേവി സഹോദരിയായ ശ്രീലതയ്ക്കൊപ്പം കുറച്ചു ദിവസംകൂടി ദുബായില്‍ തുടരാന്‍ തീരുമാനിക്കുകയായിരുന്നു.
"
