eng_Latn,kan_Knda
"Bullock's maternal grandfather was a rocket scientist from Nuremberg, Germany.
","ಬುಲಕ್ ಳ ತಾಯಿಯ ತಂದೆಯು ಜರ್ಮನಿಯ[೬] ನ್ಯೂರೆಮ್ ಬರ್ಗ್ ನ ರಾಕೆಟ್ ವಿಜ್ಞಾನಿಯಾಗಿದ್ದನು.
"
"Bullock's maternal grandfather was a rocket scientist from nuremberg, germany.
","ಬುಲಕ್ ಳ ತಾಯಿಯ ತಂದೆಯು ಜರ್ಮನಿಯ[೬] ನ್ಯೂರೆಮ್ ಬರ್ಗ್ ನ ರಾಕೆಟ್ ವಿಜ್ಞಾನಿಯಾಗಿದ್ದನು.
"
"But after two years the grandfather also died of AIDS.
","ಎರಡು ವರ್ಷ ಕಳೆಯುವಷ್ಟರಲ್ಲಿ ತಂದೆ ಕೂಡ ಸಿಡುಬು ರೋಗದಿಂದ ಮೃತರಾದರು.
"
"But my grandfather didn't want her to dance.
","ಆದರೆ ಅಪ್ಪನಿಗೆ ಆಕೆ ನೃತ್ಯ ಮಾಡುವುದು ಇಷ್ಟವಿರಲಿಲ್ಲ.
"
"By virtue of the Constitution of India or the Citizenship Act, 1955 (57 of 1955) who or either of whose father or mother or grandfather or grandmother was a citizen of India.
","ಭಾರತದ ಸಂವಿಧಾನ ಅಥವಾ ಪೌರತ್ವ ಕಾಯ್ದೆ, 1955 (1955 ರ 57) ಪ್ರಕಾರವಾಗಿ ಅವರು ಅಥವಾ ಅವರ ಪೋಷಕರು ಅಥವಾ ಅವರ ಯಾವುದೇ ಹಿರಿಯ ಪೋಷಕರು ಭಾರತದ ನಾಗರಿಕರಾಗಿರಬೇಕು; ಅಥವಾ
"
"Charlette would be surprised when more details of the crash were given to her from a member of her grandfather's congregation.
","ಅಪಘಾತದ ಹೆಚ್ಚಿನ ವಿವರಗಳನ್ನು ತನ್ನ ತಾತನ ಸಭೆಯ ಸದಸ್ಯರಿಂದ ನೀಡಿದಾಗ ಚಾರ್ಲೆಟ್ ಅವರು ಆಶ್ಚರ್ಯಚಕಿತರಾದರು.
"
"Cooper's grandfather built the hotel in 1920.
","ಕಪೂರ್ ಅವರ ತಂದೆ 1920ರಲ್ಲಿ ಈ ಮನೆಯನ್ನು ನಿರ್ಮಿಸಿದ್ದರು.
"
"Deewan Basheswarnath, Raj Kapoor's grandfather, built the home between 1918-1922.
","ಕಪೂರ್ ಹವೇಲಿಯನ್ನು 1918 ಮತ್ತು 1922 ರ ನಡುವೆ ಪೃಥ್ವಿರಾಜ್ ಕಪೂರ್ ಅವರ ತಂದೆ ದಿವಾನ್ ಬೇಶೇಶ್ವರನಾಥ ಕಪೂರ್ ನಿರ್ಮಿಸಿದ್ದರು.
"
"Despite the complexity of his father's character, all the children of Yuri Stoyanov felt his help and support, he always shows himself a caring father and grandfather.
","ತಂದೆಯ ಪಾತ್ರದ ಸಂಕೀರ್ಣತೆಯ ಹೊರತಾಗಿಯೂ, ಎಲ್ಲಾ ಮಕ್ಕಳ ಯೂರಿ ಸ್ಟೊಯನೊವ್ ತನ್ನ ಸಹಾಯ ಮತ್ತು ಬೆಂಬಲ ಭಾವಿಸಿದರು, ಅವರು ಯಾವಾಗಲೂ ಕಾಳಜಿಯುಳ್ಳ ತಂದೆ ಮತ್ತು ತಾತ ವರ್ತಿಸುತ್ತದೆ.
"
"During Ashoka's grandfather's time the Kalinga army had only 60,000 infantry, 1,000 cavalry and 700 elephants.
","ಅಶೋಕ ತಾತನ ಕಾಲದಲ್ಲಿ ಕಳಿಂಗ ಸೈನ್ಯದಲ್ಲಿ ಅವರತ್ತು ಸಾವಿರ ಕಾಲಾಳುಗಳೂ, ಒಂದು ಸಾವಿರ ಕುದುರೆ ಸವಾರರು ಮತ್ತು ಏಳೂ ನೂರು ಆನೆಗಳೂ ಮಾತ್ರ ಇದ್ದವು.
"
"During Tiberius' exile in Capri, Gaius (Caligula) came to live with Tiberius, who was his adopted grandfather.
","ಟಿಬೆರಿಯಸ್ನ ಕಾಪ್ರಿನಲ್ಲಿನ ಗಡಿಪಾರು ಸಂದರ್ಭದಲ್ಲಿ, ಗಾಯುಸ್ (ಕ್ಯಾಲಿಗುಲಾ) ಅವನ ದತ್ತುಪಿತನಾದ ಹಿರಿಯವನೊಂದಿಗೆ ವಾಸಿಸಲು ಬಂದನು.
"
"Ever since listening to Wimbledon on his grandfather's radio in 1962, Mark Kuhn dreamed of having his own court.
","1962 ರಲ್ಲಿ ವಿಂಬಲ್ಡನ್ ತಾತನ ರೇಡಿಯೋ ಪ್ರಸಾರ ಕೇಳುತ್ತಲೇ, ಮಾರ್ಕ್ ಕುಹ್ನ್ ತಮ್ಮದೇ ಆದ ಕಾನೂನು ನಿರ್ಮಿಸುವ ಕನಸನ್ನು ಪೂರೈಸಲು ನಿರ್ಧರಿಸಿದ್ದಾರೆ.
"
"Ever since listening to Wimbledon on his grandfather's radio in 1962, Mark Kuhn dreamt of having his own court.
","1962 ರಲ್ಲಿ ವಿಂಬಲ್ಡನ್ ತಾತನ ರೇಡಿಯೋ ಪ್ರಸಾರ ಕೇಳುತ್ತಲೇ, ಮಾರ್ಕ್ ಕುಹ್ನ್ ತಮ್ಮದೇ ಆದ ಕಾನೂನು ನಿರ್ಮಿಸುವ ಕನಸನ್ನು ಪೂರೈಸಲು ನಿರ್ಧರಿಸಿದ್ದಾರೆ.
"
"Ever since the Shiv Sena was founded in 1966 by his grandfather, late Bal Thackeray, no member of his family had fought any elections or held any constitutional post.
","1966 ರಲ್ಲಿ ಬಾಲ್ ಠಾಕ್ರೆ ಅವರು ಶಿವಸೇನೆ ಸ್ಥಾಪಿಸಿದಾಗಿನಿಂದ, ಕುಟುಂಬದ ಯಾವುದೇ ಸದಸ್ಯರು ಯಾವುದೇ ಚುನಾವಣೆಗೆ ಸ್ಪರ್ಧಿಸಿಲ್ಲ ಅಥವಾ ಯಾವುದೇ ಸಾಂವಿಧಾನಿಕ ಹುದ್ದೆಯನ್ನು ಅಲಂಕರಿಸಲಿಲ್ಲ.
"
"Father and grandfather it was a non-commissioned officers.
","ತಂದೆ ಮತ್ತು ತಾತ ನಿಯೋಜಿತವಲ್ಲದ ಅಧಿಕಾರಿಗಳಾಗಿದ್ದರು.
"
"Father and grandfather were all retailers.
","ತಾತ, ಅಪ್ಪ ಎಲ್ಲರೂ ವ್ಯಾಪಾರಿಗಳಾಗಿದ್ದರು.
"
"For years my grandfather told me to read this book.
","ತುಂಬ ತುಂಬ ಹಿಂದೆ ವ್ಯಾಸರು ನನಗೆ ಈ ಪುಸ್ತಕ ತಪ್ಪದೇ ಓದಲು ಹೇಳಿದ್ದರು.
"
"Formerly known as Allahabad, Prayagraj is the birthplace of Priyanka Gandhi's great grandfather Jawaharlal Nehru.
","ಈ ಹಿಂದೆ ಅಲಹಾಬಾದ್ ಎಂದು ಕರೆಯಲ್ಪಡುತ್ತಿದ್ದ ಪ್ರಯಾಗ್ರಾಜ್, ಪ್ರಿಯಾಂಕಾ ಗಾಂಧಿ ಅವರ ಮುತ್ತಜ್ಜ ಜವಹರಲಾಲ್ ನೆಹರು ಅವರ ಜನ್ಮಸ್ಥಳವಾಗಿದೆ.
"
"Gates' grandfather was J. W. Maxwell, a national bank president.
","ಆಕೆಯ ತಂದೆ ಜೆ. ಡಬ್ಲ್ಯು. ಮ್ಯಾಕ್ಸ್ವೆಲ್, ನ್ಯಾಷನಲ್ ಬ್ಯಾಂಕ್ನ ಅಧ್ಯಕ್ಷರಾಗಿದ್ದರು.
"
"He alleged that even on his grandfather's 98th birth anniversary, the Telangana Congress leaders did not pay their obeisance to the former prime minister.
","ತಮ್ಮ ತಾತನ 98ನೇ ಜನ್ಮದಿನಾಚರಣೆಯಂದು ಕೂಡ ತೆಲಂಗಾಣ ಕಾಂಗ್ರೆಸ್ ಮುಖಂಡರು ಮಾಜಿ ಪ್ರಧಾನಿಗೆ ಗೌರವ ಸಲ್ಲಿಸಿಲ್ಲ ಎಂದು ಬೇಸರ ವ್ಯಕ್ತಪಡಿಸಿದರು.
"
"He lived with his father and grandfather.
","ಅವರು ತನ್ನ ದೊಡ್ಡಕ್ಕ ಮತ್ತು ತಂದೆಯೊಂದಿಗೆ ವಾಸಿಸುತ್ತಾರೆ.
"
"He lost both his grandfather and father to coronavirus in just two days.
","ಕೊರೋನಾ ವೈರಸ್ನಿಂದಾಗಿ ತಮ್ಮ ಭಾವ ಹಾಗೂ ಅವರ ತಂದೆಯನ್ನು ಎರಡು ದಿನದ ಅಂತರದಲ್ಲಿಯೇ ಕಳೆದುಕೊಂಡಿದ್ದರು.
"
"He recalls feeling the support of God during that difficult time, chiefly though the strong example of his young, widowed mother, Rebecca Stanley, and his godly grandfather who instilled in him a desire to trust and obey God's Word.
","ಆ ಕಷ್ಟದ ಸಮಯದಲ್ಲಿ ದೇವರ ಬೆಂಬಲವನ್ನು ಅವರು ನೆನಪಿಸಿಕೊಳ್ಳುತ್ತಾರೆ, ಮುಖ್ಯವಾಗಿ ಅವರ ಯುವ, ವಿಧವೆಯಾದ ತಾಯಿ, ರೆಬೆಕ್ಕಾ ಸ್ಟಾನ್ಲಿ ಮತ್ತು ದೇವರ ದೈವದ ತಾತ, ದೇವರ ವಾಕ್ಯವನ್ನು ನಂಬುವಂತೆ ಮತ್ತು ಅನುಸರಿಸಬೇಕೆಂದು ಅಪೇಕ್ಷಿಸುವ ಬಯಕೆಯಿಂದ ಕೂಡಿದೆ.
"
"He recalls feeling the support of God during that difficult time, chiefly though the strong example of his young, widowed mother, Rebecca Stanley, and his godly grandfather, who instilled in him a desire to trust and obey God's Word.
","ಆ ಕಷ್ಟದ ಸಮಯದಲ್ಲಿ ದೇವರ ಬೆಂಬಲವನ್ನು ಅವರು ನೆನಪಿಸಿಕೊಳ್ಳುತ್ತಾರೆ, ಮುಖ್ಯವಾಗಿ ಅವರ ಯುವ, ವಿಧವೆಯಾದ ತಾಯಿ, ರೆಬೆಕ್ಕಾ ಸ್ಟಾನ್ಲಿ ಮತ್ತು ದೇವರ ದೈವದ ತಾತ, ದೇವರ ವಾಕ್ಯವನ್ನು ನಂಬುವಂತೆ ಮತ್ತು ಅನುಸರಿಸಬೇಕೆಂದು ಅಪೇಕ್ಷಿಸುವ ಬಯಕೆಯಿಂದ ಕೂಡಿದೆ.
"
"He said his grandfather was ill.
","ದೊಡ್ಡಪ್ಪನಿಗೆ ಅನಾರೋಗ್ಯವಾಗಿ ಬಂದಿರುವುದಾಗಿ ತಿಳಿಸಿದ.
"
"He was Queen Victoria's grandfather.
","ಈತ ವಿಕ್ಟೋರಿಯಾ ರಾಣಿಯ ಮೊಮ್ಮಗನಾಗಿದ್ದ.
"
"He was my grandfather's age.
","ಅವರು ನನ್ನ ತಂದೆಯ ವಯಸ್ಸಿನವರಾಗಿದ್ದರು.
"
"He was not only a grandfather but a friend and a teacher.
","ಅವರು ನನಗೆ ಕೇವಲ ತಂದೆಯಾಗಿರಲಿಲ್ಲ ಸ್ನೇಹಿತ, ಗುರುವಾಗಿದ್ದರು.
"
"He was the age of my grandfather.
","ಅವರು ನನ್ನ ತಂದೆಯ ವಯಸ್ಸಿನವರಾಗಿದ್ದರು.
"
"He was the grandfather of 23rd president Benjamin Harrison.
","ಅವನ ಮೊಮ್ಮಗ ಬೆಂಜಮಿನ್ ಹ್ಯಾರಿಸನ್ 23 ನೇ ಅಧ್ಯಕ್ಷರಾದರು.
"
"He's your great grandfather.
","ಇವನು ನಿನ್ನ ದೊಡ್ಡಮ್ಮನ ಪುಟ್ಟ ಮೊಮ್ಮಗ.
"
"Hearing about the return of the hero, his grandfather, the king Akrisiy, fled to Larisa, to the north of the country.
","ನಾಯಕನ ರಿಟರ್ನ್ ಬಗ್ಗೆ ಕೇಳಿದ ನಂತರ, ತನ್ನ ತಾತನಾದ Acrisius ರಾಜ, ಲಾರಿಸ್ಸಾ ಗೆ, ದೇಶದ ಉತ್ತರ ಓಡಿಹೋದ.
"
"Her father died in 1820, the same year as her grandfather, King George III.
","ಎಡ್ವರ್ಡ್ 1820 ರಲ್ಲಿ ನಿಧನರಾದರು, ಅವರ ತಂದೆ, ಕಿಂಗ್ ಜಾರ್ಜ್ III, ಮೊದಲು.
"
"Her father, grandfather and great-grandfather also served in the Army.
","ಅವರ ತಂದೆ, ತಾತ, ಮುತ್ತಾತ ಕೂಡ ಸೇನೆಯಲ್ಲಿದ್ದವರೇ.
"
"Her grandfather Mansoor Ali Khan was a cricketer.
","ತೈಮೂರ್ ಅವರ ತಾತ ಮನ್ಸೂರ್ ಅಲಿ ಖಾನ್ ಕ್ರಿಕೆಟರ್ ಆಗಿದ್ದರು.
"
"Her grandfather grew up in the home.
","ಅವನ ತಾತನ ಮನೆಯಲ್ಲಿ ಬೆಳೆಯುತ್ತಿದ್ದ.
"
"Her grandfather had other plans.
","ಆದರೆ ಅವಳ ತಂದೆ ಇತರ ಯೋಜನೆಗಳನ್ನು ಹೊಂದಿತ್ತು.
"
"Her grandfather was King George V, the grandson of Queen Victoria.
","ಅವರು ಅವರ ಮಗನಾದ ಜಾರ್ಜ್ V, ರಾಣಿ ವಿಕ್ಟೋರಿಯಾ ಮೊಮ್ಮಗ ನೆರವೇರಿತು.
"
"Her grandfather was a Buddhist.
","ಅವಳ ತಂದೆ ಬುದ್ಧಾನುಯಾಯಿಯಾಗಿದ್ದ.
"
"Her grandfather was a film producer as well.
","ಅವರ ತಂದೆ ಕೂಡ ಸಿನಿಮಾ ನಿರ್ಮಾಪಕ ಆಗಿದ್ದರು.
"
"Her grandfather was a priest for the Church of England.
","ಅವರ ತಂದೆ ಇಂಗ್ಲೆಂಡಿನ ಒಂದು ಚರ್ಚಿನ ಪಾದ್ರಿಯಾಗಿದ್ದರು.
"
"Her grandfather was arrested in 1938.
","ಅವರ ತಂದೆ 1938 ರಲ್ಲಿ ಬಂಧಿಸಿ ಕೊಲ್ಲಲಾಯಿತು.
"
"Her grandfather, Mayanna Gowda wanted her to be given away for adoption, but her father refused to do so.
","ಆಕೆಯ ತಾತ ಮಾಯಣ್ಣಗೌಡರು ಆಕೆಯನ್ನು ದತ್ತು ನೀಡಬೇಕೆಂದು ಯೋಚಿಸಿದ್ದರಂತೆ, ಆದರೆ ತಂದೆ ಇದಕ್ಕೆ ಒಪ್ಪಲಿಲ್ಲವಂತೆ.
"
"Her maternal grandfather had been married to others.
","ಆತನ ಅತ್ತೆ ಮಗಳಿಗೂ ಬೇರೊಬ್ಬರ ಜೊತೆ ವಿವಾಹವಾಗಿತ್ತು.
"
"Her maternal grandfather was Albert Frederick, Duke of Prussia.
","ಆಕೆಯ ತಾಯಿಯ ತಾತ ಆಲ್ಬರ್ಟ್ ಫ್ರೆಡೆರಿಕ್, ಡ್ಯೂಕ್ ಆಫ್ ಪ್ರುಶಿಯಾ.
"
"Her paternal grandfather was Surinder Kapoor, a popular producer in Bollywood.
","ಇವರ ತಂದೆ ಸುರೀಂದರ್ ಕಫೂರ್ ಬಾಲಿವುಡ್ ನ ಖ್ಯಾತ ನಿರ್ಮಾಪಕರಾಗಿದ್ದರು.
"
"Her voice remained as kind and gentle as if her grandson had returned from the war, but from fishing or from the forest, where he could stay with his grandfather.
","ಮೊಮ್ಮಗ ಮತ್ತು ಮೀನುಗಾರಿಕೆ ಅಥವಾ ತನ್ನ ತಾತನ ಜೊತೆ ನೆಲೆಸಬಹುದು ಅಲ್ಲಿ ಅರಣ್ಯ, ನಿಂದ, ಯುದ್ಧ ಹಿಂದಕ್ಕೆ ಹಾಗೆ ಆಕೆಯ ಧ್ವನಿಯ ಸ್ವರೂಪದಲ್ಲಿ ರೀತಿಯ ಹಾಗೂ ಸೌಮ್ಯ ಆಗಿತ್ತು.
"
"His branch of the family migrated from Jixi County of Anhui province to Jiangyan during his grandfather's generation.
","ಅವನ ಕುಟುಂಬದ ಶಾಖೆಯು ಅನ್ಹುಯಿ ಪ್ರಾಂತದ ಜಿಕ್ಸಿ ಜಿಲ್ಲೆಯಿಂದ ಜಿಯಾಂಗ್ಯಾನ್ಗೆ ಅವನ ತಾತನ ಪೀಳಿಗೆಯ ಅವಧಿಯಲ್ಲಿ ವಲಸೆ ಬಂದಿತು.
"
"His branch of the family migrated from Jixi County, Anhui to Taizhou during his grandfather's generation.
","ಅವನ ಕುಟುಂಬದ ಶಾಖೆಯು ಅನ್ಹುಯಿ ಪ್ರಾಂತದ ಜಿಕ್ಸಿ ಜಿಲ್ಲೆಯಿಂದ ಜಿಯಾಂಗ್ಯಾನ್ಗೆ ಅವನ ತಾತನ ಪೀಳಿಗೆಯ ಅವಧಿಯಲ್ಲಿ ವಲಸೆ ಬಂದಿತು.
"
"His branch of the family migrated from Jixi of Anhui Province to Jiangyan during his grandfather's generation.
","ಅವನ ಕುಟುಂಬದ ಶಾಖೆಯು ಅನ್ಹುಯಿ ಪ್ರಾಂತದ ಜಿಕ್ಸಿ ಜಿಲ್ಲೆಯಿಂದ ಜಿಯಾಂಗ್ಯಾನ್ಗೆ ಅವನ ತಾತನ ಪೀಳಿಗೆಯ ಅವಧಿಯಲ್ಲಿ ವಲಸೆ ಬಂದಿತು.
"
"His family was associated with the teaching of elocution: His grandfather, Alexander Bell, in London, his uncle in Dublin, and his father, in Edinburgh, were all elocutionists.
","ವಾಗ್ವೈಖರಿಯ ಬೋಧನೆಯಲ್ಲಿ ಅವನ ಕುಟುಂಬವು ಬಹಳ ಕಾಲದಿಂದಲೂ ತನ್ನನ್ನು ತೊಡಗಿಸಿಕೊಂಡಿತ್ತುಃ ಅವನ ತಾತನಾದ ಅಲೆಕ್ಸಾಂಡರ್ ಬೆಲ್ ಲಂಡನ್ನಲ್ಲಿ; ಅವನ ಚಿಕ್ಕಪ್ಪ ಡಬ್ಲಿನ್ನಲ್ಲಿ; ಹಾಗೂ ಅವನ ತಂದೆ ಎಡಿನ್ಬರ್ಗ್ನಲ್ಲಿ- ಹೀಗೆ ಎಲ್ಲರೂ ವಾಕ್ಚತುರರಾಗಿದ್ದರು.
"
"His family was associated with the teaching of elocution: his grandfather, Alexander Bell, in London, his uncle in Dublin, and his father, in Edinburgh, were all elocutionists.
","ವಾಗ್ವೈಖರಿಯ ಬೋಧನೆಯಲ್ಲಿ ಅವನ ಕುಟುಂಬವು ಬಹಳ ಕಾಲದಿಂದಲೂ ತನ್ನನ್ನು ತೊಡಗಿಸಿಕೊಂಡಿತ್ತುಃ ಅವನ ತಾತನಾದ ಅಲೆಕ್ಸಾಂಡರ್ ಬೆಲ್ ಲಂಡನ್ನಲ್ಲಿ; ಅವನ ಚಿಕ್ಕಪ್ಪ ಡಬ್ಲಿನ್ನಲ್ಲಿ; ಹಾಗೂ ಅವನ ತಂದೆ ಎಡಿನ್ಬರ್ಗ್ನಲ್ಲಿ- ಹೀಗೆ ಎಲ್ಲರೂ ವಾಕ್ಚತುರರಾಗಿದ್ದರು.
"
"His family was long associated with the teaching of elocution: his grandfather, Alexander Bell, in London, his uncle in Dublin , and his father, in Edinburgh, were all elocutionists.
","ವಾಗ್ವೈಖರಿಯ ಬೋಧನೆಯಲ್ಲಿ ಅವನ ಕುಟುಂಬವು ಬಹಳ ಕಾಲದಿಂದಲೂ ತನ್ನನ್ನು ತೊಡಗಿಸಿಕೊಂಡಿತ್ತುಃ ಅವನ ತಾತನಾದ ಅಲೆಕ್ಸಾಂಡರ್ ಬೆಲ್ ಲಂಡನ್ನಲ್ಲಿ; ಅವನ ಚಿಕ್ಕಪ್ಪ ಡಬ್ಲಿನ್ನಲ್ಲಿ; ಹಾಗೂ ಅವನ ತಂದೆ ಎಡಿನ್ಬರ್ಗ್ನಲ್ಲಿ- ಹೀಗೆ ಎಲ್ಲರೂ ವಾಕ್ಚತುರರಾಗಿದ್ದರು.
"
"His family was long associated with the teaching of elocution: his grandfather, Alexander Bell, in London, his uncle in Dublin, and his father, in Edinburgh, were all elocutionists.
","ವಾಗ್ವೈಖರಿಯ ಬೋಧನೆಯಲ್ಲಿ ಅವನ ಕುಟುಂಬವು ಬಹಳ ಕಾಲದಿಂದಲೂ ತನ್ನನ್ನು ತೊಡಗಿಸಿಕೊಂಡಿತ್ತುಃ ಅವನ ತಾತನಾದ ಅಲೆಕ್ಸಾಂಡರ್ ಬೆಲ್ ಲಂಡನ್ನಲ್ಲಿ; ಅವನ ಚಿಕ್ಕಪ್ಪ ಡಬ್ಲಿನ್ನಲ್ಲಿ; ಹಾಗೂ ಅವನ ತಂದೆ ಎಡಿನ್ಬರ್ಗ್ನಲ್ಲಿ- ಹೀಗೆ ಎಲ್ಲರೂ ವಾಕ್ಚತುರರಾಗಿದ್ದರು.
"
"His father and grandfather had also served in the Indian Army.
","ತಾನ್ಯಾ ಅವರ ತಂದೆ, ತಾತ ಸಹ ಭಾರತೀಯ ಸೇನೆಯಲ್ಲಿ ಸೇವೆ ಸಲ್ಲಿಸಿದ್ದಾರೆ.
"
"His father and grandfather had heart attacks at 60.
","ಅವರ 60 ರ ದಶಕದಲ್ಲಿ ಅವನು ಮತ್ತು ಅವರ ತಂದೆ ಹೃದಯಾಘಾತದಿಂದ ಮೃತಪಟ್ಟರು.
"
"His father and grandfather were boxers.
","ಅವನ ಹಿರಿಯ ಸಹೋದರ ಮತ್ತು ತಂದೆ ಬಾಕ್ಸರ್ಗಳು ಇದ್ದರು.
"
"His father and grandfather were court musicians.
","ತಂದೆ ಮತ್ತು ಚಿಕ್ಕಪ್ಪ ಸಂಗೀತಗಾರರಾಗಿದ್ದರು.
"
"His father and grandfather, who ruled North Korea before him, both died of heart issues.
","ಉತ್ತರ ಕೊರಿಯಾ ಆಳಿದ್ದ ಅವರ ತಂದೆ ಮತ್ತು ತಾತ ಇಬ್ಬರೂ ಹೃದಯ ಸಮಸ್ಯೆಯಿಂದ ಅಸುನೀಗಿದ್ದರು.
"
"His father and grandfather, who ruled North Korea before him, both died of heart problems.
","ಉತ್ತರ ಕೊರಿಯಾ ಆಳಿದ್ದ ಅವರ ತಂದೆ ಮತ್ತು ತಾತ ಇಬ್ಬರೂ ಹೃದಯ ಸಮಸ್ಯೆಯಿಂದ ಅಸುನೀಗಿದ್ದರು.
"
"His father and grandfather, who ruled North Korea before him, died of heart problems.
","ಉತ್ತರ ಕೊರಿಯಾ ಆಳಿದ್ದ ಅವರ ತಂದೆ ಮತ್ತು ತಾತ ಇಬ್ಬರೂ ಹೃದಯ ಸಮಸ್ಯೆಯಿಂದ ಅಸುನೀಗಿದ್ದರು.
"
"His father, uncle and grandfather also were in the fire department.
","ಅವರ ತಂದೆ, ತಾತ, ಮುತ್ತಾತ ಕೂಡ ಸೇನೆಯಲ್ಲಿದ್ದವರೇ.
"
"His grandfather Eugene Meyer bought the Post at a bankruptcy auction in 1933.
","ಯುಜೀನ್ ಮೆಯೆರ್ ದಿ ವಾಷಿಂಗ್ಟನ್ ಪೋಸ್ಟ್ ಅನ್ನು 1933 ರಲ್ಲಿ ದಿವಾಳಿತನದ ಸಂದರ್ಭದಲ್ಲಿ ಖರೀದಿಸಿದರು.
"
"His grandfather Purushottam Lal Bhargava is a well-known scholar of Sanskrit and ancient Indian history.
","ಪುರುಷೋತ್ತಮ್ ಲಾಲ್ ಭಾರ್ಗವರು ಪ್ರಾಚೀನ ಭಾರತೀಯ ಇತಿಹಾಸದಲ್ಲಿ ಮತ್ತು ಸಂಸ್ಕೃತದಲ್ಲಿ ಪ್ರಸಿದ್ಧ ವಿದ್ವಾಂಸರು.
"
"His grandfather Surinder Kapoor was a Bollywood film producer.
","ಇವರ ತಂದೆ ಸುರೀಂದರ್ ಕಫೂರ್ ಬಾಲಿವುಡ್ ನ ಖ್ಯಾತ ನಿರ್ಮಾಪಕರಾಗಿದ್ದರು.
"
"His grandfather Ustad Abdul Karim Khan was a renowned name of the Indian singing industry.
","ಉಸ್ತಾದ್ ಅಬ್ದುಲ್ ಕರೀಂ ಖಾನ್ ಅವರ ಜೀವಿತ ಕಾಲದಲ್ಲಿ ಹಿಂದೂಸ್ತಾನಿ ಸಂಗೀತದ ಮೇರುವಾಗಿ ಗುರುತಿಸಲ್ಪಟ್ಟವರು.
"
"His grandfather began the company.
","ಅವನ ತಂದೆಯೇ ಈ ಕಂಪೆನಿಯನ್ನು ಪ್ರಾರಂಭಿಸಿದ್ದು.
"
"His grandfather built this building in 1918.
","ನಮ್ಮ ತಾತನವರು ಆ ಮನೆಯನ್ನು ಕಟ್ಟಿದ್ದು 1918ರಲ್ಲಿ.
"
"His grandfather first scolded him.
","ಮೊದಮೊದಲು ಅಪ್ಪ ಅವನನ್ನು ಗದರಿಸುತ್ತಿದ್ದ.
"
"His grandfather founded the company in 1912.
","ತಮ್ಮ ಕಂಪನಿಯನ್ನು ಸ್ಥಾಪಿಸಿದನು ಕಲ್ಪನೆಯನ್ನು 1912 ರಲ್ಲಿ ಪ್ಯಾಕೊ ಬಂದಿತು.
"
"His grandfather had been deported to Siberia.
","ಅವರ ಪೂರ್ವಾಧಿಕಾರಿ ಸೈಬೀರಿಯಾಕ್ಕೆ ಗಡೀಪಾರು ಮಾಡಲಾಗಿತ್ತು.
"
"His grandfather had built the house in 1920.
","ಕಪೂರ್ ಅವರ ತಂದೆ 1920ರಲ್ಲಿ ಈ ಮನೆಯನ್ನು ನಿರ್ಮಿಸಿದ್ದರು.
"
"His grandfather had lots of children.
","ಇವರ ತಂದೆ ತಾಯಿಗೆ ಸಾಕಷ್ಟು ಮಕ್ಕಳಾಗಿದ್ದರು.
"
"His grandfather had more than one wife.
","ಅಪ್ಪನಿಗೆ ಪತ್ನಿಗಿಂತ ಹೆಚ್ಚಿನದಾಗಿದ್ದರು.
"
"His grandfather is an army lieutenant.
","ಅವನ ಅಪ್ಪ ಮಿಲಿಟರಿಯಲ್ಲಿ ಸಾರ್ಜೆಂಟ್-ಮೇಜರ್ ಆಗಿದ್ದಾನೆ.
"
"His grandfather is the Governor.
","ಅವರ ತಂದೆ ಗವರ್ನರ್.
"
"His grandfather owned a general store.
","ಅವರ ಅಪ್ಪನಿಗೆ ಒಂದು ಜನರಲ್ ಸ್ಟೋರ್ ಅಂಗಡಿ ಇದೆಯಂತೆ.
"
"His grandfather started the company.
","ಅವನ ತಂದೆಯೇ ಈ ಕಂಪೆನಿಯನ್ನು ಪ್ರಾರಂಭಿಸಿದ್ದು.
"
"His grandfather was Mayor of Los Angeles.
","ಹಿಂದೆ, ತನ್ನ ತಂದೆ ಲಾಸ್ ಏಂಜಲೀಸ್ ಮೇಯರ್ ಆಗಿತ್ತು.
"
"His grandfather was a bank officer.
","ಅಪ್ಪ ಬ್ಯಾಂಕ್ ಅಧಿಕಾರಿಯಾಗಿದ್ದರು.
"
"His grandfather was a builder of homes.
","ತಂದೆ ಕಟ್ಟಡಗಳನ್ನು ಕಟ್ಟುವ ಮೇಸ್ತ್ರಿಯಾಗಿದ್ದ.
"
"His grandfather was a businessman and a politician.
","ಅವರ ತಂದೆ ಒಂದು ಆರಾಮದಾಯಕ ವ್ಯಾಪಾರಿ ಮತ್ತು ರಾಜಕೀಯ ಮೂಲಭೂತರಾಗಿದ್ದರು.
"
"His grandfather was a lawyer, and his father Arvind Bobde served as advocate-general of Maharashtra.
","ಅವರ ತಾತ ವಕೀಲರಾಗಿದ್ದರೆ, ತಂದೆ ಅರವಿಂದ್ ಬೊಬ್ಡೆ ಮಹಾರಾಷ್ಟ್ರ ರಾಜ್ಯದ ಅಡ್ವೋಕೇಟ್ ಜನರಲ್ ಆಗಿದ್ದವರು.
"
"His grandfather was a postmaster.
","ಅವರ ತಂದೆ ಒಬ್ಬ ಪೋಸ್ಟ್ ಮಾಸ್ಟರ್.
"
