eng_Latn,kan_Knda
"My aunt is 11 years older than her husband.
","ಸಂಗಾತಿಯು ನಮ್ಮ ನಾಯಕಿಗಿಂತ 11 ವರ್ಷ ವಯಸ್ಸಾಗಿರುತ್ತದೆ.
"
"My aunt is about 60.
","ಅಜ್ಜಿ ಸುಮಾರು 60ರ ಮೇಲೆ.
"
"My aunt is an actor.
","ನನ್ನ ಅಂಕಲ್ ಒಬ್ಬ ನಟ.
"
"My aunt is from West Bengal.
","ನನ್ನ ತಾಯಿ ಪಶ್ಚಿಮ ಬಂಗಾಳದವರು.
"
"My aunt picked me up the next day and drove me to my mom's house.
","ಮರುದಿನವೇ ಅಮ್ಮ ನನ್ನನ್ನು ಹೊತ್ತುಕೊಂಡು ಅಜ್ಜನ ಮನೆಗೆ ಹೊರಟಿದ್ದಳು.
"
"My aunt taught it to me.
","ನನ್ನ ಧಣಿ ಅದನ್ನು ನನಗೆ ಕಲಿಸಿದರು.
"
"My aunt took me back to my grandmother's house.
","ಅಮ್ಮ ನನ್ನ ಎತ್ತಿಕೊಂಡು ಅಜ್ಜಅಜ್ಜಿ ಮನೆಗೆ ಬಂದುಬಿಟ್ರು.
"
"My aunt was sitting in front of me and talking.
","ನನ್ನ ಆಂಟಿ ನನ್ನ ಎದುರಿಗೆ ಬಂದು ಕುಳಿತಳು ನಾವಿಬ್ಬರು ಮಾತನಾಡುತ್ತ ಕುಳಿತೆವು .
"
"My beloved aunt, my mom's dear sister.
","ಅಪ್ಪನ ಪ್ರೀತಿಯ ಮಗಳು, ನನ್ನ ಪ್ರೀತಿಯ ತಂಗಿ.
"
"My cousin and aunt lived in the town for many years.
","ಅಣ್ಣ-ಅತ್ತಿಗೆ ಹಲವು ವರ್ಷಗಳಿಂದ ನಗರದಲ್ಲಿ ನೆಲೆಸಿದ್ದಾರೆ.
"
"My mom and aunt and grandmother were teachers.
","'ನನ್ನ ತಾಯಿ, ಅಜ್ಜಿ ಹಾಗೂ ತಾತ ಶಿಕ್ಷಕರಾಗಿದ್ದರು.
"
"My mom, dad, sister, aunt, and cousin were all there with me.
","ನನ್ನ ಅಜ್ಜಿ, ಅಂಕಲ್, ದೊಡ್ಡಪ್ಪ, ಅಮ್ಮ, ತಮ್ಮ ಎಲ್ಲರೂ ಅಂದು ನನ್ನ ಜೊತೆಗಿದ್ದರು.
"
"My uncle was strangled to death, my aunt and both my cousins suffered serious injuries.
","ನನ್ನ ಚಿಕ್ಕಪ್ಪನನ್ನು ಹತ್ಯೆ ಮಾಡಲಾಯಿತು, ನನ್ನ ಆಂಟಿ ಮತ್ತು ನನ್ನ ಸೋದರಸಂಬಂಧಿಗಳಿಗೆ ತೀವ್ರವಾದ ಗಾಯಗಳಾಗಿವೆ.
"
"One day her aunt came to her grandmother's home.
","ಒಂದು ದಿನ ಪುಟ್ಟನ ಅಜ್ಜ ಅವರ ಮನೆಗೆ ಬಂದಿದ್ದರು.
"
"She later shifted to Mumbai and stayed at her aunt's home.
","ಬಳಿಕ ಮತ್ತೆ ಮುಂಬಯಿಗೆ ವಾಪಾಸ್ ಬಂದು ತನ್ನ ಮಾವನ ಮನೆಯಲ್ಲಿ ನೆಲೆಸಿದಳು.
"
"She lives in her aunt's apartment.
","ಆಕೆ ತನ್ನ ಮಾಮನ ಮನೆಯಲ್ಲಿ ನೆಲೆ ನಿಂತಿರುತ್ತಾಳೆ.
"
"She lives in her aunt's house.
","ಆಕೆ ತನ್ನ ಮಾಮನ ಮನೆಯಲ್ಲಿ ನೆಲೆ ನಿಂತಿರುತ್ತಾಳೆ.
"
"She spent the remainder of her life with her aunt, and worked as private secretary to Sir Neville Pearson with Sir George Newnes at Newnes Publishing Company in London from 1923 to 1953.
","ಅವಳು ಆಕೆಯ ಚಿಕ್ಕಪ್ಪನೊಂದಿಗೆ ಉಳಿದ ಜೀವನವನ್ನು ಕಳೆದರು ಮತ್ತು 1923 ರಿಂದ 1953 ರವರೆಗೆ ಲಂಡನ್ನ ನ್ಯೂನೆಸ್ ಪಬ್ಲಿಷಿಂಗ್ ಕಂಪೆನಿಯ ಸರ್ ಜಾರ್ಜ್ ನ್ಯೂನೆಸ್ರೊಂದಿಗೆ ಸರ್ ನೆವಿಲ್ಲೆ ಪಿಯರ್ಸನ್ ಅವರ ಖಾಸಗಿ ಕಾರ್ಯದರ್ಶಿಯಾಗಿ ಕೆಲಸ ಮಾಡಿದರು.
"
"She was a very nice aunt to me.
","ಅವರು ನನಗೆ ತುಂಬಾ ಒಳ್ಳೆ ಆಂಟಿ ಆಗಿದ್ರು.
"
"So if collectors call someone else's debt created by your brother/sister, parents, uncle, aunt, and other relatives, I boldly declare that you have nothing to do with the debt and you don't have to pay it.
","ಆದ್ದರಿಂದ, ಸಂಗ್ರಾಹಕರು ನಿಮ್ಮ ಸಹೋದರ / ಸಹೋದರಿಯರು, ಪೋಷಕರು, ಚಿಕ್ಕಪ್ಪ, aunts ಮತ್ತು ಯಾವುದೇ ಇತರ ಸಂಬಂಧಿಗಳಿಂದ ರೂಪುಗೊಂಡ ಬೇರೊಬ್ಬರ ಸಾಲ, ಕರೆ ವೇಳೆ, ಧೈರ್ಯದಿಂದ ನೀವು ಏನೂ ಸಲ್ಲಿಸಬೇಕಾಗಿರುವುದು ಹೊಂದಿಲ್ಲ ಎಂದು ಮತ್ತು ಪಾವತಿಸಲು ಅಗತ್ಯವಿಲ್ಲ ಘೋಷಿಸಲು.
"
"So if your parents or aunts or grandparents had them, you are at a higher risk of contracting them as well.
","ಹೀಗಾಗಿ ನಿಮ್ಮ ಹೆತ್ತವರು, ಅಜ್ಜ-ಅಜ್ಜಿಯಂದಿರು ಅಥವಾ ಸಹೋದರ-ಸಹೋದರಿಯರಿಗೆ ಅಸ್ತಮಾ ಇದ್ದುದಾಗಿದ್ದರೆ ನಿಮಗೂ ಅದು ಕಾಣಿಸಿಕೊಳ್ಳುವ ಸಾಧ್ಯತೆ ಹೆಚ್ಚು.
"
"Some of us have aunts.
","ನಮ್ಮಲ್ಲೇ ಕೆಲವರು ಗುಸುಗುಸುಗಳಿದ್ದಾರೆ.
"
"Sonam and Anand Ahuja got married in Mumbai on May 8, 2018 in an extravagant ceremony held at Sonam's aunt's house.
","ಮೇ 8, 2018 ರಂದು ಮುಂಬೈನಲ್ಲಿ ನಡೆದ ಅದ್ಧೂರಿ ಸಮಾರಂಭದಲ್ಲಿ ಸೋನಮ್ ಮತ್ತು ಆನಂದ್ ವಿವಾಹವಾದರು .
"
"The aunt is not looking at the TV.
","ಅಜ್ಜಿ ಟಿವಿ ನೋಡುವುದಿಲ್ಲ.
"
"The aunt posted a video of this on Facebook.
","ಫೇಸ್ ಬುಕ್ ನಲ್ಲಿ ಈ ಬಗ್ಗೆ ವಿಡಿಯೋವೊಂದನ್ನು ಪೋಸ್ಟ್ ಮಾಡಿದ್ದಳು.
"
"The child's mother died in 2016 and the maternal aunt then began caring for the child.
","2016ರಲ್ಲಿ ಸಂತ್ರಸ್ತ ಬಾಲಕಿಯ ತಾಯಿ ಮೃತಪಟ್ಟಿದ್ದು ಆ ಬಳಿಕ ಕಾಮುಕ ತಂದೆ ಮಗಳನ್ನು ತನ್ನ ಕಾಮತೃಷೆಗೆ ಬಳಸಿಕೊಳ್ಳುತ್ತಿದ್ದ.
"
"The patient's two maternal aunts have also diagnosed with Androgen Insensitivity Syndrome in the past.
","ಇನ್ನು, ರೋಗಿಯ ಇಬ್ಬರು ತಾಯಂದಿರರಿಗೆ ಈ ಹಿಂದೆ 'ಆಂಡ್ರೊಜೆನ್ ಸೆನ್ಸಿಟಿವಿಟಿ ಸಿಂಡ್ರೋಮ್' ಇರುವುದು ಪತ್ತೆಯಾಗಿದೆ.
"
"The police arrested the child's parents and aunt on Tuesday.
","ಪೊಲೀಸರು ಮಲತಾಯಿ ಮತ್ತು ಮೃತ ಬಾಲಕಿಯ ತಂದೆಯನ್ನು ಮಂಗಳವಾರ ಬಂಧಿಸಿದ್ದಾರೆ.
"
"The police arrested the girl's parents and aunt on Tuesday.
","ಪೊಲೀಸರು ಮಲತಾಯಿ ಮತ್ತು ಮೃತ ಬಾಲಕಿಯ ತಂದೆಯನ್ನು ಮಂಗಳವಾರ ಬಂಧಿಸಿದ್ದಾರೆ.
"
"The sighting of even a single mouse or rat in your home can mean that there is an entire family (with aunts, uncles, and other kinfolks) living in your home's basement, in the walls or floors, or in and around stored items.
","ಸಹ ಒಂದು ಮೌಸ್ ಅಥವಾ ನಿಮ್ಮ ಮನೆಯಲ್ಲಿ ನೋಡಿದ ನಿಮ್ಮ ಮನೆಯ ನೆಲಮಾಳಿಗೆಯಲ್ಲಿ ವಾಸಿಸುವ ದಂಶಕಗಳ ಇಡೀ ಕುಟುಂಬ (ಶಿಶುಗಳು, aunts, ಚಿಕ್ಕಪ್ಪ, ಮತ್ತು ಇತರ kinfolk ಜೊತೆ), ಗೋಡೆಗಳ, ಅಥವಾ ಸಂಗ್ರಹಿಸಿದ ಐಟಂಗಳನ್ನು ನಡುವೆ ಮತ್ತು ಎಂದು ಅರ್ಥ.
"
"Then the younger brother of the aunt's husband had died.
","ನಂತರ ಅಜ್ಜಿಯ ಗಂಡ ತೀರಿಹೋದನಂತೆ.
"
"Thereafter his aunt took care of him.
","ನಂತರ ಇವರ ಅಜ್ಜ ಇವರನ್ನು ನೋಡಿಕೊಂಡಿದ್ದರು.
"
"Thou shalt not uncover the nakedness of thy father's brother, thou shalt not approach to his wife; she is thy aunt.
","ನಿನ್ನ ತಂದೆಯ ಹೆಂಡತಿಯ ಬೆತ್ತಲೆ ತನವನ್ನು ನೀನು ಕಾಣುವಂತೆ ಮಾಡಬಾರದು; ಅದು ನಿನ್ನ ತಂದೆಯ ಬೆತ್ತಲೆತನ. . . . ಇದಲ್ಲದೆ ಅವಳಿಂದ ನಿನ್ನನ್ನು ಹೊಲೆಮಾಡಿ ಕೊಳ್ಳದಂತೆ ನಿನ್ನ ನೆರೆಯವನ ಹೆಂಡತಿಯೊಂದಿಗೆ ನೀನು ಸಂಗಮಿಸಬೇಡ.
"
"Wuthering Heights and Agnes Grey, their publication financed in part with the sisters' inheritance from their aunt, were published later.
","ವುಥರಿಂಗ್ ಹೈಟ್ಸ್ ಮತ್ತು ಆಗ್ನೆಸ್ ಗ್ರೇ , ಅವರ ಪುತ್ರಿ ತಮ್ಮ ಸಹೋದರಿಯಿಂದ ಸಹೋದರಿಯರ ಆನುವಂಶಿಕತೆಯೊಂದಿಗೆ ಭಾಗಶಃ ಹಣವನ್ನು ಸಂಪಾದಿಸಿದ ನಂತರ ಪ್ರಕಟಿಸಲಾಯಿತು.
"
"Yes, my aunt died.
","ಹೌದು ಅಂಕಲ್ ಅಮ್ಮ ಸತ್ತೋಗಿದಾಳೆ.
"
"Yes, my aunt is dead.
","ಹೌದು ಅಂಕಲ್ ಅಮ್ಮ ಸತ್ತೋಗಿದಾಳೆ.
"
"You shall not uncover the nakedness of your father's brother, you shall not approach his wife; she is your aunt.
","ನಿನ್ನ ತಂದೆಯ ಹೆಂಡತಿಯ ಬೆತ್ತಲೆ ತನವನ್ನು ನೀನು ಕಾಣುವಂತೆ ಮಾಡಬಾರದು; ಅದು ನಿನ್ನ ತಂದೆಯ ಬೆತ್ತಲೆತನ. . . . ಇದಲ್ಲದೆ ಅವಳಿಂದ ನಿನ್ನನ್ನು ಹೊಲೆಮಾಡಿ ಕೊಳ್ಳದಂತೆ ನಿನ್ನ ನೆರೆಯವನ ಹೆಂಡತಿಯೊಂದಿಗೆ ನೀನು ಸಂಗಮಿಸಬೇಡ.
"
"You shall not uncover the nakedness of your father's brother, you shall not approach to his wife she is yours aunt.
","ನಿನ್ನ ತಂದೆಯ ಹೆಂಡತಿಯ ಬೆತ್ತಲೆ ತನವನ್ನು ನೀನು ಕಾಣುವಂತೆ ಮಾಡಬಾರದು; ಅದು ನಿನ್ನ ತಂದೆಯ ಬೆತ್ತಲೆತನ. . . . ಇದಲ್ಲದೆ ಅವಳಿಂದ ನಿನ್ನನ್ನು ಹೊಲೆಮಾಡಿ ಕೊಳ್ಳದಂತೆ ನಿನ್ನ ನೆರೆಯವನ ಹೆಂಡತಿಯೊಂದಿಗೆ ನೀನು ಸಂಗಮಿಸಬೇಡ.
"
"daughter and her aunt.
","ಆಂಟಿ ಮತ್ತು ಅವರ ಮಗಳು.
"
"A brother, and an aunt.
","ಒಬ್ಬ ತಮ್ಮ, ಒಬ್ಳು ತಂಗಿ.
"
"Rhea's cousins Arjun Kapoor, Anshula Kapoor, Khushi Kapoor, Shanaya Kapoor, uncles Sanjay Kapoor and Boney Kapoor, aunt Maheep Kapoor were all part of the wedding.
","ಜಾಹ್ನವಿ ಕಪೂರ್ ಸಹೋದರಿ ಖುಷಿ ಕಪೂರ್, ಸೋನಂ ಕಪೂರ್, ಬೋನಿ ಕಪೂರ್ ಮೊದಲ ಪತ್ನಿಯ ಮಗಳು ಅನ್ಷುಲಾ ಕಪೂರ್, ಶನಾಯಾ ಕಪೂರ್, ಜಹಾನ ಕಪೂರ್, ರಿಯಾ ಕಪೂರ್ ಎಲ್ಲರೂ ಸೇರಿ ಜನುಮದಿನ ಕೊಂಡಾಡಿದ್ದಾರೆ.
"
"After his parents died, he stayed with his aunt.
","ಪೋಷಕರು ತೀರಿಕೊಂಡ ನಂತರ ಆ ಬಾಲಕಿ ತನ್ನ ಅಣ್ಣನೊಂದಿಗೆ ವಾಸವಿದ್ದಳು.
"
"We lived with our aunt, we didn’t have a house of our own.
","ನಮ್ಮದೇ ಆದ ಮನೆ ಇಲ್ಲದಿದ್ದುದರಿಂದ ಅಜ್ಜನ ಮನೆಯಲ್ಲಿ ವಾಸವಾಗಿದ್ದೆವು.
"
"“I have lost my aunt this evening.
","“ನನ್ನ ತಂಗಿ ರಾತ್ರಿಯಿಂದ ನಾಪತ್ತೆಯಾಗಿದ್ದಾಳೆ.
"
"A family member is defined as a mother, father, sister, brother, son, daughter, grandmother, grandfather, aunt, uncle and first cousin.
","ಕುಟುಂಬ ಸದಸ್ಯರು ಅಂದರೆ ಅಜ್ಜಿ, ತಾತ, ತಂದೆ, ತಾಯಿ, ಸಂಗಾತಿ, ಸಹೋದರ, ಸಹೋದರಿ, ಮಗ, ಮಗಳು ಇವರುಗಳನ್ನು ಒಳಗೊಂಡಿದೆ.
"
"An aunt, a parent, an older sibling or friend.
","ಅಪ್ಪ, ಅಮ್ಮಾ, ಬಂಧು ಅಥವಾ ಗೆಳೆಯಾ.
"
"Both my mother and aunt died of heart problems.
","ನಮ್ಮ ಅಪ್ಪ-ಅಮ್ಮ ಇಬ್ಬರೂ ಹೃದಯಾಘಾತದ ಕಾರಣದಿಂದಲೇ ಮೃತಪಟ್ಟಿದ್ದರು.
"
"Two aunts of the victim had died in the accident.
","ಅಪಘಾತದಲ್ಲಿ ತಾಯಿಯನ್ನ ಕಳೆದುಕೊಂಡು ತಬ್ಬಲಿಯಾದ ಇಬ್ಬರು ಸಹೋದರಿಯರು ಹಾಜರಿದ್ದರು.
"
"A short time later, her aunt passed away.
","ಸ್ವಲ್ಪ ಸಮಯದಲ್ಲಿ ಅವಳ ದೊಡ್ಡಣ್ಣ ತೀರಿಹೋದ.
"
"Her aunt and uncle were at the house.
","ಮಾವ ಮತ್ತು ಸೊಸೆ ಮನೆಯಲ್ಲಿ ಇದ್ದರು.
"
"A mother, sister, aunt or a wife maybe.
","ಇದು ತಾಯಿ, ಪತ್ನಿ ಅಥವಾ ಸೋದರಿಯಾಗಿರಬಹುದು.
"
"As well as numerous uncles, aunts, nieces, nephews and cousins.
","ಅಂತೆಯೇ ಅಜ್ಜಂದಿರು, ಮಾವಂದಿರು, ಸೋದರ ಮಾವಂದಿರು, ಮೊಮ್ಮಕ್ಕಳು, ಮೈದುನಂದಿರು ಮತ್ತು ನೆಂಟರಿಷ್ಟರು.
"
"All of my aunt’s friends were there.
","ಅಮ್ಮನ ಗೆಳತಿಯರು ಎಲ್ಲರೂ ಬಂದಿರುತ್ತಿದ್ದರು.
"
"The girl was living with her aunt after her mother’s death.
","ಬಾಲಕಿಯರಿಬ್ಬರು ತಮ್ಮ ತಾಯಿಯ ನಿಧನದ ನಂತರ ತಮ್ಮ ಅಜ್ಜನೊಂದಿಗೆ ವಾಸಿಸುತ್ತಿದ್ದರು.
"
"My aunt gave it to me.
","ಅಕ್ಕ ಅದನ್ನು ನನಗೆ ಕೊಟ್ಟು ಹೋದಳು.
"
"After losing her mother at an early age, she was raised by her aunts.
","ಚಿಕ್ಕಂದಿನಲ್ಲಿಯೇ ತಾಯಿಯನ್ನು ಕಳೆದುಕೊಂಡು ಅಣ್ಣ, ಅಕ್ಕಂದಿರ ಪಾಲನೆಯಲ್ಲಿ ಬೆಳೆದೆ.
"
"Her father and aunt rushed her to the hospital and she is out of danger,” said police.
","ಕೂಡಲೇ ತಂದೆ ಮತ್ತು ಆಂಟಿ ಆಕೆಯನ್ನು ಆಸ್ಪತ್ರೆಗೆ ಸೇರಿಸಿದ್ದು, ಅಪಾಯದಿಂದ ಪಾರಾಗಿದ್ದಾಳೆ ಎಂದು ಪೊಲೀಸರು ತಿಳಿಸಿದ್ದಾರೆ.
"
"Bollywood actor Shakti Kapoor is her father and Padmini Kolhapure her aunt.
","ಆಕೆಯ ತಂದೆ ಬಾಲಿವುಡ್ ಪ್ರಸಿದ್ಧ ಪೋಷಕ-ಖಳ ಮತ್ತು ಹಾಸ್ಯ ನಟ ಶಕ್ತಿ ಕಪೂರ್.
"
"When I was a kid we’d always go to my aunt’s house in the holidays.
","ನಾವು ಚಿಕ್ಕವರಿದ್ದಾಗ ರಜಾದಲ್ಲಿ ಅಜ್ಜಿಯ ಮನೆಗೆ ಹೋಗ್ತಾ ಇದ್ದೆವು.
"
"Suresh Raina's uncle killed, aunt critical after attack by robbers
","ಸುರೇಶ್ ರೈನಾ ಬಂಧುಗಳ ಮೇಲೆ ದಾಳಿ; ಮಾವನ ಹತ್ಯೆ
"
"Also many aunts, uncles, nephews, nieces and cousins.
","ಅಂತೆಯೇ ಅಜ್ಜಂದಿರು, ಮಾವಂದಿರು, ಸೋದರ ಮಾವಂದಿರು, ಮೊಮ್ಮಕ್ಕಳು, ಮೈದುನಂದಿರು ಮತ್ತು ನೆಂಟರಿಷ್ಟರು.
"
"TTV Dhinakaran formed Amma Makkal Munnetra Kazhagam (AMMK) after he was expelled from AIADMK along with his aunt, V K Sasikala.
","ಶಶಿಕಲಾರ ಸೋದರಳಿಯ ಟಿಟಿವಿ ದಿನಕರನ್ ಅವರು ಎಐಎಡಿಎಂಕೆಯಿಂದ ಹೊರಬಿದ್ದ ಬಳಿಕ ಅಮ್ಮಾ ಮಕ್ಕಳ್ ಮುನ್ನೇತ್ರ ಕಳಗಂ ಎಂಬ ಪ್ರತ್ಯೇಕ ಪಕ್ಷವನ್ನು ಸ್ಥಾಪಿಸಿದ್ದರು.
"
"Also survived by two daughters, four sons, one brother, two grandchildren and a host of nieces, nephews, aunts, uncles and other relatives and friends.
","ಮೃತರು ನಾಲ್ವರು ಪುತ್ರರು, ಇಬ್ಬರು ಪುತ್ರಿಯರು, ಸೊಸೆಯಂದಿರು, ಅಳಿಯಂದಿರು ಹಾಗೂ ಮೊಮ್ಮಕ್ಕಳು ಸೇರಿದಂತೆ ಅಪಾರ ಬಂಧು ಬಳಗವನ್ನು ಹೊಂದಿದ್ದಾರೆ.
"
"Two of her aunts died in the accident recently.
","ಅವಳ ಮಾತಾಪಿತರಿಬ್ಬರೂ ಇತ್ತೀಚೆಗೆ ಕಾರು ಅಪಘಾತದಲ್ಲಿ ಅಸುನೀಗಿದ್ದರು.
"
"The girl was living with her aunt after her mother’s death.
","ಪೋಷಕರು ತೀರಿಕೊಂಡ ನಂತರ ಆ ಬಾಲಕಿ ತನ್ನ ಅಣ್ಣನೊಂದಿಗೆ ವಾಸವಿದ್ದಳು.
"
"His paternal grandmother and two aunts had died of cancer.
","ಅವರ ಅಪ್ಪ-ಅಮ್ಮ ಇಬ್ಬರು ಕ್ಯಾನ್ಸರಿನಿಂದಾಗಿ ಮೃತಪಟ್ಟಿದ್ದರು.
"
"She was later taken to her aunt’s home.
","ಬಳಿಕ ಸೋದರ ಸಂಬಂಧಿಯ ಮನೆಗೆ ಕಳಿಸಲಾಗಿದೆ.
"
"A loving, devoted sister, wife, mother, grandmother, aunt, friend and nurse.
","ತಾಯಿಯಾಗಿ, ಸಹೋದರಿಯಾಗಿ, ಅಜ್ಜಿಯಾಗಿ, ಪತ್ನಿಯಾಗಿ, ಸ್ನೇಹಿತೆಯಾಗಿ, ಮಗಳಾಗಿ ತನ್ನ ಸ್ಥಾನಕ್ಕೆ ಸರಿಯಾಗಿ ಪ್ರೀತಿ ವಾತ್ಸಲ್ಯ ನೀಡುತ್ತಾ ಬಾಳುವವಳು ಮಹಿಳೆ.
"
"Father, mother - uncle, aunt
","ಅಜ್ಜ, ಅಜ್ಜಿ, ಅಪ್ಪ, ಅವ್ವ ಎಲ್ಲ
"
"After that I crawled to my aunt's house.
","ನಂತರ ನಾನು ಬಸವನಗುಡಿಯ ಅಣ್ಣನ ಮನೆಗೆ ಹೋಗುತ್ತಿದ್ದೆ.
"
"As were her mother and aunt.
","ಅವಳ ಅವ್ವ, ಅಜ್ಜವ್ವನೂ ಇದೇ ಮಾಡಿದವರಂತೆ.
"
"A large, frantic family accompanied the children: grandmother, grandfather, aunts and uncles.
","ಅವರು ಒಂದು ದೊಡ್ಡ ಕುಟುಂಬ ಹೊಂದಿತ್ತು: ಪ್ರೀತಿಯ ಪೋಷಕರು, ತಂಗಿ ಮತ್ತು ಸಹೋದರ.
"
"Your mothers and your daughters and your sisters, Your aunts, paternal or maternal,
","ತಾಯಂದಿರು; ನಿಮ್ಮ ಹೆಣ್ಣುಮಕ್ಕಳು, ಸೋದರಿಯರು ಮತ್ತು ಾಯಂದರು.
"
"The children fondly call 'Mami' (maternal aunt).
","ಮಕ್ಕಳು ಅಮ್ಮನಿಗೆ ಮಮ್ಮಿ ಎಂದೇ ಕರೆಯುತ್ತಾರೆ.
"
"The children fondly call 'Mami' (maternal aunt).
","ಮಕ್ಕಳು ಇವರನ್ನು ಪ್ರೀತಿಯಿಂದ 'ಮುರುಗನ್ ಮಾಮ' ಎಂದು ಕರೆಯುತ್ತಾರೆ.
"
"Big family, lots of cousins, brothers, sisters, aunts and uncles.
","ಇಬ್ಬರು ಅಣ್ಣಂದಿರು, ಅಕ್ಕ, ಅಪ್ಪ-ಅಮ್ಮ ಇದ್ದ ದೊಡ್ಡ ಕುಟುಂಬ.
"
"An aunt and my mother were with her.
","ಆಕೆಯ ಜತೆ ಆಕೆಯ ಸೋದರಿ ಹಾಗೂ ಮೈದುನ ಇದ್ದರು.
"
"Police arrested the man accused of raping his aunt.
","ಅಣ್ಣನೇ ತಂಗಿ ಮೇಲೆ ಅತ್ಯಾಚಾರ ಎಸಗಿದ್ದು ಆರೋಪಿಯನ್ನು ಪೊಲೀಸರು ವಶಕ್ಕೆ ಪಡೆದಿದ್ದಾರೆ.
"
"Her uncles, aunts, their children, their families are all trapped.
","ತನ್ನ ಮಕ್ಕಳು, ತನ್ನ ಕುಟುಂಬ, ಸಹೋದರ, ಸಹೋದರಿಯರ ಮಕ್ಕಳು ಎಲ್ಲರೂ ವಿಧಿವಶವಾಗಿ ಹೋಗುತ್ತಾರೆ.
"
"A daughter, wife, aunt, friend and mother.
","ಅಮ್ಮನಾಗಿ, ಅಕ್ಕನಾಗಿ, ಅಜ್ಜಿಯಾಗಿ, ಸ್ನೇಹಿತೆಯಾಗಿ, ಪತ್ನಿಯಾಗಿ, ತಂಗಿಯಾಗಿ, ಮಗಳಾಗಿ . ಹತ್ತು ಹಲವು ಪಾತ್ರಗಳನ್ನು ನಾಜೂಕಾಗಿ ನಿಭಾಯಿಸುವವಳು ಹೆಣ್ಣು.
"
"All my family, aunts, uncles, their kids.
","ತಮ್ಮಂದಿರು, ಅಕ್ಕ ತಂಗಿಯರು, ಮಕ್ಕಳು, ಮೊಮ್ಮಕ್ಕಳು ಎಲ್ಲರೂ ಸೇರಿದ್ದಾರೆ.
"
"Father, mother - uncle, aunt
","ಅಣ್ಣ ಅಪ್ಪ ಅಕ್ಕ ಅವ್ವ ಅಮ್ಮನ
"
"A car in which the Unnao rape victim, her aunts and her lawyer were travelling in collided with truck on a road near Raebareli.
","ಉನ್ನಾವ್ ಅತ್ಯಾಚಾರ ಪ್ರಕರಣದ ಸಂತ್ರಸ್ತೆ ತನ್ನ ಕುಟುಂಬ ಮತ್ತು ವಕೀಲರೊಂದಿಗೆ ರಾಯ್‍ಬರೇಲಿ ಸಮೀಪ ಕಾರಿನಲ್ಲಿ ಬರುತ್ತಿದ್ದ ವೇಳೆ ಎದುರಿನಿಂದ ವೇಗವಾಗಿ ಬಂದ ಟ್ರಕ್ ಕಾರಿಗೆ ಡಿಕ್ಕಿ ಹೊಡೆದಿದೆ.
"
"Cricketer Suresh Raina's uncle killed, aunt critical after attack by robbers
","ಕ್ರಿಕೆಟರ್ ಸುರೇಶ್ ರೈನಾ ಚಿಕ್ಕಪ್ಪನನ್ನು ಹತ್ಯೆಗೈದ ದರೋಡೆಕೋರರು, ಇಲ್ಲಿದೆ ಘಟನೆ ಪೂರ್ಣ ವಿವರ
"
"Brother, sisters, aunts uncles.
","ಸಹೋದರರು, ಸಹೋದರಿಯರು, ಅಜ್ಜಿ ಮತ್ತು ಮೊಮ್ಮಕ್ಕಳು.
"
"As does her mom and her aunt.
","ಅವಳ ಅವ್ವ, ಅಜ್ಜವ್ವನೂ ಇದೇ ಮಾಡಿದವರಂತೆ.
"
"My parents, brothers, uncles and aunts all joined in the fun.
","ಅಪ್ಪಅಮ್ಮ ಅಣ್ಣ ತಮ ಪಲಕ ಹತಂಗಿಯರು, ಅತ್ತಿಗೆಯಂದಿರು, ಭಾವಂದಿರು ಎಲ್ಲ ಸೇರಿದ್ದರು.
"
"The aunt said they had reported the matter to the authorities concerned multiple times but no action was taken.
","ಇಲ್ಲರಿವ ಸಮಸ್ಯೆ ಕುರಿತು ಅನೇಕ ಬಾರಿ ಸಂಬಂಧಪಟ್ಟ ಅಧಿಕಾರಿಗಳಿಗೆಮಾಹಿತಿ ತಿಳಿಸಿದರೂ ಯಾವುದೇ ಕ್ರಮ ಕೈಗೊಂಡಿಲ್ಲ ಎಂದು ಆರೋಪಿಸಿದರು.
"
"Reacting to news reports including in the Los Angeles Times of growing concern over Vice-President Kamala Harris’ niece Meena Harris using her aunt’s name to promote her business and brand, the White House said the Vice-President and her family will uphold “the highest ethical standards”, adding that her name should not be used in any commercial activities to suggest an endorsement.
","ತನ್ನ ವಸ್ತುವಿನ ಮೌಲ್ಯ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿ ಹೆಚ್ಚು ಮಾಡಿಕೊಳ್ಳಲು ಕಮಲಾ ಹ್ಯಾರಿಸ್ ಅವರ ಸಂಬಂಧ ಮೀನಾ ಹ್ಯಾರಿಸ್ ಉಪಾಧ್ಯಕ್ಷೆಯ ಹೆಸರನ್ನು ಬಳಸಿಕೊಳ್ಳುತ್ತಾರೆ ಎಂದು ಮಾಧ್ಯಮಗಳಲ್ಲಿ ಬಂದ ವರದಿ ನಂತರ ವಕ್ತಾರೆ ಈ ಹೇಳಿಕೆ ನೀಡಿದ್ದು ಕಮಲಾ ಹ್ಯಾರಿಸ್ ಮತ್ತು ಅವರ ಕುಟುಂಬ ಶ್ವೇತಭವನದ ಅತ್ಯುನ್ನತ ಗೌರವವನ್ನು ಕಾಪಾಡಿಕೊಂಡು ಹೋಗುವ ನೈತಿಕತೆ ಹೊಂದಿದ್ದಾರೆ ಎಂದು ಹೇಳಿದ್ದಾರೆ.
"
